panel,s,variant,window,d_mean_bp,se_bp,t,d_sharpe,d_dd_pp
U56,0.9,ANCHOR,FULL,0.0,0.0,,0.0,0.0
U56,0.9,ANCHOR,OOS,0.0,0.0,,0.0,0.0
U56,0.9,FIXED,FULL,-0.11584882475031334,0.0648669467193436,-1.7859453945250476,-0.005500441742006146,0.02316253144631908
U56,0.9,FIXED,OOS,-0.18626095185735755,0.1104114686150513,-1.686971056482863,-0.012584293336704189,0.023162531446352386
U56,0.9,FILL,FULL,-0.0522965292001807,0.36586409541471826,-0.1429397687709721,0.008725994043699448,-0.9351093600212801
U56,0.9,FILL,OOS,-0.11770783770727183,0.5554773546752031,-0.21190393580688377,-0.007665882733201901,-0.9351093600212579
U56,0.9,FREEZE,FULL,-0.01966812194002152,0.2530354640794983,-0.07772871684833166,-0.02213137009758781,-7.169601749320787
U56,0.9,FREEZE,OOS,-0.12390594227953715,0.360557118609591,-0.3436513547627435,-0.05952686346241132,-7.169601749320719
U56,0.9,CASH,FULL,-0.41412802767489115,0.23737900222527894,-1.7445857628210635,-0.0426244853730231,0.02316253144631908
U56,0.9,CASH,OOS,-0.6847101366836701,0.43464166167271895,-1.5753440064824027,-0.07315121299937477,0.023162531446352386
U56,0.9,SPY,FULL,0.12431180203431026,0.3332219100305687,0.37306010887131125,-0.10214669341899385,-8.783757072267695
U56,0.9,SPY,OOS,0.19095965616008148,0.257267493334839,0.7422611138498695,-0.07444048185233454,-8.783757072267662
U56,1.0,ANCHOR,FULL,0.0,0.0,,0.0,0.0
U56,1.0,ANCHOR,OOS,0.0,0.0,,0.0,0.0
U56,1.0,FIXED,FULL,-0.11584882475031334,0.0648669467193436,-1.7859453945250476,-0.005500441742006146,0.02316253144631908
U56,1.0,FIXED,OOS,-0.18626095185735755,0.1104114686150513,-1.686971056482863,-0.012584293336704189,0.023162531446352386
U56,1.0,FILL,FULL,-0.04830216922563636,0.36603384638477326,-0.1319609366803236,0.009460102304636564,-0.9351093600212579
U56,1.0,FILL,OOS,-0.11770783770727183,0.5554773546752031,-0.21190393580688377,-0.007665882733201901,-0.9351093600212579
U56,1.0,FREEZE,FULL,-0.07405867141966596,0.2641294526697762,-0.28038778209356563,-0.0344101394692351,-7.169601749320787
U56,1.0,FREEZE,OOS,-0.22301661990569788,0.3914344377103295,-0.5697419501723436,-0.07992265711027424,-7.169601749320719
U56,1.0,CASH,FULL,-0.5284124079015415,0.28213618612958125,-1.8728983869472489,-0.06061504177195021,-3.500974278707214
U56,1.0,CASH,OOS,-0.8929595931556654,0.5217839901401308,-1.711358742371247,-0.10478939584538849,-3.500974278707103
U56,1.0,SPY,FULL,0.28150859496185815,0.34356120847247723,0.8193841097878484,-0.0810419321141389,-8.783757072267695
U56,1.0,SPY,OOS,0.4774042833381777,0.34644283109474977,1.378017498095121,-0.03770643287413411,-8.783757072267662
B136,0.5,ANCHOR,FULL,0.0,0.0,,0.0,0.0
B136,0.5,ANCHOR,OOS,0.0,0.0,,0.0,0.0
B136,0.5,FIXED,FULL,-0.0495060601963196,0.0584393210992716,-0.8471361279543792,-0.0013755227759533195,1.9607823259672474
B136,0.5,FIXED,OOS,-0.09588238724059787,0.1151335103105114,-0.8327930502770752,-0.005026518689770887,1.9607823259672474
B136,0.5,FILL,FULL,0.3762798485440504,0.34571315724027346,1.0884163378327334,0.05228599225146713,0.42465078526794375
B136,0.5,FILL,OOS,0.6856586506857584,0.6564735775565694,1.0444573462313858,0.09089245007261226,0.42465078526794375
B136,0.5,FREEZE,FULL,-0.07185427223893708,0.07124177309636798,-1.0085974719037463,-0.005078452431983571,0.18425744925982812
B136,0.5,FREEZE,OOS,-0.13093314335059084,0.12831782277259726,-1.0203815847361157,-0.00994465588586202,0.18425744925983922
B136,0.5,CASH,FULL,-0.16556540510112913,0.1556754684810938,-1.0635291913140215,-0.024020240661982273,0.8968220196974186
B136,0.5,CASH,OOS,-0.3016939458786654,0.30135099619349776,-1.001138040655248,-0.041906330935940095,0.8968220196974186
B136,0.5,SPY,FULL,0.299341766241228,0.2789654901383847,1.0730422823724015,0.02293398953731285,-1.152732306178328
B136,0.5,SPY,OOS,0.5454617682265392,0.5390743896142881,1.0118487888412235,0.04348473892189908,-1.1527323061783057
B136,0.75,ANCHOR,FULL,0.0,0.0,,0.0,0.0
B136,0.75,ANCHOR,OOS,0.0,0.0,,0.0,0.0
B136,0.75,FIXED,FULL,-0.0495060601963196,0.0584393210992716,-0.8471361279543792,-0.0013755227759533195,1.9607823259672474
B136,0.75,FIXED,OOS,-0.09588238724059787,0.1151335103105114,-0.8327930502770752,-0.005026518689770887,1.9607823259672474
B136,0.75,FILL,FULL,0.352540480203784,0.311821326536601,1.1305848901338806,0.03623136673569527,-1.253529176210988
B136,0.75,FILL,OOS,0.6424006783885421,0.5895354802464002,1.089672631950916,0.06526404611392622,-1.253529176210988
B136,0.75,FREEZE,FULL,0.012750293508810198,0.2613205898261415,0.04879176768004795,0.0003575585473554188,-4.475957039432032
B136,0.75,FREEZE,OOS,0.023233636020969995,0.48488425352962344,0.04791583940258964,0.0009219493982681737,-4.475957039432044
B136,0.75,CASH,FULL,-0.07443091885163222,0.09503216019061253,-0.7832182147847742,-0.003675752503432106,1.9607823259672363
B136,0.75,CASH,OOS,-0.13562831915283086,0.19132385998906754,-0.7088939098373869,-0.007851311802264505,1.9607823259672474
B136,0.75,SPY,FULL,0.12941119195016285,0.15920596873937407,0.8128538959617377,-0.02683767534407533,-8.386983966554162
B136,0.75,SPY,OOS,0.23581359352491774,0.32416407490909455,0.7274513487993605,-0.03579889950634796,-8.386983966554162
B136,0.9,ANCHOR,FULL,0.0,0.0,,0.0,0.0
B136,0.9,ANCHOR,OOS,0.0,0.0,,0.0,0.0
B136,0.9,FIXED,FULL,-0.0495060601963196,0.0584393210992716,-0.8471361279543792,-0.0013755227759533195,1.9607823259672474
B136,0.9,FIXED,OOS,-0.09588238724059787,0.1151335103105114,-0.8327930502770752,-0.005026518689770887,1.9607823259672474
B136,0.9,FILL,FULL,-0.040677732836642166,0.41347529620482976,-0.09838008028535519,-0.017077346891257283,-0.30414523284453265
B136,0.9,FILL,OOS,0.24425622844891526,0.7197835118498569,0.3393467958458401,0.021926133377802692,-0.30414523284456596
B136,0.9,FREEZE,FULL,0.05285545770071585,0.26666328474869516,0.19821048012112763,0.005066978834308511,-4.475957039432044
B136,0.9,FREEZE,OOS,-0.005434807373770535,0.4867085027885925,-0.011166452491854672,-0.006666692108791006,-4.475957039432021
B136,0.9,CASH,FULL,-0.03744808609568531,0.10475533214947094,-0.3574814315156027,0.003492468382804814,1.9607823259672696
B136,0.9,CASH,OOS,-0.13562831915283086,0.19132385998906754,-0.7088939098373869,-0.007851311802264505,1.9607823259672474
B136,0.9,SPY,FULL,0.07165939637791767,0.1771186035787903,0.4045842442860067,-0.04228939863450032,-8.38698396655414
B136,0.9,SPY,OOS,0.23581359352491774,0.32416407490909455,0.7274513487993605,-0.03579889950634796,-8.386983966554162
B136,1.0,ANCHOR,FULL,0.0,0.0,,0.0,0.0
B136,1.0,ANCHOR,OOS,0.0,0.0,,0.0,0.0
B136,1.0,FIXED,FULL,-0.0495060601963196,0.0584393210992716,-0.8471361279543792,-0.0013755227759533195,1.9607823259672474
B136,1.0,FIXED,OOS,-0.09588238724059787,0.1151335103105114,-0.8327930502770752,-0.005026518689770887,1.9607823259672474
B136,1.0,FILL,FULL,-0.040677732836642166,0.41347529620482976,-0.09838008028535519,-0.017077346891257283,-0.30414523284453265
B136,1.0,FILL,OOS,0.24425622844891526,0.7197835118498569,0.3393467958458401,0.021926133377802692,-0.30414523284456596
B136,1.0,FREEZE,FULL,-0.09571992738565129,0.3054851294239246,-0.3133374366410479,-0.010295979878510941,-3.1087247959908804
B136,1.0,FREEZE,OOS,0.013149392530946252,0.5165234006597751,0.02545749624150625,0.009557180313642943,-3.1087247959908915
B136,1.0,CASH,FULL,-0.08007836532425949,0.09748168776759841,-0.8214708542508068,-0.003226420181976941,1.9607823259672252
B136,1.0,CASH,OOS,-0.13562831915283086,0.19132385998906754,-0.7088939098373869,-0.007851311802264505,1.9607823259672474
B136,1.0,SPY,FULL,0.13574530552440087,0.16838463786690164,0.8061620539974657,-0.03625912833816014,-8.38698396655413
B136,1.0,SPY,OOS,0.23581359352491774,0.32416407490909455,0.7274513487993605,-0.03579889950634796,-8.386983966554162
SMALL,0.5,ANCHOR,FULL,0.0,0.0,,0.0,0.0
SMALL,0.5,ANCHOR,OOS,0.0,0.0,,0.0,0.0
SMALL,0.5,FIXED,FULL,0.0,0.0,,0.0,0.0
SMALL,0.5,FIXED,OOS,0.0,0.0,,0.0,0.0
SMALL,0.5,FILL,FULL,0.0,0.0,,0.0,0.0
SMALL,0.5,FILL,OOS,0.0,0.0,,0.0,0.0
SMALL,0.5,FREEZE,FULL,0.0,0.0,,0.0,0.0
SMALL,0.5,FREEZE,OOS,0.0,0.0,,0.0,0.0
SMALL,0.5,CASH,FULL,0.0,0.0,,0.0,0.0
SMALL,0.5,CASH,OOS,0.0,0.0,,0.0,0.0
SMALL,0.5,SPY,FULL,0.0,0.0,,0.0,0.0
SMALL,0.5,SPY,OOS,0.0,0.0,,0.0,0.0
SMALL,0.75,ANCHOR,FULL,0.0,0.0,,0.0,0.0
SMALL,0.75,ANCHOR,OOS,0.0,0.0,,0.0,0.0
SMALL,0.75,FIXED,FULL,0.0,0.0,,0.0,0.0
SMALL,0.75,FIXED,OOS,0.0,0.0,,0.0,0.0
SMALL,0.75,FILL,FULL,0.0,0.0,,0.0,0.0
SMALL,0.75,FILL,OOS,0.0,0.0,,0.0,0.0
SMALL,0.75,FREEZE,FULL,0.0,0.0,,0.0,0.0
SMALL,0.75,FREEZE,OOS,0.0,0.0,,0.0,0.0
SMALL,0.75,CASH,FULL,0.0,0.0,,0.0,0.0
SMALL,0.75,CASH,OOS,0.0,0.0,,0.0,0.0
SMALL,0.75,SPY,FULL,0.0,0.0,,0.0,0.0
SMALL,0.75,SPY,OOS,0.0,0.0,,0.0,0.0
SMALL,0.9,ANCHOR,FULL,0.0,0.0,,0.0,0.0
SMALL,0.9,ANCHOR,OOS,0.0,0.0,,0.0,0.0
SMALL,0.9,FIXED,FULL,0.0,0.0,,0.0,0.0
SMALL,0.9,FIXED,OOS,0.0,0.0,,0.0,0.0
SMALL,0.9,FILL,FULL,0.0,0.0,,0.0,0.0
SMALL,0.9,FILL,OOS,0.0,0.0,,0.0,0.0
SMALL,0.9,FREEZE,FULL,0.0,0.0,,0.0,0.0
SMALL,0.9,FREEZE,OOS,0.0,0.0,,0.0,0.0
SMALL,0.9,CASH,FULL,0.0,0.0,,0.0,0.0
SMALL,0.9,CASH,OOS,0.0,0.0,,0.0,0.0
SMALL,0.9,SPY,FULL,0.0,0.0,,0.0,0.0
SMALL,0.9,SPY,OOS,0.0,0.0,,0.0,0.0
SMALL,1.0,ANCHOR,FULL,0.0,0.0,,0.0,0.0
SMALL,1.0,ANCHOR,OOS,0.0,0.0,,0.0,0.0
SMALL,1.0,FIXED,FULL,0.0,0.0,,0.0,0.0
SMALL,1.0,FIXED,OOS,0.0,0.0,,0.0,0.0
SMALL,1.0,FILL,FULL,0.0,0.0,,0.0,0.0
SMALL,1.0,FILL,OOS,0.0,0.0,,0.0,0.0
SMALL,1.0,FREEZE,FULL,0.0,0.0,,0.0,0.0
SMALL,1.0,FREEZE,OOS,0.0,0.0,,0.0,0.0
SMALL,1.0,CASH,FULL,0.0,0.0,,0.0,0.0
SMALL,1.0,CASH,OOS,0.0,0.0,,0.0,0.0
SMALL,1.0,SPY,FULL,0.0,0.0,,0.0,0.0
SMALL,1.0,SPY,OOS,0.0,0.0,,0.0,0.0
