arm,cell,beta,k,draw,selector,ratio,n,OOS_Sharpe,OOS_CAGR,OOS_MaxDD,anchor,edge,spy_OOS_S,spy_OOS_CAGR,spy_OOS_DD,v2_OOS_S,v2_OOS_CAGR,v2_OOS_DD,pass4a,pass4b
CROSS,BSTK-HI,0.15,20,0,IS-SHARPE-MAX,0.2,4,0.6873948628901072,0.11061640358454805,-0.25000464223481,0.871589223326749,-0.18419436043664184,0.8767278433896203,0.15331427255204866,-0.3371595330739301,1.0718860921812128,0.09698957264161012,-0.12524828834464163,False,False
CROSS,BSTK-HI,0.15,20,0,RATIO-MAX,0.5,10,0.9392621739094871,0.12432321103775901,-0.17341716144817243,0.871589223326749,0.06767295058273803,0.8767278433896203,0.15331427255204866,-0.3371595330739301,1.0718860921812128,0.09698957264161012,-0.12524828834464163,False,True
CROSS,BSTK-HI,0.15,20,0,RATIO-MIN,0.1,2,1.0030210320312853,0.21376219585753486,-0.23926618166663371,0.871589223326749,0.1314318087045363,0.8767278433896203,0.15331427255204866,-0.3371595330739301,1.0718860921812128,0.09698957264161012,-0.12524828834464163,False,False
CROSS,BSTK-HI,0.15,20,0,RANDOM,0.35,7,0.8566788244761167,0.12504958988607195,-0.1973807768553285,0.871589223326749,-0.01491039885063239,0.8767278433896203,0.15331427255204866,-0.3371595330739301,1.0718860921812128,0.09698957264161012,-0.12524828834464163,False,False
CROSS,BSTK-HI,0.15,20,1,IS-SHARPE-MAX,0.2,4,0.749084091480945,0.11391571338518158,-0.2164008517443552,0.7579655343075904,-0.00888144282664538,0.8767278433896203,0.15331427255204866,-0.3371595330739301,0.9866304978501272,0.08378848320747267,-0.11384401962881896,False,False
CROSS,BSTK-HI,0.15,20,1,RATIO-MAX,0.5,10,0.8732088784807438,0.10946401360220093,-0.17630206588778397,0.7579655343075904,0.1152433441731534,0.8767278433896203,0.15331427255204866,-0.3371595330739301,0.9866304978501272,0.08378848320747267,-0.11384401962881896,False,False
CROSS,BSTK-HI,0.15,20,1,RATIO-MIN,0.1,2,0.6177704346714983,0.10630691824493543,-0.22482474467330393,0.7579655343075904,-0.1401950996360921,0.8767278433896203,0.15331427255204866,-0.3371595330739301,0.9866304978501272,0.08378848320747267,-0.11384401962881896,False,False
CROSS,BSTK-HI,0.15,20,1,RANDOM,0.2,4,0.749084091480945,0.11391571338518158,-0.2164008517443552,0.7579655343075904,-0.00888144282664538,0.8767278433896203,0.15331427255204866,-0.3371595330739301,0.9866304978501272,0.08378848320747267,-0.11384401962881896,False,False
CROSS,BSTK-HI,0.15,20,2,IS-SHARPE-MAX,0.2,4,0.8733256154001725,0.14419295729878034,-0.2906493484381839,0.8677191480266743,0.005606467373498236,0.8767278433896203,0.15331427255204866,-0.3371595330739301,1.0380369421332953,0.09691410962880576,-0.14205008813161824,False,False
CROSS,BSTK-HI,0.15,20,2,RATIO-MAX,0.5,10,0.9235737370257534,0.12187135588829578,-0.19009459372644866,0.8677191480266743,0.055854588999079136,0.8767278433896203,0.15331427255204866,-0.3371595330739301,1.0380369421332953,0.09691410962880576,-0.14205008813161824,False,True
CROSS,BSTK-HI,0.15,20,2,RATIO-MIN,0.1,2,0.7831576279357205,0.15426322216773647,-0.4190228614852355,0.8677191480266743,-0.08456152009095375,0.8767278433896203,0.15331427255204866,-0.3371595330739301,1.0380369421332953,0.09691410962880576,-0.14205008813161824,False,False
CROSS,BSTK-HI,0.15,20,2,RANDOM,0.5,10,0.9235737370257534,0.12187135588829578,-0.19009459372644866,0.8677191480266743,0.055854588999079136,0.8767278433896203,0.15331427255204866,-0.3371595330739301,1.0380369421332953,0.09691410962880576,-0.14205008813161824,False,True
CROSS,BSTK-HI,0.15,20,3,IS-SHARPE-MAX,0.1,2,0.8105174075476208,0.17486067078942313,-0.40349376486372834,0.824940715684666,-0.014423308137045177,0.8767278433896203,0.15331427255204866,-0.3371595330739301,0.9546760003284406,0.09491993013214173,-0.1561890365391584,False,False
CROSS,BSTK-HI,0.15,20,3,RATIO-MAX,0.5,10,0.9741437004503829,0.14107574710427784,-0.19072563093653372,0.824940715684666,0.14920298476571692,0.8767278433896203,0.15331427255204866,-0.3371595330739301,0.9546760003284406,0.09491993013214173,-0.1561890365391584,False,False
CROSS,BSTK-HI,0.15,20,3,RATIO-MIN,0.1,2,0.8105174075476208,0.17486067078942313,-0.40349376486372834,0.824940715684666,-0.014423308137045177,0.8767278433896203,0.15331427255204866,-0.3371595330739301,0.9546760003284406,0.09491993013214173,-0.1561890365391584,False,False
CROSS,BSTK-HI,0.15,20,3,RANDOM,0.5,10,0.9741437004503829,0.14107574710427784,-0.19072563093653372,0.824940715684666,0.14920298476571692,0.8767278433896203,0.15331427255204866,-0.3371595330739301,0.9546760003284406,0.09491993013214173,-0.1561890365391584,False,False
CROSS,BSTK-HI,0.15,20,4,IS-SHARPE-MAX,0.2,4,0.7991893978683722,0.11889964118448693,-0.1948729473157601,0.7461932000190239,0.05299619784934828,0.8767278433896203,0.15331427255204866,-0.3371595330739301,0.9662493818521734,0.08054903196147056,-0.12530799419980776,False,False
CROSS,BSTK-HI,0.15,20,4,RATIO-MAX,0.5,10,0.8942029399925412,0.11011017555352698,-0.21013576578240678,0.7461932000190239,0.1480097399735173,0.8767278433896203,0.15331427255204866,-0.3371595330739301,0.9662493818521734,0.08054903196147056,-0.12530799419980776,False,False
CROSS,BSTK-HI,0.15,20,4,RATIO-MIN,0.1,2,0.4920964020939823,0.07692040401568456,-0.31987499157233756,0.7461932000190239,-0.2540967979250416,0.8767278433896203,0.15331427255204866,-0.3371595330739301,0.9662493818521734,0.08054903196147056,-0.12530799419980776,False,False
CROSS,BSTK-HI,0.15,20,4,RANDOM,0.2,4,0.7991893978683722,0.11889964118448693,-0.1948729473157601,0.7461932000190239,0.05299619784934828,0.8767278433896203,0.15331427255204866,-0.3371595330739301,0.9662493818521734,0.08054903196147056,-0.12530799419980776,False,False
CROSS,BSTK-HI,0.15,20,5,IS-SHARPE-MAX,0.2,4,1.0227059125086693,0.20315422298421337,-0.2268402684041021,0.9841909494632526,0.038514963045416684,0.8767278433896203,0.15331427255204866,-0.3371595330739301,1.0317923006425447,0.10916581150424265,-0.1586107281779977,False,False
CROSS,BSTK-HI,0.15,20,5,RATIO-MAX,0.5,10,1.0465555171383585,0.1589886722566436,-0.2135998841522505,0.9841909494632526,0.0623645676751059,0.8767278433896203,0.15331427255204866,-0.3371595330739301,1.0317923006425447,0.10916581150424265,-0.1586107281779977,False,False
CROSS,BSTK-HI,0.15,20,5,RATIO-MIN,0.1,2,0.9305562131644439,0.20501549524686058,-0.3551857564791392,0.9841909494632526,-0.05363473629880866,0.8767278433896203,0.15331427255204866,-0.3371595330739301,1.0317923006425447,0.10916581150424265,-0.1586107281779977,False,False
CROSS,BSTK-HI,0.15,20,5,RANDOM,0.2,4,1.0227059125086693,0.20315422298421337,-0.2268402684041021,0.9841909494632526,0.038514963045416684,0.8767278433896203,0.15331427255204866,-0.3371595330739301,1.0317923006425447,0.10916581150424265,-0.1586107281779977,False,False
CROSS,BSTK-HI,0.15,20,6,IS-SHARPE-MAX,0.2,4,0.6006497149550114,0.0949049343294266,-0.3684732357447743,0.705235342738193,-0.10458562778318159,0.8767278433896203,0.15331427255204866,-0.3371595330739301,0.934870877766026,0.08629992110759366,-0.12983765238288425,False,False
CROSS,BSTK-HI,0.15,20,6,RATIO-MAX,0.5,10,0.8720587639450504,0.11671248445031113,-0.18690722573861251,0.705235342738193,0.16682342120685745,0.8767278433896203,0.15331427255204866,-0.3371595330739301,0.934870877766026,0.08629992110759366,-0.12983765238288425,False,False
CROSS,BSTK-HI,0.15,20,6,RATIO-MIN,0.1,2,0.5608176089005973,0.09845835054375418,-0.3396110715039068,0.705235342738193,-0.1444177338375957,0.8767278433896203,0.15331427255204866,-0.3371595330739301,0.934870877766026,0.08629992110759366,-0.12983765238288425,False,False
CROSS,BSTK-HI,0.15,20,6,RANDOM,0.2,4,0.6006497149550114,0.0949049343294266,-0.3684732357447743,0.705235342738193,-0.10458562778318159,0.8767278433896203,0.15331427255204866,-0.3371595330739301,0.934870877766026,0.08629992110759366,-0.12983765238288425,False,False
CROSS,BSTK-HI,0.15,20,7,IS-SHARPE-MAX,0.2,4,0.9491550286468956,0.1663661203207003,-0.25981128546511545,0.9184257132715099,0.030729315375385702,0.8767278433896203,0.15331427255204866,-0.3371595330739301,1.0369969642120387,0.09729398204503115,-0.1379023417158166,False,False
CROSS,BSTK-HI,0.15,20,7,RATIO-MAX,0.5,10,0.9374383931238766,0.1242345977460575,-0.17214380151976816,0.9184257132715099,0.019012679852366654,0.8767278433896203,0.15331427255204866,-0.3371595330739301,1.0369969642120387,0.09729398204503115,-0.1379023417158166,False,True
