family,real_ep_share,plac_ep_RAND,plac_ep_BLOCK,plac_ep_YEARBLOCK,plac_ep_EPISODEFIX,plac_ep_BLOCKPOST,warm_share,plac_warm_RAND,plac_warm_BLOCK,plac_warm_YEARBLOCK,plac_warm_EPISODEFIX,plac_warm_BLOCKPOST
BREADTH-LO,0.3140198758581583,0.051444691207902106,0.05120210458295705,0.24892641027491427,0.3140198758581583,0.05218802066696046,0.014315310402707082,0.014240877747646053,0.013803006634842444,0.0,0.007966412533235432,0.0
BREADTH-HI,0.004119454119419857,0.05150744194706789,0.051999573086093154,0.00822256929830566,0.004119454119419857,0.05124703753431909,0.014315310402707082,0.014342888665614291,0.014707086796552039,5.96136037128551e-05,0.014845948850119242,0.0
VOL20-HI,0.1542294054183891,0.05132823570016712,0.05236889720721316,0.1359448613611193,0.1542294054183891,0.05101273010856108,0.01619272816043916,0.01626924904355975,0.01668024062719132,0.0004609543055762613,0.012990832069177371,0.0
VOL20-LO,0.00012244721982549697,0.05106954257729469,0.050880634464160926,0.0033731211239798383,0.00012244721982549697,0.05267330293322175,0.01619272816043916,0.016364999648545632,0.016991890711095265,0.003683044684339162,0.017540757460332786,0.0
DISP-HI,0.11703471181271816,0.05132595156208021,0.05194630950515222,0.10095651494006838,0.11703471181271816,0.05103335954126469,0.01619272816043916,0.01618862195845809,0.015976048828306333,0.00024336332691381603,0.014712314491388885,0.0
DISP-LO,0.0014082931243427077,0.051335830546319045,0.04977516044861802,0.004106060017846137,0.0014082931243427077,0.051762246703361506,0.01619272816043916,0.016281011156843044,0.01674012920351068,0.0040737306958931446,0.01673346397905824,0.0
CORR-HI,0.18561572627429945,0.051382937622917846,0.05254623844890604,0.15988744209848255,0.18561572627429945,0.05102933269169038,0.01619272816043916,0.016211245399520572,0.016206035696951504,0.001519596741253726,0.01337422110673806,0.0
CORR-LO,0.0010130583880952392,0.05137827501723523,0.050657936588934485,0.004871215541790193,0.0010130583880952392,0.05347566863897103,0.01619272816043916,0.016090298948683038,0.015558377418417268,0.0010556424542613344,0.01663376861035047,0.0
