panel,chooser,device,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,OOS_4a_POOLED,OOS_4a_Y_ALL,OOS_4b,bar_OOS_Sharpe,bar_OOS_CAGR,bar_OOS_MaxDD,spy_OOS_Sharpe,spy_OOS_CAGR,spy_OOS_MaxDD
SMALL,C_SHARPE,RULESv1,0.0782440773808677,0.7072610659474738,-0.31502134021897643,False,False,False,0.5457504412853388,0.03635375722473366,-0.14158634613008736,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL,C_CALMAR,RULESv1,0.0782440773808677,0.7072610659474738,-0.31502134021897643,False,False,False,0.5457504412853388,0.03635375722473366,-0.14158634613008736,0.8736611364726746,0.1525745335844091,-0.33717289200673783
U56,C_SHARPE,BAND0.08_G1.00,0.11996181203906264,1.1624334333666386,-0.19050615829316675,False,False,True,1.276620821629499,0.09455179369762767,-0.12054956914840886,0.8736611364726746,0.1525745335844091,-0.33717289200673783
U56,C_CALMAR,BAND0.03_G1.00,0.12669164118494436,1.2759272265148862,-0.1591100739598581,False,False,True,1.276620821629499,0.09455179369762767,-0.12054956914840886,0.8736611364726746,0.1525745335844091,-0.33717289200673783
B136,C_SHARPE,BAND0.08_G1.00,0.1097976270130907,1.0920752045528088,-0.19499212250678066,False,False,True,1.1016867720596069,0.0784728360555127,-0.12241069123223403,0.8736721309012504,0.15257181383948715,-0.3371595330739301
B136,C_CALMAR,BAND0.03_G1.00,0.10473004292318322,1.1006130604666327,-0.16158091944280473,False,False,False,1.1016867720596069,0.0784728360555127,-0.12241069123223403,0.8736721309012504,0.15257181383948715,-0.3371595330739301
