cost_bps,panel,criterion,same_as_KMAX,OOS_Sharpe,twin_OOS_Sharpe
0.0,U56,IS_bought,False,1.2740984311880317,1.3142475894741426
0.0,U56,Ebar_IS,False,1.0036950066339072,1.3142475894741426
0.0,U56,width,True,1.3142475894741426,1.3142475894741426
0.0,U56,IS_Sharpe,False,1.0036950066339072,1.3142475894741426
0.0,B136,IS_bought,False,1.123276943381351,1.1111276727519823
0.0,B136,Ebar_IS,False,0.9153105095305775,1.1111276727519823
0.0,B136,width,True,1.1111276727519823,1.1111276727519823
0.0,B136,IS_Sharpe,False,0.9217163795398872,1.1111276727519823
0.0,SMALL,IS_bought,False,0.6214375000965557,0.4770994211339463
0.0,SMALL,Ebar_IS,False,0.4275771576841686,0.4770994211339463
0.0,SMALL,width,True,0.4770994211339463,0.4770994211339463
0.0,SMALL,IS_Sharpe,False,0.4393428307760792,0.4770994211339463
25.0,U56,IS_bought,False,1.1567329448385892,1.1623598782734184
25.0,U56,Ebar_IS,False,0.807988458235199,1.1623598782734184
25.0,U56,width,True,1.1623598782734184,1.1623598782734184
25.0,U56,IS_Sharpe,False,0.807988458235199,1.1623598782734184
25.0,B136,IS_bought,False,0.9393409245303197,0.8715679634072453
25.0,B136,Ebar_IS,False,0.7118138602054904,0.8715679634072453
25.0,B136,width,True,0.8715679634072453,0.8715679634072453
25.0,B136,IS_Sharpe,False,0.7034378601622644,0.8715679634072453
25.0,SMALL,IS_bought,False,0.3951921590723677,0.08402601560926452
25.0,SMALL,Ebar_IS,False,0.19819257977164623,0.08402601560926452
25.0,SMALL,width,True,0.08402601560926452,0.08402601560926452
25.0,SMALL,IS_Sharpe,False,0.4478342371413435,0.08402601560926452
