panel,cons,cost,selector,ladder,pick,pick_shuffled,oos_argmax,oos_argmax_shuffled,OOS_Sharpe_pick,OOS_Sharpe_s0,OOS_best,margin,regret,room,OOS_CAGR_pick,OOS_MaxDD_pick,OOS_CAGR_s0,OOS_MaxDD_s0,OOS_CAGR_spy,OOS_Sharpe_spy,OOS_MaxDD_spy
U56,CANDq,10.0,all-arms,420,SHUFF/TOP@S0.40#35,True,SHUFF/TOP@S0.40#51,True,1.1554481216586396,1.1132972039271836,1.311993602954201,0.04215091773145607,0.15654548129556134,0.1986963990270174,0.1304471518227246,-0.16043467108653242,0.11341461812571652,-0.15874706519136672,0.15450717694493354,0.8820109845896832,-0.33717289200673795
U56,CANDq,10.0,det-only,60,R6/TOP@S0.40,False,LOWVOL/BOT@S0.40,False,1.0417721164620142,1.1132972039271836,1.1496059915870203,-0.07152508746516939,0.10783387512500608,0.036308787659836694,0.1479743057854257,-0.18789189409851392,0.11341461812571652,-0.15874706519136672,0.15450717694493354,0.8820109845896832,-0.33717289200673795
U56,CANDq,10.0,COMP-only,6,COMP/TOP@S0.85,False,COMP/TOP@S0.55,False,1.1368498006535404,1.1132972039271836,1.1426553716795729,0.02355259672635679,0.005805571026032519,0.029358167752389308,0.1254033725509831,-0.16424963915142465,0.11341461812571652,-0.15874706519136672,0.15450717694493354,0.8820109845896832,-0.33717289200673795
U56,CANDq,25.0,all-arms,420,SHUFF/TOP@S0.40#35,True,SHUFF/TOP@S0.40#51,True,1.0135394648379132,0.9885997681100179,1.1710857948342945,0.02493969672789531,0.1575463299963813,0.1824860267242766,0.11271158180486629,-0.18038118272073211,0.09953119500223595,-0.16113542154882055,0.15450717694493354,0.8820109845896832,-0.33717289200673795
U56,CANDq,25.0,det-only,60,R6/TOP@S0.40,False,COMP/TOP@S0.85,False,0.8816632879027275,0.9885997681100179,0.9975957640075064,-0.10693648020729041,0.11593247610477886,0.008995995897488451,0.12215622549404714,-0.19683458297070167,0.09953119500223595,-0.16113542154882055,0.15450717694493354,0.8820109845896832,-0.33717289200673795
U56,CANDq,25.0,COMP-only,6,COMP/TOP@S0.85,False,COMP/TOP@S0.85,False,0.9975957640075064,0.9885997681100179,0.9975957640075064,0.008995995897488451,0.0,0.008995995897488451,0.10847148533848006,-0.16587520416479118,0.09953119500223595,-0.16113542154882055,0.15450717694493354,0.8820109845896832,-0.33717289200673795
U56,CONSTn-dg,10.0,all-arms,490,SHUFF/TOP@S0.40#40,True,SHUFF/TOP@S1.00#12,True,1.2882629478382528,1.1132972039271836,1.3175369051428447,0.17496574391106923,0.029273957304591924,0.20423970121566115,0.13033479475697796,-0.15850280062993394,0.11341461812571652,-0.15874706519136672,0.15450717694493354,0.8820109845896832,-0.33717289200673795
U56,CONSTn-dg,10.0,det-only,70,MOM/TOP@S0.40,False,COMP/TOP@S0.95,False,1.0105084815565621,1.1132972039271836,1.2555454530088668,-0.10278872237062142,0.24503697145230463,0.1422482490816832,0.13751799425386646,-0.19067624652422255,0.11341461812571652,-0.15874706519136672,0.15450717694493354,0.8820109845896832,-0.33717289200673795
U56,CONSTn-dg,10.0,COMP-only,7,COMP/TOP@S0.55,False,COMP/TOP@S0.95,False,1.1679914276771575,1.1132972039271836,1.2555454530088668,0.0546942237499739,0.0875540253317093,0.1422482490816832,0.14360571775847464,-0.18308341209578138,0.11341461812571652,-0.15874706519136672,0.15450717694493354,0.8820109845896832,-0.33717289200673795
U56,CONSTn-dg,25.0,all-arms,490,SHUFF/TOP@S0.40#40,True,SHUFF/TOP@S1.00#12,True,1.1618747342006723,0.9885997681100179,1.2097460389279604,0.1732749660906544,0.047871304727288067,0.22114627081794247,0.11636535256161396,-0.15991427073668074,0.09953119500223595,-0.16113542154882055,0.15450717694493354,0.8820109845896832,-0.33717289200673795
