gate,what,value,pass_
G1,"fast runner == engine.backtest (U56 W/H126/N=20, gross 0.75)",1.3877787807814457e-17,True
G2,"CROSS-RUN the committed U56 W/H126/N=20 triple, PINNED at 2026-09-15",4.1154385608477284e-05,True
G3,CROSS-RUN the committed SPY OOS triple on U56's tape,0.0001703764894058768,True
G4,CROSS-RUN 1157's committed full-tape MaxDD LEVELS (U56 / B136 / SMALL),7.169534967488289e-06,True
G5,1148/1157's SMALL/MAXDD R_MATCHED replayed BIT FOR BIT (0.794259 vs 0.794259),1.498710534564296e-07,True
G6,1158's committed L8 R_COUNT reading of the same cell (1.173714 vs 1.173714),2.5899484771528074e-08,True
G7,R_FROZEN is ladder-INVARIANT by construction (max rel spread over the 5 ladders),0.0,True
G8,"committed LEVEL figures CANNOT move — their whole residual is the replay tolerance (55,598 re-derived, max rel)",9.863306907064284e-05,True
G9,"C_STRICT replay rate at tier <= T_TIGHT (13,015 of 15,066)",0.13613434222753218,True
G10,"THE VINTAGE, published not absorbed: headline cell PINNED 0.794259 vs UNPINNED 0.794259",0.0,True
