panel,L,gross,time_in_share,median_N_in,min_N_in,days_all_out,max_name_w,p99_name_w,med_name_w,mean_gross,mean_sweep_w,turnover_yr,max_row_sum
U56,100,0.75,0.6590798873076941,39.0,3.0,0,0.25,0.06818181818181818,0.018292682926829267,1.0,0.24999999999999983,6.9580946581079814,1.0000000000000004
U56,150,0.75,0.6967089355585372,41.0,4.0,0,0.1875,0.057692307692307696,0.01744186046511628,0.9999999999999998,0.2738888270505243,5.228537172344044,1.0000000000000004
U56,200,0.75,0.7102683174631209,42.0,5.0,0,0.15,0.057692307692307696,0.017045454545454544,0.9999999999999998,0.2694679637786412,4.39457281063272,1.0000000000000004
U56,250,0.75,0.7172893139899638,42.0,6.0,0,0.125,0.057692307692307696,0.017045454545454544,1.0,0.26938156089548276,3.9098426170327167,1.0000000000000004
U56,300,0.75,0.7132240937603556,42.0,0.0,39,0.15,0.05357142857142857,0.01744186046511628,0.9999999999999998,0.26185477558549936,3.8128031767914723,1.0000000000000004
U56,100,1.0,0.6590798873076941,39.0,3.0,0,0.3333333333333333,0.09090909090909091,0.024390243902439025,1.0,1.9195631351608885e-16,9.010491775858961,1.0000000000000009
U56,150,1.0,0.6967089355585372,41.0,4.0,0,0.25,0.07692307692307693,0.023255813953488372,1.0,0.03185176940069939,6.819613005423208,1.0000000000000009
U56,200,1.0,0.7102683174631209,42.0,5.0,0,0.2,0.07692307692307693,0.022727272727272728,1.0,0.025957285038188612,5.679032812388824,1.0000000000000009
U56,250,1.0,0.7172893139899638,42.0,6.0,0,0.16666666666666666,0.07692307692307693,0.022727272727272728,1.0,0.02584208119397735,5.02919136510679,1.0000000000000009
U56,300,1.0,0.7132240937603556,42.0,0.0,39,0.2,0.07142857142857142,0.023255813953488372,1.0,0.01580636744733283,4.854504033318364,1.0000000000000009
B136,100,0.75,0.6634477444873006,95.0,6.0,0,0.125,0.026785714285714284,0.0075,1.0000000000000004,0.25000000000000033,7.259760083116681,1.0000000000000002
B136,150,0.75,0.692014220294919,99.0,9.0,0,0.08333333333333333,0.0234375,0.007352941176470588,1.0000000000000002,0.26004724965446546,5.755026605002761,1.0000000000000002
B136,200,0.75,0.7095526442507312,101.0,6.0,0,0.125,0.02142857142857143,0.007142857142857143,1.0000000000000004,0.25851194830674606,4.906022705624988,1.0000000000000002
B136,250,0.75,0.7219033539599627,103.0,6.0,0,0.125,0.02027027027027027,0.007075471698113208,1.0000000000000004,0.25844366804653646,4.2729082297142345,1.0000000000000002
B136,300,0.75,0.7271867177798761,103.0,0.0,39,0.15,0.019736842105263157,0.007009345794392523,1.0000000000000002,0.2588967904613536,4.024253650864997,1.0000000000000002
B136,100,1.0,0.6634477444873006,95.0,6.0,0,0.16666666666666666,0.03571428571428571,0.01,1.0000000000000009,8.141968314584668e-16,9.393222270464365,1.0000000000000022
B136,150,1.0,0.692014220294919,99.0,9.0,0,0.1111111111111111,0.03125,0.00980392156862745,1.0000000000000009,0.013396332872621151,7.466382884774282,1.0000000000000022
B136,200,1.0,0.7095526442507312,101.0,6.0,0,0.16666666666666666,0.02857142857142857,0.009523809523809525,1.0000000000000009,0.011349264408995289,6.316743996025918,1.0000000000000022
B136,250,1.0,0.7219033539599627,103.0,6.0,0,0.16666666666666666,0.02702702702702703,0.009433962264150943,1.0000000000000009,0.011258224062049056,5.467574497513621,1.0000000000000022
B136,300,1.0,0.7271867177798761,103.0,0.0,39,0.2,0.02631578947368421,0.009345794392523364,1.0000000000000009,0.011862387281805269,5.1084808244276845,1.0000000000000022
SMALL,100,0.75,0.5435012756497021,284.0,10.0,0,0.075,0.007075471698113208,0.0023734177215189874,1.0000000000000004,0.2500000000000004,9.64540367135651,1.0
SMALL,150,0.75,0.5467411059031214,294.0,11.0,0,0.06818181818181818,0.007352941176470588,0.002365930599369085,1.0000000000000002,0.2500000000000003,7.98258962714225,1.0
SMALL,200,0.75,0.5481812692644813,293.0,14.0,0,0.05357142857142857,0.007352941176470588,0.00234375,1.0000000000000002,0.25000000000000033,7.019147562041687,1.0
SMALL,250,0.75,0.5503037379845241,288.0,17.0,0,0.04411764705882353,0.00663716814159292,0.0023219814241486067,1.0000000000000002,0.2500000000000002,6.397303727051885,1.0
SMALL,300,0.75,0.5443552051497863,286.0,0.0,39,0.041666666666666664,0.0063025210084033615,0.002307692307692308,1.0000000000000002,0.25741820948516386,6.000313827116526,1.0
SMALL,100,1.0,0.5435012756497021,284.0,10.0,0,0.1,0.009433962264150943,0.0031645569620253164,1.0000000000000018,2.02202500804987e-15,12.49223672952391,1.0000000000000142
SMALL,150,1.0,0.5467411059031214,294.0,11.0,0,0.09090909090909091,0.00980392156862745,0.0031545741324921135,1.000000000000002,2.0338227115070835e-15,10.28513965937316,1.0000000000000142
SMALL,200,1.0,0.5481812692644813,293.0,14.0,0,0.07142857142857142,0.00980392156862745,0.003125,1.0000000000000018,2.0109312248466662e-15,9.005477021194961,1.0000000000000142
SMALL,250,1.0,0.5503037379845241,288.0,17.0,0,0.058823529411764705,0.008849557522123894,0.0030959752321981426,1.000000000000002,1.9878707973252866e-15,8.179729639133962,1.0000000000000142
SMALL,300,1.0,0.5443552051497863,286.0,0.0,39,0.05555555555555555,0.008403361344537815,0.003076923076923077,1.000000000000002,0.009890945980220067,7.656231254248391,1.0000000000000142
