panel,L,haircut,dev_a,dev_b,reachable,dial_a,dial_b,dMaxDD_pp,se,t,sign_frac,resolves,boot_dCAGR_mean_pp,boot_dCAGR_sd_pp
U56,21,0.5,GROSS,BAND,True,0.73,0.15,-0.07525928524750869,0.3891342204988652,-0.19340186825776265,0.49,False,0.07346694884858906,0.15441265060480444
U56,21,0.5,GROSS,IVOL,True,0.73,0.1,0.14036561324931585,0.21329984310550068,0.6580671190643554,0.7575,False,0.01729258326680666,0.08945949984493314
U56,21,0.5,GROSS,STOP,True,0.73,0.155,0.4761717743785643,0.8638212535693461,0.5512387804896004,0.975,False,0.08529940186200297,0.3183121197302105
U56,21,0.5,BAND,IVOL,True,0.15,0.1,0.21562489849682454,0.3864673353678903,0.5579382233987886,0.6625,False,-0.05617436558178241,0.1451337912614362
U56,21,0.5,BAND,STOP,True,0.15,0.155,0.551431059626073,0.8977696215720762,0.6142233445819508,0.9175,False,0.011832453013413902,0.33739606284388024
U56,21,0.5,IVOL,STOP,True,0.1,0.155,0.33580616112924844,0.8621592397140954,0.3894943598129351,0.9375,False,0.0680068185951963,0.31661624417526996
U56,21,1.0,GROSS,BAND,True,0.7,0.3,0.09054437365610957,0.7754577219455158,0.11676248890648262,0.705,False,-0.049651660656330365,0.30013421903323667
U56,21,1.0,GROSS,IVOL,True,0.7,0.2,0.5476088969584847,0.4424517852396209,1.237669086727525,0.925,False,-0.16786582059810318,0.18999288337005638
U56,21,1.0,GROSS,STOP,True,0.7,0.14,1.1938428602458973,1.092614160048963,1.0926481679428335,1.0,False,-0.06664159056006808,0.44851609208968674
U56,21,1.0,BAND,IVOL,True,0.3,0.2,0.4570645233023751,0.7689762071502171,0.5943805790769922,0.6225,False,-0.11821415994177281,0.2880752598368579
U56,21,1.0,BAND,STOP,True,0.3,0.14,1.1032984865897877,1.266473934167204,0.871157673936088,0.9325,False,-0.01698992990373771,0.5056653196784529
U56,21,1.0,IVOL,STOP,True,0.2,0.14,0.6462339632874126,1.09829087894032,0.5883996450110993,0.9475,False,0.1012242300380351,0.42160260920245207
U56,21,1.5,GROSS,BAND,True,0.68,0.45,0.10220636649189707,1.150732950765057,0.08881849296480636,0.6875,False,0.04911195291203375,0.4504289550690965
U56,21,1.5,GROSS,IVOL,True,0.68,0.3,0.7172979364090559,0.6666429143206122,1.0759852403742522,0.89,False,-0.12771062111324571,0.27577938085145204
U56,21,1.5,GROSS,STOP,False,,,,,,,,,
U56,21,1.5,BAND,IVOL,True,0.45,0.3,0.6150915699171589,1.1463046000540567,0.5365864970690625,0.5925,False,-0.17682257402527946,0.42911403949176646
U56,21,1.5,BAND,STOP,False,,,,,,,,,
U56,21,1.5,IVOL,STOP,False,,,,,,,,,
U56,21,2.0,GROSS,BAND,True,0.66,0.575,0.19312833201560187,1.4476107575695611,0.13341178283301172,0.71,False,0.06405301910689959,0.5729640274070015
