panel,gross,n,form,arm,days,realised_gross,CAGR,Sharpe,MaxDD,H1,H2,IS_Sharpe,IS_MaxDD,IS_CAGR,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,p4a,fail4a,p4b,fail4b,dd_leg,h1_leg,h2_leg
B136,0.1,5,NOM,NOM,4443,0.09934924078091109,0.022476315536108293,0.8595996551550631,-0.034060504142327974,1.0335916657926985,0.7215616958222487,0.9916080174771512,-0.0313593717295344,0.023724742188873327,0.021448891237619616,0.7710246299377042,-0.03406050414232764,False,"H1,H2",False,"H2,OOS,CAGR",True,False,False
B136,0.1,5,MATCH,MATCH,4443,0.09939262472885034,0.022449582131716772,0.8585852384910009,-0.03406050414232864,1.0335916657926987,0.7197052939813158,0.991608017477151,-0.0313593717295344,0.023724742188873327,0.021400181924648765,0.7692970619308958,-0.03406050414232742,False,"H1,H2",False,"H2,OOS,CAGR",True,False,False
B136,0.1,5,BLEND,BLEND,4443,0.09934924078091112,0.022439804488980197,0.8585843172022981,-0.03404584259599641,1.033591229327619,0.7197039785381905,0.9916076393868601,-0.03134582120791063,0.02371438348850563,0.02139088193502081,0.769295767698822,-0.03404584259599697,False,"H1,H2",False,"H2,OOS,CAGR",True,False,False
B136,0.1,10,NOM,NOM,4443,0.09926247288503255,0.019086539598470287,0.8809621437659851,-0.030321252372601748,1.1160415906002044,0.6855831442081102,1.0433445821226148,-0.026168178184880708,0.021107875071825877,0.017424184961869038,0.7656239819152666,-0.030321252372601304,False,"H1,H2",False,"H2,OOS,CAGR",True,False,False
B136,0.1,10,MATCH,MATCH,4443,0.0995986984815619,0.019033872599116375,0.8774712007536021,-0.030321252372601304,1.1177947007584688,0.6775826339522943,1.0453850210668707,-0.026168178184880597,0.02118076405961511,0.01726845834802604,0.7580598253430242,-0.030321252372601304,False,"H1,H2",False,"H2,OOS,CAGR",True,False,False
B136,0.1,10,BLEND,BLEND,4443,0.09926247288503252,0.01896970413713528,0.8774661487646477,-0.030219804885629586,1.1177913701464786,0.6775760124264472,1.045382105723847,-0.02608051398288902,0.021109149400198257,0.017210401494461847,0.7580531778686893,-0.03021980488562892,False,"H1,H2",False,"H2,OOS,CAGR",True,False,False
B136,0.1,15,NOM,NOM,4443,0.09893709327548808,0.0179131973854727,0.9111357275800033,-0.030400634399598947,1.098879034900172,0.7506386164013656,1.0035745750441378,-0.021524353327871726,0.018677230754848395,0.01728414726326699,0.8439296041658882,-0.030400634399598503,False,"H1,H2",False,"H2,OOS,CAGR",True,False,False
B136,0.1,15,MATCH,MATCH,4443,0.09968908170643531,0.017826056538020163,0.9031127112576252,-0.030400634399598725,1.0900230274298328,0.7427657740266655,0.994586615446279,-0.021524353327870727,0.018618001490743774,0.01717404235756881,0.8362871733215335,-0.030400634399598503,False,"H1,H2",False,"H2,OOS,CAGR",True,False,False
B136,0.1,15,BLEND,BLEND,4443,0.09893709327548804,0.017691707748714203,0.9031044215272651,-0.03017339908543426,1.0900150298677362,0.7427569642961425,0.9945792944955327,-0.02136307853402286,0.018477450948652496,0.017044795985694305,0.836278067689107,-0.030173399085434593,False,"H1,H2",False,"H2,OOS,CAGR",True,False,False
B136,0.1,20,NOM,NOM,4443,0.09855748373101954,0.017503567418191146,0.950440202885551,-0.0281581677078927,1.1347834498497036,0.7894752185065872,1.0462330057295863,-0.018811014330470055,0.018467268863702868,0.016710267042147287,0.8785166125613343,-0.02815816770789259,False,"H1,H2",False,"H2,CAGR",True,False,False
