panel,family,state,side,q,w,depth,cadence,gross,rate,ep_share,CAGR,Sharpe,MaxDD,H1,H2,IS_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,Sharpe_0bps,Sharpe_10bps,Sharpe_25bps,CAGR_0bps,CAGR_10bps,CAGR_25bps,MaxDD_0bps,MaxDD_10bps,MaxDD_25bps,spy_cagr,spy_sh,spy_dd,spy_h1,spy_h2,spy_oos_c,spy_oos_s,spy_oos_d,bl_cagr,bl_sh,bl_dd,bl_h1,bl_h2,bl_oos_c,bl_oos_s,bl_oos_d,pass4a,pass4b,oos4b,oos_beats_base
B136,BREADTH-LO,BREADTH,LO,0.17,252,0.25,D,1.0,0.21854602745892415,0.18640576725025745,0.13795856738375356,1.0863793479791113,-0.1916179539770112,1.1918548072041348,0.9816907037250661,1.0657548798210712,0.13699184562743305,1.1049232662899804,-0.1916179539770111,1.1049559292873559,1.0863793479791113,1.0584407934074558,0.14063810857992332,0.13795856738375356,0.13394980384563326,-0.1914097603090612,-0.1916179539770112,-0.19193024447893647,0.15163389387763448,0.8860757549112315,-0.3371595330739303,0.9595622658772724,0.8259431438686403,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07981688927364394,1.1012490961805073,-0.12178321671309567,1.237036654624176,0.9674542419605919,0.07884958852905188,1.1079386067354258,-0.12178321671309567,False,True,True,False
B136,BREADTH-LO,BREADTH,LO,0.17,504,0.25,W,1.0,0.1919873959036687,0.22039859320046892,0.13797276607128328,1.0704139849977863,-0.20129181883597147,1.1981571175727128,0.9449188773838432,1.0745831080873784,0.1344865154234023,1.0671577400181567,-0.2012918188359717,1.0769954378201514,1.0704139849977863,1.0605156491420946,0.13894018724861956,0.13797276607128328,0.13652272248824793,-0.20109768182355847,-0.20129181883597147,-0.20158302435459075,0.15163389387763448,0.8860757549112315,-0.3371595330739303,0.9595622658772724,0.8259431438686403,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07981688927364394,1.1012490961805073,-0.12178321671309567,1.237036654624176,0.9674542419605919,0.07884958852905188,1.1079386067354258,-0.12178321671309567,False,True,True,False
B136,BREADTH-LO,BREADTH,LO,0.17,252,0.5,D,1.0,0.21854602745892415,0.18640576725025745,0.1331421359610825,1.135944061832299,-0.15185530716347062,1.2126228212275991,1.0560802553488857,1.077619488616224,0.13357330548142365,1.192093292571759,-0.1518553071634705,1.176445684684808,1.135944061832299,1.0748415684019177,0.13848545364831355,0.1331421359610825,0.1251691814830953,-0.15142264185697418,-0.15185530716347062,-0.15250430512321478,0.15163389387763448,0.8860757549112315,-0.3371595330739303,0.9595622658772724,0.8259431438686403,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07981688927364394,1.1012490961805073,-0.12178321671309567,1.237036654624176,0.9674542419605919,0.07884958852905188,1.1079386067354258,-0.12178321671309567,False,True,True,True
B136,BREADTH-LO,BREADTH,LO,0.17,504,0.5,W,1.0,0.1919873959036687,0.22039859320046892,0.13325947291260531,1.1029509618612954,-0.1719555235570418,1.2282697334183794,0.9746082924264413,1.0985209197941033,0.12868793369244136,1.108616765704297,-0.1719555235570419,1.117110200981632,1.1029509618612954,1.0815928418938434,0.13518814507134547,0.13325947291260531,0.13037080485685149,-0.1715490978798041,-0.1719555235570418,-0.1725651620728983,0.15163389387763448,0.8860757549112315,-0.3371595330739303,0.9595622658772724,0.8259431438686403,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07981688927364394,1.1012490961805073,-0.12178321671309567,1.237036654624176,0.9674542419605919,0.07884958852905188,1.1079386067354258,-0.12178321671309567,False,True,True,True
B136,BREADTH-LO,BREADTH,LO,0.07,2016,1.0,D,1.0,0.042988971415710106,0.612565445026178,0.13566713998677726,1.0381384329078414,-0.1911915996288186,1.1539363635576727,0.915382781340473,1.0373865636629573,0.12784252426218057,1.043199576634267,-0.1911915996288187,1.0590534488208452,1.0381384329078414,1.0064772090977596,0.138763613210666,0.13566713998677726,0.1310324270411285,-0.18385892498191658,-0.1911915996288186,-0.20208082922176318,0.15163389387763448,0.8860757549112315,-0.3371595330739303,0.9595622658772724,0.8259431438686403,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07981688927364394,1.1012490961805073,-0.12178321671309567,1.237036654624176,0.9674542419605919,0.07884958852905188,1.1079386067354258,-0.12178321671309567,False,True,True,False
B136,BREADTH-LO,BREADTH,LO,0.17,504,1.0,W,1.0,0.1919873959036687,0.22039859320046892,0.12244886513905096,1.0811304481971937,-0.1539839880940136,1.2213600380731393,0.9322880124587721,1.083685226311829,0.11546910989665071,1.0825812302109639,-0.15398398809401337,1.1115807864163738,1.0811304481971937,1.0349708975491707,0.12627684584028054,0.12244886513905096,0.11672413352379563,-0.14845277847795302,-0.1539839880940136,-0.16660104138662069,0.15163389387763448,0.8860757549112315,-0.3371595330739303,0.9595622658772724,0.8259431438686403,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07981688927364394,1.1012490961805073,-0.12178321671309567,1.237036654624176,0.9674542419605919,0.07884958852905188,1.1079386067354258,-0.12178321671309567,False,True,True,False
B136,CORR-HI,CORR,HI,0.17,252,0.25,D,1.0,0.1656538374971866,0.18206521739130435,0.14156815768015418,1.0949353853922001,-0.1851310801768713,1.1908709632718033,1.001583102330155,1.0736007389771969,0.1416550691216525,1.1133953428918175,-0.18513108017687074,1.1080078613232989,1.0949353853922001,1.0752793155474336,0.14347979484387507,0.14156815768015418,0.1387057989898286,-0.1849227349799355,-0.1851310801768713,-0.18558139419711028,0.15163389387763448,0.8860757549112315,-0.3371595330739303,0.9595622658772724,0.8259431438686403,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07981688927364394,1.1012490961805073,-0.12178321671309567,1.237036654624176,0.9674542419605919,0.07884958852905188,1.1079386067354258,-0.12178321671309567,False,True,True,True
B136,CORR-HI,CORR,HI,0.12,252,0.25,W,1.0,0.12986720684222372,0.22530329289428075,0.14204260162839843,1.083918889524658,-0.20129181883597136,1.2074481685408092,0.962660010832483,1.091655908505579,0.13796974836057774,1.077595243903651,-0.20129181883597158,1.0900593700805492,1.083918889524658,1.0746860710526653,0.14295034164726617,0.14204260162839843,0.14068191790700246,-0.20109768182355847,-0.20129181883597136,-0.20158302435459097,0.15163389387763448,0.8860757549112315,-0.3371595330739303,0.9595622658772724,0.8259431438686403,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07981688927364394,1.1012490961805073,-0.12178321671309567,1.237036654624176,0.9674542419605919,0.07884958852905188,1.1079386067354258,-0.12178321671309567,False,True,True,False
B136,CORR-HI,CORR,HI,0.17,252,0.5,D,1.0,0.1656538374971866,0.18206521739130435,0.14043305086194158,1.1556122859951914,-0.15036298640230505,1.2120550022658878,1.098577418720028,1.095715364264354,0.14301765110242837,1.2096149538273124,-0.15036298640230494,1.1835840339889572,1.1556122859951914,1.1134257068193307,0.1442549746701871,0.14043305086194158,0.1347205263523248,-0.14480905285653511,-0.15036298640230505,-0.15863148526941417,0.15163389387763448,0.8860757549112315,-0.3371595330739303,0.9595622658772724,0.8259431438686403,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07981688927364394,1.1012490961805073,-0.12178321671309567,1.237036654624176,0.9674542419605919,0.07884958852905188,1.1079386067354258,-0.12178321671309567,False,True,True,True
B136,CORR-HI,CORR,HI,0.12,252,0.5,W,1.0,0.12986720684222372,0.22530329289428075,0.14146230287662664,1.1335757639137476,-0.1728992514491835,1.2506029897705295,1.0141308834644762,1.1368769431634573,0.13570503692846803,1.1323108457065665,-0.17289925144918383,1.1465643389780724,1.1335757639137476,1.1139910093631007,0.14327757401310426,0.14146230287662664,0.13874310031008985,-0.17208036594767484,-0.1728992514491835,-0.17412682004935875,0.15163389387763448,0.8860757549112315,-0.3371595330739303,0.9595622658772724,0.8259431438686403,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07981688927364394,1.1012490961805073,-0.12178321671309567,1.237036654624176,0.9674542419605919,0.07884958852905188,1.1079386067354258,-0.12178321671309567,False,True,True,True
