corpus,panel,cost,arm,share,n,g,CAGR,Sharpe,MaxDD,H1,H2,IS_Sharpe,IS_CAGR,IS_MaxDD,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,pass4a,pass4b,failing,screen_AS165,screen_PUB,OOS4b_clears,OOS4b_fail
C159,u56,10.0,NONE,0.03,2,0.75,0.1955109311240228,0.8503068449969838,-0.2597998250093234,0.8378368347422906,0.8631480158424841,0.8826595758148738,0.196443028339301,-0.2327272652421849,0.1947422678853474,0.8268268345476769,-0.2597998250093239,False,False,H1|OOS|DD,False,False,False,H1|H2|OOS|DD
C159,u56,10.0,NONE,0.05,2,0.75,0.1955109311240228,0.8503068449969838,-0.2597998250093234,0.8378368347422906,0.8631480158424841,0.8826595758148738,0.196443028339301,-0.2327272652421849,0.1947422678853474,0.8268268345476769,-0.2597998250093239,False,False,H1|OOS|DD,False,False,False,H1|H2|OOS|DD
C159,u56,10.0,NONE,0.075,3,0.75,0.2354002450152399,1.0774095679787312,-0.2686197324617423,1.050756031123084,1.107649750855883,1.0499391440305328,0.2078662846096099,-0.1728562025134646,0.2585946407545236,1.1023106943557064,-0.268619732461742,False,False,DD,False,False,False,DD
C159,u56,10.0,NONE,0.1,4,0.75,0.1949497555349295,1.0141260874026303,-0.242992366770724,1.0694534346973736,0.9763356720377308,1.0681359539022224,0.1886048895729009,-0.1531303380059802,0.2002113357531922,0.981820595790861,-0.2429923667707243,False,False,DD,False,False,False,DD
C159,u56,10.0,NONE,0.15,6,0.75,0.1551409327189392,0.9418137181264572,-0.1941746004673129,0.8953496588475921,0.9870752576751892,0.8840408154959953,0.133099535438862,-0.1855702059831524,0.1736530725197731,0.9869953641137456,-0.1941746004673127,False,False,H1,False,False,False,H1
C159,u56,10.0,NONE,0.2,7,0.75,0.1483657849513415,0.9473830603844668,-0.1874524771139171,0.8909102251642711,1.0011616622680295,0.8619525947690607,0.122713640563643,-0.1874524771139171,0.1699759708774484,1.0124213631087673,-0.1863438876074277,False,False,H1,False,False,False,H1
C159,u56,10.0,NONE,0.27,10,0.75,0.1307583538929564,0.9304570940525174,-0.1753819035577953,0.9033560162108624,0.9593984028717508,0.8540267892600898,0.1094785106433091,-0.1393804720462848,0.1486265255649621,0.9889777884605896,-0.1753819035577952,False,False,H1,False,False,True,(none)
C159,u56,10.0,NONE,0.35,13,0.75,0.1340170974415055,1.0113537470839808,-0.1910939585229172,1.020034151079943,1.0105500263311449,0.9602697683712994,0.1169738809056035,-0.1278814847545303,0.1482776378910735,1.0519045332974568,-0.1910939585229172,False,True,,False,False,True,(none)
C159,u56,10.0,NONE,0.45,17,0.75,0.1271433269170396,1.01957342787503,-0.1918266759660803,1.043024863982983,1.0069073522570164,0.9560046121968342,0.1093123296014424,-0.1251837584690925,0.1420739579462573,1.0691863214433537,-0.1918266759660805,False,True,,False,False,True,(none)
C159,u56,10.0,NONE,0.53,20,0.75,0.1278845869714997,1.0635392242670008,-0.183083486978781,1.0681688586356108,1.0663899991214876,0.9759401521429144,0.1080315599373911,-0.118461673119403,0.1445358565438321,1.1306969416161394,-0.1830834869787813,False,True,,False,False,True,(none)
C159,u56,10.0,NONE,0.65,24,0.75,0.1210392399154387,1.0522452735172727,-0.1827382995342629,1.0362109294154562,1.071912910620504,0.9442220443453144,0.1006234452132659,-0.1229874647081921,0.1381722137479015,1.134619328500068,-0.1827382995342632,False,True,,False,False,True,(none)
C159,u56,10.0,NONE,0.75,28,0.75,0.118123756834503,1.0626848823548938,-0.1754165319024039,1.03098657220953,1.0950447861874957,0.9374752805736138,0.0975431986653665,-0.1226725441989762,0.1353981275050153,1.1587365808590149,-0.175416531902404,False,True,,False,False,True,(none)
C159,u56,10.0,NONE,0.9,34,0.75,0.1131834697816851,1.0640910607928078,-0.1698476048505451,1.0531679097663385,1.077700522877323,0.9485378781528696,0.0955402344415323,-0.1145151274533665,0.1279572868404972,1.1537117715338814,-0.1698476048505453,False,True,,False,False,True,(none)
