panel,fold,SET,BAR,wider,narrower,sp_w,sp_n,MULTIPLE,INFLATION,V,null_median,L95,U95,SE_logM,involves_DEG,involves_GROSS,B_RAW,B_POINT,B_MED,B_IID95,B_BOOT95
U56,2013,NG,A_NONE,N,H,0.1313379995896118,0.06696166932823777,1.9613907614191823,1.2310439679203555,1.5932743366856559,1.3161713601861529,0.8323714368484606,4.4028814734013935,0.6274170199312009,False,False,W,W,W,TIE,TIE
U56,2013,NG,A_NONE,N,CADENCE,0.1313379995896118,0.03776199610391473,3.478047061606369,2.2460653734250635,1.5485066030391785,1.34305897535513,0.47845813638593043,29.109959192906462,1.2236570629170473,False,False,W,W,W,TIE,TIE
U56,2013,NG,A_NONE,H,CADENCE,0.06696166932823777,0.03776199610391473,1.7732555541812567,1.8245208391861245,0.9719020556499995,1.508861785346586,0.5794834092566273,32.57213922885693,1.2402549880424374,False,False,W,N,N,TIE,TIE
U56,2013,NG,A_POS,N,H,0.1313379995896118,0.06696166932823777,1.9613907614191823,1.2310439679203555,1.5932743366856559,1.3161713601861529,0.8323714368484606,4.4028814734013935,0.6274170199312009,False,False,W,W,W,TIE,TIE
U56,2013,NG,A_POS,N,CADENCE,0.1313379995896118,0.03776199610391473,3.478047061606369,2.2460653734250635,1.5485066030391785,1.34305897535513,0.47845813638593043,29.109959192906462,1.2236570629170473,False,False,W,W,W,TIE,TIE
U56,2013,NG,A_POS,H,CADENCE,0.06696166932823777,0.03776199610391473,1.7732555541812567,1.8245208391861245,0.9719020556499995,1.508861785346586,0.5794834092566273,32.57213922885693,1.2402549880424374,False,False,W,N,N,TIE,TIE
U56,2013,NG_D,A_NONE,N,H,0.1313379995896118,0.06696166932823777,1.9613907614191823,1.2310439679203555,1.5932743366856559,1.3161713601861529,0.8323714368484606,4.4028814734013935,0.6274170199312009,False,False,W,W,W,TIE,TIE
U56,2013,NG_D,A_NONE,N,CADENCE,0.1313379995896118,0.03776199610391473,3.478047061606369,2.2460653734250635,1.5485066030391785,1.34305897535513,0.47845813638593043,29.109959192906462,1.2236570629170473,False,False,W,W,W,TIE,TIE
U56,2013,NG_D,A_NONE,N,DEG@0.00,0.1313379995896118,0.0,inf,1.0,inf,1.3912844950109973,1.0153435671322375,3.238609058522932,0.49876787419263235,True,False,W,W,W,W,W
U56,2013,NG_D,A_NONE,H,CADENCE,0.06696166932823777,0.03776199610391473,1.7732555541812567,1.8245208391861245,0.9719020556499995,1.508861785346586,0.5794834092566273,32.57213922885693,1.2402549880424374,False,False,W,N,N,TIE,TIE
U56,2013,NG_D,A_NONE,H,DEG@0.00,0.06696166932823777,0.0,inf,0.8123186710295441,inf,1.6580260130611193,1.2468528614281171,3.7994213537882415,0.5567983520395615,True,False,W,W,W,W,W
U56,2013,NG_D,A_NONE,CADENCE,DEG@0.00,0.03776199610391473,0.0,inf,0.44522301613825377,inf,2.9160398675116785,2.27011533336665,6.523777744778275,1.1324380519261428,True,False,W,W,W,W,W
U56,2013,NG_D,A_POS,N,H,0.1313379995896118,0.06696166932823777,1.9613907614191823,1.2310439679203555,1.5932743366856559,1.3161713601861529,0.8323714368484606,4.4028814734013935,0.6274170199312009,False,False,W,W,W,TIE,TIE
U56,2013,NG_D,A_POS,N,CADENCE,0.1313379995896118,0.03776199610391473,3.478047061606369,2.2460653734250635,1.5485066030391785,1.34305897535513,0.47845813638593043,29.109959192906462,1.2236570629170473,False,False,W,W,W,TIE,TIE
