book,entry,end,PASS,SH,HV,DD,CG
K1,2009-01-13,2012-01-11,False,False,False,True,False
K1,2009-02-12,2012-02-10,False,False,False,False,False
K1,2009-03-16,2012-03-13,False,False,False,False,False
K1,2009-04-15,2012-04-12,False,False,False,False,False
K1,2009-05-14,2012-05-11,False,False,False,False,False
K1,2009-06-15,2012-06-12,False,False,False,False,False
K1,2009-07-15,2012-07-12,False,False,False,False,False
K1,2009-08-13,2012-08-10,False,False,False,False,False
K1,2009-09-14,2012-09-11,False,False,False,False,False
K1,2009-10-13,2012-10-10,False,False,False,False,False
K1,2009-11-11,2012-11-12,False,False,False,False,False
K1,2009-12-11,2012-12-12,False,False,False,False,False
K1,2010-01-13,2013-01-14,False,False,False,False,False
K1,2010-02-12,2013-02-13,False,True,False,False,False
K1,2010-03-16,2013-03-15,False,True,False,False,False
K1,2010-04-15,2013-04-16,False,False,False,False,False
K1,2010-05-14,2013-05-15,False,True,False,False,False
K1,2010-06-15,2013-06-14,False,True,False,False,False
K1,2010-07-15,2013-07-16,False,True,True,False,True
K1,2010-08-13,2013-08-14,False,True,True,False,True
K1,2010-09-14,2013-09-13,False,True,True,False,True
K1,2010-10-13,2013-10-14,False,True,True,False,True
K1,2010-11-11,2013-11-12,False,True,False,False,False
K1,2010-12-13,2013-12-12,False,True,False,False,False
K1,2011-01-12,2014-01-14,False,True,False,False,False
K1,2011-02-11,2014-02-13,False,True,False,False,False
K1,2011-03-15,2014-03-17,False,True,False,False,False
K1,2011-04-13,2014-04-15,False,False,False,False,False
K1,2011-05-13,2014-05-15,False,False,False,True,False
K1,2011-06-14,2014-06-16,False,False,False,True,False
K1,2011-07-14,2014-07-16,False,False,False,True,False
K1,2011-08-12,2014-08-14,False,False,False,False,False
K1,2011-09-13,2014-09-15,False,False,False,False,False
K1,2011-10-12,2014-10-14,False,False,False,False,False
K1,2011-11-10,2014-11-12,False,False,False,False,False
K1,2011-12-12,2014-12-12,False,False,False,False,True
K1,2012-01-12,2015-01-14,False,False,False,False,True
K1,2012-02-13,2015-02-13,False,False,False,False,True
K1,2012-03-14,2015-03-17,False,False,False,False,True
K1,2012-04-13,2015-04-16,False,False,False,False,True
K1,2012-05-14,2015-05-15,False,False,False,False,True
K1,2012-06-13,2015-06-16,False,True,True,False,True
K1,2012-07-13,2015-07-16,False,True,False,False,True
K1,2012-08-13,2015-08-14,False,True,True,False,True
K1,2012-09-12,2015-09-15,False,True,True,False,True
K1,2012-10-11,2015-10-14,False,True,False,False,True
K1,2012-11-13,2015-11-12,False,True,False,False,True
K1,2012-12-13,2015-12-14,False,True,False,False,True
K1,2013-01-15,2016-01-14,False,True,False,False,True
K1,2013-02-14,2016-02-16,False,True,False,False,True
K1,2013-03-18,2016-03-16,False,True,False,False,True
K1,2013-04-17,2016-04-15,False,True,False,False,True
K1,2013-05-16,2016-05-16,False,True,False,False,True
K1,2013-06-17,2016-06-15,False,True,False,False,True
K1,2013-07-17,2016-07-15,False,True,False,False,True
