panel,book,n,k_mean,share_k_lt_n,gross,turn_yr
U56,CAND,3,2.789742498403916,0.10385188337944243,0.736849327021097,20.75049066008024
U56,CAND,5,4.680570334113641,0.10704405192594169,0.7411050191116658,17.622472324997478
U56,CAND,10,9.296446052351564,0.15620344754203022,0.7371402065636853,13.857050968019722
U56,CAND,20,18.04532879336029,0.23877420727814427,0.7168121232219334,9.630697203129404
U56,CAND,30,26.026814215790594,0.301553522025963,0.6880600262400912,6.975140975577403
U56,CAND,40,32.714620131942965,0.4992551606724835,0.6477404604072694,5.01969495719632
U56,CAND,60,35.37816556714195,1.0,0.46747121919139445,2.9700167096638883
U56,V1,3,2.8359225367099383,0.05682060012768674,0.7487906611787859,27.87322625376553
U56,V1,5,4.728878484783997,0.056394977654820176,0.7495210220604044,23.58532168462946
U56,V1,10,9.356884443498616,0.09044477548414556,0.7422083224955233,16.3210164392456
U56,V1,20,18.11321557778251,0.16216216216216217,0.7194610859150214,10.62238050611588
U56,V1,30,26.079378591189617,0.24217918706107683,0.6892756906833808,7.190982965610824
U56,V1,40,32.73930623536923,0.4711640774632901,0.6483556271389118,4.9462580689311215
U56,V1,60,35.37816556714195,1.0,0.46747121919139445,2.9700167096638883
ETF36,CAND,3,2.763141093849755,0.13300702277080229,0.7292220442386721,19.51410761302722
ETF36,CAND,5,4.634177484571185,0.14407320706533305,0.7382765302912252,14.976347556513852
ETF36,CAND,10,9.061715258565652,0.237071717386678,0.7190363899747039,11.619196689718342
ETF36,CAND,20,17.05767184507342,0.32794211534369017,0.6762005773461177,6.6819426206724915
ETF36,CAND,30,22.549265801234306,0.7224941476909981,0.595830615520296,3.79859433502307
ETF36,CAND,40,22.976590763992338,1.0,0.45521102264064633,2.6960035567776908
ETF36,CAND,60,22.976590763992338,1.0,0.30351014874853927,1.804972357912994
ETF36,V1,3,2.8310278782719727,0.0612896360927857,0.7467150769899906,23.14386340107246
ETF36,V1,5,4.70185145775697,0.07129176420515003,0.7454459442084009,17.97978550811608
ETF36,V1,10,9.146201319429666,0.14109384975526706,0.7256178668856996,12.396884916895138
ETF36,V1,20,17.118748669929772,0.26026814215790595,0.6784230612966421,6.797738589391807
ETF36,V1,30,22.55607576080017,0.7135560757608002,0.5959504644723181,3.7429342205947393
ETF36,V1,40,22.976590763992338,1.0,0.45521102264064633,2.6960035567776908
ETF36,V1,60,22.976590763992338,1.0,0.30351014874853927,1.804972357912994
ETF24,CAND,3,2.648861459885082,0.18855075547988934,0.7004891809770658,17.558106026644943
ETF24,CAND,5,4.3560331985528835,0.2360076612045116,0.6938460596162329,13.071088371892117
ETF24,CAND,10,8.427324962758034,0.2996382208980634,0.6693850815977329,9.311152586295407
ETF24,CAND,20,15.363055969355182,0.5358586933390083,0.6082892359428713,4.033482947670861
ETF24,CAND,30,16.183017663332624,1.0,0.42706942023504396,2.3610483428485525
ETF24,CAND,40,16.183017663332624,1.0,0.32033508084144713,1.7841225260455953
ETF24,CAND,60,16.183017663332624,1.0,0.21357958111457437,1.1995747251176287
ETF24,V1,3,2.717386678016599,0.11704618003830602,0.7193261931751928,19.949022725635466
ETF24,V1,5,4.436263034688231,0.1513087891040647,0.704479695600934,16.319778730358895
ETF24,V1,10,8.507980421366248,0.21195999148755054,0.6751581573443824,9.595925392295445
ETF24,V1,20,15.386678016599276,0.5086188550755479,0.609256559907616,4.01184748870838
ETF24,V1,30,16.183017663332624,1.0,0.42706942023504396,2.3610483428485525
ETF24,V1,40,16.183017663332624,1.0,0.32033508084144713,1.7841225260455953
ETF24,V1,60,16.183017663332624,1.0,0.21357958111457437,1.1995747251176287
STK20,CAND,3,2.7318578420940627,0.1423707171738668,0.719006135529151,17.022978487759413
STK20,CAND,5,4.5381996169397745,0.17642051500319217,0.7188495376948147,14.241654917426338
STK20,CAND,10,8.723771015109598,0.2802723983826346,0.6906508239228621,8.450916079497283
STK20,CAND,20,12.401574803149606,0.9963822089806342,0.4919541382118954,3.494648459036809
STK20,CAND,30,12.401574803149606,1.0,0.3280978482456092,2.344993676111716
STK20,CAND,40,12.401574803149606,1.0,0.2461227753756342,1.766353391110703
STK20,CAND,60,12.401574803149606,1.0,0.16411532380539173,1.1834151227249456
STK20,V1,3,2.7969780804426474,0.07512236646094914,0.7401297073266716,20.568231408609225
STK20,V1,5,4.607363268780592,0.10065971483294318,0.7311418174901748,15.209101692149702
STK20,V1,10,8.782506916365184,0.21728027239838263,0.6960410228836245,8.975740806427922
STK20,V1,20,12.401574803149606,0.9963822089806342,0.4919541382118954,3.494648459036809
STK20,V1,30,12.401574803149606,1.0,0.3280978482456092,2.344993676111716
STK20,V1,40,12.401574803149606,1.0,0.2461227753756342,1.766353391110703
STK20,V1,60,12.401574803149606,1.0,0.16411532380539173,1.1834151227249456
B136,CAND,3,2.803362417535646,0.09023196424771228,0.7410617366270651,24.055838678193012
B136,CAND,5,4.693977442008938,0.09321132155777825,0.7451397939019506,21.333373185219543
B136,CAND,10,9.391147052564376,0.10619280698020855,0.7447530637232809,17.526063352321486
B136,CAND,20,18.653543307086615,0.13768886997233454,0.739046801857727,13.77325913183038
B136,CAND,30,27.790380932113216,0.1630134071078953,0.7345777026719016,11.80095461554358
B136,CAND,40,36.704192381357736,0.18237922962332412,0.7281766538685175,10.318394913750142
B136,CAND,60,53.62162162162162,0.24175356458821026,0.7093171772475619,8.086897241348469
B136,V1,3,2.838901894020004,0.05384124281762077,0.7498661117726937,33.875133118697235
B136,V1,5,4.73100659714833,0.05426686529048734,0.7498259228284826,29.429583427883788
B136,V1,10,9.4309427537774,0.06341774845711853,0.7474695025621978,23.756088104763318
B136,V1,20,18.708874228559267,0.07788891253458183,0.7416932933503578,17.808370476174616
B136,V1,30,27.8523090019153,0.09448818897637795,0.7368376132095013,14.333961731703182
B136,V1,40,36.757182379229626,0.12364332836773782,0.7292170693889469,11.90907656319295
B136,V1,60,53.673547563311345,0.18110236220472442,0.7099880273307078,8.707897111113393
BSTK100,CAND,3,2.7867631410938496,0.09789316875931049,0.7346498679483722,22.663922687113498
BSTK100,CAND,5,4.645669291338582,0.11406682272824005,0.7370006224305092,20.583579993300344
BSTK100,CAND,10,9.280910832091934,0.13002766546073632,0.7354821474612528,16.960092464812526
BSTK100,CAND,20,18.479250904447756,0.15875718237922962,0.7332677530577286,12.589779363183455
BSTK100,CAND,30,27.44775484145563,0.19663758246435412,0.7261251978737362,10.526247502853401
BSTK100,CAND,40,36.05767184507342,0.23260268142157906,0.715413238437795,8.798956275203127
BSTK100,CAND,60,51.76420515003192,0.34113641200255373,0.6845056333875429,6.282833878359444
BSTK100,V1,3,2.821451372632475,0.06171525856565226,0.7455504899076577,33.11997161499541
BSTK100,V1,5,4.691636518408172,0.06639710576718451,0.7438007722320017,28.166582774434033
BSTK100,V1,10,9.334752074909556,0.0729942540966163,0.7402346418135122,21.468830756505422
BSTK100,V1,20,18.54564801021494,0.08533730580974676,0.7357333759871401,15.566297894445444
BSTK100,V1,30,27.521387529261546,0.11811023622047244,0.7277838960101619,12.013068062510724
BSTK100,V1,40,36.12704830815067,0.15684188125133006,0.7167889102319969,9.793058606736468
BSTK100,V1,60,51.808469887210045,0.2930410725686316,0.6850244338197651,6.430537318595125
SMALL480,CAND,3,2.811635670004769,0.06509298998569385,0.7478846882590166,35.66737602181665
SMALL480,CAND,5,4.682164997615641,0.0653314258464473,0.7473516447826359,29.96415656188069
SMALL480,CAND,10,9.351931330472103,0.06747734859322842,0.7465280296738691,24.105296437177213
SMALL480,CAND,20,18.679542203147353,0.06938483547925609,0.7452229067755817,20.19590102343125
SMALL480,CAND,30,27.95875059608965,0.07677634716261325,0.7435912481084695,18.468583862234308
SMALL480,CAND,40,37.1306628516929,0.0910824988078207,0.7407881129771212,17.053084747816097
SMALL480,CAND,60,54.9067715784454,0.1285169289461135,0.7306114878862514,14.84336053593768
SMALL480,V1,3,2.812112541726276,0.06461611826418694,0.7480938098349141,36.41308453654224
SMALL480,V1,5,4.682403433476395,0.06509298998569385,0.7474848206032595,33.35088474731288
SMALL480,V1,10,9.352885073915116,0.06652360515021459,0.7465219425088211,28.446029084016
SMALL480,V1,20,18.680495946590366,0.06843109203624224,0.7452451464346023,24.48474981271339
SMALL480,V1,30,27.958989031950406,0.0765379113018598,0.7436183034310346,21.36446172673177
SMALL480,V1,40,37.13209346685741,0.08965188364329996,0.7408312889130217,19.0138173496111
SMALL480,V1,60,54.9067715784454,0.12827849308536005,0.7306268637465215,15.764759052950529
