base,state,side,family,form,q,w,depth,cadence,gross,gbar,gt,alpha,S0,S10,S25,decay,CAGR,Sharpe,MaxDD,H1,H2,IS_S,OOS_CAGR,OOS_S,OOS_MaxDD,OOS_H1,OOS_H2,keep4a,keep4b,oos4a,oos4b
EWALL,PORTVOL,LO,PORTVOL-LO,BINARY,0.12,1008,0.25,D,0.75,0.9570207020702071,2.1264626462646263,1.0,1.0510257473163616,1.034511620559257,1.00968268046773,0.04134306684863165,0.09997949446449539,1.034511620559257,-0.15844264747951065,1.0642797770415287,1.0130394516528414,0.9674096880677779,0.1087311855918136,1.0870206003848024,-0.15844264747951065,1.2451903254656063,0.9239955097711361,False,False,False,True
EWALL,PORTVOL,LO,PORTVOL-LO,BINARY,0.12,1008,0.25,D,1.0,0.9570207020702071,2.1264626462646263,1.0,1.0510899015374662,1.0345927266146646,1.009789311121093,0.04130059041637324,0.13324937475742482,1.0345927266146646,-0.20841177877563233,1.0644992966741467,1.0130672141130466,0.9676506142758319,0.14516756991659774,1.086964448602579,-0.20841177877563244,1.2434828807682232,0.9253143461480282,False,False,False,False
TOP20,PORTVOL,LO,PORTVOL-LO,BINARY,0.12,1008,0.25,D,0.75,0.9570207020702071,2.1264626462646263,1.0,1.2175880974520172,1.203858933475598,1.183218291033409,0.034369806418608206,0.1424396752891004,1.203858933475598,-0.19647486521671675,1.2163587305220638,1.2023887234000574,1.1093702084273347,0.1608654302108341,1.276333404058548,-0.19647486521671698,1.4237659630965314,1.1167315293898075,False,True,False,True
TOP20,PORTVOL,LO,PORTVOL-LO,BINARY,0.12,1008,0.25,D,1.0,0.9570207020702071,2.1264626462646263,1.0,1.2198621960119092,1.2061616014534355,1.1855639047310094,0.034298291280899784,0.19150430375151095,1.2061616014534355,-0.25430421363550937,1.2190907572565275,1.2042312428259778,1.1123987312663017,0.21659638327059172,1.278124681294259,-0.25430421363550926,1.4249975066397715,1.11908691708409,False,False,False,False
EWALL,PORTVOL,LO,PORTVOL-LO,RAMP,0.12,1008,0.25,D,0.75,0.9570207020702074,2.8754533575259016,2.587903435297838,1.0313092311380365,1.0090282867651312,0.9755620608208606,0.05574717031717591,0.09749192453801547,1.0090282867651312,-0.15844264747951087,1.0062311976548646,1.0158347835714874,0.9218714806177289,0.10788114141626548,1.0769512809927428,-0.15844264747951065,1.221052039717901,0.9286182693045236,False,False,False,True
EWALL,PORTVOL,LO,PORTVOL-LO,RAMP,0.12,1008,0.25,D,1.0,0.9570207020702074,2.8754533575259016,2.587903435297838,1.0313858701832648,1.0091276087054797,0.9756954815677253,0.05569038861553943,0.1298225096445278,1.0091276087054797,-0.20841177877563244,1.0064658600556244,1.0158618476455075,0.9221297295927866,0.14398461244267957,1.0769034212867026,-0.20841177877563222,1.219389836933549,0.9299383917816566,False,False,False,False
TOP20,PORTVOL,LO,PORTVOL-LO,RAMP,0.12,1008,0.25,D,0.75,0.9570207020702074,2.8754533575259016,2.587903435297838,1.2004443889088243,1.1819480652609766,1.1541659053219242,0.04627848358690012,0.1399492696482123,1.1819480652609766,-0.1964748652167171,1.1643252911417885,1.2054601267494411,1.070775287259665,0.1600170737850739,1.2663971717280929,-0.1964748652167173,1.4019812012601476,1.119889540144764,False,True,False,True
TOP20,PORTVOL,LO,PORTVOL-LO,RAMP,0.12,1008,0.25,D,1.0,0.9570207020702074,2.8754533575259016,2.587903435297838,1.2027264400446123,1.184268172685244,1.1565431793348306,0.046183260709781626,0.1880175012641594,1.184268172685244,-0.25430421363550937,1.1671801905420094,1.2072583765502762,1.0738607519536139,0.21537806849125474,1.2681988385232892,-0.25430421363550926,1.4032817280877896,1.1221971534514907,False,False,False,False
EWALL,PORTVOL,LO,PORTVOL-LO,RATIO,0.12,1008,0.25,D,0.75,0.9570207020702071,2.6511689031795322,1.8524389642968795,1.0362247451882645,1.0156764221608316,0.9848104824678956,0.051414262720368864,0.09815195041022173,1.0156764221608316,-0.15844264747951098,1.0173999637187934,1.0185655077056994,0.9345298621769359,0.10802260249103446,1.0790005583464088,-0.15844264747951053,1.217937553195119,0.9359478580424421,False,False,False,True
EWALL,PORTVOL,LO,PORTVOL-LO,RATIO,0.12,1008,0.25,D,1.0,0.9570207020702071,2.6511689031795322,1.8524389642968795,1.0362913458420577,1.0157639204320397,0.984929403025695,0.05136194281636275,0.1307299333149261,1.0157639204320397,-0.2084117787756321,1.0176171176974442,1.0185889585141727,0.9347698288689354,0.14418333149296503,1.078948595044822,-0.20841177877563222,1.2162746009483467,0.9372724652389269,False,False,False,False
TOP20,PORTVOL,LO,PORTVOL-LO,RATIO,0.12,1008,0.25,D,0.75,0.9570207020702071,2.6511689031795322,1.8524389642968795,1.2027920379824137,1.1857451554167475,1.160137994190538,0.04265404379187565,0.14037508448791924,1.1857451554167475,-0.19647486521671698,1.1727126208201457,1.2054556331920492,1.0819612164673362,0.15964391474412953,1.2648789378883034,-0.1964748652167172,1.397066190720557,1.1221076181496437,False,True,False,True
TOP20,PORTVOL,LO,PORTVOL-LO,RATIO,0.12,1008,0.25,D,1.0,0.9570207020702071,2.6511689031795322,1.8524389642968795,1.2051083267209217,1.1880964079024292,1.1625417779423604,0.042566548778561364,0.1886193810371255,1.1880964079024292,-0.25430421363550926,1.175590926460142,1.2072884411774853,1.0850481737766937,0.21487387615524467,1.2667242033379715,-0.2543042136355095,1.398389351903675,1.1244841436374537,False,False,False,False
EWALL,PORTVOL,LO,PORTVOL-LO,BINARY,0.12,1008,0.25,W,0.75,0.9566831683168316,1.1908190819081907,1.0,1.0447027248676564,1.0353858351616483,1.021379709479346,0.023323015388310386,0.10015452013492965,1.0353858351616483,-0.15844264747951065,1.0568221092595176,1.0213226785343545,0.9668450987088278,0.10913576353557963,1.088955232488487,-0.15844264747951042,1.2512164770923342,0.9219871540803198,False,False,False,True
EWALL,PORTVOL,LO,PORTVOL-LO,BINARY,0.12,1008,0.25,W,1.0,0.9566831683168316,1.1908190819081907,1.0,1.0447639586253286,1.035456427199961,1.021464392866524,0.023299565758804652,0.13348170690660854,1.035456427199961,-0.208411778775632,1.0570420891373074,1.0213283878137907,0.9670777002661369,0.14571282009102515,1.0888865789547189,-0.2084117787756321,1.2494964707226277,0.9232796736250073,False,False,False,False
TOP20,PORTVOL,LO,PORTVOL-LO,BINARY,0.12,1008,0.25,W,0.75,0.9566831683168316,1.1908190819081907,1.0,1.2088024356978304,1.201068707309706,1.1894424845443055,0.019359951153524957,0.14219723713097454,1.201068707309706,-0.19647486521671687,1.206977931853791,1.2054028686654255,1.110891663538548,0.1604612348560155,1.2704132508895167,-0.1964748652167172,1.4262206616638449,1.1018069094878946,False,True,False,True
TOP20,PORTVOL,LO,PORTVOL-LO,BINARY,0.12,1008,0.25,W,1.0,0.9566831683168316,1.1908190819081907,1.0,1.2111226288973218,1.2034049244407823,1.1918027795212025,0.019319849376119302,0.19116034654808267,1.2034049244407823,-0.25430421363550937,1.209726903463799,1.207298145415584,1.1138422632288876,0.21601918679786625,1.2723133118243664,-0.25430421363550937,1.4274864349648086,1.1043448453894071,False,False,False,False
EWALL,PORTVOL,LO,PORTVOL-LO,RAMP,0.12,1008,0.25,W,0.75,0.9566831683168316,1.6439488665498165,2.6021535180179916,1.0288588692272318,1.0161055275778308,0.9969288195600867,0.03193004966714508,0.09820009497572513,1.0161055275778308,-0.15844264747951076,1.013764647973841,1.022675814168335,0.9314837897273871,0.10850042073102428,1.0819977677933708,-0.15844264747951065,1.2254661510851228,0.9343036503948349,False,False,False,True
EWALL,PORTVOL,LO,PORTVOL-LO,RAMP,0.12,1008,0.25,W,1.0,0.9566831683168316,1.6439488665498165,2.6021535180179916,1.0289240139990177,1.0161834346775893,0.9970259562890608,0.031898057709956906,0.13079238054269227,1.0161834346775893,-0.20841177877563222,1.0139816058751212,1.0226814987015105,0.9317297131243092,0.14483045204092093,1.081923047745363,-0.2084117787756321,1.2237859821393575,0.9355892142937913,False,False,False,False
TOP20,PORTVOL,LO,PORTVOL-LO,RAMP,0.12,1008,0.25,W,0.75,0.9566831683168316,1.6439488665498165,2.6021535180179916,1.1965896848310658,1.1860489957599725,1.1701978715670918,0.026391813263973996,0.14033620719372863,1.1860489957599725,-0.1964748652167171,1.170408032296771,1.2083192254809652,1.083894216187605,0.15982991697940885,1.2639489162794089,-0.19647486521671698,1.3994339915757883,1.117557678702482,False,True,False,True
TOP20,PORTVOL,LO,PORTVOL-LO,RAMP,0.12,1008,0.25,W,1.0,0.9566831683168316,1.6439488665498165,2.6021535180179916,1.1988438690946657,1.1883249134999267,1.1725064824861344,0.026337386608531244,0.18855566417259806,1.1883249134999267,-0.2543042136355096,1.1731374549433202,1.2101349945823934,1.0867704614156115,0.21511664792777418,1.2658138435554223,-0.25430421363550926,1.4008276508797564,1.1198950419371096,False,False,False,False
EWALL,PORTVOL,LO,PORTVOL-LO,RATIO,0.12,1008,0.25,W,0.75,0.9566831683168319,1.5168662161082551,1.8670791963729936,1.0290583927022106,1.0172664667687847,0.999538928004875,0.029519464697335573,0.09829318295390155,1.0172664667687847,-0.15844264747951076,1.0188685893474547,1.0204550982424319,0.9396786435697486,0.10800152567998267,1.0777533544114457,-0.15844264747951065,1.2207408447889851,0.9306345527710839,False,False,False,True
EWALL,PORTVOL,LO,PORTVOL-LO,RATIO,0.12,1008,0.25,W,1.0,0.9566831683168319,1.5168662161082551,1.8670791963729936,1.0291298757816814,1.0173497550575283,0.9996399959334159,0.029489879848265454,0.13092238912370213,1.0173497550575283,-0.2084117787756321,1.0190882679521842,1.0204713397426157,0.9399155200158705,0.14414702524137346,1.077698926284535,-0.20841177877563244,1.219083257686057,0.9319364531040624,False,False,False,False
TOP20,PORTVOL,LO,PORTVOL-LO,RATIO,0.12,1008,0.25,W,0.75,0.9566831683168319,1.5168662161082551,1.8670791963729936,1.1944514763217562,1.1847006618102656,1.1700404877091346,0.024410988612621587,0.14013897577198642,1.1847006618102656,-0.1964748652167171,1.17249360599327,1.2041702406515054,1.0887380854330762,0.15896704044120846,1.2581443567545811,-0.1964748652167173,1.3954366044177517,1.1098697105534245,False,True,False,True
TOP20,PORTVOL,LO,PORTVOL-LO,RATIO,0.12,1008,0.25,W,1.0,0.9566831683168319,1.5168662161082551,1.8670791963729936,1.196757724060107,1.1870269801528517,1.1723969821074087,0.024360741952698328,0.18828834536590833,1.1870269801528517,-0.25430421363550926,1.1752801463023133,1.2060299799580771,1.0916759771664446,0.2139173666247538,1.2600444060738303,-0.25430421363550926,1.3968204974924923,1.1122878351611174,False,False,False,False
EWALL,PORTVOL,HI,PORTVOL-HI,BINARY,0.12,1008,0.25,D,0.75,0.9757538253825383,0.6237623762376238,1.0,1.0877760229884839,1.0828983141262778,1.075560444467457,0.012215578521026949,0.10239091210866258,1.0828983141262778,-0.13729227761473872,1.083217510961017,1.08332440914638,0.9761563207545813,0.11148587935038812,1.1707286818221083,-0.1372922776147386,1.355357129810409,0.9901818247775463,False,False,False,True
EWALL,PORTVOL,HI,PORTVOL-HI,BINARY,0.12,1008,0.25,D,1.0,0.9757538253825383,0.6237623762376238,1.0,1.0882076935551384,1.0833331521701113,1.0760000528671907,0.012207640687947663,0.13669055809138708,1.0833331521701113,-0.18002689663581506,1.0835784901604233,1.083842014168937,0.9765266274679434,0.1492445238547344,1.1711866026678734,-0.18002689663581584,1.3544613752805608,0.9916715953243561,False,True,False,True
TOP20,PORTVOL,HI,PORTVOL-HI,BINARY,0.12,1008,0.25,D,0.75,0.9757538253825383,0.6237623762376238,1.0,1.2406201399982697,1.2366220515281217,1.230608878098524,0.01001126189974566,0.1450848715935107,1.2366220515281217,-0.16582118150366898,1.2332263472123812,1.2432207908082797,1.1173124165140953,0.16279770339214816,1.329033060213966,-0.16582118150366898,1.5224272723583625,1.1302898821365617,False,True,False,True
TOP20,PORTVOL,HI,PORTVOL-HI,BINARY,0.12,1008,0.25,D,1.0,0.9757538253825383,0.6237623762376238,1.0,1.2435287398973887,1.2395350524256163,1.2335284694115851,0.010000270485803542,0.19515896073380157,1.2395350524256163,-0.21507454699396522,1.236457221917172,1.2457706360134622,1.1206568087214528,0.21943379603331192,1.3317154790597807,-0.21507454699396522,1.5244884411208444,1.133622593187787,False,False,False,False
EWALL,PORTVOL,HI,PORTVOL-HI,RAMP,0.12,1008,0.25,D,0.75,0.9757538253825386,0.8333031308305691,3.2595334726701415,1.0927781660891158,1.0860998102028847,1.0760691483063547,0.016709017782761126,0.10295830541803741,1.0860998102028847,-0.15048417013186666,1.0705463056534523,1.1013260465500123,0.9637135044017816,0.1129961475197172,1.1879463898963412,-0.1504841701318671,1.4699708461438306,0.9324753015136457,False,False,False,True
EWALL,PORTVOL,HI,PORTVOL-HI,RAMP,0.12,1008,0.25,D,1.0,0.9757538253825386,0.8333031308305691,3.2595334726701415,1.0931907869755315,1.0865148301226384,1.0764877699330906,0.016703017042440926,0.13741982068667458,1.0865148301226384,-0.19698521083766574,1.070863090251816,1.1018316614346326,0.9640475244765782,0.1512605297732268,1.1884624568671946,-0.19698521083766596,1.4695103653747645,0.933781756998947,False,True,False,True
TOP20,PORTVOL,HI,PORTVOL-HI,RAMP,0.12,1008,0.25,D,0.75,0.9757538253825386,0.8333031308305691,3.2595334726701415,1.2462680321757726,1.2407679252834998,1.232507147034578,0.013760885141194557,0.1449009238344614,1.2407679252834998,-0.13000082987122374,1.2228477975305594,1.2592269909745843,1.1074179878959929,0.16241437635584233,1.3456928746706183,-0.13000082987122374,1.6160334864386863,1.0797522128466421,False,True,False,True
TOP20,PORTVOL,HI,PORTVOL-HI,RAMP,0.12,1008,0.25,D,1.0,0.9757538253825386,0.8333031308305691,3.2595334726701415,1.24882066268745,1.2433243021997036,1.2350691227989024,0.013751539888547715,0.1947986862366875,1.2433243021997036,-0.17081686831243825,1.2259849206806885,1.2611634054935,1.1107086957857726,0.21872056908276516,1.3479119632025367,-0.17081686831243736,1.617996067994775,1.0826242073221752,False,True,False,True
EWALL,PORTVOL,HI,PORTVOL-HI,RATIO,0.12,1008,0.25,D,0.75,0.9757538253825383,0.8467200090219025,1.5720234256040178,1.0748539498289276,1.0680740453638031,1.0578932083210901,0.01696074150783744,0.10099990559220151,1.0680740453638031,-0.141483614173195,1.0740703291073916,1.0629743209243747,0.9669350318798128,0.10941244976816678,1.1517005044577153,-0.14148361417319555,1.3381802451655944,0.9742725610898123,False,False,False,True
EWALL,PORTVOL,HI,PORTVOL-HI,RATIO,0.12,1008,0.25,D,1.0,0.9757538253825383,0.8467200090219025,1.5720234256040178,1.075254853181128,1.06847878823257,1.0583037166086573,0.016951136572470604,0.1347560263634182,1.06847878823257,-0.1853175211792344,1.0743790630329202,1.0634760853112026,0.9672559287081637,0.14636265505697277,1.1521648213016342,-0.18531752117923395,1.3373974715594872,0.9756929690117705,False,True,False,True
TOP20,PORTVOL,HI,PORTVOL-HI,RATIO,0.12,1008,0.25,D,0.75,0.9757538253825383,0.8467200090219025,1.5720234256040178,1.223827181841372,1.2182741115901874,1.209935792169244,0.013891389672127996,0.1427441574382191,1.2182741115901874,-0.1598584423030236,1.2215961080511775,1.2181676221303503,1.1055481016627597,0.15901556779583936,1.3061370131906707,-0.15985844230302337,1.503360590359891,1.106135107571954,False,True,False,True
TOP20,PORTVOL,HI,PORTVOL-HI,RATIO,0.12,1008,0.25,D,1.0,0.9757538253825383,0.8467200090219025,1.5720234256040178,1.2265704359927,1.2210228486929469,1.212692732440933,0.013877703551767206,0.19184624511440096,1.2210228486929469,-0.207335026309159,1.224686100641812,1.2204965708207225,1.1087702585046635,0.21407066531240027,1.3086470802209293,-0.2073350263091588,1.5054551632670141,1.1091609983551733,False,False,False,False
EWALL,PORTVOL,HI,PORTVOL-HI,BINARY,0.12,1008,0.25,W,0.75,0.9758663366336634,0.45364536453645365,1.0,1.0697527721071416,1.066152995905067,1.0607394041575287,0.009013367949612938,0.10130342484667199,1.066152995905067,-0.13912022576918148,1.0923330568094365,1.0425663725453735,0.9863969937362863,0.10835118746339734,1.1313528787372142,-0.13912022576918082,1.2939263215128198,0.9709498393877384,False,False,False,True
EWALL,PORTVOL,HI,PORTVOL-HI,BINARY,0.12,1008,0.25,W,1.0,0.9758663366336634,0.45364536453645365,1.0,1.0700674431179402,1.0664703262187623,1.061060738446315,0.009006704671625121,0.13515964242414147,1.0664703262187623,-0.182599058923965,1.0926962591002711,1.0428665428784936,0.986778831133762,0.144861492040812,1.1315942195455597,-0.18259905892396522,1.2927300444515961,0.9723270436776404,False,True,False,True
TOP20,PORTVOL,HI,PORTVOL-HI,BINARY,0.12,1008,0.25,W,0.75,0.9758663366336634,0.45364536453645365,1.0,1.220302852083492,1.2173604006170808,1.212935995008334,0.00736685707515794,0.14356872137097265,1.2173604006170808,-0.1755376892767717,1.2413325084208346,1.2001664560094418,1.1265101652156775,0.15872890105305704,1.287828481615454,-0.1755376892767717,1.4643863428530253,1.1054232153350394,False,True,False,True
TOP20,PORTVOL,HI,PORTVOL-HI,BINARY,0.12,1008,0.25,W,1.0,0.9758663366336634,0.45364536453645365,1.0,1.2231892674753886,1.2202502734191032,1.2158310507798873,0.007358216695501296,0.19303059634424535,1.2202502734191032,-0.22740588697621322,1.2446960822529665,1.2025246160905048,1.1300191745390333,0.21367417481927342,1.2902997309789799,-0.22740588697621344,1.4662362894257546,1.108516856533376,False,False,False,False
EWALL,PORTVOL,HI,PORTVOL-HI,RAMP,0.12,1008,0.25,W,0.75,0.9758663366336634,0.593575119113979,3.2314514821894487,1.0825330714518802,1.0777357411648911,1.0705193092345324,0.012013762217347734,0.10243249129768972,1.0777357411648911,-0.1502785933085048,1.0831708478345712,1.0731241622011258,0.97741537885289,0.11074488122485038,1.1608309971526303,-0.1502785933085048,1.4207832154267266,0.9229607506949802,False,False,False,True
EWALL,PORTVOL,HI,PORTVOL-HI,RAMP,0.12,1008,0.25,W,1.0,0.9758663366336634,0.593575119113979,3.2314514821894487,1.0829635026742028,1.078168074906294,1.070954502346668,0.012009000327534824,0.1366880730026827,1.078168074906294,-0.19672924928594437,1.0834967342533324,1.0736497180657347,0.9777610375287238,0.14814093130115302,1.1613599937407915,-0.1967292492859446,1.420370727335869,0.9242390265059429,False,True,False,True
TOP20,PORTVOL,HI,PORTVOL-HI,RAMP,0.12,1008,0.25,W,0.75,0.9758663366336634,0.593575119113979,3.2314514821894487,1.2357708470319275,1.2318190851736792,1.2258751437447264,0.00989570328720113,0.14420962292453376,1.2318190851736792,-0.13204269553977444,1.2316942349006523,1.2341784922623291,1.1171760608528232,0.1599910128758053,1.3218374922621356,-0.13204269553977488,1.5785026856818771,1.06754908472608,False,True,False,True
TOP20,PORTVOL,HI,PORTVOL-HI,RAMP,0.12,1008,0.25,W,1.0,0.9758663366336634,0.593575119113979,3.2314514821894487,1.2383778114681356,1.234428491732539,1.228488199682759,0.009889611785376617,0.1938411677274905,1.234428491732539,-0.17346926001253438,1.2348424249420733,1.2361653936330048,1.120482983955401,0.21533317767842108,1.324084848041847,-0.17346926001253404,1.580519993042268,1.0703348555401881,False,True,False,True
EWALL,PORTVOL,HI,PORTVOL-HI,RATIO,0.12,1008,0.25,W,0.75,0.9758663366336636,0.5387962485683447,1.5610532112408133,1.0673661440066178,1.063003696871018,1.0564475303128564,0.010918613693761348,0.10082405079892598,1.063003696871018,-0.14031987434041637,1.0863588836186433,1.0416190760303223,0.9804077766722035,0.10776306474825059,1.1310800309248514,-0.14031987434041626,1.298045020689252,0.9705565510978367,False,False,False,True
EWALL,PORTVOL,HI,PORTVOL-HI,RATIO,0.12,1008,0.25,W,1.0,0.9758663366336636,0.5387962485683447,1.5610532112408133,1.06774229783406,1.0633825679244717,1.056830485550802,0.010911812283258104,0.13450095449890864,1.0633825679244717,-0.18385430499024502,1.0866910678938693,1.0420526526429337,0.9807579985517073,0.14406595427261792,1.1314728486230865,-0.18385430499024435,1.2972133864700575,0.9718971277098097,False,True,False,True
TOP20,PORTVOL,HI,PORTVOL-HI,RATIO,0.12,1008,0.25,W,0.75,0.9758663366336636,0.5387962485683447,1.5610532112408133,1.2142721733545128,1.2107153986318078,1.2053701885533115,0.008901984801201301,0.1422682003653506,1.2107153986318078,-0.1631030629608733,1.2317115779654768,1.1949184486048483,1.1168061876155655,0.15674873428047276,1.2839503312081846,-0.1631030629608734,1.4679340006023969,1.0960971529926022,False,True,False,True
TOP20,PORTVOL,HI,PORTVOL-HI,RATIO,0.12,1008,0.25,W,1.0,0.9758663366336636,0.5387962485683447,1.5610532112408133,1.2170520481442721,1.213498660980809,1.2081585259377374,0.00889352220653472,0.19118937786329782,1.213498660980809,-0.21146805193996265,1.2348869364232926,1.197207535011954,1.1201329456302782,0.21088824427603092,1.2864031711951474,-0.211468051939963,1.4699431845612876,1.0990411888986988,False,False,False,False
EWALL,NAMEVOL,LO,NAMEVOL-LO,BINARY,0.12,1008,0.25,D,0.75,0.9564018901890189,1.8145814581458146,1.0,1.0187857169551011,1.004685795141639,0.9834847569461355,0.035300960008965654,0.09643876724285017,1.004685795141639,-0.15844264747951053,1.0033291939628386,1.0118271629727367,0.9158172421365458,0.10790124348122032,1.0730992329408227,-0.15844264747951087,1.190460947214875,0.9534047747303649,False,False,False,True
EWALL,NAMEVOL,LO,NAMEVOL-LO,BINARY,0.12,1008,0.25,D,1.0,0.9564018901890189,1.8145814581458146,1.0,1.018894060678438,1.0048083965763988,0.983628854275016,0.03526520640342201,0.1284096395309382,1.0048083965763988,-0.20841177877563233,1.0035352176004073,1.0119282442618873,0.9160530196541102,0.14399890339715293,1.0731204108994064,-0.2084117787756321,1.188888514177623,0.9548020005015451,False,False,False,False
TOP20,NAMEVOL,LO,NAMEVOL-LO,BINARY,0.12,1008,0.25,D,0.75,0.9564018901890189,1.8145814581458146,1.0,1.1822475410489939,1.170563007678692,1.152994320141933,0.02925322090706084,0.13762246102623243,1.170563007678692,-0.19647486521671698,1.1704257055842489,1.1822489369387343,1.079164805484326,0.1572152806218987,1.2408000507289478,-0.1964748652167173,1.3599640909269124,1.1134803831916724,False,True,False,True
TOP20,NAMEVOL,LO,NAMEVOL-LO,BINARY,0.12,1008,0.25,D,1.0,0.9564018901890189,1.8145814581458146,1.0,1.1849117900098736,1.1732506773729623,1.1557171916473414,0.02919459836253213,0.1848720715695107,1.1732506773729623,-0.25430421363550915,1.1732726053906184,1.18469632142239,1.0822034017271285,0.21151719468895136,1.2432357068348168,-0.25430421363550926,1.3616012966333675,1.1167174579179844,False,False,False,False
EWALL,NAMEVOL,LO,NAMEVOL-LO,RAMP,0.12,1008,0.25,D,0.75,0.9564018901890189,2.454174780756932,2.603488983749837,1.038090383298069,1.0190556951306227,0.9904693086108459,0.0476210746872231,0.09814059133572739,1.0190556951306227,-0.15844264747951065,1.0121112480542747,1.0310674295578708,0.91687722041776,0.11086398796024488,1.0974553815231123,-0.15844264747951065,1.2279107093417196,0.9644932720654962,False,False,False,True
EWALL,NAMEVOL,LO,NAMEVOL-LO,RAMP,0.12,1008,0.25,D,1.0,0.9564018901890189,2.454174780756932,2.603488983749837,1.038157039166263,1.0191418969093213,0.9905848900460014,0.04757214912026153,0.1307331281221833,1.0191418969093213,-0.2084117787756321,1.0123062206705633,1.0311082660402207,0.917099247006759,0.1480626510870533,1.097417800539931,-0.20841177877563233,1.2262525389685162,0.965831137360324,False,False,False,False
TOP20,NAMEVOL,LO,NAMEVOL-LO,RAMP,0.12,1008,0.25,D,0.75,0.9564018901890189,2.454174780756932,2.603488983749837,1.2031443511157551,1.187371769223167,1.1636853272549563,0.0394590238607988,0.14032871162734772,1.187371769223167,-0.19647486521671698,1.1785961491866057,1.206354281249382,1.0787381630012092,0.16208150414209044,1.2698000316327651,-0.19647486521671687,1.401820737482799,1.1288828839993217,False,True,False,True
TOP20,NAMEVOL,LO,NAMEVOL-LO,RAMP,0.12,1008,0.25,D,1.0,0.9564018901890189,2.454174780756932,2.603488983749837,1.2056766879694125,1.189935716774251,1.166296743348208,0.03937994462120442,0.18859445078176962,1.189935716774251,-0.25430421363550937,1.1814979413619238,1.2085299098895474,1.0818587763670273,0.2182326882436072,1.2719859228087027,-0.25430421363550915,1.4032178824927741,1.1318459303874622,False,False,False,False
EWALL,NAMEVOL,LO,NAMEVOL-LO,RATIO,0.12,1008,0.25,D,0.75,0.9564018901890193,2.342825520679062,2.856208758132411,1.0326116896470288,1.0144762251842485,0.9872430632576976,0.045368626389331146,0.09780171461892584,1.0144762251842485,-0.15844264747951065,1.009954112791322,1.0242722132237416,0.9155536477431704,0.11016771949907889,1.09048953624078,-0.1584426474795111,1.2261961600537827,0.9523805514134206,False,False,False,True
EWALL,NAMEVOL,LO,NAMEVOL-LO,RATIO,0.12,1008,0.25,D,1.0,0.9564018901890193,2.342825520679062,2.856208758132411,1.0326973681141447,1.0145803270432314,0.9873748526910608,0.04532251542308385,0.1302616419538174,1.0145803270432314,-0.20841177877563244,1.0101576568201442,1.0243403112266718,0.9157836783011608,0.14710159653188604,1.0904775271418654,-0.20841177877563233,1.2245395485775412,0.9537516667776279,False,False,False,False
TOP20,NAMEVOL,LO,NAMEVOL-LO,RATIO,0.12,1008,0.25,D,0.75,0.9564018901890193,2.342825520679062,2.856208758132411,1.194404393826155,1.17936701684777,1.1567873650918234,0.03761702873433159,0.13944513401916092,1.17936701684777,-0.19647486521671698,1.169513219063251,1.1990598891964208,1.0700371792514287,0.16115476271803697,1.262238409985085,-0.1964748652167171,1.3997532691369867,1.1155718144836397,False,True,False,True
TOP20,NAMEVOL,LO,NAMEVOL-LO,RATIO,0.12,1008,0.25,D,1.0,0.9564018901890193,2.342825520679062,2.856208758132411,1.1970426340867208,1.1820352052617598,1.1595005258880962,0.03754210819862469,0.18737449819586516,1.1820352052617598,-0.25430421363550937,1.172566649112839,1.2013026283831039,1.0733167762568119,0.21693926393243146,1.2644928557703743,-0.25430421363550926,1.4011644794669167,1.118652048149733,False,False,False,False
EWALL,NAMEVOL,LO,NAMEVOL-LO,BINARY,0.12,1008,0.25,W,0.75,0.9553330333033303,1.0774077407740774,1.0,1.021790998857275,1.0133919956718436,1.0007633682280677,0.021027630629207428,0.09730955688932252,1.0133919956718436,-0.15844264747951053,1.0245982477322926,1.009967631488722,0.9288016308888853,0.10846008068303004,1.0786058292376879,-0.15844264747951065,1.199698646484348,0.9552396029388353,False,False,False,True
EWALL,NAMEVOL,LO,NAMEVOL-LO,BINARY,0.12,1008,0.25,W,1.0,0.9553330333033303,1.0774077407740774,1.0,1.0219072694343623,1.0135167862061822,1.0009009942386273,0.021006275195734947,0.12960624568227264,1.0135167862061822,-0.20841177877563222,1.024804516146113,1.010084079280454,0.9290450188705982,0.14477186782436458,1.0786262643464757,-0.20841177877563222,1.198112425970214,0.9566369517556477,False,False,False,False
TOP20,NAMEVOL,LO,NAMEVOL-LO,BINARY,0.12,1008,0.25,W,0.75,0.9553330333033303,1.0774077407740774,1.0,1.1840487373478121,1.1771065853296911,1.1666683559984918,0.017380381349320295,0.13838367099576798,1.1771065853296911,-0.19647486521671698,1.1903215442060604,1.1781492634369852,1.0907099445665895,0.15755724669412619,1.2438726910977373,-0.1964748652167171,1.3647364809620455,1.114792520308116,False,True,False,True
TOP20,NAMEVOL,LO,NAMEVOL-LO,BINARY,0.12,1008,0.25,W,1.0,0.9553330333033303,1.0774077407740774,1.0,1.1868128051316897,1.1798846243936283,1.16946738831273,0.017345416818959736,0.1859494631937999,1.1798846243936283,-0.25430421363550926,1.1931754644757167,1.180750433346557,1.09379490791481,0.2120276432786612,1.2464242609902456,-0.25430421363550937,1.366489378184067,1.1181408998700093,False,False,False,False
