panel,source,kind,etf_share,seed,k,n_elig,rev,rev_eps0,breadth,disp,corr,evol,days
MIX~s0.125~3,MIX,MIX,0.125,3,36,26.0,0.7142857142857143,0.7142857142857143,0.6715224996983955,0.09676600076934531,0.3351862304840213,0.23393432417475576,921
MIX~s0.125~4,MIX,MIX,0.125,4,36,27.0,0.0,0.0,0.6872059355772712,0.0857724404222646,0.40039289815061063,0.22418442706577493,921
MIX~s0.125~5,MIX,MIX,0.125,5,36,27.0,0.2857142857142857,0.42857142857142855,0.6852455060924116,0.09330902378587007,0.34219606234743266,0.22833349348570522,921
MIX~s0.250~0,MIX,MIX,0.25,0,36,26.0,0.7142857142857143,0.7142857142857143,0.6597297623356255,0.09477561938171912,0.3083430737260989,0.21083596622769843,921
MIX~s0.250~1,MIX,MIX,0.25,1,36,26.0,0.8571428571428571,0.8571428571428571,0.6648570394498734,0.09745682215076797,0.31743553738151026,0.23235579469631798,921
MIX~s0.250~2,MIX,MIX,0.25,2,36,27.0,0.5714285714285714,0.5714285714285714,0.683797804318977,0.09241865873195235,0.367841672263313,0.22066823668268398,921
MIX~s0.250~3,MIX,MIX,0.25,3,36,26.0,1.0,1.0,0.6734226082760284,0.09380394591303652,0.3350739009234286,0.22634717855086325,921
MIX~s0.250~4,MIX,MIX,0.25,4,36,28.0,0.5714285714285714,0.5714285714285714,0.6911569550006031,0.08466686852362829,0.358399524007731,0.20769245220538957,921
MIX~s0.250~5,MIX,MIX,0.25,5,36,26.0,0.2857142857142857,0.42857142857142855,0.6752623959464351,0.09595897104197601,0.3553159923345383,0.22263672564511283,921
MIX~s0.375~0,MIX,MIX,0.375,0,36,26.0,0.5714285714285714,0.5714285714285714,0.6597599227892388,0.09277868143595565,0.39964349573419167,0.22946847783256877,921
MIX~s0.375~1,MIX,MIX,0.375,1,36,28.0,0.7142857142857143,0.8571428571428571,0.7004463747134757,0.07758882879085907,0.352714595884966,0.19134616713297767,921
MIX~s0.375~2,MIX,MIX,0.375,2,36,26.0,0.2857142857142857,0.2857142857142857,0.6346061044758113,0.09779899339768475,0.3760015327531841,0.22876452582050402,921
MIX~s0.375~3,MIX,MIX,0.375,3,36,27.0,0.8571428571428571,0.8571428571428571,0.6809928821329472,0.0831686227228994,0.3526297119565715,0.20953786553886267,921
MIX~s0.375~4,MIX,MIX,0.375,4,36,26.0,0.5714285714285714,0.5714285714285714,0.6669381107491855,0.09334814775803363,0.28845695386672715,0.20376509098699389,921
MIX~s0.375~5,MIX,MIX,0.375,5,36,27.0,0.2857142857142857,0.2857142857142857,0.6856677524429967,0.08599808045290984,0.34370501774460444,0.2115812595149356,921
MIX~s0.500~0,MIX,MIX,0.5,0,36,27.0,0.42857142857142855,0.42857142857142855,0.6836168415972976,0.08018627662429578,0.3453329068455505,0.19463401400606808,921
MIX~s0.500~1,MIX,MIX,0.5,1,36,26.0,0.42857142857142855,0.42857142857142855,0.6511641935094703,0.08499992471802294,0.32064974972104787,0.1990623678543656,921
MIX~s0.500~2,MIX,MIX,0.5,2,36,26.0,0.7142857142857143,0.7142857142857143,0.6610568222946074,0.07822275385317863,0.34005663792184554,0.19825463289238288,921
MIX~s0.500~3,MIX,MIX,0.5,3,36,27.0,0.7142857142857143,0.7142857142857143,0.6800579080709375,0.08513184611497059,0.35377844462680835,0.19879157030212669,921
MIX~s0.500~4,MIX,MIX,0.5,4,36,26.0,1.0,1.0,0.6771625045240681,0.09388278677006731,0.3346428141802126,0.21165902304115053,921
MIX~s0.500~5,MIX,MIX,0.5,5,36,28.0,0.8571428571428571,0.8571428571428571,0.6928157799493303,0.08386558580872337,0.428727945512649,0.2066498690444632,921
MIX~s0.625~0,MIX,MIX,0.625,0,36,26.0,0.7142857142857143,0.8571428571428571,0.6500784171793943,0.08831365403965345,0.36613792912819776,0.2043325366530219,921
MIX~s0.625~1,MIX,MIX,0.625,1,36,27.0,0.8571428571428571,0.8571428571428571,0.6841898902159489,0.08581201454495596,0.40377375438372376,0.20856010256091323,921
MIX~s0.625~2,MIX,MIX,0.625,2,36,27.0,0.8571428571428571,0.8571428571428571,0.6837073229581373,0.07644712176465336,0.3043263212258876,0.1748246810763197,921
MIX~s0.625~3,MIX,MIX,0.625,3,36,26.0,0.14285714285714285,0.14285714285714285,0.6593678368922667,0.07920797957889812,0.3290068111278869,0.18686676533152383,921
MIX~s0.625~4,MIX,MIX,0.625,4,36,26.0,0.2857142857142857,0.2857142857142857,0.6574074074074073,0.07968997347160678,0.3594173271287784,0.19686124617813652,921
MIX~s0.625~5,MIX,MIX,0.625,5,36,27.0,0.7142857142857143,0.8571428571428571,0.6715224996983954,0.08444605598431021,0.31579736128862845,0.18798491655765254,921
MIX~s0.750~0,MIX,MIX,0.75,0,36,27.0,0.7142857142857143,0.7142857142857143,0.6844311738448546,0.08098179185364388,0.3836412312154916,0.18303776327554935,921
MIX~s0.750~1,MIX,MIX,0.75,1,36,27.0,0.14285714285714285,0.2857142857142857,0.6593979973458801,0.07983787336415109,0.36263698195479255,0.1803610684762491,921
MIX~s0.750~2,MIX,MIX,0.75,2,36,25.0,0.14285714285714285,0.14285714285714285,0.6548739293038968,0.06999287694032696,0.3150526228369988,0.17444967526359834,921
MIX~s0.750~3,MIX,MIX,0.75,3,36,28.0,0.5714285714285714,0.5714285714285714,0.6991494752081072,0.0788157665710848,0.34395505471719046,0.17893012542973077,921
MIX~s0.750~4,MIX,MIX,0.75,4,36,27.0,0.5714285714285714,0.5714285714285714,0.6785197249366631,0.0690524327374279,0.3598949378185128,0.17885526572087754,921
MIX~s0.750~5,MIX,MIX,0.75,5,36,28.0,0.5714285714285714,0.5714285714285714,0.6930872240318495,0.07262857193528152,0.36519164591361714,0.17954434157164698,921
MIX~s0.875~0,MIX,MIX,0.875,0,36,27.0,0.7142857142857143,0.7142857142857143,0.6765894559054169,0.06672157773688663,0.33884284109785406,0.16750040186663911,921
MIX~s0.875~1,MIX,MIX,0.875,1,36,27.0,0.42857142857142855,0.42857142857142855,0.6864820846905537,0.06595865294257124,0.37858144540622857,0.16989994528791738,921
MIX~s0.875~2,MIX,MIX,0.875,2,36,27.0,0.14285714285714285,0.42857142857142855,0.6754131982145012,0.06543875673502939,0.35406435944380227,0.17056644915151195,921
MIX~s0.875~3,MIX,MIX,0.875,3,36,27.0,0.2857142857142857,0.5714285714285714,0.6701954397394136,0.07212007520410497,0.31909745883460267,0.16629337916348655,921
MIX~s0.875~4,MIX,MIX,0.875,4,36,26.0,0.2857142857142857,0.42857142857142855,0.6653999276149114,0.07372420093399407,0.3371501696672268,0.17607701778679985,921
MIX~s0.875~5,MIX,MIX,0.875,5,36,26.0,0.5714285714285714,0.7142857142857143,0.6619314754493908,0.07190868937853966,0.35144189900826367,0.17773332215699092,921
SMALL439,SMALL439,NAMED,,-1,439,148.0,0.0,0.0,0.3220795008127406,0.16785170123992899,0.1760659276513338,0.3394419453599911,817
U56,U56,NAMED,,-1,56,41.0,0.5714285714285714,0.5714285714285714,0.6687800527377075,0.09366953737861075,0.3327819409089491,0.19729143439133345,921
