panel,axis,anchor,CAGR,Sharpe,MaxDD,H1,H2,oos_CAGR,oos_Sharpe,oos_MaxDD
U56,N,20.0,0.14176064753632223,1.1409922067414988,-0.19388761176911828,1.2223018173064863,1.0882510830917806,0.1555477055592247,1.1595145501719881,-0.19388761176911862
U56,G,0.75,0.14176064753632223,1.1409922067414988,-0.19388761176911828,1.2223018173064863,1.0882510830917806,0.1555477055592247,1.1595145501719881,-0.19388761176911862
B136,N,20.0,0.1458083072148728,0.9858929412253401,-0.24004792991311286,1.2025025307484538,0.8194135163763729,0.141213424087407,0.9063376078469179,-0.24004792991311286
B136,G,0.75,0.1458083072148728,0.9858929412253401,-0.24004792991311286,1.2025025307484538,0.8194135163763729,0.141213424087407,0.9063376078469179,-0.24004792991311286
SMALL,N,20.0,0.14095457940873657,0.7469928720969274,-0.3049132865050128,0.9909754715460972,0.6154209425433441,0.15198893810737668,0.7358030888961681,-0.3049132865050129
SMALL,G,0.75,0.14095457940873657,0.7469928720969274,-0.3049132865050128,0.9909754715460972,0.6154209425433441,0.15198893810737668,0.7358030888961681,-0.3049132865050129
