panel,N,D,stat,pick,FULL_CAGR,FULL_Sharpe,FULL_MaxDD,H1,H2,oos_CAGR,oos_Sharpe,oos_MaxDD,keep4b_full,keep4b_oos,keep4b,keep4a,keep4a_oos,binding
U56,20,24,IS_SHARPE,18,0.11070522882990486,1.2354014948579801,-0.14752474457065357,1.4073273114714826,1.0744181735667768,0.10850756921706983,1.199225476072456,-0.1475247445706538,True,True,True,False,False,none
U56,20,24,IS_LEGS,18,0.11070522882990486,1.2354014948579801,-0.14752474457065357,1.4073273114714826,1.0744181735667768,0.10850756921706983,1.199225476072456,-0.1475247445706538,True,True,True,False,False,none
U56,20,24,IS_CAGRSLACK,18,0.11070522882990486,1.2354014948579801,-0.14752474457065357,1.4073273114714826,1.0744181735667768,0.10850756921706983,1.199225476072456,-0.1475247445706538,True,True,True,False,False,none
U56,20,24,IS_MINMARG,18,0.11070522882990486,1.2354014948579801,-0.14752474457065357,1.4073273114714826,1.0744181735667768,0.10850756921706983,1.199225476072456,-0.1475247445706538,True,True,True,False,False,none
U56,20,96,IS_SHARPE,76,0.10231062712862271,1.3264408412337045,-0.11752764379945901,1.479149802632179,1.1962325562321898,0.10275192228554308,1.2845913529470194,-0.1175276437994589,False,False,False,True,True,O5_CAGR
U56,20,96,IS_LEGS,18,0.11070522882990486,1.2354014948579801,-0.14752474457065357,1.4073273114714826,1.0744181735667768,0.10850756921706983,1.199225476072456,-0.1475247445706538,True,True,True,False,False,none
U56,20,96,IS_CAGRSLACK,30,0.12005175656829636,1.270150336688711,-0.14958609131887113,1.3878871869586122,1.1657450377790586,0.12413309580185983,1.278491551348964,-0.14958609131887157,True,True,True,False,False,none
U56,20,96,IS_MINMARG,30,0.12005175656829636,1.270150336688711,-0.14958609131887113,1.3878871869586122,1.1657450377790586,0.12413309580185983,1.278491551348964,-0.14958609131887157,True,True,True,False,False,none
U56,20,240,IS_SHARPE,76,0.10231062712862271,1.3264408412337045,-0.11752764379945901,1.479149802632179,1.1962325562321898,0.10275192228554308,1.2845913529470194,-0.1175276437994589,False,False,False,True,True,O5_CAGR
U56,20,240,IS_LEGS,18,0.11070522882990486,1.2354014948579801,-0.14752474457065357,1.4073273114714826,1.0744181735667768,0.10850756921706983,1.199225476072456,-0.1475247445706538,True,True,True,False,False,none
