conv,step,half,n_win,share_exact,top_QROLL,bottom_ABS,kind,panel,pick,IS_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,v2_OOS_CAGR,v2_OOS_Sharpe,v1_OOS_Sharpe,SPY_OOS_CAGR,SPY_OOS_Sharpe,SPY_OOS_MaxDD,beats_v2,beats_SPY,p4a,p4b,fail4b
FULLMATCH,21.0,IS,88.0,0.3181818181818182,0.3977272727272727,0.9204545454545454,claim,,,,,,,,,,,,,,,,,
FULLMATCH,21.0,OOS,88.0,0.3068181818181818,0.9090909090909091,0.3068181818181818,claim,,,,,,,,,,,,,,,,,
FULLMATCH,63.0,IS,30.0,0.3,0.4,0.9,claim,,,,,,,,,,,,,,,,,
FULLMATCH,63.0,OOS,29.0,0.3448275862068966,0.896551724137931,0.3448275862068966,claim,,,,,,,,,,,,,,,,,
FULLMATCH,126.0,IS,15.0,0.26666666666666666,0.4,0.8666666666666667,claim,,,,,,,,,,,,,,,,,
FULLMATCH,126.0,OOS,15.0,0.3333333333333333,0.9333333333333333,0.3333333333333333,claim,,,,,,,,,,,,,,,,,
WINMATCH,21.0,IS,88.0,0.011363636363636364,0.7954545454545454,0.011363636363636364,claim,,,,,,,,,,,,,,,,,
WINMATCH,21.0,OOS,88.0,0.17045454545454544,0.9090909090909091,0.17045454545454544,claim,,,,,,,,,,,,,,,,,
WINMATCH,63.0,IS,30.0,0.0,0.8,0.0,claim,,,,,,,,,,,,,,,,,
WINMATCH,63.0,OOS,29.0,0.20689655172413793,0.896551724137931,0.20689655172413793,claim,,,,,,,,,,,,,,,,,
WINMATCH,126.0,IS,15.0,0.0,0.8,0.0,claim,,,,,,,,,,,,,,,,,
WINMATCH,126.0,OOS,15.0,0.13333333333333333,0.9333333333333333,0.13333333333333333,claim,,,,,,,,,,,,,,,,,
,,,,,,,book,U56,QROLL L0.17 w504 d1.00 D g1.00,1.0625684889371985,0.13459550648105245,1.232209858921676,-0.17863713797726877,0.09474682024310699,1.2782424661570655,0.7361139961542333,0.15331699963496637,0.876714419369064,-0.33717235283398306,False,True,False,True,-
,,,,,,,book,B136,QROLL L0.17 w504 d0.50 W g1.00,1.0961843013982449,0.1285877251097658,1.1074908294497063,-0.17204437772258907,0.07884939392053303,1.105887869727878,0.570246889585127,0.15331427255204866,0.8767278433896203,-0.3371595330739301,True,True,False,True,-
,,,,,,,book,SMALL663,ABS L0.40 w0 d1.00 W g1.00,0.8185669360010446,0.03807203837301576,0.3545402202357642,-0.252840615976882,0.037524053136749336,0.5600309411718114,0.7058793554829915,0.15331699963496637,0.876714419369064,-0.33717235283398306,False,False,False,False,"H1,H2,OOS,DD,CAGR"
