panel,gross,con,CAGR0,CAGR3,dCAGR_pp,Sh0,Sh3,dSharpe,DD0,DD3,dDD_pp,oSh0,oSh3,dOOS,turn0,turn3,dturn,theta0_beats,p4b0,p4b3
U56,0.25,DEGROSS,0.027160608983912704,0.02863960979900937,-0.1479000815096665,1.1744420318955935,1.2107507331040637,-0.036308701208470184,-0.041102356095314097,-0.0404378976609473,-0.06644584343667992,1.263844853619858,1.2913831056004341,-0.027538251980576023,1.0626345786825946,0.6106556563492249,0.45197892233336967,False,False,False
U56,0.25,RESPREAD,0.03845090298550646,0.0406213282462784,-0.21704252607719354,1.0944913494810102,1.1659861034585888,-0.07149475397757854,-0.06485869870929228,-0.06116655394884607,-0.36921447604462143,1.1138568028002,1.2078742010963024,-0.09401739829610234,2.588375282500529,1.484282589163007,1.104092693337522,False,False,False
U56,0.5,DEGROSS,0.05452075179547822,0.05753678981151511,-0.30160380160368927,1.174546368538795,1.2108373207307865,-0.03629095219199163,-0.08130819958255875,-0.0800940677338966,-0.12141318486621477,1.2634905850483507,1.2909582771929236,-0.027467692144572897,2.110195869920123,1.2041555624593032,0.9060403074608199,False,False,False
U56,0.5,RESPREAD,0.07712743441422032,0.08166134296512984,-0.45339085509095156,1.0946921655062538,1.1662490494536943,-0.07155688394744053,-0.12691700053934063,-0.11993887909985135,-0.6978121439489282,1.1138466914824319,1.2077846728450172,-0.09393798136258535,5.122323243123139,2.921572923708742,2.200750319414397,False,False,False
U56,0.75,DEGROSS,0.08204841265560181,0.08665827653405422,-0.4609863878452414,1.1745313920054716,1.2107990276107445,-0.03626763560527291,-0.12062095866978162,-0.11896570004554252,-0.16552586242390976,1.2630056507186205,1.2903957444694771,-0.02739009375085666,3.150189735699051,1.7884192265003303,1.361770509198721,False,False,False
U56,0.75,RESPREAD,0.11593814830608595,0.12302841660833597,-0.7090268302250013,1.094826438332281,1.1663909385606595,-0.07156450022837846,-0.1862302793212387,-0.17635074311422694,-0.9879536207011763,1.113769813044073,1.2075656420364953,-0.09379582899242234,7.60637196909905,4.32162366519175,3.2847483039072998,False,True,True
U56,1.0,DEGROSS,0.10970833738079655,0.1159670115760687,-0.6258674195272151,1.1743846010251286,1.2106211418020885,-0.036236540776959814,-0.15904331129110183,-0.15704956807643888,-0.19937432146629464,1.2623800652439778,1.2896860376599777,-0.027305972415999857,4.191207767403781,2.3727110854315354,1.8184966819722455,False,True,True
U56,1.0,RESPREAD,0.1547854196143359,0.16462180441248542,-0.9836384798149522,1.0948919301233218,1.1663997376499897,-0.07150780752666797,-0.24285441300814714,-0.2304367840428263,-1.2417628965320837,1.1136213303213849,1.2072072673450647,-0.09358593702367979,10.04530641892518,5.695842069629937,4.349464349295244,False,False,False
B136,0.25,DEGROSS,0.02584250048254333,0.02665330123511578,-0.08108007525724492,1.0953076450189583,1.1075998154034545,-0.01229217038449626,-0.04310131303995102,-0.041395677380680396,-0.17056356592706212,1.1281232886274697,1.122396176038002,0.0057271125894677866,1.1237301720068271,0.6888304203784393,0.4348997516283878,False,False,False
B136,0.25,RESPREAD,0.03870816740853167,0.0390006887048755,-0.02925212963438284,1.0575023138386406,1.0700771460588725,-0.012574832220231924,-0.07025399926776255,-0.06422328229297025,-0.6030716974792294,1.067046754040627,1.079081666221243,-0.01203491218061603,2.6753274797486988,1.653692475995018,1.0216350037536808,False,False,False
B136,0.5,DEGROSS,0.05179861674472619,0.053445880111218314,-0.16472633664921243,1.0953144693834296,1.1077632711139798,-0.012448801730550185,-0.08523828343171691,-0.08199084501569598,-0.32474384160209313,1.1271042661525557,1.1215639696602828,0.005540296492272834,2.2310748145819392,1.3589730524251322,0.872101762156807,False,False,False
