panel,gross,con,CAGR0,CAGR3,dCAGR_pp,Sh0,Sh3,dSharpe,DD0,DD3,dDD_pp,oSh0,oSh3,dOOS,turn0,turn3,dturn,theta0_beats,p4b0,p4b3
B136,0.5,RESPREAD,0.07760531604590493,0.07822888908856784,-0.06235730426629171,1.0580373147124897,1.0707084804391835,-0.0126711657266938,-0.13729006346930617,-0.12586301730810479,-1.1427046161201382,1.0665140352271836,1.0788121330791172,-0.012298097851933587,5.2874657587034335,3.2540683871235268,2.0333973715799067,False,False,False
B136,0.75,DEGROSS,0.07783377984291584,0.08034199584015167,-0.250821599723583,1.0952045306735803,1.1078049683658702,-0.012600437692289912,-0.12641310559600483,-0.12178128651163944,-0.4631819084365385,1.1259641865897,1.12060446918127,0.005359717408430109,3.3294966990743924,2.0182347355390844,1.311261963535308,False,False,False
B136,0.75,RESPREAD,0.11659263483239424,0.11758378875261166,-0.09911539202174247,1.0584987574446807,1.07122840769524,-0.012729650250559388,-0.20116704846935785,-0.18494986152901183,-1.6217186940346018,1.0658892600654097,1.0784117446532762,-0.012522484587866423,7.840203859290729,4.808998511124374,3.0312053481663552,False,True,True
B136,1.0,DEGROSS,0.10390975732138807,0.10730181668524397,-0.33920593638558927,1.094961182208341,1.107706567375259,-0.012745385166918144,-0.16662849543915226,-0.16076362728629334,-0.5864868152858915,1.1246866973839218,1.1195000250557177,0.005186672328204134,4.427990902939602,2.6762016077564525,1.751789295183149,False,False,True
B136,1.0,RESPREAD,0.15556433040594553,0.15695569577389223,-0.13913653679467064,1.0588811200493293,1.071623412503583,-0.012742292454253734,-0.2619452261158577,-0.24151639099731703,-2.0428835118540656,1.0651666951963015,1.0778686674335825,-0.012701972237280978,10.337853837319093,6.328034289931874,4.009819547387219,False,False,False
SMALL439,0.25,DEGROSS,0.012239607453574886,0.013062941406055684,-0.08233339524807981,0.5386880274039212,0.5710062357066829,-0.032318208302761664,-0.04972559354415018,-0.05102855868402434,0.1302965139874157,0.5506641352033221,0.5679936147478064,-0.017329479544484272,1.245201944570777,0.9426370065296565,0.3025649380411204,False,False,False
SMALL439,0.25,RESPREAD,0.023414457240590547,0.02613191725466457,-0.27174600140740246,0.5016383568709087,0.5543047739908419,-0.05266641711993314,-0.1433055219188375,-0.1403108842702614,-0.2994637648576104,0.53525441418331,0.5753186042390314,-0.04006419005572137,3.532368952094228,2.6575349161205,0.8748340359737279,False,False,False
SMALL439,0.5,DEGROSS,0.024088030796807214,0.025748939766630174,-0.16609089698229607,0.5387106735954766,0.5710340108053031,-0.0323233372098265,-0.09753507567901987,-0.1000225967936802,0.24875211146603293,0.5499098336998293,0.567255842491156,-0.01734600879132675,2.4811432530677537,1.8748374469092322,0.6063058061585216,False,False,False
SMALL439,0.5,RESPREAD,0.04502343985415158,0.050563565979103275,-0.5540126124951694,0.5022193458657184,0.5548416736614759,-0.052622327795757484,-0.2707826083366798,-0.26556933532664717,-0.5213273010032604,0.5349266046649518,0.575194582977642,-0.040267978312690245,6.976697007358319,5.235938985850725,1.7407580215075944,False,False,False
SMALL439,0.75,DEGROSS,0.03552519395996723,0.03803686076484869,-0.2511666804881463,0.5386958912244213,0.5710244752159083,-0.03232858399148697,-0.14347650517840427,-0.14703625800009068,0.35597528216864127,0.5491234114105906,0.5664863714962141,-0.017362960085623436,3.7117138671591063,2.8005064549211163,0.9112074122379901,False,False,False
SMALL439,0.75,RESPREAD,0.06466296232310809,0.07311381628361135,-0.8450853960503268,0.5027837579449362,0.5553394893681114,-0.052555731423175156,-0.3835199957714567,-0.37675263629148426,-0.6767359479972423,0.5345577492287525,0.5750092709182847,-0.040451521689532144,10.3371447850653,7.7423004986433455,2.5948442864219547,False,False,False
SMALL439,1.0,DEGROSS,0.04653107766652664,0.04990552804098458,-0.3374450374457938,0.5386428615617824,0.5709763560607392,-0.03233349449895673,-0.18759779748731487,-0.19212348873798135,0.4525691250666486,0.5483040956510526,0.5656835932323707,-0.01737949758131807,4.940863943252241,3.7236534292330865,1.2172105140191545,False,False,False
SMALL439,1.0,RESPREAD,0.08217168404081066,0.09360207461566583,-1.1430390574855176,0.5033376890804929,0.5558007558799609,-0.052463066799467994,-0.48261410498582524,-0.47485450009225316,-0.7759604893572081,0.534157843902008,0.5747698828669194,-0.04061203896491139,13.618580488464744,10.184894549872345,3.433685938592399,False,False,False
