panel,target,n,k,arm,draw,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,H1,H2,CAGR,MaxDD,IS2_pctile,p4a_v2,p4a_v1,p4b,p_BOTH
B136,Sharpe,5,20,S0 do-nothing (whole panel),,0.16050924299153935,0.8138426077132946,-0.23360448342667006,1.01598904098744,0.7743946833658332,0.16620179825584946,-0.23360448342667006,,0.0,0.0,0.0,0
B136,Sharpe,5,20,S1 IS-target argmax,253.0,0.1628161368944685,1.0558987026637858,-0.19577738516785814,1.6714992224464038,0.9513071087182059,0.19918400501831757,-0.1957773851678587,0.998,0.0,1.0,1.0,0
B136,Sharpe,5,20,S2 IS2 argmax on IS1 fit,19.0,0.15200261128659842,0.9819026402149195,-0.2046680532876448,1.3517595677581702,0.8781673904235723,0.17407581647616066,-0.2046680532876446,0.932,0.0,1.0,0.0,0
B136,Sharpe,5,20,S3 sd line OOF pred,366.0,0.1219516727357397,0.814160322865163,-0.23925894392121372,1.5228948563703355,0.6879969232992267,0.17853547495238553,-0.23925894392121438,0.892,0.0,0.0,0.0,0
B136,Sharpe,5,20,S4 M ridge OOF pred,253.0,0.1628161368944685,1.0558987026637858,-0.19577738516785814,1.6714992224464038,0.9513071087182059,0.19918400501831757,-0.1957773851678587,0.998,0.0,1.0,1.0,0
B136,Sharpe,5,20,S5 M+sd ridge OOF pred,253.0,0.1628161368944685,1.0558987026637858,-0.19577738516785814,1.6714992224464038,0.9513071087182059,0.19918400501831757,-0.1957773851678587,0.998,0.0,1.0,1.0,0
B136,Sharpe,5,20,S6 random draw,141.0,0.091510003554782,0.6273062794538943,-0.24733743362712712,1.2952960791592112,0.5920158674422418,0.1314321513828054,-0.24733743362712646,0.916,0.0,0.0,0.0,0
B136,Sharpe,5,20,SPY,,0.1545044425578177,0.8820239235972316,-0.3371595330739301,0.9566383979356751,0.8340326918358352,0.15228333786002324,-0.3371595330739301,,0.0,0.0,0.0,0
B136,Sharpe,5,20,RULES v2 (live book),,0.07983337481604336,1.1185082795688426,-0.12240793860208021,1.229067725847855,0.9843850631086558,0.0803031894255104,-0.12240793860208032,,0.0,1.0,0.0,0
B136,Sharpe,5,40,S0 do-nothing (whole panel),,0.16050924299153935,0.8138426077132946,-0.23360448342667006,1.01598904098744,0.7743946833658332,0.16620179825584946,-0.23360448342667006,,0.0,0.0,0.0,0
B136,Sharpe,5,40,S1 IS-target argmax,337.0,0.18970590945408783,1.0290525583730823,-0.22751828256566808,1.4005268092192804,0.9778929363158833,0.21015980297601566,-0.22751828256566808,1.0,0.0,0.0,0.0,0
B136,Sharpe,5,40,S2 IS2 argmax on IS1 fit,471.0,0.14130876239464918,0.8535245858011615,-0.23994016986931288,1.2862436774466113,0.7785980974351359,0.17051086910843405,-0.2399401698693131,0.822,0.0,0.0,0.0,0
B136,Sharpe,5,40,S3 sd line OOF pred,224.0,0.1410914383261126,0.7862054043662465,-0.22917502272943713,0.8782703684782777,0.7612633053648213,0.14123325682832077,-0.2607959229869119,0.644,0.0,0.0,0.0,0
B136,Sharpe,5,40,S4 M ridge OOF pred,337.0,0.18970590945408783,1.0290525583730823,-0.22751828256566808,1.4005268092192804,0.9778929363158833,0.21015980297601566,-0.22751828256566808,1.0,0.0,0.0,0.0,0
B136,Sharpe,5,40,S5 M+sd ridge OOF pred,337.0,0.18970590945408783,1.0290525583730823,-0.22751828256566808,1.4005268092192804,0.9778929363158833,0.21015980297601566,-0.22751828256566808,1.0,0.0,0.0,0.0,0
B136,Sharpe,5,40,S6 random draw,149.0,0.07709157513601261,0.5316667839697885,-0.2897278423665274,0.8885206336361526,0.5595688148955975,0.10679794641500928,-0.2897278423665265,0.5,0.0,0.0,0.0,0
B136,Sharpe,5,40,SPY,,0.1545044425578177,0.8820239235972316,-0.3371595330739301,0.9566383979356751,0.8340326918358352,0.15228333786002324,-0.3371595330739301,,0.0,0.0,0.0,0
B136,Sharpe,5,40,RULES v2 (live book),,0.07983337481604336,1.1185082795688426,-0.12240793860208021,1.229067725847855,0.9843850631086558,0.0803031894255104,-0.12240793860208032,,0.0,1.0,0.0,0
B136,Sharpe,5,80,S0 do-nothing (whole panel),,0.16050924299153935,0.8138426077132946,-0.23360448342667006,1.01598904098744,0.7743946833658332,0.16620179825584946,-0.23360448342667006,,0.0,0.0,0.0,0
B136,Sharpe,5,80,S1 IS-target argmax,19.0,0.13864252268438793,0.7603925810876668,-0.21476789167084376,1.340349514167612,0.6734520262633257,0.17352230753518483,-0.21476789167084442,0.968,0.0,0.0,0.0,0
B136,Sharpe,5,80,S2 IS2 argmax on IS1 fit,327.0,0.13048091571892595,0.7560286682059655,-0.31827612163933505,1.1514867160567053,0.6770654007763467,0.1584761204002485,-0.3182761216393347,0.312,0.0,0.0,0.0,0
B136,Sharpe,5,80,S3 sd line OOF pred,391.0,0.12933833614766543,0.7001697524913328,-0.23124337276015872,0.9486292671290913,0.6423743174571237,0.14094518850091653,-0.23124337276015927,0.144,0.0,0.0,0.0,0
B136,Sharpe,5,80,S4 M ridge OOF pred,398.0,0.18324454830093195,0.9527984029572437,-0.21501838653811856,1.2538937592673647,0.8388506957126548,0.18484380638687692,-0.21501838653811867,0.914,0.0,0.0,0.0,0
B136,Sharpe,5,80,S5 M+sd ridge OOF pred,398.0,0.18324454830093195,0.9527984029572437,-0.21501838653811856,1.2538937592673647,0.8388506957126548,0.18484380638687692,-0.21501838653811867,0.914,0.0,0.0,0.0,0
B136,Sharpe,5,80,S6 random draw,142.0,0.17098505509228556,0.8937497543584917,-0.23489517226628887,1.1725305292615753,0.8662074068571521,0.18417909322800785,-0.23489517226628875,0.78,0.0,0.0,0.0,0
B136,Sharpe,5,80,SPY,,0.1545044425578177,0.8820239235972316,-0.3371595330739301,0.9566383979356751,0.8340326918358352,0.15228333786002324,-0.3371595330739301,,0.0,0.0,0.0,0
B136,Sharpe,5,80,RULES v2 (live book),,0.07983337481604336,1.1185082795688426,-0.12240793860208021,1.229067725847855,0.9843850631086558,0.0803031894255104,-0.12240793860208032,,0.0,1.0,0.0,0
B136,CAGR,5,20,S0 do-nothing (whole panel),,0.16050924299153935,0.8138426077132946,-0.23360448342667006,1.01598904098744,0.7743946833658332,0.16620179825584946,-0.23360448342667006,,0.0,0.0,0.0,0
B136,CAGR,5,20,S1 IS-target argmax,366.0,0.1219516727357397,0.814160322865163,-0.23925894392121372,1.5228948563703355,0.6879969232992267,0.17853547495238553,-0.23925894392121438,0.948,0.0,0.0,0.0,0
B136,CAGR,5,20,S2 IS2 argmax on IS1 fit,19.0,0.15200261128659842,0.9819026402149195,-0.2046680532876448,1.3517595677581702,0.8781673904235723,0.17407581647616066,-0.2046680532876446,0.94,0.0,1.0,0.0,0
B136,CAGR,5,20,S3 sd line OOF pred,366.0,0.1219516727357397,0.814160322865163,-0.23925894392121372,1.5228948563703355,0.6879969232992267,0.17853547495238553,-0.23925894392121438,0.948,0.0,0.0,0.0,0
B136,CAGR,5,20,S4 M ridge OOF pred,253.0,0.1628161368944685,1.0558987026637858,-0.19577738516785814,1.6714992224464038,0.9513071087182059,0.19918400501831757,-0.1957773851678587,0.99,0.0,1.0,1.0,0
B136,CAGR,5,20,S5 M+sd ridge OOF pred,253.0,0.1628161368944685,1.0558987026637858,-0.19577738516785814,1.6714992224464038,0.9513071087182059,0.19918400501831757,-0.1957773851678587,0.99,0.0,1.0,1.0,0
