selector,band,gross,IS_Sharpe,IS_CAGR,OOS_CAGR,OOS_Sharpe,OOS_MaxDD
PICK-Sharpe,0.08,1.0,1.1226081240349868,0.10609268530102467,0.11996718309904564,1.161615279891426,-0.1905060478611259
PICK-Sharpe|IS-floor,0.08,1.0,1.1226081240349868,0.10609268530102467,0.11996718309904564,1.161615279891426,-0.1905060478611259
