panel,clip_c,win,clipped_share,jaccard,rowdiff_share,nameday_share,CAGR,Sharpe,MaxDD,H1,H2,turnover_yr,cost_bp_yr,dCAGR_pp,dSharpe,dSharpe_se,dSharpe_t,dMaxDD_pp,oCAGR,oSharpe,oMaxDD,odSharpe,odSharpe_se,odSharpe_t,odCAGR_pp,keep4a,keep4b,keep4a_OOS,keep4b_OOS,leg_H1,leg_H2,leg_DD,leg_CAGR,legO_H1,legO_H2,legO_DD,legO_CAGR,is_Sharpe
U56,1.5,20,0.14539144471347862,0.6662569789429749,0.9598698481561823,0.34402649847996736,0.15006350897573073,1.0924975824300758,-0.22619939913932863,1.0740559366996756,1.1188869883346904,2.8776883936758555,28.776883936758555,-0.7964253767519969,-0.06116523581531408,0.04508555347583993,-1.3566482187712476,-3.492377750846709,0.17860963503838279,1.1981662967275308,-0.22619939913932863,0.012488592525834896,0.06479729992188149,0.19273322408327087,0.5375982671968149,False,False,False,False,True,True,False,True,True,True,False,True,0.9499275164762849
U56,1.5,60,0.12748371335504885,0.6800999675853352,0.9707158351409978,0.3283561581092841,0.15314108695335937,1.115473268567897,-0.2399398911368995,1.1477316435535416,1.1035067705670614,2.941775219636612,29.417752196366116,-0.4886675789891326,-0.038189549677492884,0.05014812487517705,-0.7615349481670536,-4.866426950603797,0.17583991618134776,1.1784603934582196,-0.2399398911368994,-0.007217310743476313,0.07433363469791196,-0.09709347286470102,0.26062638149331185,False,False,False,False,True,True,False,True,True,True,False,True,1.0347620317273647
U56,1.5,126,0.1217299665247758,0.6811668034969272,0.9783080260303688,0.32933638443935925,0.16411442177218838,1.1741177882539016,-0.24463957438897999,1.2183344261220335,1.156240427366064,2.798315941231266,27.98315941231266,0.608665902893768,0.020454970008511708,0.04643886693647509,0.44047091063812094,-5.336395275811845,0.18755403004498095,1.2289733494526534,-0.2446395743889802,0.043295645250957415,0.06917800407036073,0.6258585490110635,1.432037767856631,False,False,False,False,True,True,False,True,True,True,False,True,1.1067352647561728
U56,1.5,252,0.11242341729067393,0.698718342431986,0.9696312364425163,0.3113115891741846,0.15533382189660028,1.1219848331943738,-0.24366437016969444,1.158420278308051,1.1079154154813269,2.8784244756210233,28.784244756210235,-0.2693940846650422,-0.031677985051016044,0.047499268128269705,-0.6669152241561075,-5.23887485388329,0.17766852604980232,1.1801970902341878,-0.24366437016969456,-0.005480613967508097,0.066385357547963,-0.08255757248197974,0.44348736833876856,False,False,False,False,True,True,False,True,True,True,False,True,1.0484325904836345
U56,2.0,20,0.0680548829701372,0.7128663399559717,0.9707158351409978,0.2944117372208205,0.1511148948105605,1.1083982649856365,-0.2388406983050274,1.1524220426115592,1.0865436810433273,2.9083538146331955,29.083538146331954,-0.6912867932690192,-0.045264553259753315,0.051781405088283244,-0.8741468714991567,-4.756507667416587,0.16988627916376098,1.152625767687024,-0.2388406983050272,-0.033051936514671976,0.07444592470979368,-0.4439724087452144,-0.33473732026536585,False,False,False,False,True,True,False,True,True,True,False,True,1.0545454603507287
U56,2.0,60,0.05779723127035831,0.7143036562227664,0.9696312364425163,0.293894913986537,0.16019671138184144,1.1736027509181366,-0.22957029839856913,1.1406587155345322,1.2139041764429124,2.9175653636813843,29.17565363681384,0.21689486385907397,0.01993993267274674,0.04008821247041154,0.4974013916800127,-3.829467676770759,0.18933047343895204,1.2729905041407976,-0.22957029839856913,0.08731279993910168,0.06217796620400823,1.4042402038790578,1.6096821072537404,False,False,False,False,True,True,False,True,True,True,False,True,1.0404559839869016
U56,2.0,126,0.05649873951316279,0.7338954621419769,0.982646420824295,0.2737335036185611,0.15916732682094548,1.1543206497440592,-0.2346803809030702,1.1348462099972623,1.181289462287873,2.8856737172546465,28.856737172546467,0.11395640776947769,0.0006578314986693812,0.045318275141511676,0.014515810599922978,-4.340475927220866,0.1837063681615161,1.2370731001089672,-0.23468038090307053,0.05139539590727127,0.06836929677800885,0.7517321126491786,1.047271579510145,False,False,False,False,True,True,False,True,True,True,False,True,1.045144991925865
U56,2.0,252,0.052752722940776035,0.7169762196238472,0.972885032537961,0.2914852782848851,0.15660447591237303,1.1451124928832346,-0.2271099123259357,1.1195507914166,1.1775673609658197,2.920979349771367,29.20979349771367,-0.1423286830877668,-0.008550325362155275,0.041049725576258904,-0.20829190066742745,-3.5834290695074156,0.1837195352874872,1.2416030738574466,-0.22710991232593536,0.05592536965575068,0.06204890962728167,0.9013110784973635,1.0485882921072553,False,False,False,False,True,True,False,True,True,True,False,True,1.0162270412869125
U56,2.5,20,0.03310734463276836,0.7559911417727231,0.9544468546637744,0.2511380516555657,0.1583949857873197,1.1607048884984748,-0.22846214710040436,1.188485516114736,1.1501067892310552,2.929535696096234,29.29535696096234,0.03672230440689983,0.007042070253084898,0.04149305014217927,0.16971686171430342,-3.718652546954282,0.17837827570171116,1.2145863228003189,-0.22846214710040413,0.028908618598622926,0.0564740212884772,0.5118923345471302,0.5144623335296528,False,False,False,False,True,True,False,True,True,True,False,True,1.092680947820569
U56,2.5,60,0.02787459283387622,0.7638089286947394,0.955531453362256,0.24339413774847188,0.1617510333485348,1.1780521367619419,-0.21569661130895168,1.1222207150818835,1.2347600563332748,2.9074651784881844,29.074651784881844,0.37232706052841014,0.024389318516552017,0.040470798572162806,0.6026399126536589,-2.4420989678090144,0.18883623211978473,1.276904277348518,-0.21569661130895157,0.09122657314682203,0.06212046986403275,1.468542870755739,1.5602579753370094,False,False,False,False,True,True,False,True,True,True,False,True,1.0464247683891712
U56,2.5,126,0.027887754680332274,0.7603415949488816,0.972885032537961,0.24634826061887372,0.16024690034872546,1.1655827911676213,-0.2251584781352557,1.1434707743112338,1.195575409113559,2.9052170283524195,29.052170283524195,0.22191376054747636,0.011919972922231459,0.042177150621818774,0.28261683746993344,-3.3882856504394154,0.18518923737595427,1.246458166923713,-0.22515847813525558,0.06078046272201698,0.06927292305121852,0.877405774794252,1.1955585009539638,False,False,False,False,True,True,False,True,True,True,False,True,1.0591174986500225
U56,2.5,252,0.026540163376446563,0.7725299331786076,0.9674620390455532,0.23460850220051266,0.16124367539506324,1.1901661930424505,-0.2155929014492599,1.1588018098679616,1.2270386818142303,2.8831239590127433,28.83123959012743,0.3215912651812536,0.03650337479706067,0.039226663299208854,0.9305755760724337,-2.4317279818398374,0.18530352055832222,1.2721195116529502,-0.21559290144926013,0.0864418074512543,0.066266698107927,1.3044532158591722,1.2069868191907585,False,False,False,False,True,True,False,True,True,True,False,True,1.0823977508191736
U56,3.0,20,0.01709039548022599,0.780320102626817,0.9544468546637744,0.22516652890552827,0.16254095557963577,1.1856109968596253,-0.19960606682176474,1.1875249761148363,1.1961655965063798,2.8800763076913825,28.800763076913825,0.45131928363850715,0.03194817861423549,0.040204624143529516,0.7946394051634778,-0.8330445190903202,0.18500115523727656,1.2524927463511748,-0.1996060668217644,0.06681504214947886,0.057902048621161904,1.1539322656203819,1.1767502870861923,False,True,False,True,True,True,True,True,True,True,True,True,1.0992160496590444
U56,3.0,60,0.014751628664495114,0.7984827438367007,0.972885032537961,0.20688808096688613,0.16124896583360826,1.176068987196401,-0.21208901006513636,1.193826012745294,1.1762549570976355,2.9352422811295327,29.352422811295327,0.32212030903575606,0.022406168951011107,0.035596194318423244,0.6294540576607236,-2.0813388434274827,0.18147671132204057,1.2223523107873882,-0.21208901006513647,0.036674606585692215,0.05413311067757443,0.6774893614396577,0.8243058955625937,False,False,False,False,True,True,False,True,True,True,False,True,1.1200468610142933
U56,3.0,126,0.015014257965863536,0.816665897183065,0.9587852494577006,0.18852662398888392,0.1649630918723093,1.1917963637807647,-0.20862676443298223,1.181355004425822,1.2130625085432205,2.902837321274587,29.02837321274587,0.6935329129058587,0.038133545535374846,0.034023397864726045,1.120803562506907,-1.735114280212069,0.18757805930191496,1.2562575406002616,-0.20862676443298245,0.07057983639856569,0.05415171304972038,1.3033721820353408,1.434440693550032,False,False,False,False,True,True,False,True,True,True,False,True,1.1089911457036774
U56,3.0,252,0.014397549353301566,0.812288767189607,0.9620390455531453,0.19419156936473383,0.16082505327658825,1.17676255578362,-0.18982412292639628,1.1785243346296503,1.185068256011481,2.875710026443854,28.75710026443854,0.27972905333375486,0.023099737538230247,0.03098733391650117,0.7454574052893698,0.14514987044652594,0.18091320198665972,1.2397261229474912,-0.1898241229263965,0.054048418745795246,0.051794710606053104,1.043512322269424,0.7679549620245085,False,True,False,True,True,True,True,True,True,True,True,True,1.095498539284204
U56,4.0,20,0.005912025827280064,0.8355266617803048,0.8828633405639913,0.17040044103643562,0.1589689037732831,1.1481698944981784,-0.22828196626615072,1.189401310708728,1.1269437762806378,2.8884140775031004,28.884140775031003,0.09411410300323997,-0.005492923747211442,0.030261990517508195,-0.18151230812241148,-3.700634463528918,0.17657426257246778,1.186793809248849,-0.2282819662661506,0.0011161050471530931,0.04961772730849798,0.02249407838077136,0.33406102060531406,False,False,False,False,True,True,False,True,True,True,False,True,1.1018641884734177
U56,4.0,60,0.005268729641693811,0.8338524775044107,0.9143167028199566,0.17105922437117949,0.15897656446961794,1.1596491448605728,-0.20392749600632898,1.1340832742018927,1.1915616549057033,2.8933634761074427,28.933634761074426,0.09488017263672432,0.005986326615182946,0.030359038123207314,0.19718433077123176,-1.2651874375467442,0.1820849589719289,1.2359946068755843,-0.2039274960063292,0.05031690267388833,0.04493844065842491,1.1196851055946706,0.8851306605514253,False,False,False,False,True,True,False,True,True,True,False,True,1.059576768981842
