panel,gross,cost,n1,n2,dS_FIXED,dS_NORM,flip
u56,0.5,10,5,10,0.2363197061578194,0.2382733584791935,False
u56,0.5,10,5,20,0.3319602726084262,0.30319887342643514,False
u56,0.5,10,5,40,0.4590752528608102,0.3784927353389098,False
u56,0.5,10,5,60,0.457779046685578,0.3812042442455501,False
u56,0.5,10,5,90,0.4577236927680304,0.3812042442455501,False
u56,0.5,10,10,20,0.09564056645060681,0.06492551494724164,False
u56,0.5,10,10,40,0.2227555467029908,0.1402193768597163,False
u56,0.5,10,10,60,0.22145934052775862,0.1429308857663566,False
u56,0.5,10,10,90,0.221403986610211,0.1429308857663566,False
u56,0.5,10,20,40,0.127114980252384,0.07529386191247467,False
u56,0.5,10,20,60,0.1258187740771518,0.07800537081911496,False
u56,0.5,10,20,90,0.12576342015960418,0.07800537081911496,False
u56,0.5,10,40,60,-0.001296206175232184,0.002711508906640292,True
u56,0.5,10,40,90,-0.0013515600927798133,0.002711508906640292,True
u56,0.5,10,60,90,-5.5353917547629194e-05,0.0,True
u56,0.5,25,5,10,0.33867120709642334,0.33908255072514976,False
u56,0.5,25,5,20,0.5193555866516053,0.48171480447979936,False
u56,0.5,25,5,40,0.7178518034658954,0.6011649456611736,False
u56,0.5,25,5,60,0.7292137392065994,0.6032575584564868,False
u56,0.5,25,5,90,0.7288458303980914,0.6032575584564868,False
u56,0.5,25,10,20,0.1806843795551819,0.1426322537546496,False
u56,0.5,25,10,40,0.3791805963694721,0.2620823949360238,False
u56,0.5,25,10,60,0.3905425321101761,0.26417500773133695,False
u56,0.5,25,10,90,0.3901746233016681,0.26417500773133695,False
u56,0.5,25,20,40,0.1984962168142902,0.1194501411813742,False
u56,0.5,25,20,60,0.20985815255499418,0.12154275397668735,False
u56,0.5,25,20,90,0.20949024374648617,0.12154275397668735,False
u56,0.5,25,40,60,0.011361935740703988,0.0020926127953131424,False
u56,0.5,25,40,90,0.010994026932195977,0.0020926127953131424,False
u56,0.5,25,60,90,-0.00036790880850801067,0.0,True
u56,0.75,10,5,10,0.23698326819062954,0.23899347994638298,False
u56,0.75,10,5,20,0.3325584699202422,0.3039632750212551,False
u56,0.75,10,5,40,0.4598204518922451,0.37924356586563635,False
u56,0.75,10,5,60,0.45860447353350087,0.3822043169235001,False
u56,0.75,10,5,90,0.4585948911747888,0.3822043169235001,False
u56,0.75,10,10,20,0.09557520172961265,0.0649697950748721,False
u56,0.75,10,10,40,0.22283718370161554,0.14025008591925336,False
u56,0.75,10,10,60,0.22162120534287133,0.14321083697711712,False
u56,0.75,10,10,90,0.22161162298415926,0.14321083697711712,False
u56,0.75,10,20,40,0.1272619819720029,0.07528029084438126,False
u56,0.75,10,20,60,0.12604600361325868,0.07824104190224501,False
u56,0.75,10,20,90,0.12603642125454662,0.07824104190224501,False
u56,0.75,10,40,60,-0.0012159783587442075,0.002960751057863753,True
u56,0.75,10,40,90,-0.0012255607174562755,0.002960751057863753,True
u56,0.75,10,60,90,-9.582358712068029e-06,0.0,True
u56,0.75,25,5,10,0.33953354751726306,0.3400394884300029,False
u56,0.75,25,5,20,0.5201399429358965,0.48281957450413066,False
u56,0.75,25,5,40,0.7186125461330799,0.6024539675640554,False
u56,0.75,25,5,60,0.7299987651902209,0.6049963765517781,False
u56,0.75,25,5,90,0.7296193116936922,0.6049963765517781,False
u56,0.75,25,10,20,0.18060639541863344,0.14278008607412773,False
u56,0.75,25,10,40,0.37907899861581684,0.26241447913405247,False
u56,0.75,25,10,60,0.39046521767295783,0.2649568881217751,False
u56,0.75,25,10,90,0.39008576417642915,0.2649568881217751,False
u56,0.75,25,20,40,0.1984726031971834,0.11963439305992474,False
u56,0.75,25,20,60,0.2098588222543244,0.12217680204764736,False
u56,0.75,25,20,90,0.20947936875779571,0.12217680204764736,False
u56,0.75,25,40,60,0.01138621905714099,0.002542408987722622,False
u56,0.75,25,40,90,0.011006765560612308,0.002542408987722622,False
u56,0.75,25,60,90,-0.0003794534965286811,0.0,True
u56,1.0,10,5,10,0.2376630607627862,0.23973426180330293,False
u56,1.0,10,5,20,0.3331715095558275,0.3047652957463619,False
u56,1.0,10,5,40,0.4606560747953742,0.38014584766768045,False
u56,1.0,10,5,60,0.4596405629210708,0.38343961528518644,False
u56,1.0,10,5,90,0.4597349155085194,0.38343961528518644,False
u56,1.0,10,10,20,0.09550844879304132,0.06503103394305898,False
u56,1.0,10,10,40,0.22299301403258798,0.14041158586437752,False
u56,1.0,10,10,60,0.2219775021582846,0.1437053534818835,False
u56,1.0,10,10,90,0.2220718547457332,0.1437053534818835,False
u56,1.0,10,20,40,0.12748456523954665,0.07538055192131854,False
u56,1.0,10,20,60,0.12646905336524328,0.07867431953882453,False
u56,1.0,10,20,90,0.1265634059526919,0.07867431953882453,False
u56,1.0,10,40,60,-0.0010155118743033764,0.003293767617505994,True
u56,1.0,10,40,90,-0.0009211592868547669,0.003293767617505994,True
u56,1.0,10,60,90,9.435258744860953e-05,0.0,True
u56,1.0,25,5,10,0.34040299845457384,0.34101728085937444,False
u56,1.0,25,5,20,0.5209413774100378,0.4839992460741187,False
u56,1.0,25,5,40,0.7195631294535973,0.6041083996593759,False
u56,1.0,25,5,60,0.7312619310784338,0.6073037021766868,False
u56,1.0,25,5,90,0.7310083486365713,0.6073037021766868,False
u56,1.0,25,10,20,0.18053837895546387,0.14298196521474427,False
u56,1.0,25,10,40,0.37916013099902346,0.26309111880000147,False
u56,1.0,25,10,60,0.39085893262385996,0.2662864213173124,False
u56,1.0,25,10,90,0.3906053501819974,0.2662864213173124,False
u56,1.0,25,20,40,0.19862175204355959,0.1201091535852572,False
u56,1.0,25,20,60,0.21032055366839608,0.12330445610256813,False
u56,1.0,25,20,90,0.2100669712265335,0.12330445610256813,False
u56,1.0,25,40,60,0.011698801624836497,0.0031953025173109273,False
u56,1.0,25,40,90,0.01144521918297392,0.0031953025173109273,False
u56,1.0,25,60,90,-0.0002535824418625765,0.0,True
broad136,0.5,10,5,10,0.04939386342290919,0.04592439805000548,False
broad136,0.5,10,5,20,0.21923047297422027,0.20149130521853786,False
broad136,0.5,10,5,40,0.3129199271033407,0.29851341308517454,False
broad136,0.5,10,5,60,0.3348907256078668,0.31922109215510697,False
broad136,0.5,10,5,90,0.4274095694101179,0.3813770674281709,False
broad136,0.5,10,10,20,0.16983660955131108,0.1555669071685324,False
broad136,0.5,10,10,40,0.2635260636804315,0.25258901503516906,False
broad136,0.5,10,10,60,0.2854968621849576,0.2732966941051015,False
broad136,0.5,10,10,90,0.3780157059872087,0.3354526693781654,False
broad136,0.5,10,20,40,0.09368945412912044,0.09702210786663668,False
broad136,0.5,10,20,60,0.11566025263364654,0.1177297869365691,False
broad136,0.5,10,20,90,0.2081790964358976,0.17988576220963304,False
broad136,0.5,10,40,60,0.0219707985045261,0.020707679069932428,False
broad136,0.5,10,40,90,0.11448964230677716,0.08286365434299636,False
broad136,0.5,10,60,90,0.09251884380225106,0.062155975273063935,False
broad136,0.5,25,5,10,0.11570634369755115,0.1116583821284336,False
broad136,0.5,25,5,20,0.3764777565169507,0.3573433883853534,False
broad136,0.5,25,5,40,0.5562074955850942,0.534726449161632,False
broad136,0.5,25,5,60,0.619990476554452,0.5900886551730874,False
broad136,0.5,25,5,90,0.7500906051351837,0.6758044202997006,False
broad136,0.5,25,10,20,0.2607714128193996,0.2456850062569198,False
broad136,0.5,25,10,40,0.4405011518875431,0.42306806703319844,False
broad136,0.5,25,10,60,0.504284132856901,0.4784302730446538,False
broad136,0.5,25,10,90,0.6343842614376325,0.564146038171267,False
broad136,0.5,25,20,40,0.1797297390681435,0.17738306077627863,False
broad136,0.5,25,20,60,0.24351272003750135,0.232745266787734,False
broad136,0.5,25,20,90,0.37361284861823296,0.31846103191434716,False
broad136,0.5,25,40,60,0.06378298096935786,0.05536220601145536,False
broad136,0.5,25,40,90,0.19388310955008947,0.14107797113806853,False
broad136,0.5,25,60,90,0.1301001285807316,0.08571576512661316,False
broad136,0.75,10,5,10,0.0490270742327773,0.04558965026121076,False
broad136,0.75,10,5,20,0.21934580375011004,0.20148911590108531,False
broad136,0.75,10,5,40,0.31312835416027196,0.29863644560250757,False
broad136,0.75,10,5,60,0.3345697206638353,0.3190924978597548,False
broad136,0.75,10,5,90,0.4270569885065013,0.38109625225831023,False
broad136,0.75,10,10,20,0.17031872951733273,0.15589946563987456,False
broad136,0.75,10,10,40,0.26410127992749466,0.2530467953412968,False
broad136,0.75,10,10,60,0.285542646431058,0.27350284759854404,False
broad136,0.75,10,10,90,0.378029914273724,0.3355066019970995,False
broad136,0.75,10,20,40,0.09378255041016192,0.09714732970142226,False
broad136,0.75,10,20,60,0.11522391691372524,0.11760338195866948,False
broad136,0.75,10,20,90,0.20771118475639128,0.17960713635722492,False
broad136,0.75,10,40,60,0.02144136650356332,0.020456052257247226,False
broad136,0.75,10,40,90,0.11392863434622935,0.08245980665580266,False
broad136,0.75,10,60,90,0.09248726784266603,0.06200375439855543,False
broad136,0.75,25,5,10,0.11551596389435517,0.11153880967781224,False
broad136,0.75,25,5,20,0.37696411806433794,0.35775881631355555,False
broad136,0.75,25,5,40,0.55676382684901,0.5353382139544055,False
broad136,0.75,25,5,60,0.6199720986040929,0.5904985044243719,False
broad136,0.75,25,5,90,0.7498873534392599,0.6762295691887645,False
broad136,0.75,25,10,20,0.2614481541699828,0.24622000663574328,False
broad136,0.75,25,10,40,0.4412478629546549,0.42379940427659324,False
broad136,0.75,25,10,60,0.5044561347097377,0.47895969474655964,False
broad136,0.75,25,10,90,0.6343713895449048,0.5646907595109523,False
broad136,0.75,25,20,40,0.1797997087846721,0.17757939764084996,False
broad136,0.75,25,20,60,0.24300798053975492,0.23273968811081636,False
broad136,0.75,25,20,90,0.372923235374922,0.318470752875209,False
broad136,0.75,25,40,60,0.06320827175508281,0.0551602904699664,False
broad136,0.75,25,40,90,0.1931235265902499,0.14089135523435903,False
broad136,0.75,25,60,90,0.12991525483516708,0.08573106476439263,False
broad136,1.0,10,5,10,0.048616418885599866,0.04521436306700166,False
broad136,1.0,10,5,20,0.21941171979497875,0.20144140708047098,False
broad136,1.0,10,5,40,0.3132718910562481,0.29871549382993234,False
broad136,1.0,10,5,60,0.3341777882963719,0.3189348481753216,False
broad136,1.0,10,5,90,0.4266855044285174,0.38085699621981384,False
broad136,1.0,10,10,20,0.1707953009093789,0.15622704401346932,False
broad136,1.0,10,10,40,0.2646554721706482,0.2535011307629307,False
broad136,1.0,10,10,60,0.28556136941077204,0.2737204851083199,False
broad136,1.0,10,10,90,0.3780690855429175,0.3356426331528122,False
broad136,1.0,10,20,40,0.09386017126126933,0.09727408674946136,False
broad136,1.0,10,20,60,0.11476606850139315,0.1174934410948506,False
broad136,1.0,10,20,90,0.20727378463353863,0.17941558913934286,False
broad136,1.0,10,40,60,0.020905897240123816,0.02021935434538924,False
broad136,1.0,10,40,90,0.1134136133722693,0.0821415023898815,False
broad136,1.0,10,60,90,0.09250771613214548,0.06192214804449225,False
broad136,1.0,25,5,10,0.11523027891980306,0.1113316734572439,False
broad136,1.0,25,5,20,0.377356729920726,0.35809411755321086,False
broad136,1.0,25,5,40,0.557190924446489,0.5358747846099224,False
broad136,1.0,25,5,60,0.6198231308783019,0.590879900190005,False
broad136,1.0,25,5,90,0.7496419590932781,0.6768051206033242,False
broad136,1.0,25,10,20,0.26212645100092297,0.24676244409596693,False
broad136,1.0,25,10,40,0.44196064552668596,0.4245431111526785,False
broad136,1.0,25,10,60,0.5045928519584988,0.4795482267327611,False
broad136,1.0,25,10,90,0.6344116801734752,0.5654734471460803,False
broad136,1.0,25,20,40,0.179834194525763,0.17778066705671158,False
broad136,1.0,25,20,60,0.24246640095757588,0.23278578263679417,False
broad136,1.0,25,20,90,0.37228522917255213,0.31871100305011335,False
broad136,1.0,25,40,60,0.06263220643181289,0.055005115580082586,False
broad136,1.0,25,40,90,0.19245103464678914,0.14093033599340177,False
broad136,1.0,25,60,90,0.12981882821497626,0.08592522041331918,False
small439,0.5,10,5,10,-0.04082440282852595,-0.04970191606053931,False
small439,0.5,10,5,20,-0.05051432756792773,-0.0783120346185524,False
small439,0.5,10,5,40,0.01902182983354328,-0.003467996440083554,True
small439,0.5,10,5,60,-0.08444872845313167,-0.07744358286879399,False
small439,0.5,10,5,90,-0.12735328247874828,-0.14131309014315174,False
small439,0.5,10,10,20,-0.009689924739401778,-0.028610118558013098,False
small439,0.5,10,10,40,0.05984623266206923,0.046233919620455755,False
small439,0.5,10,10,60,-0.04362432562460572,-0.027741666808254684,False
small439,0.5,10,10,90,-0.08652887965022232,-0.09161117408261243,False
small439,0.5,10,20,40,0.06953615740147101,0.07484403817846885,False
small439,0.5,10,20,60,-0.03393440088520394,0.0008684517497584143,True
small439,0.5,10,20,90,-0.07683895491082054,-0.06300105552459934,False
small439,0.5,10,40,60,-0.10347055828667495,-0.07397558642871044,False
small439,0.5,10,40,90,-0.14637511231229156,-0.1378450937030682,False
small439,0.5,10,60,90,-0.042904554025616604,-0.06386950727435775,False
small439,0.5,25,5,10,-0.03186705907346546,-0.03794672270257643,False
small439,0.5,25,5,20,-0.007399486642591324,-0.02936909150420844,False
small439,0.5,25,5,40,0.12768508501865758,0.10892934574066715,False
small439,0.5,25,5,60,0.059851652286765006,0.06728124228996452,False
small439,0.5,25,5,90,0.0469199805780072,0.02882277442427572,False
small439,0.5,25,10,20,0.024467572430874135,0.008577631198367991,False
small439,0.5,25,10,40,0.15955214409212304,0.14687606844324358,False
small439,0.5,25,10,60,0.09171871136023046,0.10522796499254095,False
small439,0.5,25,10,90,0.07878703965147266,0.06676949712685215,False
small439,0.5,25,20,40,0.1350845716612489,0.1382984372448756,False
small439,0.5,25,20,60,0.06725113892935633,0.09665033379417295,False
small439,0.5,25,20,90,0.05431946722059852,0.05819186592848416,False
small439,0.5,25,40,60,-0.06783343273189257,-0.041648103450702634,False
small439,0.5,25,40,90,-0.08076510444065038,-0.08010657131639143,False
small439,0.5,25,60,90,-0.012931671708757808,-0.038458467865688795,False
small439,0.75,10,5,10,-0.040430541846099066,-0.04929643833243702,False
small439,0.75,10,5,20,-0.05056978649830912,-0.07817828828224088,False
small439,0.75,10,5,40,0.018767151489094136,-0.003466934578869374,True
small439,0.75,10,5,60,-0.0838785051285893,-0.07645422090508786,False
small439,0.75,10,5,90,-0.1272231001151526,-0.14061538149172015,False
small439,0.75,10,10,20,-0.010139244652210055,-0.02888184994980386,False
small439,0.75,10,10,40,0.0591976933351932,0.045829503753567646,False
small439,0.75,10,10,60,-0.04344796328249023,-0.027157782572650835,False
small439,0.75,10,10,90,-0.08679255826905352,-0.09131894315928313,False
small439,0.75,10,20,40,0.06933693798740326,0.07471135370337151,False
small439,0.75,10,20,60,-0.033308718630280176,0.0017240673771530268,True
small439,0.75,10,20,90,-0.07665331361684347,-0.062437093209479266,False
small439,0.75,10,40,60,-0.10264565661768343,-0.07298728632621848,False
small439,0.75,10,40,90,-0.14599025160424672,-0.13714844691285077,False
small439,0.75,10,60,90,-0.04334459498656329,-0.0641611605866323,False
small439,0.75,25,5,10,-0.03146095414507791,-0.03734028996250102,False
small439,0.75,25,5,20,-0.007491976293566738,-0.028966755454957915,False
small439,0.75,25,5,40,0.1274822891203236,0.10925331528672991,False
small439,0.75,25,5,60,0.06044055126628295,0.06862407873883389,False
small439,0.75,25,5,90,0.046991278123610314,0.02995663201047019,False
small439,0.75,25,10,20,0.02396897785151117,0.008373534507543107,False
small439,0.75,25,10,40,0.15894324326540152,0.14659360524923093,False
small439,0.75,25,10,60,0.09190150541136086,0.10596436870133491,False
small439,0.75,25,10,90,0.07845223226868822,0.06729692197297121,False
small439,0.75,25,20,40,0.13497426541389035,0.13822007074168782,False
small439,0.75,25,20,60,0.06793252755984969,0.0975908341937918,False
small439,0.75,25,20,90,0.05448325441717705,0.058923387465428106,False
small439,0.75,25,40,60,-0.06704173785404066,-0.04062923654789602,False
small439,0.75,25,40,90,-0.0804910109967133,-0.07929668327625972,False
small439,0.75,25,60,90,-0.013449273142672635,-0.0386674467283637,False
small439,1.0,10,5,10,-0.040085009486489076,-0.048918028949550996,False
small439,1.0,10,5,20,-0.050712253091138026,-0.07807734299222846,False
small439,1.0,10,5,40,0.01839879999555527,-0.0035238361374556604,True
small439,1.0,10,5,60,-0.08339185173657465,-0.07547724223017815,False
small439,1.0,10,5,90,-0.12718546003077247,-0.1399031894727153,False
small439,1.0,10,10,20,-0.01062724360464895,-0.029159314042677464,False
small439,1.0,10,10,40,0.05848380948204435,0.045394192812095335,False
small439,1.0,10,10,60,-0.043306842250085575,-0.02655921328062716,False
small439,1.0,10,10,90,-0.08710045054428339,-0.0909851605231643,False
small439,1.0,10,20,40,0.0691110530866933,0.0745535068547728,False
small439,1.0,10,20,60,-0.032679598645436625,0.002600100762050306,True
small439,1.0,10,20,90,-0.07647320693963444,-0.061825846480486835,False
small439,1.0,10,40,60,-0.10179065173212992,-0.0719534060927225,False
small439,1.0,10,40,90,-0.14558426002632774,-0.13637935333525963,False
small439,1.0,10,60,90,-0.04379360829419782,-0.06442594724253714,False
small439,1.0,25,5,10,-0.031216934698266474,-0.03683562816177155,False
small439,1.0,25,5,20,-0.007814433726699127,-0.028683605061823325,False
small439,1.0,25,5,40,0.1270175585121959,0.10942627220745205,False
small439,1.0,25,5,60,0.060808676991412486,0.06988064845771252,False
small439,1.0,25,5,90,0.04682529758987233,0.031053284565080996,False
small439,1.0,25,10,20,0.023402500971567347,0.008152023099948225,False
small439,1.0,25,10,40,0.15823449321046237,0.1462619003692236,False
small439,1.0,25,10,60,0.09202561168967896,0.10671627661948407,False
small439,1.0,25,10,90,0.07804223228813881,0.06788891272685255,False
small439,1.0,25,20,40,0.13483199223889503,0.13810987726927537,False
small439,1.0,25,20,60,0.06862311071811161,0.09856425351953585,False
small439,1.0,25,20,90,0.05463973131657146,0.05973688962690432,False
small439,1.0,25,40,60,-0.06620888152078341,-0.03954562374973952,False
small439,1.0,25,40,90,-0.08019226092232357,-0.07837298764237105,False
small439,1.0,25,60,90,-0.013983379401540152,-0.03882736389263153,False
