pool_def,min_pool,n_claims,n_stems,median_n_pool,mean_lift,median_lift,t_lift,n_lift_positive,n_p2_significant,share_p2_significant,n_attainable,share_attainable
ALL,3,4168,92,17.0,0.04141611037686878,0.02897512890283449,19.516249016285478,2781,60,0.014395393474088292,1829,0.43881957773512476
ALL,5,4003,91,18.0,0.042651146511616056,0.03085765029238896,19.38709796729307,2687,60,0.014988758431176618,1829,0.4569073195103672
ALL,8,2911,74,30.0,0.04462466988811646,0.03480704530724599,16.06050293942668,1918,57,0.019580900034352457,1829,0.6283064239093095
ALL,12,2672,63,35.0,0.04579530715027768,0.03658731820288169,15.48530490466521,1775,57,0.02133233532934132,1829,0.6845059880239521
LIVE,3,3967,92,16.0,0.04317872947676077,0.029437792055200918,19.55103356380269,2629,131,0.03302243508948828,1640,0.41341063776153264
LIVE,5,3387,85,18.0,0.048446064679826664,0.0374633974587022,19.224841438342068,2281,52,0.015352819604369648,1640,0.4842043105993505
LIVE,8,2710,74,25.0,0.04846833080843906,0.03788997604314237,16.492027517264255,1803,49,0.01808118081180812,1640,0.6051660516605166
LIVE,12,2471,63,30.0,0.050105958378027046,0.03884957009507728,15.928083806598275,1660,49,0.019830028328611898,1640,0.6636989073249696
