panel,book,gross_nom,gated,cadence,gross_real,turn_x_yr,S0,S5,S10,S25,CAGR10,MaxDD10,H1_10,H2_10,OOS_S10,OOS_CAGR10,OOS_MaxDD10,p4b_0,p4b_5,p4b_10,p4b_25,fail_0,fail_5,fail_10,fail_25,p4a_0,p4a_5,p4a_10,p4a_25
U56,TOP5,0.5,False,W,0.5002679620462238,15.781968284925489,0.8986920459950095,0.7831220857085299,0.6672501087499706,0.31887233462877296,0.044020088943853786,-0.09313565501485199,0.642542233609682,0.692140995528624,0.7528524469187937,0.05274369095760534,-0.09313565501485233,False,False,False,False,H1,H1,H1,H1,False,False,False,False
U56,TOP5,0.5,False,M,0.5015472294429842,7.043816292376766,1.065230606364384,1.0163207608869584,0.9671561027342577,0.8184637896539458,0.06874938087923343,-0.10501129852064361,1.0837839006007985,0.8815503071817316,0.940001232618081,0.07137062123325788,-0.10501129852064361,False,False,False,False,CAGR,CAGR,CAGR,H1,False,False,False,False
U56,TOP5,0.5,True,W,0.49646035987778536,15.588521329144307,0.891538523147286,0.7772577071479251,0.6626717717228031,0.31810496074157163,0.04363303697349363,-0.09313565501485266,0.6320139403267916,0.6925634527824663,0.7534032106996164,0.05267895906812292,-0.09313565501485266,False,False,False,False,H1,H1,H1,H1,False,False,False,False
U56,TOP5,0.5,True,M,0.4967061400329399,7.008968260234671,1.052852663965679,1.0040837699156702,0.9550648778422288,0.8068365350596467,0.06771009240920511,-0.10501129852064361,1.063028481604893,0.8759603080705161,0.9349801161617323,0.0707761368870845,-0.10501129852064361,False,False,False,False,CAGR,CAGR,CAGR,H1,False,False,False,False
U56,TOP5,0.75,False,W,0.7501945453065509,23.649707378131122,0.8975922901087439,0.7821591130888674,0.6664244225252938,0.31845999031502337,0.06481536911320362,-0.13827796154480843,0.6434376901590261,0.6898325440923032,0.7509006437607517,0.07782919392656296,-0.13827796154480854,False,False,False,False,H1,H1,H1,H1,False,False,False,False
U56,TOP5,0.75,False,M,0.7511233390755382,10.546105382014822,1.0658471097541435,1.0170313721473638,0.9679615313784407,0.8195565237456877,0.10286222868614692,-0.1539609814566928,1.0834969951732296,0.8825683326052199,0.9411448782828418,0.10649739095754107,-0.15396098145669235,True,True,False,False,,,CAGR,H1,False,False,False,False
U56,TOP5,0.75,True,W,0.7444821285550467,23.35951180505022,0.8904382460249364,0.776293720105871,0.6618446013227753,0.31768989871644604,0.06422846899592294,-0.13827796154480843,0.6329160464655773,0.6902468494312408,0.751445008530322,0.07773764085573776,-0.13827796154480831,False,False,False,False,H1,H1,H1,H1,False,False,False,False
U56,TOP5,0.75,True,M,0.7438804035760713,10.494352398705947,1.0535534916977973,1.0048771191823653,0.9559514443985981,0.8080055501960164,0.1012725445835807,-0.15396098145669235,1.0630528671975925,0.8769035813976248,0.9360538731645145,0.10558195132488413,-0.1539609814566928,True,True,False,False,,,CAGR,H1,False,False,False,False
U56,TOP5,1.0,False,W,1.0,31.539850590976094,0.8964482473547027,0.7810209822322592,0.6652919013752892,0.31734375179522645,0.08466356072948877,-0.1824479008200921,0.6440217711376411,0.6872187840050256,0.7486405338707192,0.10188348237911637,-0.18244790082009277,False,False,False,False,H1,H1,H1,H1,False,False,False,False
U56,TOP5,1.0,False,M,1.0,14.046108878936531,1.066482784528354,1.0177372781394463,0.9687381889277714,0.8205475075773445,0.13670834181818048,-0.20068855771397154,1.0831249108014098,0.8836110562481303,0.9422891775273189,0.14114356254728966,-0.20068855771397143,True,True,True,False,,,,H1,False,False,False,False
U56,TOP5,1.0,True,W,0.9923819872138963,31.152682492351385,0.889293604411873,0.7751549636752173,0.6607114544433729,0.31657318242137,0.08387380240073039,-0.1824479008200922,0.6335067250661571,0.6876264531929785,0.7491798822967737,0.1017698606887798,-0.18244790082009232,False,False,False,False,H1,H1,H1,H1,False,False,False,False
U56,TOP5,1.0,True,M,0.9903665193313472,13.97777683916084,1.05427211184255,1.0056643716922016,0.9568078377143031,0.8090713884189119,0.13454890861204571,-0.20068855771397165,1.062987445651936,0.8778721853478271,0.9371286880640503,0.13989227448194885,-0.20068855771397165,True,True,True,False,,,,H1,False,False,False,False
U56,TOP10,0.5,False,W,0.500298170379507,11.148204214633674,1.0705527194060303,0.9883782416713778,0.9060472052684571,0.658462093277145,0.060792169762311055,-0.09213329831465056,0.9786918577074425,0.8490173073823309,0.8989521727633676,0.0632322913659884,-0.09213329831465167,False,False,False,False,CAGR,CAGR,CAGR,H1,False,False,False,False
U56,TOP10,0.5,False,M,0.5017224546842322,5.248655324813841,1.1329368270432945,1.0957518893235467,1.0584094682298057,0.9455766893863498,0.07409319323099783,-0.09128111206436085,1.0975989121972718,1.0287544597860037,1.0728912777996589,0.07829465200056251,-0.09128111206436085,False,False,False,False,CAGR,CAGR,CAGR,CAGR,False,False,False,False
U56,TOP10,0.5,True,W,0.4944065088143651,10.934080136815373,1.0749308213325406,0.9939050354166178,0.9127226001717169,0.6685714602299853,0.06093664909930552,-0.08829240752819201,0.9639708475592382,0.8736888917598916,0.9224812671618103,0.06459409772299107,-0.08829240752819234,False,False,False,False,CAGR,CAGR,CAGR,H1,False,False,False,False
U56,TOP10,0.5,True,M,0.4957510519742861,5.182136878044443,1.1051466976658622,1.0682169723509323,1.0311337676147325,0.9191004818990692,0.0716217618159325,-0.09128111206436107,1.054629989479557,1.0146873814416746,1.0602507385260147,0.07673283198828673,-0.09128111206436063,False,False,False,False,CAGR,CAGR,CAGR,H1,False,False,False,False
U56,TOP10,0.75,False,W,0.7502174070584676,16.68752026052242,1.0700184615088437,0.9880594566830544,0.905944565616294,0.6590098491428142,0.09071269015002659,-0.1362679539686643,0.9795695451057075,0.8480774528945186,0.8982846916632804,0.09421760671822454,-0.1362679539686632,True,False,False,False,,CAGR,CAGR,H1,False,False,False,False
U56,TOP10,0.75,False,M,0.751256178229647,7.849087475703151,1.1341488940478588,1.0970883085789538,1.0598710811986733,0.9474177382971373,0.11133780589511111,-0.13437528742573523,1.1010009908827267,1.0283721200672318,1.0726383412433624,0.11740685372451609,-0.13437528742573512,True,True,True,False,,,,CAGR,False,False,False,False
