panel,gross,CAGR,Sharpe,MaxDD,H1,H2,IS_CAGR,IS_Sharpe,IS_MaxDD,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,MISS,MISS_is,MISS_oos,L_H1,L_H2,L_OOS,L_DD,L_CAGR,A_H1,A_H2,A_DD,O_S,O_DD,O_CAGR,pass4b,pass4a,pass4b_oos
U56,0.3,0.06176977027085084,1.1379126985991532,-0.07990333698484353,1.2021189307239875,1.0949660199988558,0.05531821153462757,1.110503991712609,-0.056833440148314485,0.06711038275279413,1.1622160035760587,-0.0799033369848432,4.390638745458276,4.939335210889532,3.93607116547197,True,True,True,True,False,False,False,True,True,True,False,False,False,False
U56,0.35,0.07215046274232884,1.1381505359724737,-0.09276262767838162,1.2023408746572048,1.0952346035533385,0.06459304021063916,1.1106996395637374,-0.06617692972612133,0.07841209628705603,1.1624886125240645,-0.0927626276783815,3.352569498310476,4.011852343288373,2.8058998120457797,True,True,True,True,False,False,False,True,True,True,False,False,False,False
U56,0.4,0.08255153516569935,1.1383792178318644,-0.10549268657570532,1.2025532702334782,1.0954947988576893,0.0738801463629315,1.110885661172411,-0.07548248209319064,0.08974248049723443,1.1627525138809713,-0.10549268657570587,2.3124622559734243,3.0831417280591396,1.6728613910279397,True,True,True,True,False,False,False,True,True,True,False,False,False,False
U56,0.45,0.09297140530058834,1.1385991658513437,-0.11809417065750327,1.2027565738245591,1.0957470175710884,0.0831782234579812,1.111062753224024,-0.08474962569960465,0.10109971762891212,1.163007939867685,-0.11809417065750294,1.2704752424845256,2.153334018554169,0.5371376778601709,True,True,True,True,False,False,False,True,True,True,False,False,False,False
U56,0.5,0.10340839437440397,1.1388099079139746,-0.13056767626411248,1.2029503990654125,1.0959907190282323,0.09248592870649408,1.11123105526673,-0.09397779767464365,0.11248184168878539,1.1632539800301382,-0.1305676762641127,1.0018183029741334,1.510572734720006,1.0018183029742,True,True,True,True,False,False,False,False,True,True,True,False,False,True
U56,0.55,0.11386068330886356,1.1390100939583327,-0.14291447375060684,1.203133869600626,1.0962241843796319,0.10180176980907607,1.1113894436354554,-0.10316664358683714,0.12388675263616333,1.1634891279133808,-0.14291447375060629,2.23649805162357,2.429457325939355,2.236498051623559,True,True,True,True,True,False,False,False,True,True,True,True,False,True
U56,0.6,0.12432649358303216,1.1391994587010634,-0.15513470953029718,1.2033044079020236,1.096449025633342,0.11112397852913714,1.1115347327346472,-0.11231605957596946,0.13531265582630647,1.163715194417186,-0.15513470953029718,3.4585216295926036,3.3443989248525874,3.458521629592648,True,True,True,True,True,False,False,False,True,True,True,True,False,True
U56,0.65,0.13480401426794475,1.1393779211240733,-0.16728472783934845,1.2034628945890664,1.0966643661388287,0.12045115950517693,1.1116681851828996,-0.12142550898346571,0.14675738319632714,1.1639311376823183,-0.16728472783934878,4.67352346049773,4.255343865602212,4.673523460497808,True,True,True,True,True,False,False,False,True,True,True,True,False,True
U56,0.7,0.14529140069614654,1.1395453097816368,-0.1793372564660306,1.2036092461967114,1.0968699697776825,0.12978177715970163,1.1117897249822555,-0.13049434774226976,0.158218821012718,1.164136719876449,-0.17933725646603071,5.878776323165946,5.162227741482617,5.878776323166002,True,True,True,True,True,False,False,False,True,True,True,True,False,True
U56,0.75,0.15578668168705812,1.139700973748421,-0.19127568902302328,1.203742907417884,1.0970651527689368,0.13911411272723173,1.111898434102762,-0.1395225553008913,0.1696947758085483,1.1643314948267134,-0.19127568902302317,7.072619578865213,6.065048497344772,7.072619578865247,True,True,True,True,True,False,False,False,True,True,True,True,False,True
