panel,ladder,rung,N,H,gross,cadence,mean_nsel,turnover,pass0_full,cstar_full,cstar_full_raw,alive200,killer,killer_kind,last_leg,pass0_oos,cstar_oos,killer_oos,dd_verdict_stable,cstar_L_H1,dead0_L_H1,contig_L_H1,surv200_L_H1,cstar_L_H2,dead0_L_H2,contig_L_H2,surv200_L_H2,cstar_L_OOS,dead0_L_OOS,contig_L_OOS,surv200_L_OOS,cstar_L_DD,dead0_L_DD,contig_L_DD,surv200_L_DD,cstar_L_CAGR,dead0_L_CAGR,contig_L_CAGR,surv200_L_CAGR,cstar_O_S,dead0_O_S,contig_O_S,surv200_O_S,cstar_O_DD,dead0_O_DD,contig_O_DD,surv200_O_DD,cstar_O_CAGR,dead0_O_CAGR,contig_O_CAGR,surv200_O_CAGR,CAGR0,Sharpe0,MaxDD0,OOS_Sharpe0,OOS_CAGR0,OOS_MaxDD0,pass4b0,pass4bOOS0,pass4a0,binding0,headroom0,CAGR10,Sharpe10,MaxDD10,OOS_Sharpe10,OOS_CAGR10,OOS_MaxDD10,pass4b10,pass4bOOS10,pass4a10,binding10,headroom10,CAGR25,Sharpe25,MaxDD25,OOS_Sharpe25,OOS_CAGR25,OOS_MaxDD25,pass4b25,pass4bOOS25,pass4a25,binding25,headroom25,CAGR50,Sharpe50,MaxDD50,OOS_Sharpe50,OOS_CAGR50,OOS_MaxDD50,pass4b50,pass4bOOS50,pass4a50,binding50,headroom50
U56,N,5,5,126,0.75,W,4.733879222108495,3.1273037437962694,False,,,False,DEAD0,NONE,,False,,DEAD0,True,133.0,False,True,False,13.0,False,True,False,27.0,False,True,False,,True,True,False,200.0,False,True,True,27.0,False,True,False,,True,True,False,181.0,False,True,False,0.18196465057252098,1.002996992272682,-0.2584190256631338,0.9168346338038821,0.17443232754569205,-0.2584190256631339,False,False,False,L_H2,13.0,0.17827666701103606,0.9859644343185225,-0.25853596305636206,0.9002767132439443,0.1706185380438232,-0.2585359630563616,False,False,False,L_H2,3.0,0.1727603836850402,0.9602743363461008,-0.25871134063467516,0.875320094397844,0.16491486657926302,-0.25871134063467527,False,False,False,L_OOS,2.0,0.1636083037599092,0.9171147251208728,-0.25900356058084617,0.8334368695935083,0.15545397840764474,-0.25900356058084595,False,False,False,L_H1,83.0
U56,N,8,8,126,0.75,W,7.562947799385875,3.0512772736591596,False,,,False,DEAD0,NONE,,False,,DEAD0,True,104.0,False,True,False,96.0,False,True,False,116.0,False,True,False,,True,True,False,189.0,False,True,False,116.0,False,True,False,,True,True,False,200.0,False,True,True,0.1719186030308113,1.0733379277501276,-0.2140744637926595,1.098920986005435,0.18703392360891424,-0.2140744637926597,False,False,False,L_H2,96.0,0.16835370055023535,1.0543570177313728,-0.21430270860985456,1.0797492270780045,0.18316254663029707,-0.21430270860985456,False,False,False,L_H2,86.0,0.1630224810273484,1.025735060581267,-0.21464496257431276,1.0508619586082162,0.17737532518445676,-0.21464496257431298,False,False,False,L_H2,71.0,0.15417999712345676,0.9776656138500508,-0.21521508393858235,1.0023991583550638,0.1677826674093299,-0.21521508393858302,False,False,False,L_H2,46.0
U56,N,10,10,126,0.75,W,9.438075742067554,3.029138541150788,False,,,False,DEAD0,NONE,,False,,DEAD0,True,148.0,False,True,False,103.0,False,True,False,121.0,False,True,False,,True,True,False,199.0,False,True,False,121.0,False,True,False,,True,True,False,200.0,False,True,True,0.17478899973521989,1.1322485082705538,-0.2075937557990869,1.115253966049012,0.18091513473108378,-0.2075937557990869,False,False,False,L_H2,103.0,0.17124124583736267,1.1125375130716837,-0.20771056362661844,1.095423418561058,0.17713100107447066,-0.20771056362661866,False,False,False,L_H2,93.0,0.1659370234657127,1.0828582955553427,-0.207885748653727,1.0655787446410807,0.1714749687699979,-0.2078857486537269,False,False,False,L_H2,78.0,0.15714289727204878,1.0331174876703721,-0.20817765247257325,1.015595498667866,0.16210180239992722,-0.20817765247257392,False,False,False,L_H2,53.0
U56,N,12,12,126,0.75,W,11.30603889457523,3.040640012738739,True,64.0,64.0,False,L_DD,DD,L_CAGR,True,64.0,O_DD,True,158.0,False,True,False,141.0,False,True,False,156.0,False,True,False,64.0,False,True,False,200.0,False,True,True,156.0,False,True,False,64.0,False,True,False,200.0,False,True,True,0.18063203201308897,1.189572815604468,-0.20157957900867396,1.1962696636564965,0.19276296046585428,-0.20157957900867396,True,True,False,L_DD,64.0,0.17705025292752952,1.1691854832139659,-0.20169232886405797,1.1758369919110914,0.18891790746327697,-0.2016923288640583,True,True,False,L_DD,54.0,0.17169565752243154,1.13850613549322,-0.20186142896129933,1.1450954645953872,0.18317115842748555,-0.20186142896129944,True,True,False,L_DD,39.0,0.1628193335248882,1.0871349692867682,-0.20214319663797642,1.0936343367560755,0.1736485501838978,-0.20214319663797664,True,True,False,L_DD,14.0
U56,N,15,15,126,0.75,W,14.096212896622314,3.019941232779304,False,,,False,DEAD0,NONE,,False,,DEAD0,True,136.0,False,True,False,153.0,False,True,False,168.0,False,True,False,,True,True,False,196.0,False,True,False,168.0,False,True,False,,True,True,False,200.0,False,True,True,0.1734958486696565,1.1830722832621352,-0.2094136394952859,1.2105433962064804,0.19298478352320014,-0.20941363949528569,False,False,False,L_H1,136.0,0.16995945257623468,1.1621168149681405,-0.20974140506046712,1.1905670568487305,0.18927385810504593,-0.20974140506046712,False,False,False,L_H1,126.0,0.16467309192025814,1.1306055013817442,-0.21023287009494063,1.1605351630818443,0.18372738574346692,-0.2102328700949404,False,False,False,L_H1,111.0,0.15591090882655223,1.0778976729846725,-0.21105148984792244,1.1103174650191523,0.174536139675741,-0.21105148984792232,False,False,False,L_H1,86.0
U56,N,20,20,126,0.75,W,18.714431934493348,2.8973943077144937,True,117.0,117.0,False,L_H1,SHARPE,L_DD,True,149.0,O_S,True,117.0,False,True,False,142.0,False,True,False,149.0,False,True,False,193.0,False,True,False,162.0,False,True,False,149.0,False,True,False,193.0,False,True,False,196.0,False,True,False,0.1591395620313114,1.161199554935986,-0.19077308089240053,1.1851732463803113,0.17317938975847902,-0.19077308089240042,True,True,False,L_H1,117.0,0.15578668168705812,1.139700973748421,-0.19127568902302328,1.1643314948267134,0.1696947758085483,-0.19127568902302317,True,True,False,L_H1,107.0,0.15077448878195643,1.1074053244018858,-0.19202946047584868,1.1330305824769695,0.1644861889650424,-0.19202946047584868,True,True,False,L_H1,92.0,0.1424663119822005,1.0534652452941082,-0.19351326163782356,1.080771794226427,0.15585388555713253,-0.193513261637824,True,True,False,L_H1,67.0
U56,N,25,25,126,0.75,W,23.333674513817808,2.7345152794852705,False,,,False,DEAD0,NONE,,False,,DEAD0,True,117.0,False,True,False,139.0,False,True,False,150.0,False,True,False,,True,True,False,150.0,False,True,False,150.0,False,True,False,,True,True,False,189.0,False,True,False,0.15205558321821444,1.1494992764800147,-0.21113263827926199,1.1782490251819429,0.16757516396097527,-0.2111326382792621,False,False,False,L_H1,117.0,0.1489102187692648,1.1285133069631514,-0.21158700153786847,1.1579290814235303,0.16428064522662233,-0.21158700153786847,False,False,False,L_H1,107.0,0.14420745896070364,1.0969960514922585,-0.212268287775066,1.1274184275078485,0.15935543994430512,-0.21226828777506612,False,False,False,L_H1,92.0,0.13641012361724636,1.0443758863003378,-0.213403075302796,1.076494758975529,0.15119077070722597,-0.21340307530279634,False,False,False,L_H1,67.0
U56,N,30,30,126,0.75,W,27.83930399181167,2.6493013715765503,False,,,False,DEAD0,NONE,,False,,DEAD0,True,97.0,False,True,False,134.0,False,True,False,141.0,False,True,False,,True,True,False,125.0,False,True,False,141.0,False,True,False,,True,True,False,171.0,False,True,False,0.1431049938920388,1.1217670048598114,-0.2202209034513869,1.1527868878933705,0.15860163113848302,-0.22022090345138712,False,False,False,L_H1,97.0,0.14008113065953998,1.100757855994325,-0.22068513612656904,1.1329425107219153,0.1555031765030752,-0.22068513612656881,False,False,False,L_H1,87.0,0.13555965195561304,1.0692114130900194,-0.2213811886178545,1.1031502153500263,0.15087030857210504,-0.22138118861785439,False,False,False,L_H1,72.0,0.12806187712863815,1.0165563210377095,-0.2225404855958486,1.0534359972614422,0.1431882059423666,-0.2225404855958487,False,False,False,L_H1,47.0
U56,N,40,40,126,0.75,W,36.561924257932446,2.313864592272747,False,,,False,DEAD0,NONE,,False,,DEAD0,True,159.0,False,True,False,117.0,False,True,False,128.0,False,True,False,,True,True,False,121.0,False,True,False,128.0,False,True,False,,True,True,False,133.0,False,True,False,0.13720484721660275,1.1464192576217327,-0.22953397433965161,1.117483980991828,0.1427124298358884,-0.2295339743396514,False,False,False,L_H2,117.0,0.13457634739318403,1.126761290242574,-0.229841888535963,1.0983460997969055,0.13996738679597365,-0.2298418885359632,False,False,False,L_H2,107.0,0.13064455373375128,1.0972540620574684,-0.23030357821583403,1.0696250831886709,0.13586172311650913,-0.23030357821583425,False,False,False,L_H2,92.0,0.12412067638353985,1.0480277233516653,-0.23107257689721916,1.0217246541422877,0.12905056825405636,-0.23107257689721905,False,False,False,L_H2,67.0
U56,H,21,20,21,0.75,W,18.51995905834186,6.143455840069608,True,8.0,8.0,False,L_DD,DD,L_CAGR,True,8.0,O_DD,False,57.0,False,True,False,60.0,False,True,False,63.0,False,True,False,8.0,False,True,False,64.0,False,True,False,63.0,False,True,False,8.0,False,True,False,77.0,False,True,False,0.15057627269003748,1.163393044002755,-0.20178819123741354,1.162113305587554,0.16106345170159542,-0.20178819123741332,True,True,False,L_DD,8.0,0.14353247083583587,1.1152259223790748,-0.20241626421443515,1.1166795464756156,0.15388681224346845,-0.20241626421443537,False,False,False,L_H1,47.0,0.1330448936372599,1.0428478912267052,-0.2033577662932442,1.0484064014183254,0.14320206094454813,-0.20335776629324442,False,False,False,L_H1,32.0,0.1157719498632297,0.921959758546421,-0.20492531745060294,0.9343641258425534,0.12560598167618098,-0.20492531745060283,False,False,False,L_H1,7.0
