STEP,k,chooser,n_books,books,n_days,oos_start,oos_end,mean_gross,IS_CAGR,IS_Sharpe,IS_MaxDD,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,OOS_H1,OOS_H2,SPY_OOS_CAGR,SPY_OOS_Sharpe,SPY_OOS_MaxDD,V2_OOS_CAGR,V2_OOS_Sharpe,V2_OOS_MaxDD,OOS_4b,OOS_4a,fail4b
0.25,1,WIDTH,1,B136|TREND|AGG|0.60,2436,2017-01-03,2026-09-11,1.0,0.13156414418400053,1.1621014703891483,-0.10681184031125912,0.12391406879044653,1.1630108256937581,-0.17367670081479736,1.3979926900730046,0.8907865133356321,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.1058878697278778,-0.12240985403190019,True,False,-
0.25,1,WIDTH@75,1,B136|TREND|AGG|0.60,2436,2017-01-03,2026-09-11,0.75,0.09835317701234403,1.161482718482616,-0.08033518920810434,0.09280328854346509,1.1647871240936445,-0.1318983436030614,1.4014955413035948,0.8906399195650794,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.1058878697278778,-0.12240985403190019,False,False,C
0.25,1,PASS,1,B136|TREND|AGG|0.20,2436,2017-01-03,2026-09-11,0.75,0.13607983510491528,1.2014899176316656,-0.12614387725888565,0.11886710365052267,1.0598639694562264,-0.19528628767882183,1.235177605240226,0.8725447319410997,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.1058878697278778,-0.12240985403190019,True,False,-
0.25,1,ISSHARPE,1,B136|TREND|AGG|0.20,2436,2017-01-03,2026-09-11,0.75,0.13607983510491528,1.2014899176316656,-0.12614387725888565,0.11886710365052267,1.0598639694562264,-0.19528628767882183,1.235177605240226,0.8725447319410997,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.1058878697278778,-0.12240985403190019,True,False,-
0.25,3,WIDTH,3,B136|TREND|AGG|0.60; B136|TREND|HYB|0.60; B136|TREND|HYB|0.20,2436,2017-01-03,2026-09-11,1.0,0.11299154301449676,1.1331453666144753,-0.09469126272888462,0.10596295898282948,1.139558937921036,-0.14126904065214263,1.3703940011589424,0.8658238873975389,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.1058878697278778,-0.12240985403190019,False,False,C
0.25,3,WIDTH@75,3,B136|TREND|AGG|0.60; B136|TREND|HYB|0.60; B136|TREND|HYB|0.20,2436,2017-01-03,2026-09-11,0.75,0.08451183752625013,1.1322690314628756,-0.07136975806678603,0.07937328426011114,1.1408816017647505,-0.10693018382420194,1.3731182223559235,0.8655257811505803,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.1058878697278778,-0.12240985403190019,False,False,C
0.25,3,PASS,3,B136|TREND|AGG|0.20; B136|VOL|HYB|0.80; B136|VOL|AGG|0.80,2436,2017-01-03,2026-09-11,0.75,0.13165811842054898,1.194124944894928,-0.12110311857142964,0.11981446900574344,1.0953433702558522,-0.19251678827377638,1.269036381730564,0.9130558222848885,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.1058878697278778,-0.12240985403190019,True,False,-
0.25,3,ISSHARPE,3,B136|TREND|AGG|0.20; B136|VOL|HYB|0.80; B136|VOL|AGG|0.80,2436,2017-01-03,2026-09-11,0.75,0.13165811842054898,1.194124944894928,-0.12110311857142964,0.11981446900574344,1.0953433702558522,-0.19251678827377638,1.269036381730564,0.9130558222848885,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.1058878697278778,-0.12240985403190019,True,False,-
0.25,5,WIDTH,5,B136|TREND|AGG|0.60; B136|TREND|HYB|0.60; B136|TREND|HYB|0.20; B136|TREND|ROW|0.60; B136|TREND|ROW|0.80,2436,2017-01-03,2026-09-11,1.0,0.11111565924093014,1.125939117294187,-0.09549582203453222,0.10579601937303651,1.1397648794692135,-0.14094937728947698,1.3485973930407043,0.8928939157825264,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.1058878697278778,-0.12240985403190019,False,False,C
0.25,5,WIDTH@75,5,B136|TREND|AGG|0.60; B136|TREND|HYB|0.60; B136|TREND|HYB|0.20; B136|TREND|ROW|0.60; B136|TREND|ROW|0.80,2436,2017-01-03,2026-09-11,0.75,0.08311561716111604,1.1249880337252793,-0.07203241868624755,0.0792299656864619,1.140962666312502,-0.10656887530834636,1.3511044809979187,0.8925633941869191,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.1058878697278778,-0.12240985403190019,False,False,C
