instr,floor,share_floor,names,held,turnover,ptf,p25_dv,p50_dv,participation_10M,ptf_IS,p25_IS,participation_10M_IS,passes_121
DV,0.0,,347.9115404168785,19.879481311975592,24.77461737435308,0.023842158079978488,1353336.7175,4587515.605,0.1761731413304279,0.022208882555677704,816338.4299999999,0.27205484563158083,False
DV,250000.0,,302.3136756481952,19.838799898296465,24.186387136838256,0.023323797337494522,2069238.25,5487125.375,0.11271682870493295,0.021206930150142154,1868648.6300000001,0.11348805660774307,False
DV,500000.0,,281.07066598881545,19.82659547419273,23.660300550735602,0.022830518112517215,2425558.445,5925865.675,0.09412479076552294,0.020525112471719884,2327126.055,0.08819940126414803,True
DV,1000000.0,,252.0950686324352,19.79633867276888,23.051681786957513,0.022277240673696953,3063036.0,6618310.0600000005,0.0727292812546015,0.020121526418610616,3027156.0,0.06647006767609802,True
DV,2000000.0,,212.63472292831725,19.761250953470633,22.251766455531882,0.021542381653732873,4293917.225,8119299.545,0.050169531746697506,0.01933305326444589,4194350.66,0.046093078122480806,True
DV,5000000.0,,141.44687341128622,19.63970400612401,19.584800982363113,0.01912465610100187,7678238.077500001,12315398.745000001,0.024907610193859436,0.017209746825348593,7547169.0,0.02280291699490046,True
DV,10000000.0,,86.19013726487036,18.89831374552887,17.60023611149725,0.017860962109767415,13460387.25,19530471.53,0.01326927805124434,0.01581635560226179,13915084.0325,0.011366338546947463,True
DV,20000000.0,,43.58896797153025,14.922466734902764,17.877622073876648,0.023032809643166764,25055228.86515,33120379.165,0.009192815506548307,0.020855092527251172,27053814.08,0.007708743937391313,True
VOLSH,0.0,0.0,347.9115404168785,19.879481311975592,24.77461737435308,0.023842158079978488,1353336.7175,4587515.605,0.1761731413304279,0.022208882555677704,816338.4299999999,0.27205484563158083,False
VOLSH,250000.0,22150.000000009662,302.25953228266394,19.84693618103229,24.046617556577367,0.02317950616484015,2290980.5075000003,5796280.0,0.10117722996314123,0.021174898896270496,1984917.1913,0.10667900398606667,False
VOLSH,500000.0,39125.00000000652,281.07015760040673,19.825324180015254,23.659696310089036,0.02283139902712367,2776206.33,6375400.705,0.08223956116087261,0.020620118703064058,2484123.3375,0.08300762845300574,True
VOLSH,1000000.0,69649.99999998778,252.13167259786476,19.795321637426902,23.185679454500548,0.022407887777604923,3535832.2225,7405852.0,0.06337373033430158,0.02026954109548331,3308942.5,0.0612568550087628,True
VOLSH,2000000.0,118050.00000000288,212.61642094560244,19.75489448258327,22.121433929179016,0.02142309514477582,4693560.5,9346435.865,0.04564359007362496,0.019298835405834186,4280957.62125,0.04508065043680368,True
VOLSH,5000000.0,267450.0000000135,141.44128113879003,19.478227654698244,19.634511870437837,0.019284763954649325,7554870.0,13883372.5,0.025526268426391618,0.017257656849862885,7256619.4350000005,0.02378195109230347,True
VOLSH,10000000.0,508699.99999998417,86.1952211489578,18.42849833717063,18.433669217339794,0.019230900808306924,10322365.71,19438217.4,0.018630323075723425,0.017578679950032268,11267047.965,0.015601850639705045,True
VOLSH,20000000.0,1017699.9999999881,43.59074733096085,11.945980542754736,19.590870418767995,0.03152896501063208,16021117.5,27556976.775,0.019679629096180137,0.02926984552616362,20069104.16,0.014584530177735455,True
