m_H1,m_H2,m_OOS,m_DD,m_CAGR,repro,z_H1,z_H2,z_OOS,z_DD,z_CAGR,binding,min_z,binding_raw,file,panel,book,arm,n,gross,cost,family,dial,kind
0.26918519770371885,0.07738337510619608,0.11083949374371205,0.0024641792983904343,0.040141000396615736,True,2.1408131206513485,0.6822869875220224,1.01847454281357,0.05855125299344511,2.0096320777588037,DD,0.05855125299344511,DD,2026-09-04_gross-matched-turnover-constraints_B.grid.csv,B136,CAND20,CAND20/control/gmOFF,,0.7390521142119715,0,,,
0.2185934211257795,0.028446159067426535,0.06142241264824122,0.0021196594293910465,0.03227415498724974,True,1.738459870847755,0.2508089644584742,0.5643941660819143,0.05036513194931986,1.6157837747961208,DD,0.05036513194931986,DD,2026-09-04_gross-matched-turnover-constraints_B.grid.csv,B136,CAND20,CAND20/control/gmOFF,,0.7390521142119715,5,,,
0.25150998314458006,0.0724166363849964,0.10626044103267163,0.0024641792983904343,0.03982140586635584,True,2.0002432395385683,0.638495395397153,0.9763988488630038,0.05855125299344511,1.9936317934225745,DD,0.05855125299344511,DD,2026-09-04_gross-matched-turnover-constraints_B.grid.csv,B136,CAND20,CAND20/control/gmON,,0.7502787815037872,0,,,
0.19985228102818853,0.02161218424736433,0.055015683770711976,0.0021196594293910465,0.031649934841132724,True,1.5894127502811637,0.1905540054781667,0.5055244433496932,0.05036513194931986,1.584532614714774,DD,0.05036513194931986,DD,2026-09-04_gross-matched-turnover-constraints_B.grid.csv,B136,CAND20,CAND20/control/gmON,,0.7502787815037872,5,,,
0.2823810550986835,0.03340699973894268,0.06940480772532243,0.00246417929839024,0.03798854160955613,True,2.245758953075901,0.2945485536493115,0.6377422652304525,0.05855125299344049,1.901870682133659,DD,0.05855125299344049,DD,2026-09-04_gross-matched-turnover-constraints_B.grid.csv,B136,CAND20,CAND20/budget-pro0.4/gmOFF,,0.7392546467450245,0,,,
0.2949196462632807,0.0599365686720299,0.0977556387465226,0.0021754618122829528,0.04117174614298784,True,2.3454775880849383,0.528458998144315,0.8982504892166315,0.051691049848425354,2.0612356674913968,DD,0.051691049848425354,DD,2026-09-04_gross-matched-turnover-constraints_B.grid.csv,B136,CAND20,CAND20/hyst1.25/gmOFF,,0.7390610158459886,0,,,
0.26228266764697283,0.027953886741420075,0.06549096682582156,0.0018598376260631488,0.03602843844267735,True,2.0859177287901787,0.24646861355118338,0.6017790251782998,0.0441915178175066,1.8037394407356915,DD,0.0441915178175066,DD,2026-09-04_gross-matched-turnover-constraints_B.grid.csv,B136,CAND20,CAND20/hyst1.25/gmOFF,,0.7390610158459886,5,,,
0.2769817622936944,0.0545761515286981,0.09276076669891198,0.002175461812283147,0.04080641271042433,True,2.2028187135019497,0.4811963547203735,0.852353942297487,0.051691049848429975,2.0429454958986817,DD,0.051691049848429975,DD,2026-09-04_gross-matched-turnover-constraints_B.grid.csv,B136,CAND20,CAND20/hyst1.25/gmON,,0.7502878080786353,0,,,
0.2431085242314689,0.020632074756598007,0.05857637842323882,0.0018598376260633431,0.035361795303970836,True,1.9334269597905338,0.18191240835244046,0.5382427167362199,0.04419151781751122,1.770364402178472,DD,0.04419151781751122,DD,2026-09-04_gross-matched-turnover-constraints_B.grid.csv,B136,CAND20,CAND20/hyst1.25/gmON,,0.7502878080786353,5,,,
0.2638284378613053,0.16641784945158977,0.22085436324655117,0.02886882465825044,0.009916262001755133,True,2.098211143081098,1.467301381160966,2.0293718334370676,0.6859508385987623,0.496450960695737,CAGR,0.496450960695737,CAGR,2026-09-04_gross-matched-turnover-constraints_B.grid.csv,B136,EWall,EWall/control/gmOFF,,0.750189981176897,0,,,
