panel,book,H,s,cost,n,slope,intercept,rho,cagr_sd,spy_cagr_sd,cagr_med,spy_cagr_med,pass_4b,leg_sharpe,leg_halves,leg_dd,leg_cagr,form,gross
U56,EW g0.50,756,21,10.0,176,0.4136780514925636,0.02214275347259429,0.869165173670491,0.019483305081941363,0.04093572328558779,0.0776672229184805,0.13740649561420726,0.06818181818181818,0.9375,0.7272727272727273,1.0,0.06818181818181818,EW,0.50
U56,EW g0.75,756,21,10.0,176,0.6462505345251345,0.029854722238410552,0.8754780150390362,0.030217472740654193,0.04093572328558779,0.11742036582698612,0.13740649561420726,0.005681818181818182,0.9375,0.7272727272727273,0.005681818181818182,0.8863636363636364,EW,0.75
U56,EW g1.00,756,21,10.0,176,0.896158690804561,0.035122624472928576,0.8809241408742996,0.04164365861326163,0.04093572328558779,0.15672592161290344,0.13740649561420726,0.0,0.9375,0.7386363636363636,0.0,1.0,EW,1.00
U56,EWALL-DG g0.50,756,21,10.0,176,0.17640051995705394,0.02171362265605485,0.5991207633943632,0.012052800225924714,0.04093572328558779,0.04551700290203098,0.13740649561420726,0.005681818181818182,0.75,0.32954545454545453,1.0,0.005681818181818182,EWALL-DG,0.50
U56,EWALL-DG g0.75,756,21,10.0,176,0.2701042020502,0.031931424469041854,0.5998559141628154,0.018432611252708894,0.04093572328558779,0.06855266114684166,0.13740649561420726,0.10227272727272728,0.75,0.3352272727272727,1.0,0.13636363636363635,EWALL-DG,0.75
U56,EWALL-DG g1.00,756,21,10.0,176,0.3674532447089625,0.04168941445485944,0.6005316815681361,0.025047744869211894,0.04093572328558779,0.09175001113447323,0.13740649561420726,0.1875,0.75,0.3352272727272727,0.7102272727272727,0.3693181818181818,EWALL-DG,1.00
U56,EWALL-RS g0.50,756,21,10.0,176,0.28019256552933025,0.027101130882310365,0.7235733206145898,0.015851725046254168,0.04093572328558779,0.06417524665014718,0.13740649561420726,0.028409090909090908,0.7727272727272727,0.39204545454545453,1.0,0.028409090909090908,EWALL-RS,0.50
U56,EWALL-RS g0.75,756,21,10.0,176,0.43722634041301445,0.03831554346787715,0.7283566678310963,0.024573368069265626,0.04093572328558779,0.0959431839437721,0.13740649561420726,0.11931818181818182,0.7727272727272727,0.39204545454545453,0.3125,0.5,EWALL-RS,0.75
U56,EWALL-RS g1.00,756,21,10.0,176,0.6058890606943179,0.047826429850398124,0.7329228625177875,0.03384054202531495,0.04093572328558779,0.12712616236326424,0.13740649561420726,0.0,0.7727272727272727,0.39204545454545453,0.0,0.9090909090909091,EWALL-RS,1.00
U56,LOWVOL20 g0.50,756,21,10.0,176,0.23274901794529168,0.009041671069822173,0.7343152457325244,0.01297501236556277,0.04093572328558779,0.04046654868961108,0.13740649561420726,0.0,0.4318181818181818,0.17613636363636365,1.0,0.0,LOWVOL20,0.50
U56,LOWVOL20 g0.75,756,21,10.0,176,0.35792817518928677,0.012029242479349125,0.7340468325801277,0.019960645677283326,0.04093572328558779,0.06026468133995877,0.13740649561420726,0.005681818181818182,0.4318181818181818,0.17045454545454544,0.9943181818181818,0.005681818181818182,LOWVOL20,0.75
U56,LOWVOL20 g1.00,756,21,10.0,176,0.4890109698644939,0.013929257443397252,0.7336720472720445,0.02728469459947569,0.04093572328558779,0.07990737563663142,0.13740649561420726,0.09090909090909091,0.42613636363636365,0.17045454545454544,0.5056818181818182,0.2784090909090909,LOWVOL20,1.00
U56,MA-DG g0.50,756,21,10.0,176,0.20756361215485555,0.025516915205218083,0.6492661943153077,0.01308672261966236,0.04093572328558779,0.05302688805136202,0.13740649561420726,0.022727272727272728,0.9147727272727273,0.5056818181818182,1.0,0.022727272727272728,MA-DG,0.50
U56,MA-DG g0.75,756,21,10.0,176,0.31880618080330253,0.037545160262889316,0.6502963314995666,0.020068637891597532,0.04093572328558779,0.07981660706238913,0.13740649561420726,0.1875,0.9147727272727273,0.5170454545454546,0.9545454545454546,0.24431818181818182,MA-DG,0.75
U56,MA-DG g1.00,756,21,10.0,176,0.43501182997817295,0.04904277905559661,0.6512313588439698,0.02734438944948012,0.04093572328558779,0.10646926893273512,0.13740649561420726,0.3977272727272727,0.9147727272727273,0.5170454545454546,0.8636363636363636,0.7272727272727273,MA-DG,1.00
U56,MA-RS g0.50,756,21,10.0,176,0.3072822420177378,0.03538951806372595,0.6570309259328907,0.019144944831863107,0.04093572328558779,0.07568475811445252,0.13740649561420726,0.17613636363636365,0.9147727272727273,0.6363636363636364,1.0,0.19318181818181818,MA-RS,0.50
U56,MA-RS g0.75,756,21,10.0,176,0.48082552740507134,0.050768009483992474,0.6649623487668721,0.0296000830347786,0.04093572328558779,0.11414303628252132,0.13740649561420726,0.3181818181818182,0.9147727272727273,0.6363636363636364,0.6022727272727273,0.75,MA-RS,0.75
U56,MA-RS g1.00,756,21,10.0,176,0.6680902864102147,0.06441205828328848,0.6727240046487818,0.040653758309926805,0.04093572328558779,0.15271839922165031,0.13740649561420726,0.005681818181818182,0.9147727272727273,0.6363636363636364,0.005681818181818182,0.9886363636363636,MA-RS,1.00
U56,RULES v1,756,21,10.0,176,0.14750633538862817,0.04792523210860642,0.2435536079157986,0.024792400244087343,0.04093572328558779,0.06787270951563806,0.13740649561420726,0.011363636363636364,0.19886363636363635,0.011363636363636364,0.7045454545454546,0.17045454545454544,RULES v1,RULES v1
U56,RULES v2 live,756,21,10.0,176,0.31880618080330253,0.037545160262889316,0.6502963314995666,0.020068637891597532,0.04093572328558779,0.07981660706238913,0.13740649561420726,0.1875,0.9147727272727273,0.5170454545454546,0.9545454545454546,0.24431818181818182,RULES v2 live,RULES v2 live
U56,TOP20 g0.50,756,21,10.0,176,0.25738980548388724,0.045383990735429904,0.5503747620443367,0.019144115211029426,0.04093572328558779,0.08095913494074758,0.13740649561420726,0.13636363636363635,0.8295454545454546,0.3409090909090909,0.9772727272727273,0.24431818181818182,TOP20,0.50
U56,TOP20 g0.75,756,21,10.0,176,0.401172001549773,0.06622913507805148,0.5509419987311271,0.02980761329357532,0.04093572328558779,0.12129580898932102,0.13740649561420726,0.1534090909090909,0.8295454545454546,0.3409090909090909,0.36363636363636365,0.7784090909090909,TOP20,0.75
U56,TOP20 g1.00,756,21,10.0,176,0.5550102699160212,0.08565347994518127,0.5512585184849648,0.041214323349383894,0.04093572328558779,0.161532287241701,0.13740649561420726,0.0,0.8352272727272727,0.3409090909090909,0.0,0.9431818181818182,TOP20,1.00
