drop_frac,arm,full_rate,frac_freelunch_sign,frac_priceable,dCAGR_med,dMaxDD_med,rate_q25,rate_med,rate_q75,frac_rate_neg,IQR_spans_0,ARTEFACT
0.1,abs12-dg,,0.64,0.63,-0.10026887067575707,0.9251247738684854,-0.1696882197631426,-0.053315639016358156,-0.023200640746946086,0.51,False,True
0.1,abs12-rw,-0.3991864891647548,0.99,0.79,-1.0278235001831337,2.0126054507837,-0.7573343148244223,-0.46849336625899823,-0.3341362180883733,0.79,False,False
0.1,g200-dg,-0.33857535329605637,0.82,0.83,-0.23619490532202914,1.7674433463754025,-0.22838432453142182,-0.07472595973433943,-0.05102023549782016,0.7,False,True
0.1,g200-rw,-1.4143562110020989,1.0,0.49,-1.2856811643551458,0.04908993914875537,-1.5754098362547528,-1.0322972913425759,-0.5997484804083213,0.49,False,False
0.1,v1gate-dg,-0.5372291354714036,0.78,0.83,-0.2485487966977451,1.7674433463755024,-0.22381685803805046,-0.08789582668282667,-0.03545762563669192,0.68,False,True
0.1,v1gate-rw,-0.9265846198494939,0.93,0.47,-0.6932399089824903,-0.007140460270477211,-0.9559992032600799,-0.588399199603664,-0.4248693302804641,0.46,False,False
0.25,abs12-dg,,0.52,0.7,-0.014366159656487021,2.2505993489872034,-0.07422365696090918,-0.025491426725472333,0.04109567417060804,0.4,True,True
0.25,abs12-rw,-0.3991864891647548,0.93,0.79,-0.8735939903635637,2.013218108104126,-0.6223265856036583,-0.3698109282367246,-0.2305406627844351,0.77,False,False
0.25,g200-dg,-0.33857535329605637,0.69,0.88,-0.21452425448034163,3.1579018146405566,-0.10274246150710763,-0.05325825952286792,0.009092452533632125,0.63,True,True
0.25,g200-rw,-1.4143562110020989,0.93,0.65,-0.8495687744149882,1.1918858030833257,-0.8303134185836382,-0.5310852253083856,-0.25530647562160513,0.63,False,False
0.25,v1gate-dg,-0.5372291354714036,0.55,0.86,-0.05754790140490851,3.1579018146405122,-0.08585424852439937,-0.022522844454636266,0.06109365328871831,0.52,True,True
0.25,v1gate-rw,-0.9265846198494939,0.77,0.61,-0.4036111367991091,0.7631939168843083,-0.4318568349493667,-0.18794467489872407,-0.0809775609993495,0.53,False,True
