sel,panel,book,cost,ctl_OOS_Sharpe,spy_OOS_Sharpe,spy_OOS_CAGR,spy_OOS_MaxDD,v1_OOS_Sharpe,v1_OOS_CAGR,v1_OOS_MaxDD,pick,n_admitted,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,beat_spy,beat_v1,beat_ctl,oos_best
S0 none,u56,TOP20,25.0,1.0721876011978528,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.39920030769495,0.037834702288707334,-0.14177187688535975,control,17,0.15087237124064035,1.0721876011978528,-0.22340270136729112,True,True,False,False
S1 CAGR floor,u56,TOP20,25.0,1.0721876011978528,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.39920030769495,0.037834702288707334,-0.14177187688535975,(none),0,,,,,,,
S2 no adequacy bar,u56,TOP20,25.0,1.0721876011978528,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.39920030769495,0.037834702288707334,-0.14177187688535975,(none),0,,,,,,,
S3 gross level 0.50,u56,TOP20,25.0,1.0721876011978528,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.39920030769495,0.037834702288707334,-0.14177187688535975,(none),0,,,,,,,
S4 cv bar 0.020,u56,TOP20,25.0,1.0721876011978528,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.39920030769495,0.037834702288707334,-0.14177187688535975,(none),0,,,,,,,
S0 none,u56,EWall,10.0,1.1357379992068701,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.747063834691694,0.07730300522922962,-0.13827796154480798,abs12-rw,17,0.12045286302342895,1.031338857338196,-0.19885932203290213,True,True,False,False
S1 CAGR floor,u56,EWall,10.0,1.1357379992068701,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.747063834691694,0.07730300522922962,-0.13827796154480798,abs12-rw,10,0.12045286302342895,1.031338857338196,-0.19885932203290213,True,True,False,False
S2 no adequacy bar,u56,EWall,10.0,1.1357379992068701,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.747063834691694,0.07730300522922962,-0.13827796154480798,abs12-rw,12,0.12045286302342895,1.031338857338196,-0.19885932203290213,True,True,False,False
S3 gross level 0.50,u56,EWall,10.0,1.1357379992068701,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.747063834691694,0.07730300522922962,-0.13827796154480798,abs12-rw,12,0.12045286302342895,1.031338857338196,-0.19885932203290213,True,True,False,False
S4 cv bar 0.020,u56,EWall,10.0,1.1357379992068701,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.747063834691694,0.07730300522922962,-0.13827796154480798,band3-dg,4,0.09534722887472857,1.285072363206482,-0.12054942313126815,True,True,True,True
S0 none,u56,EWall,25.0,1.1250416500196643,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.39920030769495,0.037834702288707334,-0.14177187688535975,control,17,0.13671134762230652,1.1250416500196643,-0.22547617750089244,True,True,False,False
S1 CAGR floor,u56,EWall,25.0,1.1250416500196643,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.39920030769495,0.037834702288707334,-0.14177187688535975,control,8,0.13671134762230652,1.1250416500196643,-0.22547617750089244,True,True,False,False
S2 no adequacy bar,u56,EWall,25.0,1.1250416500196643,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.39920030769495,0.037834702288707334,-0.14177187688535975,control,10,0.13671134762230652,1.1250416500196643,-0.22547617750089244,True,True,False,False
S3 gross level 0.50,u56,EWall,25.0,1.1250416500196643,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.39920030769495,0.037834702288707334,-0.14177187688535975,control,10,0.13671134762230652,1.1250416500196643,-0.22547617750089244,True,True,False,False
S4 cv bar 0.020,u56,EWall,25.0,1.1250416500196643,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.39920030769495,0.037834702288707334,-0.14177187688535975,band3-dg,3,0.0924133776660172,1.2482435320727505,-0.12092631068492765,True,True,True,True
S0 none,broad,V1u,10.0,0.5726795060813383,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.5762505378038233,0.05941502665859644,-0.2119126361153264,ebud-0.20,17,0.028643756322064506,0.39907214268929586,-0.17941747934872254,False,False,False,False
S1 CAGR floor,broad,V1u,10.0,0.5726795060813383,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.5762505378038233,0.05941502665859644,-0.2119126361153264,(none),0,,,,,,,
S2 no adequacy bar,broad,V1u,10.0,0.5726795060813383,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.5762505378038233,0.05941502665859644,-0.2119126361153264,(none),0,,,,,,,
S3 gross level 0.50,broad,V1u,10.0,0.5726795060813383,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.5762505378038233,0.05941502665859644,-0.2119126361153264,(none),0,,,,,,,
S4 cv bar 0.020,broad,V1u,10.0,0.5726795060813383,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.5762505378038233,0.05941502665859644,-0.2119126361153264,(none),0,,,,,,,
S0 none,broad,V1u,25.0,0.14599987578246443,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.15539928865606328,0.011143568780353386,-0.26721084947028584,ebud-0.10,17,-0.000919943279876767,5.113546624357708e-05,-0.11335965255625091,False,False,False,False
S1 CAGR floor,broad,V1u,25.0,0.14599987578246443,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.15539928865606328,0.011143568780353386,-0.26721084947028584,(none),0,,,,,,,
S2 no adequacy bar,broad,V1u,25.0,0.14599987578246443,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.15539928865606328,0.011143568780353386,-0.26721084947028584,(none),0,,,,,,,
S3 gross level 0.50,broad,V1u,25.0,0.14599987578246443,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.15539928865606328,0.011143568780353386,-0.26721084947028584,(none),0,,,,,,,
S4 cv bar 0.020,broad,V1u,25.0,0.14599987578246443,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.15539928865606328,0.011143568780353386,-0.26721084947028584,(none),0,,,,,,,
S0 none,broad,TOP20,10.0,0.9301240819488711,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.5762505378038233,0.05941502665859644,-0.2119126361153264,ebud-0.10,17,0.12228211061770566,0.8535342288080167,-0.2288828170330488,False,True,False,False
S1 CAGR floor,broad,TOP20,10.0,0.9301240819488711,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.5762505378038233,0.05941502665859644,-0.2119126361153264,ebud-0.10,12,0.12228211061770566,0.8535342288080167,-0.2288828170330488,False,True,False,False
S2 no adequacy bar,broad,TOP20,10.0,0.9301240819488711,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.5762505378038233,0.05941502665859644,-0.2119126361153264,ebud-0.10,12,0.12228211061770566,0.8535342288080167,-0.2288828170330488,False,True,False,False
S3 gross level 0.50,broad,TOP20,10.0,0.9301240819488711,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.5762505378038233,0.05941502665859644,-0.2119126361153264,ebud-0.10,12,0.12228211061770566,0.8535342288080167,-0.2288828170330488,False,True,False,False
S4 cv bar 0.020,broad,TOP20,10.0,0.9301240819488711,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.5762505378038233,0.05941502665859644,-0.2119126361153264,ebud-0.10,10,0.12228211061770566,0.8535342288080167,-0.2288828170330488,False,True,False,False
S0 none,broad,TOP20,25.0,0.8066189970303554,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.15539928865606328,0.011143568780353386,-0.26721084947028584,ebud-0.10,17,0.10539299399804758,0.7510865702437203,-0.23016855578352646,False,True,False,False
S1 CAGR floor,broad,TOP20,25.0,0.8066189970303554,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.15539928865606328,0.011143568780353386,-0.26721084947028584,ebud-0.10,1,0.10539299399804758,0.7510865702437203,-0.23016855578352646,False,True,False,False
S2 no adequacy bar,broad,TOP20,25.0,0.8066189970303554,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.15539928865606328,0.011143568780353386,-0.26721084947028584,ebud-0.10,1,0.10539299399804758,0.7510865702437203,-0.23016855578352646,False,True,False,False
S3 gross level 0.50,broad,TOP20,25.0,0.8066189970303554,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.15539928865606328,0.011143568780353386,-0.26721084947028584,ebud-0.10,1,0.10539299399804758,0.7510865702437203,-0.23016855578352646,False,True,False,False
S4 cv bar 0.020,broad,TOP20,25.0,0.8066189970303554,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.15539928865606328,0.011143568780353386,-0.26721084947028584,ebud-0.10,1,0.10539299399804758,0.7510865702437203,-0.23016855578352646,False,True,False,False
S0 none,broad,EWall,10.0,1.1022031339130582,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.5762505378038233,0.05941502665859644,-0.2119126361153264,vol60-dg,17,0.12011126700793429,1.1224553129457142,-0.18696236312424186,True,True,True,False
S1 CAGR floor,broad,EWall,10.0,1.1022031339130582,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.5762505378038233,0.05941502665859644,-0.2119126361153264,vol60-dg,5,0.12011126700793429,1.1224553129457142,-0.18696236312424186,True,True,True,False
S2 no adequacy bar,broad,EWall,10.0,1.1022031339130582,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.5762505378038233,0.05941502665859644,-0.2119126361153264,vol60-dg,9,0.12011126700793429,1.1224553129457142,-0.18696236312424186,True,True,True,False
S3 gross level 0.50,broad,EWall,10.0,1.1022031339130582,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.5762505378038233,0.05941502665859644,-0.2119126361153264,vol60-dg,9,0.12011126700793429,1.1224553129457142,-0.18696236312424186,True,True,True,False
S4 cv bar 0.020,broad,EWall,10.0,1.1022031339130582,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.5762505378038233,0.05941502665859644,-0.2119126361153264,vol60-dg,5,0.12011126700793429,1.1224553129457142,-0.18696236312424186,True,True,True,False
S0 none,broad,EWall,25.0,1.0913501695849346,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.15539928865606328,0.011143568780353386,-0.26721084947028584,vol60-dg,17,0.11769385576362001,1.1020383628219215,-0.18709252316824732,True,True,True,False
S1 CAGR floor,broad,EWall,25.0,1.0913501695849346,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.15539928865606328,0.011143568780353386,-0.26721084947028584,vol60-dg,1,0.11769385576362001,1.1020383628219215,-0.18709252316824732,True,True,True,False
S2 no adequacy bar,broad,EWall,25.0,1.0913501695849346,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.15539928865606328,0.011143568780353386,-0.26721084947028584,vol60-dg,2,0.11769385576362001,1.1020383628219215,-0.18709252316824732,True,True,True,False
S3 gross level 0.50,broad,EWall,25.0,1.0913501695849346,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.15539928865606328,0.011143568780353386,-0.26721084947028584,vol60-dg,2,0.11769385576362001,1.1020383628219215,-0.18709252316824732,True,True,True,False
S4 cv bar 0.020,broad,EWall,25.0,1.0913501695849346,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.15539928865606328,0.011143568780353386,-0.26721084947028584,vol60-dg,2,0.11769385576362001,1.1020383628219215,-0.18709252316824732,True,True,True,False
S0 none,small,V1u,10.0,0.5310569496765438,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.5806618551671671,0.07921670849894169,-0.3283573771619781,ebud-0.20,17,0.01908476555919525,0.24417112027820617,-0.31937131448322054,False,False,False,False
S1 CAGR floor,small,V1u,10.0,0.5310569496765438,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.5806618551671671,0.07921670849894169,-0.3283573771619781,(none),0,,,,,,,
S2 no adequacy bar,small,V1u,10.0,0.5310569496765438,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.5806618551671671,0.07921670849894169,-0.3283573771619781,(none),0,,,,,,,
S3 gross level 0.50,small,V1u,10.0,0.5310569496765438,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.5806618551671671,0.07921670849894169,-0.3283573771619781,(none),0,,,,,,,
S4 cv bar 0.020,small,V1u,10.0,0.5310569496765438,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.5806618551671671,0.07921670849894169,-0.3283573771619781,(none),0,,,,,,,
S0 none,small,V1u,25.0,0.19789328807651982,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.250067051410945,0.026724735037732872,-0.43035606447187935,ebud-0.20,17,-0.011954737382619207,-0.07590118955195838,-0.37923977856856683,False,False,False,False
S1 CAGR floor,small,V1u,25.0,0.19789328807651982,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.250067051410945,0.026724735037732872,-0.43035606447187935,(none),0,,,,,,,
S2 no adequacy bar,small,V1u,25.0,0.19789328807651982,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.250067051410945,0.026724735037732872,-0.43035606447187935,(none),0,,,,,,,
S3 gross level 0.50,small,V1u,25.0,0.19789328807651982,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.250067051410945,0.026724735037732872,-0.43035606447187935,(none),0,,,,,,,
S4 cv bar 0.020,small,V1u,25.0,0.19789328807651982,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.250067051410945,0.026724735037732872,-0.43035606447187935,(none),0,,,,,,,
S0 none,small,TOP20,10.0,0.8091056551333645,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.5806618551671671,0.07921670849894169,-0.3283573771619781,ebud-0.20,17,0.16378025010645647,0.7922553146106635,-0.30167155631651643,False,True,False,False
S1 CAGR floor,small,TOP20,10.0,0.8091056551333645,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.5806618551671671,0.07921670849894169,-0.3283573771619781,(none),0,,,,,,,
S2 no adequacy bar,small,TOP20,10.0,0.8091056551333645,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.5806618551671671,0.07921670849894169,-0.3283573771619781,(none),0,,,,,,,
S3 gross level 0.50,small,TOP20,10.0,0.8091056551333645,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.5806618551671671,0.07921670849894169,-0.3283573771619781,(none),0,,,,,,,
S4 cv bar 0.020,small,TOP20,10.0,0.8091056551333645,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.5806618551671671,0.07921670849894169,-0.3283573771619781,(none),0,,,,,,,
S0 none,small,TOP20,25.0,0.6962918593916119,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.250067051410945,0.026724735037732872,-0.43035606447187935,ebud-0.20,17,0.1353727316144473,0.681419573302655,-0.3029070451977667,False,True,False,False
S1 CAGR floor,small,TOP20,25.0,0.6962918593916119,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.250067051410945,0.026724735037732872,-0.43035606447187935,(none),0,,,,,,,
S2 no adequacy bar,small,TOP20,25.0,0.6962918593916119,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.250067051410945,0.026724735037732872,-0.43035606447187935,(none),0,,,,,,,
S3 gross level 0.50,small,TOP20,25.0,0.6962918593916119,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.250067051410945,0.026724735037732872,-0.43035606447187935,(none),0,,,,,,,
S4 cv bar 0.020,small,TOP20,25.0,0.6962918593916119,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.250067051410945,0.026724735037732872,-0.43035606447187935,(none),0,,,,,,,
S0 none,small,EWall,10.0,0.6366624355474834,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.5806618551671671,0.07921670849894169,-0.3283573771619781,control,17,0.10089643214031607,0.6366624355474834,-0.36166373582084055,False,True,False,False
S1 CAGR floor,small,EWall,10.0,0.6366624355474834,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.5806618551671671,0.07921670849894169,-0.3283573771619781,(none),0,,,,,,,
S2 no adequacy bar,small,EWall,10.0,0.6366624355474834,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.5806618551671671,0.07921670849894169,-0.3283573771619781,(none),0,,,,,,,
S3 gross level 0.50,small,EWall,10.0,0.6366624355474834,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.5806618551671671,0.07921670849894169,-0.3283573771619781,(none),0,,,,,,,
S4 cv bar 0.020,small,EWall,10.0,0.6366624355474834,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.5806618551671671,0.07921670849894169,-0.3283573771619781,(none),0,,,,,,,
S0 none,small,EWall,25.0,0.6206770724346838,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.250067051410945,0.026724735037732872,-0.43035606447187935,ddctl-8/.5/recover,17,0.07553049086706154,0.6830863344772165,-0.23421384151565972,False,True,True,False
S1 CAGR floor,small,EWall,25.0,0.6206770724346838,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.250067051410945,0.026724735037732872,-0.43035606447187935,(none),0,,,,,,,
S2 no adequacy bar,small,EWall,25.0,0.6206770724346838,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.250067051410945,0.026724735037732872,-0.43035606447187935,(none),0,,,,,,,
S3 gross level 0.50,small,EWall,25.0,0.6206770724346838,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.250067051410945,0.026724735037732872,-0.43035606447187935,(none),0,,,,,,,
S4 cv bar 0.020,small,EWall,25.0,0.6206770724346838,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.250067051410945,0.026724735037732872,-0.43035606447187935,(none),0,,,,,,,
