panel,book,conv,cost,pick,pick_flips,IS_Sharpe,OOS_Sharpe,OOS_CAGR,OOS_MaxDD,slowest_OOS_Sharpe,grid_mean_OOS,donothing_OOS_Sharpe,donothing_OOS_CAGR,donothing_OOS_MaxDD,grossmatched_OOS_Sharpe,spy_OOS_Sharpe,spy_OOS_CAGR,spy_OOS_MaxDD,rho_IS_OOS,rho_flips_OOS
U56,ew-all,dg,10,BAND/0.08,0.802310010704735,1.1222405970705507,1.1725661294839487,0.09057348685330435,-0.14466924685909255,1.1302518410841336,1.140057951068997,1.2850723632064818,0.09534722887472857,-0.12054942313126815,1.135864735704588,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.5582822085889572,0.6687116564417179
U56,ew-all,dg,25,BAND/0.12,0.5176193617449902,1.1029708173276902,1.1568946050973048,0.0886033889042046,-0.12160760560473527,1.115180544632876,1.1073267204797366,1.2482435320727505,0.0924133776660172,-0.12092631068492765,1.1247411135709016,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.34969325153374237,0.6319018404907976
U56,ew-all,rw,10,STALE/63.0,1.0322524579414518,1.1977184137548376,0.9993968305417334,0.12070591277414411,-0.22534155603257244,1.1728308440765642,1.12254486944347,1.2850723632064818,0.09534722887472857,-0.12054942313126815,1.1357379992068697,0.8820107671822842,0.15450717694493266,-0.33717235283398284,-0.33006134969325157,0.04539877300613497
U56,ew-all,rw,25,STALE/63.0,1.0322524579414518,1.162015640090123,0.9672561794340613,0.11636531266909134,-0.22555472276931776,1.1558158010794513,1.0726108221152961,1.2482435320727505,0.0924133776660172,-0.12092631068492765,1.1250416500196643,0.8820107671822842,0.15450717694493266,-0.33717235283398284,-0.06748466257668713,-0.33006134969325157
U56,top20,dg,10,STALE/63.0,1.0322524579414518,1.2238682139997035,1.0682643915571723,0.14537757581824207,-0.21556355929290094,1.1546134696310693,1.1544359967072655,1.2850723632064818,0.09534722887472857,-0.12054942313126815,1.1357772918496907,0.8820107671822842,0.15450717694493266,-0.33717235283398284,-0.12638036809815953,0.33006134969325157
U56,top20,dg,25,STALE/63.0,1.0322524579414518,1.1179223526088329,0.979042137841209,0.1316004375078208,-0.21687900417333983,1.0852278375234667,1.063482283752501,1.2482435320727505,0.0924133776660172,-0.12092631068492765,1.1250285355723786,0.8820107671822842,0.15450717694493266,-0.33717235283398284,-0.04049079754601227,0.16073619631901842
U56,top20,rw,10,STALE/63.0,1.0322524579414518,1.2404761140709706,1.0593132191015915,0.14916387003270204,-0.21957618843621773,1.188670248157403,1.1355592422769494,1.2850723632064818,0.09534722887472857,-0.12054942313126815,1.1357379992068697,0.8820107671822842,0.15450717694493266,-0.33717235283398284,-0.445398773006135,0.08957055214723927
U56,top20,rw,25,STALE/63.0,1.0322524579414518,1.131664775697526,0.9683133973244177,0.13456273744655478,-0.22093433691384012,1.118309509686579,1.0402551312923263,1.2482435320727505,0.0924133776660172,-0.12092631068492765,1.1250416500196643,0.8820107671822842,0.15450717694493266,-0.33717235283398284,-0.18773006134969328,-0.13374233128834356
B136,ew-all,dg,10,BAND/0.08,0.8821561084427852,1.1411863398422468,1.109464233897109,0.08363493461181792,-0.14813995230211774,1.0119644889246104,1.043549085145644,1.1185082795688426,0.07983337481604336,-0.1224079386020801,1.1033166807259036,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.445398773006135,0.7128834355828222
B136,ew-all,dg,25,BAND/0.08,0.8821561084427852,1.1190108375910581,1.0830816870251903,0.08150637071722855,-0.14838094033740212,0.9955964867772489,1.0072486549373256,1.0740236940215924,0.07643420182382155,-0.12284879701089024,1.0920295062805925,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.35705521472392643,0.38895705521472396
B136,ew-all,rw,10,STALE/126.0,0.687942455213858,1.2165361814497833,1.041898628791362,0.13091405133086687,-0.25303846342850256,1.115537848224184,1.0758338257221614,1.1185082795688426,0.07983337481604336,-0.1224079386020801,1.1022031339130582,0.8820239235972316,0.1545044425578177,-0.3371595330739301,-0.3030674846625767,0.06257668711656442
B136,ew-all,rw,25,STALE/126.0,0.687942455213858,1.1925363350348681,1.0186375381269996,0.12765394546050457,-0.2532371349179945,1.0967153747902942,1.0239847851764214,1.0740236940215924,0.07643420182382155,-0.12284879701089024,1.0913501695849346,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.5165644171779141,-0.7153374233128835
B136,top20,dg,10,STALE/63.0,1.0763697616717123,1.181856171641059,0.929215660094209,0.14522743842092933,-0.23559744270785254,0.9922705419141529,0.926658080610376,1.1185082795688426,0.07983337481604336,-0.1224079386020801,1.1022031339130582,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.27116564417177913,-0.18282208588957058
B136,top20,dg,25,STALE/63.0,1.0763697616717123,1.0494376905761673,0.8083258886686224,0.12338581249672598,-0.23709882589153575,0.8770085795487124,0.8026060456729516,1.0740236940215924,0.07643420182382155,-0.12284879701089024,1.0913501695849346,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.37914110429447856,-0.27116564417177913
B136,top20,rw,10,STALE/63.0,1.0763697616717123,1.1683446934680064,0.923845554628213,0.1448905458836558,-0.23559744270785254,0.991246006203366,0.9306659048015515,1.1185082795688426,0.07983337481604336,-0.1224079386020801,1.1022031339130582,0.8820239235972316,0.1545044425578177,-0.3371595330739301,-0.1901840490797546,0.16319018404907976
B136,top20,rw,25,STALE/63.0,1.0763697616717123,1.036050023172431,0.8015583676385095,0.12270332316084276,-0.23709882589153575,0.874459603124001,0.8049168014730473,1.0740236940215924,0.07643420182382155,-0.12284879701089024,1.0913501695849346,0.8820239235972316,0.1545044425578177,-0.3371595330739301,-0.05521472392638037,0.013496932515337423
SMALL439,ew-all,dg,10,STALE/126.0,0.85263124910783,0.7176580027529945,0.48817755290877046,0.04098951869392087,-0.23662563924839597,0.6021171247015558,0.552821196548429,0.5680478293625536,0.03848481853840191,-0.1468466036229472,0.6385407847553514,0.8820107671822842,0.15450717694493266,-0.33717235283398284,-0.09938650306748467,-0.11165644171779142
SMALL439,ew-all,dg,25,STALE/126.0,0.85263124910783,0.6931382341203307,0.46229548517009406,0.038553482194156885,-0.23902007970605033,0.5812340610872818,0.5046931485909317,0.5072384615166255,0.03401470587677502,-0.1524744867915936,0.621957933330254,0.8820107671822842,0.15450717694493266,-0.33717235283398284,-0.015950920245398775,-0.26871165644171785
SMALL439,ew-all,rw,10,ABS/0.05,2.3506582039614097,0.7432445444983118,0.6397277739758584,0.09591973417243027,-0.3592585421419292,0.5756139416814587,0.6054399986517816,0.5680478293625536,0.03848481853840191,-0.1468466036229472,0.6366624355474833,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.543558282208589,-0.47975460122699387
SMALL439,ew-all,rw,25,ABS/0.2,0.83718948127052,0.7045390000307279,0.5705272998500833,0.08357003426260956,-0.36902270733316167,0.5529177326870697,0.5447960616146701,0.5072384615166255,0.03401470587677502,-0.1524744867915936,0.6206770724346838,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.6368098159509203,-0.6687116564417179
SMALL439,top20,dg,10,STALE/126.0,0.85263124910783,0.7312966248551158,0.5647725788941034,0.10531797874293503,-0.30659495684704496,0.505401269691775,0.7508175941985025,0.5680478293625536,0.03848481853840191,-0.1468466036229472,0.6366624355474833,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.32079458049278275,0.4576687116564418
SMALL439,top20,dg,25,STALE/126.0,0.85263124910783,0.6011990532020836,0.4533291610385941,0.07848685674670897,-0.3302239786784751,0.3906177046787514,0.6372514633556206,0.5072384615166255,0.03401470587677502,-0.1524744867915936,0.6206770724346838,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.3084563273969065,0.4576687116564418
SMALL439,top20,rw,10,STALE/126.0,0.85263124910783,0.7312966248551159,0.5647725788941035,0.10531797874293503,-0.30659495684704485,0.505471528339559,0.750133901834574,0.5680478293625536,0.03848481853840191,-0.1468466036229472,0.6366624355474833,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.32079458049278275,0.4576687116564418
SMALL439,top20,rw,25,STALE/126.0,0.85263124910783,0.6011990532020837,0.45332916103859416,0.07848685674670897,-0.33022397867847475,0.39066191084776364,0.6365414045673601,0.5072384615166255,0.03401470587677502,-0.1524744867915936,0.6206770724346838,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.3084563273969065,0.4576687116564418
