panel,flag,arm,cost,end,depth,published,turnover_yr,FULL_CAGR,FULL_Sharpe,FULL_MaxDD,H1_Sharpe,H2_Sharpe,H1_CAGR,H2_CAGR,R8_IS_CAGR,R8_IS_Sharpe,R8_IS_MaxDD,R8_OOS_CAGR,R8_OOS_Sharpe,R8_OOS_MaxDD,mean_held,BindSharpe,Sharpe,CAGR,MaxDD,OOS_Sharpe,pass4a,pass4b
U56,band,0.35,10,pub,0,1,0.45207890257892047,0.05732656087729193,1.1270361898308499,-0.08992332746774878,1.2266412721724684,1.1010137195177387,0.04857954232957207,0.0661465451184915,0.04405652668900317,1.0945170565542215,-0.05360618906608372,0.06839996908820734,1.1731422088562884,-0.08992332746774889,16.22340425531915,1.1010137195177387,1.1270361898308499,0.05732656087729193,-0.08992332746774878,1.1731422088562884,0.0,0.0
U56,band,0.35,25,pub,0,1,0.45207890257892047,0.05661001732851312,1.113658250026169,-0.09002377073194667,1.2130169958365753,1.0873246356704045,0.04801755800332197,0.065272924287612,0.043486257031263076,1.080915959980973,-0.0537413216572703,0.06756005062573611,1.1595612828520767,-0.0900237707319469,16.22340425531915,1.0873246356704045,1.113658250026169,0.05661001732851312,-0.09002377073194667,1.1595612828520767,0.0,0.0
U56,band,0.44999999999999996,10,hi,1,0,0.3291033114834581,0.04508616018221434,1.1725760541064705,-0.07276575888646664,1.3666751941434843,1.158104724572802,0.034389204606821266,0.055893736458279664,0.03067396300916947,1.2201263214504605,-0.03318780597003801,0.05712645613440537,1.2211896604385244,-0.07276575888646575,10.479148936170212,1.158104724572802,1.1725760541064705,0.04508616018221434,-0.07276575888646664,1.2211896604385244,0.0,0.0
U56,band,0.44999999999999996,25,hi,1,0,0.3291033114834581,0.04457051862156414,1.1597077518499135,-0.07352443353615978,1.3527752656703176,1.1448047843452545,0.03403012553266671,0.055218355278811915,0.030315434093049598,1.2062147848263376,-0.03325093404105217,0.056477977495341,1.208002987747983,-0.07352443353616,10.479148936170212,1.1448047843452545,1.1597077518499135,0.04457051862156414,-0.07352443353615978,1.208002987747983,0.0,0.0
U56,band,0.5499999999999999,10,hi,2,0,0.2739528316614226,0.035105618888983336,1.0665320684067847,-0.07888299445173019,1.1505182031792833,1.088987412596647,0.025814425427652443,0.04448096624189124,0.022817345411555,1.0142035372400127,-0.03453966864063518,0.045353352394430946,1.1455030348355255,-0.07888299445172897,8.401914893617022,1.088987412596647,1.0665320684067847,0.035105618888983336,-0.07888299445173019,1.1455030348355255,0.0,0.0
U56,band,0.5499999999999999,25,hi,2,0,0.2739528316614226,0.03468045973560274,1.0540757490985526,-0.07954462949092644,1.1370838284945548,1.0762421545185648,0.025506697736961792,0.0439362864437125,0.022510347001386988,1.0008286431185183,-0.03501416895604459,0.04482862968770518,1.1328262335222388,-0.07954462949092678,8.401914893617022,1.0762421545185648,1.0540757490985526,0.03468045973560274,-0.07954462949092644,1.1328262335222388,0.0,0.0
U56,band,0.6499999999999999,10,hi,3,0,0.1837833061872929,0.02363662411504719,0.9893418136613753,-0.06028099611481197,0.8708666844793096,1.129480572230588,0.013115459358062243,0.03426705076002445,0.010432994876369728,0.7112190111213983,-0.050442165983756615,0.03465816445678915,1.1749074895538345,-0.06028099611480986,5.05936170212766,0.8708666844793096,0.9893418136613753,0.02363662411504719,-0.06028099611481197,1.1749074895538345,0.0,0.0
U56,band,0.6499999999999999,25,hi,3,0,0.1837833061872929,0.023354533918144904,0.9778699254775174,-0.06076203564649196,0.8582322525295367,1.1176359349890015,0.01292193887829507,0.0338945795275678,0.010243997383864611,0.698544566855347,-0.05085195584189717,0.03429748258140353,1.1631063371432728,-0.060762035646490964,5.05936170212766,0.8582322525295367,0.9778699254775174,0.023354533918144904,-0.06076203564649196,1.1631063371432728,0.0,0.0
U56,gross,0.25,10,pub,0,1,0.606887313060142,0.028576222185126232,1.203676260271072,-0.040991624292728734,1.2294220615330904,1.1839240685608385,0.027530799996132282,0.029622707999223508,0.025247739783935907,1.10293878589323,-0.026608379885781575,0.03133004435797293,1.2826637491525856,-0.04099162429272918,36.36021276595745,1.1839240685608385,1.203676260271072,0.028576222185126232,-0.040991624292728734,1.2826637491525856,0.0,0.0
U56,gross,0.25,25,pub,0,1,0.606887313060142,0.027640371362573468,1.1651031610961526,-0.04113059511085748,1.1905864637125003,1.145475829500406,0.026643943739469655,0.028637766086310412,0.024323019315140915,1.0633425256045808,-0.02748062120004069,0.030384965023411148,1.2448611200762612,-0.04113059511085737,36.36021276595745,1.145475829500406,1.1651031610961526,0.027640371362573468,-0.04113059511085748,1.2448611200762612,0.0,0.0
U56,gross,0.5,10,pub,0,1,1.196027203683441,0.057403262310617986,1.2037660239448476,-0.08117569024040006,1.2301991952682225,1.1834501599657088,0.05533371031668599,0.05947687277952696,0.05062237257057922,1.1036526229043062,-0.052901782453325885,0.06302979833530631,1.2822447604837504,-0.08117569024039983,36.36021276595745,1.1834501599657088,1.2037660239448476,0.057403262310617986,-0.08117569024040006,1.2822447604837504,0.0,0.0
U56,gross,0.5,25,pub,0,1,1.196027203683441,0.0555081824236352,1.1657636340365876,-0.08143953588415276,1.191952934586277,1.1455560471384134,0.05354083763222661,0.057479200964926536,0.048756726713498955,1.064650087227099,-0.0547653172239142,0.06111021094551905,1.2449944805001487,-0.08143953588415209,36.36021276595745,1.1455560471384134,1.1657636340365876,0.0555081824236352,-0.08143953588415276,1.2449944805001487,0.0,0.0
U56,gross,0.75,10,pub,0,1,1.7753428583825799,0.08644750633071019,1.2037308291391255,-0.12054947359101975,1.2308642464341357,1.182843123927143,0.08338239018460492,0.08952129433365386,0.07609417819718378,1.1042574813043367,-0.07887427114195611,0.0950629792087272,1.2816876607860581,-0.12054947359101964,36.36021276595745,1.182843123927143,1.2037308291391255,0.08644750633071019,-0.12054947359101975,1.2816876607860581,0.0,0.0
U56,gross,0.75,25,pub,0,1,1.7753428583825799,0.08355862722433804,1.1661345483302161,-0.1209263608304102,1.1930457534454102,1.1453354631554875,0.08065396373451561,0.08647109808846554,0.07326118003416826,1.0656889651027908,-0.08184897893251619,0.09212739255649671,1.2448211067050887,-0.12092636083040953,36.36021276595745,1.1453354631554875,1.1661345483302161,0.08355862722433804,-0.1209263608304102,1.2448211067050887,0.0,0.0
U56,gross,1.0,10,pub,0,1,2.3543300129713574,0.11567128721007824,1.2035536763611097,-0.15910993717728794,1.2313933820683174,1.1820923225070594,0.1116463145599349,0.11971083320483844,0.10162941033006478,1.1047292920679197,-0.10452242182198213,0.1273891568605623,1.280980913061307,-0.15910993717728783,36.36021276595745,1.1820923225070594,1.2035536763611097,0.11567128721007824,-0.15910993717728794,1.280980913061307,0.0,1.0
U56,gross,1.0,25,pub,0,1,2.3543300129713574,0.11173906053844895,1.1661743075490916,-0.15958973974357227,1.1938053051007522,1.1447888015011027,0.10793778856343295,0.1155533744629107,0.0977878006153512,1.0663989513118006,-0.10873375055459622,0.12338091301482734,1.2443137835373204,-0.15958973974357238,36.36021276595745,1.1447888015011027,1.1661743075490916,0.11173906053844895,-0.15958973974357227,1.2443137835373204,0.0,1.0
U56,gross,0.125,10,lo,1,0,0.30614652390614155,0.014254757752692138,1.2035855161606381,-0.02059660674165753,1.2289952277409182,1.1841095256051122,0.013729854075641423,0.014779933221945596,0.01260626334071313,1.1025452244850735,-0.013343129047985625,0.015616632996430013,1.2828199499411783,-0.02059660674165753,36.36021276595745,1.1841095256051122,1.2035855161606381,0.014254757752692138,-0.02059660674165753,1.2828199499411783,0.0,0.0
U56,gross,0.125,25,lo,1,0,0.30614652390614155,0.013789116754991726,1.1646665615324765,-0.02066802908985521,1.1898100319960871,1.1453185790956515,0.013288280476467795,0.014290200581013268,0.012145403432992863,1.0625985634215007,-0.013785667999535178,0.015147037257469576,1.2446751663318556,-0.02066802908985499,36.36021276595745,1.1453185790956515,1.1646665615324765,0.013789116754991726,-0.02066802908985521,1.2446751663318556,0.0,0.0
U56,gross,0.0625,10,lo,2,0,0.15381156923960768,0.007118795995794347,1.203528415496842,-0.010323483720133919,1.2287723120403087,1.1841887938177373,0.006855855416833867,0.007381805241732486,0.006298517180601815,1.1023392576570064,-0.006681245239531508,0.007795953419330148,1.2828842858449043,-0.010323483720133919,36.36021276595745,1.1841887938177373,1.203528415496842,0.007118795995794347,-0.010323483720133919,1.2828842858449043,0.0,0.0
U56,gross,0.0625,25,lo,2,0,0.15381156923960768,0.006886467623411274,1.1644209634407596,-0.01035970201098313,1.1893986882055758,1.145209127873627,0.006635468776358566,0.00713752905560372,0.006068399720450257,1.062203976343013,-0.006904436936774894,0.007561798654136753,1.244551178167861,-0.010359702010982685,36.36021276595745,1.145209127873627,1.1644209634407596,0.006886467623411274,-0.01035970201098313,1.244551178167861,0.0,0.0
U56,gross,0.03125,10,lo,3,0,0.07709872819930116,0.0035572216444770266,1.203496749671895,-0.005168033796155047,1.2286583364863264,1.1842248439385519,0.0034256365637714836,0.003688823980705358,0.0031480787074100736,1.102234004589413,-0.0033431476991857556,0.0038948523310184946,1.282912664247313,-0.005168033796154936,36.36021276595745,1.1842248439385519,1.203496749671895,0.0035572216444770266,-0.005168033796155047,1.282912664247313,0.0,0.0
U56,gross,0.03125,25,lo,3,0,0.07709872819930116,0.003441170045537234,1.1642908764146007,-0.005186271304228329,1.1891868757666875,1.1451461420494589,0.003315534863108871,0.003566820960004824,0.003033090494380497,1.0620010975317298,-0.0034551203091395255,0.003777922899337538,1.244480551772017,-0.00518627130422844,36.36021276595745,1.1451461420494589,1.1642908764146007,0.003441170045537234,-0.005186271304228329,1.244480551772017,0.0,0.0
U56,m,0.1,10,pub,0,1,1.1769542968050641,0.010751551168271867,0.9910365176547227,-0.020775328649079938,1.0399275763011202,0.9605135783226476,0.010076501868329979,0.011427051613801975,0.009354512159217787,0.9412689897570219,-0.010932615262381984,0.011905434461034536,1.030846248527782,-0.02077532864907916,18.266382978723403,0.9605135783226476,0.9910365176547227,0.010751551168271867,-0.020775328649079938,1.030846248527782,0.0,0.0
U56,m,0.1,25,pub,0,1,1.1769542968050641,0.00896872441081542,0.827934347367717,-0.021042709883672628,0.8661285700786708,0.8046242278121636,0.008379851923738357,0.009557940786958818,0.00763965958854218,0.770031245314865,-0.012099155195452127,0.010066399359025091,0.8727907336295185,-0.021042709883672517,18.266382978723403,0.8046242278121636,0.827934347367717,0.00896872441081542,-0.021042709883672628,0.8727907336295185,0.0,0.0
U56,m,0.15,10,pub,0,1,1.7635652614799406,0.016127566965964846,0.9910563522289054,-0.031053889414507485,1.040086955023823,0.9604289869170363,0.015120195717950535,0.01713593789543144,0.014030033406470466,0.9414201089230168,-0.01637864453023341,0.017861103533520994,1.0307742679230556,-0.031053889414507374,18.266382978723403,0.9604289869170363,0.9910563522289054,0.016127566965964846,-0.031053889414507485,1.0307742679230556,0.0,0.0
U56,m,0.15,25,pub,0,1,1.7635652614799406,0.013443132998253171,0.8281429146951307,-0.03145094898980472,0.8664753791800857,0.8047295682648968,0.012566220195909583,0.014320805233459577,0.01144961672449507,0.7703696460868321,-0.018117150483147215,0.01509055663623915,0.8729084692282716,-0.03145094898980516,18.266382978723403,0.8047295682648968,0.8281429146951307,0.013443132998253171,-0.03145094898980472,0.8729084692282716,0.0,0.0
U56,m,0.2,10,pub,0,1,2.348991290716768,0.02150327146437392,0.9910730878149621,-0.04126006790566761,1.04024373460718,0.9603410981926566,0.020167203119916488,0.022841089599076714,0.01870405536533437,0.9415687511765465,-0.021811061873991178,0.023818154449793072,1.0306987840786723,-0.04126006790566772,18.266382978723403,0.9603410981926566,0.9910730878149621,0.02150327146437392,-0.04126006790566761,1.0306987840786723,0.0,0.0
U56,m,0.2,25,pub,0,1,2.348991290716768,0.017910392975948985,0.8283445470859494,-0.041784170208167715,0.8668163136558763,0.8048272474358174,0.0167498651339677,0.019072245455305392,0.01525262647726744,0.7707023961932321,-0.024114082678966975,0.020108040668332272,0.8730183534305375,-0.041784170208167826,18.266382978723403,0.8048272474358174,0.8283445470859494,0.017910392975948985,-0.041784170208167715,0.8730183534305375,0.0,0.0
U56,m,0.25,10,pub,0,1,2.9332832089860803,0.02687830042462025,0.9910864778647065,-0.05139412681265787,1.0403975005563284,0.9602498029572915,0.025217274982919813,0.02854201700856418,0.02337630917294553,0.9417145368397413,-0.027229804716126682,0.02977613763919429,1.0306196450257221,-0.05139412681265798,18.266382978723403,0.9602498029572915,0.9910864778647065,0.02687830042462025,-0.05139412681265787,1.0306196450257221,0.0,0.0
U56,m,0.25,25,pub,0,1,2.9332832089860803,0.02237009911732768,0.8285386326881087,-0.05204266196381757,0.8671503385537398,0.8049169941272176,0.02093049524333579,0.023811732962335297,0.01904838879056059,0.7710285474402421,-0.03008996177912515,0.025118351161718122,0.8731200114622047,-0.05204266196381757,18.266382978723403,0.8049169941272176,0.8285386326881087,0.02237009911732768,-0.05204266196381757,0.8731200114622047,0.0,0.0
U56,m,0.3,10,pub,0,1,3.516488825825506,0.03225228937597935,0.9910965554729171,-0.061456330204820886,1.0405477526681493,0.9601555663925767,0.03027014904129688,0.03423824315736801,0.02804651223500132,0.9418569663687443,-0.03263481297346249,0.035734614263662534,1.0305372631627896,-0.061456330204820775,18.266382978723403,0.9601555663925767,0.9910965554729171,0.03225228937597935,-0.061456330204820886,1.0305372631627896,0.0,0.0
U56,m,0.3,25,pub,0,1,3.516488825825506,0.026821850425750027,0.8287252477405288,-0.06222671603569485,0.8674762010730251,0.8049999572481281,0.02510778955188453,0.02853877734424981,0.02283657236186265,0.771346844288729,-0.036044802559757505,0.030121021269849946,0.8732144665623239,-0.06222671603569496,18.266382978723403,0.8049999572481281,0.8287252477405288,0.026821850425750027,-0.06222671603569485,0.8732144665623239,0.0,0.0
U56,m,0.35,10,pub,0,1,4.098652621934277,0.03762487404061421,0.9911034337869042,-0.0714469540680408,1.04069467438954,0.9600584552580967,0.035325572470331856,0.03992928201206292,0.03271439063591708,0.9419961767469074,-0.03802599057485312,0.04169313842264821,1.0304517375243862,-0.07144695406804125,18.266382978723403,0.9600584552580967,0.9911034337869042,0.03762487404061421,-0.0714469540680408,1.0304517375243862,0.0,0.0
U56,m,0.35,25,pub,0,1,4.098652621934277,0.031265251153142604,0.8289046684629107,-0.07233665387667876,0.8677943348503013,0.8050763033431736,0.02928145393364079,0.03325287186659098,0.026616870454167385,0.7716576036065258,-0.0419785287399288,0.03511557321414083,0.8733019691356789,-0.07233665387667876,18.266382978723403,0.8050763033431736,0.8289046684629107,0.031265251153142604,-0.07233665387667876,0.8733019691356789,0.0,0.0
U56,m,0.4,10,pub,0,1,4.679824887970732,0.04299568085533911,0.9911070153105451,-0.08136625767797279,1.0408382228436734,0.9599583270912097,0.04038328666995272,0.04561463474181515,0.03737966934035675,0.9421322136008372,-0.04340328039632524,0.047651247904648475,1.0303628689723576,-0.08136625767797301,18.266382978723403,0.9599583270912097,0.9911070153105451,0.04299568085533911,-0.08136625767797279,1.0303628689723576,0.0,0.0
U56,m,0.4,25,pub,0,1,4.679824887970732,0.03569988723116868,0.8290766583413883,-0.08237275510148268,0.8681046429639812,0.805145676892372,0.03345118320287188,0.037953484252854386,0.030388976448385785,0.7719609491325589,-0.04789115973043667,0.04010149535968055,0.8733820258306124,-0.08237275510148345,18.266382978723403,0.805145676892372,0.8290766583413883,0.03569988723116868,-0.08237275510148268,0.8733820258306124,0.0,0.0
U56,m,0.45,10,pub,0,1,5.260063656092828,0.048364324884748955,0.9911071126977784,-0.091214512134286,1.040978945886085,0.9598543974675195,0.04544305524143866,0.05129375739861186,0.04204208624481498,0.9422654417136438,-0.048766587839381814,0.053608448605380055,1.030270077448859,-0.09121451213428589,18.266382978723403,0.9598543974675195,0.9911071126977784,0.048364324884748955,-0.091214512134286,1.030270077448859,0.0,0.0
U56,m,0.45,25,pub,0,1,5.260063656092828,0.04012532114820466,0.8292407416221941,-0.09233532877328787,0.8684084901345492,0.805206103767247,0.0376167305771451,0.042639976604753826,0.034152618694218706,0.7722577908696819,-0.05378262028407599,0.04507820368826043,0.8734531744849179,-0.09233532877328754,18.266382978723403,0.805206103767247,0.8292407416221941,0.04012532114820466,-0.09233532877328787,0.8734531744849179,0.0,0.0
U56,m,0.5,10,pub,0,1,5.839420194163804,0.05373042481360324,0.9911037191057545,-0.10099201565043903,1.041116347476317,0.959747067715829,0.05050459719520961,0.056966158113372245,0.04670133637823737,0.9423953143212203,-0.05411583241903317,0.05956428852122686,1.030173742598035,-0.10099201565043903,18.266382978723403,0.959747067715829,0.9911037191057545,0.05373042481360324,-0.10099201565043903,1.030173742598035,0.0,0.0
U56,m,0.5,25,pub,0,1,5.839420194163804,0.044541129194006546,0.8293969062098293,-0.10222475158749611,0.8687046232266311,0.8052585974237335,0.041777741811013236,0.04731184665281307,0.037907422000907465,0.7725467456693998,-0.059652869004054976,0.05004522545316936,0.8735163794251326,-0.10222475158749622,18.266382978723403,0.8052585974237335,0.8293969062098293,0.044541129194006546,-0.10222475158749611,0.8735163794251326,0.0,0.0
U56,m,0.55,10,pub,0,1,6.417959925601782,0.059093581251191685,0.991096653479893,-0.1106991441644537,1.0412499245413886,0.9596364192302441,0.05556761633599039,0.06263132412205485,0.05135710144358652,0.942521324632562,-0.0594510089783612,0.06551829345337756,1.0300739151228686,-0.11069914416445392,18.266382978723403,0.9596364192302441,0.991096653479893,0.059093581251191685,-0.1106991441644537,1.0300739151228686,0.0,0.0
U56,m,0.55,25,pub,0,1,6.417959925601782,0.048946847643050795,0.8295446758368614,-0.11204159426958182,0.8689917554794643,0.805303335618928,0.04593382841138105,0.051968546472457966,0.04165298121136374,0.7728265160776797,-0.06550205033243794,0.05500203948516624,0.8735717462504924,-0.11204159426958182,18.266382978723403,0.805303335618928,0.8295446758368614,0.048946847643050795,-0.11204159426958182,0.8735717462504924,0.0,0.0
U56,m,0.6,10,pub,0,1,6.995760147788428,0.06445337823323927,0.9910855197549979,-0.12033603607070265,1.04137954307997,0.9595218366937266,0.06063183306874964,0.06828869274444149,0.05600910148276195,0.9426436645132379,-0.06477207806990515,0.07146992650608874,1.0299697787353541,-0.12033603607070253,18.266382978723403,0.9595218366937266,0.9910855197549979,0.06445337823323927,-0.12033603607070265,1.0299697787353541,0.0,0.0
U56,m,0.6,25,pub,0,1,6.995760147788428,0.05334197664007778,0.8296830854541162,-0.12178583411102695,0.8692695875333146,0.8053387937987385,0.05008464652593947,0.05660941089154248,0.0453889892189816,0.773097624109145,-0.07133022183514304,0.05994797621234094,0.8736172482071773,-0.12178583411102673,18.266382978723403,0.8053387937987385,0.8296830854541162,0.05334197664007778,-0.12178583411102695,0.8736172482071773,0.0,0.0
U56,m,0.65,10,pub,0,1,7.572868323531463,0.06980942801735313,0.991070507155515,-0.12990295360430337,1.0415047220880482,0.9594040652686282,0.0656969334276627,0.07393779260837263,0.060656996836117694,0.9427617132011872,-0.07007906394217034,0.0774187523102352,1.0298621015061542,-0.12990295360430348,18.266382978723403,0.9594040652686282,0.991070507155515,0.06980942801735313,-0.12990295360430337,1.0298621015061542,0.0,0.0
U56,m,0.65,25,pub,0,1,7.572868323531463,0.057726091076135244,0.8298126116408541,-0.13145775768928325,0.8695369021516759,0.8053668431063744,0.05422977066287915,0.06123400692785497,0.04911499405456543,0.7733585006909147,-0.07713759763381112,0.06488262415413715,0.8736548189883729,-0.13145775768928303,18.266382978723403,0.8053668431063744,0.8298126116408541,0.057726091076135244,-0.13145775768928325,0.8736548189883729,0.0,0.0
U56,m,0.7,10,pub,0,1,8.149340321142892,0.07516133067481201,0.9910516455629601,-0.13940015896221192,1.0416259266405217,0.9592827884968368,0.07076265864829168,0.07957807235985159,0.0653005180762205,0.9428760070472777,-0.07537180332478166,0.08336425414457738,1.029750555077485,-0.13940015896221214,18.266382978723403,0.9592827884968368,0.9910516455629601,0.07516133067481201,-0.13940015896221192,1.029750555077485,0.0,0.0
U56,m,0.7,25,pub,0,1,8.149340321142892,0.06209874043019781,0.8299333293762943,-0.14105765141078397,0.8697948541480036,0.8053866923237966,0.05836891540267075,0.06584170982972393,0.05283072057686855,0.7736104827481108,-0.0829239248825765,0.06980537717261726,0.8736836386306281,-0.14105765141078375,18.266382978723403,0.8053866923237966,0.8299333293762943,0.06209874043019781,-0.14105765141078397,0.8736836386306281,0.0,0.0
U56,m,0.75,10,pub,0,1,8.72526988581805,0.08050864194433638,0.9910284805909125,-0.14882791567470688,1.0417429890162755,0.9591573091030661,0.07582871325426899,0.08520892864518625,0.06993933670027386,0.9429861726437306,-0.08065025477302246,0.08930588300539433,1.0296346252134994,-0.14882791567470666,18.266382978723403,0.9591573091030661,0.9910284805909125,0.08050864194433638,-0.14882791567470688,1.0296346252134994,0.0,0.0
U56,m,0.75,25,pub,0,1,8.72526988581805,0.06645936952109843,0.8300441069291365,-0.15058580493582308,0.8700430478757999,0.8053965855334935,0.06250170784382747,0.0704317729026287,0.05653575044534431,0.7738526557761688,-0.0886892518943182,0.07471555636063165,0.8737024153568151,-0.1505858049358233,18.266382978723403,0.8053965855334935,0.8300441069291365,0.06645936952109843,-0.15058580493582308,0.8737024153568151,0.0,0.0
U56,m,0.8,10,pub,0,1,9.300776624092673,0.0858508852456974,0.9910003636082926,-0.15818652035174796,1.041855082882629,0.9590271343782643,0.08089473330167962,0.09082976229081496,0.07457308669782159,0.9430915981940515,-0.0859142939838673,0.09524306166558794,1.029513638327348,-0.15818652035174763,18.266382978723403,0.9590271343782643,0.9910003636082926,0.0858508852456974,-0.15818652035174796,1.029513638327348,0.0,0.0
U56,m,0.8,25,pub,0,1,9.300776624092673,0.07080734855400572,0.830143329837863,-0.16004259040000857,0.8702793912166559,0.805395311859394,0.06662760955039504,0.07500346648685241,0.060229575853056216,0.7740834615784684,-0.09443342020261003,0.07961242037653093,0.8737094909813908,-0.16004259040000846,18.266382978723403,0.805395311859394,0.830143329837863,0.07080734855400572,-0.16004259040000857,0.8737094909813908,0.0,0.0
U56,m,0.85,10,pub,0,1,9.875953562973116,0.09118760893902311,0.9909671560130459,-0.16747620307875288,1.0419613032968427,0.9588927399903061,0.0859603293024489,0.09644005013229662,0.0792013524498163,0.9431912730726159,-0.09116387288468397,0.10117530034239164,1.029388073694179,-0.16747620307875266,18.266382978723403,0.9588927399903061,0.9909671560130459,0.09118760893902311,-0.16747620307875288,1.029388073694179,0.0,0.0
U56,m,0.85,25,pub,0,1,9.875953562973116,0.07514211451450103,0.8302306319555213,-0.16942821383988538,0.8705016162770977,0.8053840258977832,0.07074602307212308,0.07955625470004835,0.06391157009840986,0.7743003692917102,-0.10015645906549009,0.08449545054289231,0.8737060333315427,-0.16942821383988516,18.266382978723403,0.8053840258977832,0.8302306319555213,0.07514211451450103,-0.16942821383988538,0.8737060333315427,0.0,0.0
U56,m,0.9,10,pub,0,1,10.450891700211871,0.09651835917049634,0.9909287262258897,-0.1766972257620053,1.0420627295632046,0.9587530022268921,0.0910252817840087,0.102039093018917,0.08382389956817549,0.9432862722006565,-0.09639896936197145,0.10710195250279586,1.029256941133191,-0.17669722576200486,18.266382978723403,0.9587530022268921,0.9909287262258897,0.09651835917049634,-0.1766972257620053,1.029256941133191,0.0,0.0
U56,m,0.9,25,pub,0,1,10.450891700211871,0.0794631039401219,0.8303056829781108,-0.17874296064999962,0.8707124440893692,0.805359897755287,0.07485677391479051,0.08408917452700271,0.06758155659762677,0.774506089797327,-0.10585846051049463,0.08936374888959353,0.87368954971251,-0.1787429606499994,18.266382978723403,0.805359897755287,0.8303056829781108,0.0794631039401219,-0.17874296064999962,0.87368954971251,0.0,0.0
U56,m,0.95,10,pub,0,1,11.02566370987787,0.10184269753431607,0.990885086507919,-0.1858498502664625,1.0421586360842614,0.9586085486815008,0.09608920813274491,0.1076263876166792,0.08844033618700609,0.9433759505998217,-0.10161958853496078,0.1130225322991667,1.0291207234003314,-0.1858498502664624,18.266382978723403,0.9586085486815008,0.990885086507919,0.10184269753431607,-0.1858498502664625,1.0291207234003314,0.0,0.0
U56,m,0.95,25,pub,0,1,11.02566370987787,0.08376979645333393,0.8303685431494683,-0.1879871160560569,0.870910058381526,0.805324537777606,0.07895928873295754,0.08860175167851336,0.07123897341506624,0.7746990080026078,-0.11153958233585537,0.0942168203797209,0.8736612930977922,-0.18798711605605722,18.266382978723403,0.805324537777606,0.8303685431494683,0.08376979645333393,-0.1879871160560569,0.8736612930977922,0.0,0.0
U56,m,1.0,10,pub,0,1,11.60041445742433,0.10716010317095637,0.9908356748945234,-0.194934353339843,1.0422487725010596,0.9584585679754695,0.10115174928544657,0.11320124119946628,0.09305030746967113,0.9434602298813002,-0.10682569016576005,0.11893637055417616,1.028978514991882,-0.19493435333984266,18.266382978723403,0.9584585679754695,0.9908356748945234,0.10716010317095637,-0.194934353339843,1.028978514991882,0.0,1.0
U56,m,1.0,25,pub,0,1,11.60041445742433,0.08806147390526275,0.8304177920916289,-0.1971610023330188,0.8710938076019699,0.8052759019831096,0.08305305621015546,0.09309305228272491,0.07488335324672635,0.7748789008181687,-0.11719986850799335,0.09905372594177653,0.8736189886117535,-0.1971610023330188,18.266382978723403,0.8052759019831096,0.8304177920916289,0.08806147390526275,-0.1971610023330188,0.8736189886117535,0.0,0.0
U56,m,1.05,10,pub,0,1,12.175186733577732,0.11247016344743899,0.9907809123185134,-0.2039509910516505,1.04233340841812,0.9583036186938857,0.10621259675320882,0.11876312762407704,0.09765348266500684,0.9435392548574211,-0.11201714515772154,0.12484297701679137,1.0288309368221775,-0.2039509910516505,18.266382978723403,0.9583036186938857,0.9907809123185134,0.11247016344743899,-0.2039509910516505,1.0288309368221775,0.0,0.0
U56,m,1.05,25,pub,0,1,12.175186733577732,0.0923376894326502,0.8304544817098546,-0.2062648901162708,0.8712643411776362,0.8052153940361538,0.08713769302617025,0.09756255845903916,0.0785142910161094,0.775046113138516,-0.12283914199347801,0.10387397362037887,0.8735641961933435,-0.20626489011627103,18.266382978723403,0.8052153940361538,0.8304544817098546,0.0923376894326502,-0.2062648901162708,0.8735641961933435,0.0,0.0
U56,m,1.1,10,pub,0,1,12.75014077669115,0.11777233247858732,0.9907202146439582,-0.21290001767055944,1.0424110748007032,0.9581438333512967,0.1112712367025932,0.12431146059528464,0.10224931601837706,0.9436114250120003,-0.11719388767493821,0.1307417972760776,1.0286781255314374,-0.21290001767055933,18.266382978723403,0.9581438333512967,0.9907202146439582,0.11777233247858732,-0.21290001767055944,1.0286781255314374,0.0,0.0
U56,m,1.1,25,pub,0,1,12.75014077669115,0.09659767380432327,0.8304771264610458,-0.21529904549898837,0.8714179541675443,0.8051433167947307,0.09121231505182537,0.10200961041751189,0.08213085677780474,0.7751966057014676,-0.1284573809610191,0.1086769203416047,0.8734972370540139,-0.21529904549898837,18.266382978723403,0.8051433167947307,0.8304771264610458,0.09659767380432327,-0.21529904549898837,0.8734972370540139,0.0,0.0
U56,m,1.15,10,pub,0,1,13.325489672640902,0.12306600026625514,0.990652700088717,-0.2217820973472694,1.0424815196437576,0.957977794911036,0.11632727606285687,0.12984540286644886,0.10683738505407181,0.9436763818433174,-0.12235579145781605,0.13663205426746905,1.0285188215762515,-0.22178209734726906,18.266382978723403,0.957977794911036,0.990652700088717,0.12306600026625514,-0.2217820973472694,1.0285188215762515,0.0,0.0
U56,m,1.15,25,pub,0,1,13.325489672640902,0.10084050616437334,0.8304834862766051,-0.22426475723213501,0.8715540234112572,0.8050560607582433,0.09527633949934677,0.10643293962341294,0.08573242768226685,0.7753294841517981,-0.13405441313487287,0.11346138411487394,0.8734149027064898,-0.22426475723213501,18.266382978723403,0.8050560607582433,0.8304834862766051,0.10084050616437334,-0.22426475723213501,0.8734149027064898,0.0,0.0
