universe,grid,book,cost_bps,param,apriori,dGross,d_OOS,d_IS_full,G_full,d_IS_ex2009,G_ex2009,d_IS_ex2010,G_ex2010,d_IS_ex2011,G_ex2011,d_IS_ex2012,G_ex2012,d_IS_ex2013,G_ex2013,d_IS_ex2014,G_ex2014,d_IS_ex2015,G_ex2015,d_IS_ex2016,G_ex2016,measured
u56,sleeve,top20,10,0.25,defensive,0.0,0.05172207379613103,0.047726244410218444,-0.003995829385912586,0.0651032477303588,0.013381173934227775,0.03842947142410669,-0.013292602372024342,0.0030790825456785686,-0.04864299125045246,0.055928540327125464,0.004206466530994435,0.0695009304222658,0.017778856626134765,0.03621938098180122,-0.01550269281432981,0.06247728845550893,0.010755214659377899,0.04949175639249903,-0.0022303174036319984,neutral-gross
u56,sleeve,top20,10,0.5,defensive,-4.440892098500626e-16,0.1049792346016365,0.06532205181097894,-0.03965718279065755,0.11202931635414815,0.00705008175251165,0.04252431033721882,-0.06245492426441768,-0.052215298040841684,-0.15719453264247818,0.08851126553060595,-0.01646796907103054,0.13854328398844118,0.033564049386804684,0.030073947510555588,-0.07490528709108091,0.09784515476488909,-0.007134079836747409,0.06513862400128168,-0.03984061060035482,neutral-gross
u56,sleeve,top20,10,0.75,defensive,-8.881784197001252e-16,0.0874756243382997,-0.07403978004438738,-0.16151540438268708,0.005562593524845116,-0.08191303081345458,-0.12109565055595761,-0.2085712748942573,-0.31216172523087893,-0.3996373495691786,-0.022063210985485915,-0.10953883532378561,0.11861309094487937,0.031137466606579678,-0.15155322129029858,-0.23902884562859827,-0.0229806910836462,-0.1104563154219459,-0.08606571977627298,-0.17354134411457267,neutral-gross
u56,sleeve,top20,10,1.0,defensive,-0.002478035593602601,-0.4277985029990895,-0.7413173792527453,-0.3135188762536558,-0.6957908824925958,-0.2679923794935063,-0.856590751994368,-0.42879224899527846,-1.189330041026196,-0.7615315380271065,-0.6769119041488612,-0.24911340114977165,-0.2326688406552696,0.1951296623438199,-0.830116756228039,-0.40231825322894954,-0.6742110785343227,-0.2464125755352332,-0.8057114629620036,-0.3779129599629141,defensive
u56,sleeve,top20,25,0.25,defensive,0.0,0.0363643758590928,0.02559578039445387,-0.01076859546463893,0.038756757247055074,0.0023923813879622724,0.015175523881583608,-0.021188851977509193,-0.020178715183701623,-0.056543091042794424,0.03612029707508824,-0.0002440787840045644,0.049755193410988996,0.013390817551896195,0.015014069191702895,-0.021350306667389907,0.0397878504013397,0.003423474542246896,0.028193944023775175,-0.008170431835317626,neutral-gross
u56,sleeve,top20,25,0.5,defensive,-4.440892098500626e-16,0.06241757950071647,0.007255320418963596,-0.055162259081752874,0.042092523046362795,-0.020325056454353674,-0.019249863387936217,-0.08166744288865269,-0.1149053447239109,-0.17732292422462737,0.03583193559489506,-0.02658564390582141,0.08892203234251772,0.02650445284180125,-0.02428801610606257,-0.08670559560677904,0.03894318469266089,-0.023474394808055576,0.008847082225280412,-0.05357049727543606,neutral-gross
u56,sleeve,top20,25,0.75,defensive,-8.881784197001252e-16,0.006054188219868362,-0.1742976388587646,-0.18035182707863295,-0.11681263983362089,-0.12286682805348925,-0.23009090307218605,-0.2361450912920544,-0.42917808209433994,-0.4352322703142083,-0.11467996937523672,-0.12073415759510508,0.043132025110951266,0.037077836891082905,-0.2416063417655463,-0.24766052998541466,-0.12262810504751687,-0.12868229326738523,-0.18615895557583928,-0.19221314379570764,neutral-gross
u56,sleeve,top20,25,1.0,defensive,-0.002478035593602601,-0.4946793982559322,-0.8210359646850685,-0.32635656642913624,-0.7902692425418709,-0.2955898442859387,-0.9456709383532462,-0.450991540097314,-1.3003277909324715,-0.8056483926765393,-0.7520440351740801,-0.2573646369181479,-0.271310001823453,0.22336939643247922,-0.898654190046609,-0.40397479179067675,-0.7551035582491311,-0.2604241599931989,-0.8900746166200418,-0.3953952183641096,defensive
u56,sleeve,ewall,10,0.25,defensive,0.0,0.06847763273460039,0.06530780018694005,-0.003169832547660345,0.08745812104029127,0.01898048830569088,0.05840918665772521,-0.010068446076875182,0.0114827797305741,-0.05699485300402629,0.07834253697922655,0.00986490424462616,0.0877076560456167,0.01923002331101631,0.04900949624909434,-0.01946813648550605,0.08357886771590617,0.015101234981305778,0.0650382643861438,-0.003439368348456595,neutral-gross
u56,sleeve,ewall,10,0.5,defensive,0.0,0.13254679922105717,0.08894021531479779,-0.04360658390625938,0.150608423319471,0.01806162409841383,0.07453823470474052,-0.05800856451631664,-0.05142603119600442,-0.18397283041706158,0.12393179555346223,-0.008615003667594934,0.16634355790347233,0.03379675868241516,0.04596740189566795,-0.08657939732538922,0.123115653239527,-0.009431145981530165,0.07882457211655924,-0.05372222710449792,neutral-gross
