panel,family,form,dial,gross,clause_CAGR,clause_Sharpe,clause_MaxDD,clause_H1,clause_H2,clause_oCAGR,clause_oSharpe,clause_oMaxDD,pass4a,pass4b
U56,MA,DG,100.0,0.5,0.04573886710271857,1.041787136351975,-0.06465559725075865,1.0896892495121733,0.9952891687183417,0.0473242236504563,1.0876208271845993,-0.06465559725075898,False,False
U56,MA,DG,150.0,0.5,0.05291788488975313,1.1652154781381459,-0.07665731162264322,1.2296615564256068,1.1068215582471856,0.05497375017389561,1.1947612144582564,-0.07665731162264344,False,False
U56,MA,DG,200.0,0.5,0.05440961684918921,1.1692513203040347,-0.08096498118664086,1.185565193103842,1.1571156264229476,0.06022581668720606,1.2598486399669804,-0.08096498118664053,False,False
U56,MA,DG,250.0,0.5,0.05599733047903688,1.1826895797446204,-0.07843489279654914,1.1916720321764005,1.1787942594554184,0.06293812683811639,1.2812564734926215,-0.07843489279654947,False,False
U56,MA,DG,100.0,0.75,0.0686602465549655,1.0422146986497252,-0.09614251409399643,1.0907930119094955,0.9950649382013612,0.07106642875427438,1.0874480841272927,-0.09614251409399666,False,False
U56,MA,DG,150.0,0.75,0.07962359808895525,1.1653702037250575,-0.11380183477768135,1.2306492971383098,1.1062450415284262,0.08273357177239915,1.1942906528813517,-0.11380183477768147,False,False
U56,MA,DG,200.0,0.75,0.08187293774512794,1.1692469543899486,-0.1201167957862147,1.186191400196191,1.1565728085933564,0.0907759456246302,1.2593785822283106,-0.1201167957862147,False,False
U56,MA,DG,250.0,0.75,0.08428763911428083,1.1826879729493074,-0.11651234200330796,1.1920948025626636,1.1784450179474992,0.09492531767027446,1.280968535932268,-0.11651234200330773,False,False
U56,MA,DG,100.0,1.0,0.09157753913173439,1.0425275695278295,-0.1270761444533468,1.0917900288068807,0.9947188918117268,0.0948209349782192,1.0871512698260666,-0.12707614445334725,False,False
U56,MA,DG,150.0,1.0,0.10645154698289883,1.1654013895195954,-0.15016096442791338,1.2315217267660827,1.1055398296632863,0.11062851354984793,1.1936870729049562,-0.15016096442791305,False,True
U56,MA,DG,200.0,1.0,0.10946206048828255,1.1691088121753426,-0.15838545056930586,1.1866899572257352,1.1558926788198185,0.12156743513103718,1.258765663120122,-0.15838545056930564,False,True
U56,MA,DG,250.0,1.0,0.11272352556581366,1.1825470158708036,-0.1538266980895382,1.1923799671457493,1.1779565798864446,0.12720599389402643,1.2805357803676511,-0.1538266980895383,False,True
U56,VOL,DG,0.35,0.5,0.05678761379833408,1.1531924211958071,-0.07434368014301818,1.1856104132887921,1.1207427162772312,0.05968941936965555,1.2399636432396248,-0.07434368014301806,False,False
U56,VOL,DG,0.45,0.5,0.06725244774724382,1.1306024532203771,-0.10274509751296024,1.1449006807370468,1.1175343378097902,0.07210583128539216,1.2163963333570647,-0.1027450975129598,False,False
U56,VOL,DG,0.6,0.5,0.07687065620333544,1.1318588948259034,-0.11430817631194068,1.1587762394363939,1.1078177180077224,0.08049929255100663,1.1843002652459356,-0.11430817631194068,False,False
U56,VOL,DG,0.9,0.5,0.08202217196991057,1.0982076501451061,-0.13934883487273086,1.179681794521501,1.0276163787361505,0.08346521591605138,1.1028451443723946,-0.13934883487273064,False,False
U56,VOL,DG,0.35,0.75,0.08541363253802903,1.1529980223782308,-0.11026009759738054,1.1860845318879225,1.1198824851611218,0.08988727303309196,1.2391631932810776,-0.1102600975973802,False,False
U56,VOL,DG,0.45,0.75,0.10117342442583577,1.1304828637280508,-0.15191683528738564,1.1455782903281073,1.1166918140983273,0.10867875297260565,1.2154687469931997,-0.15191683528738564,False,False
U56,VOL,DG,0.6,0.75,0.11573588224439968,1.1322153565392221,-0.16883946639742675,1.159989613967988,1.107444344171533,0.12135406219950018,1.183804471912687,-0.16883946639742664,False,True
U56,VOL,DG,0.9,0.75,0.1234079171020177,1.0988694795459484,-0.2037862540402986,1.181267613643257,1.0276421746235112,0.12557165584871144,1.1026979888536033,-0.2037862540402987,False,False
U56,VOL,DG,0.35,1.0,0.11413623449565602,1.1526422650935357,-0.14537524102214017,1.1864140662503224,1.118844411761201,0.12026197024726626,1.238182157564829,-0.14537524102213872,False,True
U56,VOL,DG,0.45,1.0,0.13519652743884958,1.1301654503788512,-0.19963421771676582,1.1460806799034264,1.1156347535551774,0.14550311434447183,1.2143166919612127,-0.1996342177167656,False,True
U56,VOL,DG,0.6,1.0,0.1547562893640133,1.1323365272563002,-0.22163414391188607,1.1610012391756435,1.1068138860350671,0.16247772181973752,1.1830415093817086,-0.22163414391188585,False,False
