panel,grid,book,cost_bps,n_phases,pass4b_phases,canon_pass4b,L1_H1_pass,L1_H1_flip,L2_H2_pass,L2_H2_flip,L3_OOS_pass,L3_OOS_flip,L4_DD_pass,L4_DD_flip,L5_CAGR_pass,L5_CAGR_flip,sup_CAGR,cfi_CAGR,sup_Sharpe,sup_MaxDD,cfi_MaxDD,sup_H1,cfi_H1,sup_H2,cfi_H2,sup_OOS_Sharpe,cfi_OOS_Sharpe,pass4b_unanimous
B136,DOM21,BAND03,0.0,21,0,False,21,False,20,True,21,False,17,True,0,False,0.005903600703272005,0.24974683947029552,0.08734445125242951,0.07914358604368565,2.263536800993847,0.12121062772017899,0.45228097983171817,0.18608455715012084,2.090322477936354,0.1912536511916163,1.1111917540306901,True
B136,DOM21,BAND03,10.0,21,0,False,21,False,19,True,21,False,17,True,0,False,0.005953185710252384,0.237013062636875,0.086232974063007,0.0788656879594214,2.267583693812721,0.1216170509480845,0.48423784137797493,0.1835031574239655,2.6180831264087034,0.18878049765675176,1.2305530553691615,True
B136,DOM21,BAND03,25.0,21,0,False,21,False,13,True,21,False,17,True,0,False,0.00602730611700375,0.2205142170296564,0.08461574290810503,0.07844884083302395,2.2737353848583632,0.12224711948164946,0.5428238442755938,0.17960412192844977,3.3062162153538117,0.18504196921316074,1.4769653554090767,True
B136,DOM21,BAND03,50.0,21,0,False,21,False,10,True,19,True,17,True,0,False,0.006150156457094269,0.1982878585895054,0.08185916942479476,0.0777540956223629,2.2919465083963746,0.12335009785139905,0.6767549634508087,0.17303953813787587,3.5040608289862583,0.17873970731394595,2.2844502878327546,True
B136,DOM21,EWELIG,0.0,21,3,False,21,False,21,False,21,False,3,True,21,False,0.00916228721180845,0.882189327678449,0.078357802809224,0.05423267338325655,2.92245636377677,0.07782721196377373,0.31703867647826045,0.16630769520747768,1.3788136543199632,0.15493902348429212,0.9183279630257102,False
B136,DOM21,EWELIG,10.0,21,3,False,21,False,21,False,21,False,3,True,21,False,0.008914151377674484,1.4296820617862498,0.07807191538719438,0.05530530008694379,2.9071333869677334,0.07922814951554402,0.37264292420140854,0.16468279264933938,1.8834071789059719,0.15331478419545042,1.1291294640253837,False
B136,DOM21,EWELIG,25.0,21,3,False,21,False,18,True,21,False,3,True,11,True,0.00854472623086222,6.538281206643832,0.07760118039972441,0.056913976898207985,2.8854954032340583,0.08138311957808986,0.49901585457468095,0.1622528217586483,4.32926179978115,0.1508842932976876,1.7512259207531944,False
B136,DOM21,EWELIG,50.0,21,0,False,21,False,5,True,11,True,3,True,0,False,0.0081910296336285,0.8132232055733143,0.0767079914413793,0.05959440293226925,2.9301413634134725,0.0850986981993801,1.0626383490045237,0.1582356501955321,3.4255181584326326,0.1468621404101237,4.587122620822879,True
B136,DOM21,TOP10,0.0,21,0,False,21,False,7,True,12,True,0,False,21,False,0.039697761571847234,0.547491760082247,0.20959082108466487,0.06627505854749716,1.2059485198486555,0.1779560292384914,0.4223923958532015,0.2908462572595337,3.4402071565012426,0.27200876363740856,3.485633855925689,True
B136,DOM21,TOP10,10.0,21,0,False,21,False,7,True,7,True,0,False,21,False,0.03931324651373713,0.6203802439240491,0.20800900704183478,0.06574821848032764,1.1836229286320705,0.17406713361148407,0.47091314799308753,0.2928151884019057,3.8388495403185123,0.2713657679456253,3.424672827012338,True
B136,DOM21,TOP10,25.0,21,0,False,21,False,4,True,4,True,0,False,21,False,0.03874259135873048,0.778245131000119,0.2056457606828076,0.06495795837957485,1.1510120074751562,0.17702717689141512,0.6070235719985947,0.29558052885127406,2.2864433252270846,0.27035762972626975,3.4017971468902273,True
B136,DOM21,TOP10,50.0,21,0,False,21,False,0,False,0,False,0,False,21,False,0.03780760936401428,1.3689927373823554,0.20175125954924256,0.06618113100671019,1.0910903583981746,0.1849339832582717,1.1127643276359953,0.29966519479562004,1.2479940541456742,0.2685660708908201,1.361466343961499,True
B136,DOM21,TOP20,0.0,21,1,False,21,False,13,True,19,True,1,True,21,False,0.025802180464754354,0.5557785381177167,0.14912358577192586,0.06907004479033074,1.40486056293513,0.1604842501632373,0.4788616085420093,0.17516075730033553,4.299282929650767,0.17830028515961216,2.7552674333276146,False
B136,DOM21,TOP20,10.0,21,1,False,21,False,7,True,14,True,1,True,21,False,0.025712880595277987,0.6559138445461864,0.1501225749552062,0.06860968811978574,1.3854809291096313,0.16076757601095615,0.5506565353465405,0.17547087029954356,3.4272787326570735,0.17872688842466944,3.7611030349158803,False
B136,DOM21,TOP20,25.0,21,0,False,21,False,1,True,6,True,1,True,21,False,0.025579087920653887,0.9026460320614231,0.1514938652980934,0.06791915311396912,1.3569275352635688,0.16115178818012565,0.7104763944493735,0.17587730158723658,2.275454007062314,0.17929967102101574,3.336808561181084,True
B136,DOM21,TOP20,50.0,21,0,False,21,False,0,False,0,False,0,False,21,False,0.02535653469347743,2.477034739956986,0.15343100708751223,0.0695516073268373,1.3653040072251592,0.16168115060697363,1.4370272976527636,0.17735899117166298,0.9611451867573845,0.18006928567396996,1.2089012672628834,True
B136,DOM21,TOP20R,0.0,21,0,False,21,False,15,True,19,True,0,False,21,False,0.028571126185972462,0.6012264233727117,0.16194397421566908,0.053823090050913125,1.0705922833911619,0.1735202786905239,0.5426305617831079,0.2121157272835189,4.25545783346937,0.2083286395775401,2.698276708467054,True
B136,DOM21,TOP20R,10.0,21,0,False,21,False,10,True,16,True,0,False,21,False,0.028412353309726246,0.7094017599704627,0.16275776123684105,0.054267579449759906,1.0715537319747759,0.1721361851647747,0.6247129607160092,0.21244511876168304,4.348618472143948,0.20830820065246192,4.123284724094149,True
B136,DOM21,TOP20R,25.0,21,0,False,21,False,3,True,7,True,0,False,21,False,0.028175627074061405,0.9739873170009036,0.16384123986903376,0.05493431354803058,1.072969870268441,0.17204855573637823,0.84172963837612,0.2128389477414263,3.052328898953559,0.2081907205730219,4.135387154332714,True
B136,DOM21,TOP20R,50.0,21,0,False,20,True,0,False,0,False,0,False,21,False,0.027784879249636463,2.623213318741955,0.16527399715955493,0.05990870058534492,1.1493799638994064,0.17250675514930403,2.0058593803996048,0.21322710028195158,1.1927905487528587,0.2077636132387225,1.4360007019990824,True
B136,DOM21,TOP5,0.0,21,0,False,21,False,12,True,16,True,0,False,21,False,0.06990890042339215,0.6762087418764444,0.2647928765137789,0.06880304032171358,1.0548479687207586,0.3207849183585252,0.9396944488337516,0.4630998162817781,6.986324200944455,0.40234369044504115,5.581804394852461,True
B136,DOM21,TOP5,10.0,21,0,False,21,False,9,True,10,True,0,False,21,False,0.06881449290648867,0.745712618023703,0.26388258667071196,0.07012047265078147,0.9402713175180516,0.32083079908275125,1.0875609233051948,0.46430682184100647,5.975751996832778,0.403072895134695,5.880448167321113,True
B136,DOM21,TOP5,25.0,21,0,False,21,False,4,True,6,True,0,False,21,False,0.06719731417680674,0.8865366392468154,0.26237184579923256,0.0732041572858646,0.9357910596917579,0.3207668547917746,1.4257663722925298,0.46584708098915506,5.291285367539769,0.4039429242666498,4.734981838476286,True
B136,DOM21,TOP5,50.0,21,0,False,19,True,1,True,1,True,0,False,21,False,0.06456610482247771,1.3225813276951728,0.2594774023542842,0.10800451474822814,1.2984929377141259,0.3203106239522011,2.9858909564408904,0.46767803670840463,2.4371114590171836,0.40478764255731325,2.1439438800270554,True
B136,DOW5,BAND03,0.0,5,0,False,5,False,5,False,5,False,5,False,0,False,0.004582157619757776,0.18940827180171727,0.04974715128814311,0.01690005277739426,0.19167987033841608,0.06941276009855546,0.24145219341531474,0.05727382486722621,0.3371283118411329,0.052113280957825525,0.2013736792013752,True
B136,DOW5,BAND03,10.0,5,0,False,5,False,5,False,5,False,5,False,0,False,0.00458277461034462,0.1738211397705714,0.05000285928540582,0.017028169953743566,0.19430051653052718,0.06944257665504905,0.26499977999543345,0.05699256965765842,0.40746041621645224,0.051827716522144573,0.22616386177946607,True
B136,DOW5,BAND03,25.0,5,0,False,5,False,5,False,5,False,5,False,0,False,0.0045836667444330015,0.1547682129195173,0.05039667395256364,0.017220166413051796,0.1983188376091667,0.06949267426770622,0.3104340089967197,0.05660948298051327,0.5970735625961004,0.05143961079446102,0.2785437599844754,True
B136,DOW5,BAND03,50.0,5,0,False,5,False,5,False,5,False,5,False,0,False,0.004585065204947725,0.1309483785438336,0.051079608636091955,0.017539682627783604,0.20517646008105683,0.06958976250068649,0.43465454555356015,0.05607403355261986,2.857750305785141,0.0508997163316407,0.460926125071543,True
