panel,family,level,cad,con,CAGR,Sharpe,MaxDD,H1,H2,isCAGR,isSharpe,isMaxDD,oCAGR,oSharpe,oMaxDD,turn_yr,p4a,p4b
SMALL439,QUANTILE,0.2,W,RESPREAD,0.06564761973249489,0.5067714564214656,-0.3783441222717505,0.4738061792020736,0.543911227320324,0.04623758161805869,0.4314935822614919,-0.18892908753124937,0.0777695712548816,0.5479926176708504,-0.3783441222717504,12.286953147682327,False,False
SMALL439,QUANTILE,0.2,W,DEGROSS,0.014514582564066014,0.5053687660506184,-0.0870083328406146,0.46852013886909416,0.5449293865645376,0.01019466362058985,0.4264239374907061,-0.040159155577557004,0.017181897659635625,0.5482815117337045,-0.08700833284061571,2.4885862260112823,False,False
SMALL439,QUANTILE,0.2,M,RESPREAD,0.09205274476613545,0.6562137077923423,-0.3709968704838078,0.7565036719947555,0.6049543577317139,0.09102438785492062,0.7486097496213794,-0.16614278754131162,0.09268599662577359,0.619556017591873,-0.3709968704838069,5.781508528833682,False,False
SMALL439,QUANTILE,0.2,M,DEGROSS,0.01936413536223025,0.6517433336371239,-0.08077115305469595,0.7466487468548687,0.6029032751739479,0.018477158507265168,0.7350190066857915,-0.03541813597026511,0.01991029521554366,0.6188256779334759,-0.08077115305469695,1.174056094064047,False,False
SMALL439,QUANTILE,0.2,Q,RESPREAD,0.08513614504298661,0.6058203267080513,-0.3818679423394772,0.7189964013775136,0.5462125900403981,0.09010796934473109,0.7360306809461581,-0.18340794011254224,0.082088150014338,0.5520170457289781,-0.38186794233947674,3.2790651230095094,False,False
SMALL439,QUANTILE,0.2,Q,DEGROSS,0.018787486217796356,0.6201048588845441,-0.07914047366213339,0.7164192977832,0.5714753154578047,0.018720413753964937,0.7361892079303164,-0.03870016237780771,0.018828759547482532,0.5726263107169889,-0.0791404736621335,0.6715794451569199,False,False
SMALL439,QUANTILE,0.3,W,RESPREAD,0.061137588062194714,0.49241854135987995,-0.3807102349102204,0.5424145680433287,0.475275997128377,0.0552978894870364,0.5259041533082851,-0.16738748127935965,0.0647469289803475,0.4837845385337318,-0.3807102349102197,10.674086104123539,False,False
SMALL439,QUANTILE,0.3,W,DEGROSS,0.020052085863894398,0.4919613767248487,-0.12917714957893378,0.5389748110606113,0.47639628642726417,0.017592149498034226,0.522265718715758,-0.05263330725624493,0.02156869222768032,0.48458213812188233,-0.12917714957893145,3.2381096258256155,False,False
SMALL439,QUANTILE,0.3,M,RESPREAD,0.08047649911297428,0.6110207464413809,-0.3868492067800672,0.7388745017615687,0.5441002071373611,0.08237312959584964,0.7281556894732997,-0.15562227151184793,0.0793111134568929,0.5644883544947537,-0.38684920678006796,5.004114621738743,False,False
SMALL439,QUANTILE,0.3,M,DEGROSS,0.025414353576339144,0.6095223377297827,-0.12635145153917504,0.7307849601384528,0.5454878314259961,0.02503129163883777,0.717275766129351,-0.04899239917881337,0.025650130996172527,0.5666155838450694,-0.12635145153917837,1.521665899593537,False,False
SMALL439,QUANTILE,0.3,Q,RESPREAD,0.08304433278021195,0.6192892737659497,-0.36587622508824025,0.7622022801129249,0.5431108711338472,0.08800864064697045,0.7622765219778002,-0.1756229596407779,0.08000095040223143,0.5612275375073401,-0.365876225088241,2.8008390977308055,False,False
SMALL439,QUANTILE,0.3,Q,DEGROSS,0.026933525665632452,0.6326653159634432,-0.11220615646635412,0.7624385711802307,0.5645377324532742,0.027156648929125282,0.764725155365083,-0.05459583337122631,0.026796257192234885,0.5793394311455538,-0.11220615646635557,0.8593006281472784,False,False
SMALL439,QUANTILE,0.4,W,RESPREAD,0.06329133274638843,0.5128644901694375,-0.3782758462110388,0.5919166927380309,0.47950708849695856,0.06000619159227405,0.5772587659225488,-0.17091634130033384,0.06531780878508786,0.49145789200699236,-0.37827584621103927,8.974751737555628,False,False
SMALL439,QUANTILE,0.4,W,DEGROSS,0.02711935086809225,0.5114091723404796,-0.16843299351815977,0.5884777627911366,0.4787964925962624,0.02497007070651569,0.5728886530348801,-0.07121812508046854,0.02844408853507474,0.49102835005928847,-0.16843299351816066,3.6263876864413955,False,False
SMALL439,QUANTILE,0.4,M,RESPREAD,0.08160918041886722,0.6287351957344804,-0.3817219754495649,0.7940199528799047,0.5392903117147473,0.08948227000440667,0.8002635754784048,-0.15133908537038354,0.07679299960592068,0.5577986880683847,-0.38172197544956477,4.210882911221517,False,False
SMALL439,QUANTILE,0.4,M,DEGROSS,0.03399549278013447,0.6279859285679439,-0.16456124883191925,0.7878399295695422,0.5402815889871756,0.03601684351102885,0.7918394213052975,-0.06317688814043998,0.032753672488290864,0.559561910867719,-0.16456124883191703,1.7052963786924842,False,False
SMALL439,QUANTILE,0.4,Q,RESPREAD,0.088579518661688,0.6670462071038509,-0.3549734341530023,0.8561019788460689,0.5651083880066374,0.09600223034162636,0.8488715125320291,-0.16580630583605138,0.08403716867695099,0.5936780251543865,-0.3549734341530022,2.3685487973503228,False,False
SMALL439,QUANTILE,0.4,Q,DEGROSS,0.03748649549327432,0.6796791770009402,-0.14431253268471,0.8581845106418902,0.5827103872272376,0.03910195274425643,0.8524578708689872,-0.06823630050281049,0.036493718160578226,0.6094039954554632,-0.14431253268471111,0.9679837423922434,False,False
SMALL439,QUANTILE,0.5,W,RESPREAD,0.0693638406114434,0.5551776577131969,-0.3635731380533431,0.662080589329313,0.5064633270886769,0.07215094066810912,0.6826045852156609,-0.1671041429785115,0.0676524796210547,0.5064223994914424,-0.3635731380533438,7.370549235898394,False,False
SMALL439,QUANTILE,0.5,W,DEGROSS,0.03643924219281569,0.5538810906797107,-0.19745508132040968,0.6594178779400587,0.505595936211583,0.03688693291029921,0.679445867773962,-0.08624080736156803,0.036163864497195775,0.5056741700624227,-0.19745508132041067,3.7178343125743125,False,False
SMALL439,QUANTILE,0.5,M,RESPREAD,0.08547610690583607,0.6603835070345949,-0.3609303896325775,0.8458421006460685,0.5614382750175961,0.09682873187667917,0.8748041084544682,-0.15271317689538177,0.07854906569045594,0.57205011265323,-0.3609303896325773,3.4673648627386604,False,False
SMALL439,QUANTILE,0.5,M,DEGROSS,0.04400967126271538,0.660181959227395,-0.1899483326715662,0.8416346575943077,0.5620726889998054,0.04850631883297862,0.8697103358748607,-0.07899010166811393,0.04125237601177978,0.5730093062191092,-0.18994833267156408,1.752608118577709,False,False
SMALL439,QUANTILE,0.5,Q,RESPREAD,0.08627863225619725,0.6562651004754755,-0.3462742542305376,0.856258996396431,0.5498710451065897,0.09589640441632397,0.859324745056841,-0.16747008603784264,0.08040260469101779,0.5745388654637872,-0.3462742542305376,1.9639771521959015,False,False
SMALL439,QUANTILE,0.5,Q,DEGROSS,0.04525592829847769,0.6673091442493397,-0.17388090190508654,0.8579451853155743,0.565134469066482,0.048610267612339664,0.8630799734740582,-0.0855004813758079,0.04319726559187931,0.5878206150776143,-0.1738809019050892,1.0007716470139743,False,False
SMALL439,QUANTILE,0.6,W,RESPREAD,0.07322812184457472,0.5782498003637105,-0.3578497975738777,0.7330642542176884,0.5018284421176923,0.08147062972004981,0.7599189383714325,-0.1673298348298793,0.06818757955193644,0.5065573598045895,-0.35784979757387725,5.96078479844045,False,False
SMALL439,QUANTILE,0.6,W,DEGROSS,0.045651914520793646,0.5777100373802843,-0.22847016055434244,0.7310791606945617,0.5016459566004162,0.04957054288509011,0.7578514312060386,-0.1028334235897409,0.04324797226405819,0.5063294574242255,-0.22847016055434322,3.606853422365316,False,False
SMALL439,QUANTILE,0.6,M,RESPREAD,0.08584652555840822,0.6622339074345378,-0.3572796525058374,0.8853282518308493,0.5431301486217939,0.10149941403514928,0.9203249179034755,-0.1530421096193263,0.07632571194339244,0.5565906799736362,-0.3572796525058374,2.773431941648881,False,False
SMALL439,QUANTILE,0.6,M,DEGROSS,0.05280656370331416,0.6631472104140398,-0.22258409044493566,0.882734843648259,0.5443544583839908,0.060929651744006774,0.9168359834823538,-0.09432032833311044,0.04783919182247187,0.5582598188522224,-0.22258409044493488,1.681288633339918,False,False
SMALL439,QUANTILE,0.6,Q,RESPREAD,0.08728337931234575,0.6664734886316664,-0.34912977634932596,0.9049495218014997,0.5370336407507521,0.1041826813169553,0.9326617354598027,-0.1623942432755402,0.07701366441942414,0.5569186688599159,-0.3491297763493265,1.576844729123251,False,False
SMALL439,QUANTILE,0.6,Q,DEGROSS,0.05439303745968638,0.6753516018273418,-0.21084108389758704,0.9051079235485485,0.549315748393321,0.06295466657017834,0.9340142143514124,-0.09937899674161454,0.04915918891492832,0.56771579401729,-0.21084108389758716,0.9627684110226008,False,False
SMALL439,QUANTILE,0.7,W,RESPREAD,0.0781992579507409,0.6049014590957867,-0.34902464052801596,0.7862785291077261,0.514657450115635,0.08764733411045755,0.803905937356416,-0.17539508623681566,0.07242648603676738,0.5266110781478268,-0.34902464052801585,4.603441524264381,False,False
SMALL439,QUANTILE,0.7,W,DEGROSS,0.056292212236005,0.6045914612682471,-0.255557252116148,0.7845698550196952,0.514764870802434,0.061889319566267975,0.8017487090282716,-0.12548109689923803,0.05286286271015905,0.5268187861087383,-0.25555725211614977,3.2475064337990265,False,False
SMALL439,QUANTILE,0.7,M,RESPREAD,0.08672021323008039,0.6626889334214011,-0.3473183532808959,0.900918653001005,0.5355937087120891,0.10175126187274608,0.9147191889153945,-0.1618465284351318,0.0775733758129582,0.5599134241848889,-0.347318353280896,2.1497226572821178,False,False
SMALL439,QUANTILE,0.7,M,DEGROSS,0.061899653850761904,0.6632585572131657,-0.24968873968559702,0.8992411009518171,0.5360168138795107,0.07135884799603254,0.9125328377947026,-0.11586708525299816,0.05612075999496691,0.5607619921363267,-0.24968873968559568,1.518553429171062,False,False
SMALL439,QUANTILE,0.7,Q,RESPREAD,0.08941799600008404,0.6783636799871905,-0.34074966748350344,0.9293849552219945,0.5417192203176818,0.10457863342855189,0.9313625209378004,-0.1653378538779423,0.08019292299157255,0.5745412358387335,-0.34074966748350355,1.2184404158882018,False,False
SMALL439,QUANTILE,0.7,Q,DEGROSS,0.06441445699098658,0.6851521401423817,-0.23924280190403602,0.9305807759183016,0.5503707085209774,0.07371849259688901,0.9332453042609693,-0.11743550266604186,0.05872959435422942,0.5824967828555345,-0.23924280190403624,0.8655000976615569,False,False
SMALL439,QUANTILE,0.8,W,RESPREAD,0.08158186497085085,0.6177930365282481,-0.34426754843405405,0.8170044684440734,0.5180835486578652,0.09349603208881674,0.8395420023982393,-0.17300322622925812,0.07431542331352303,0.5302249622383025,-0.34426754843405294,3.38935363344123,False,False
SMALL439,QUANTILE,0.8,W,DEGROSS,0.06651304986449125,0.6177795484285097,-0.2831236620226788,0.8161189125088818,0.5182449997540997,0.07520219493037206,0.8382642599518069,-0.1403172002052373,0.06120136513881791,0.5305193396398726,-0.2831236620226806,2.7282792748288327,False,False
SMALL439,QUANTILE,0.8,M,RESPREAD,0.08748524437247296,0.6591135523434961,-0.34014175674014546,0.8998942274423753,0.5336280867004163,0.10303136682391711,0.9188326643820267,-0.16681353755904027,0.07802846721474244,0.5548732099939352,-0.3401417567401456,1.5846863259233763,False,False
SMALL439,QUANTILE,0.8,M,DEGROSS,0.07098910417769755,0.6598061688299531,-0.2762503710335188,0.8991383375935592,0.5340882448598181,0.08256744806952532,0.9176851251221197,-0.1355370237512612,0.06392632556540168,0.5556764771246763,-0.27625037103351846,1.2765977141798852,False,False
SMALL439,QUANTILE,0.8,Q,RESPREAD,0.09097959625567276,0.6820282042885832,-0.3364146605025372,0.9470822183226474,0.5410597412406974,0.10798453741364211,0.9575659598443351,-0.16588594926294342,0.08064604776237716,0.5707615724154542,-0.3364146605025382,0.8802296572407486,False,False
SMALL439,QUANTILE,0.8,Q,DEGROSS,0.07421784319081781,0.6863724039493646,-0.2692702313281057,0.9482358423060183,0.5461943365016548,0.08681443110128995,0.9592239277691794,-0.1340083813261822,0.06653955634609399,0.575534884128343,-0.26927023132810646,0.7119754171021665,False,False
SMALL439,QUANTILE,0.9,W,RESPREAD,0.08820200961232616,0.6448957084350264,-0.3494213720942666,0.864403573448242,0.5351519633681514,0.10161486781027085,0.8828902776634183,-0.173770512383422,0.08003007600635925,0.5512105381601392,-0.34942137209426494,2.242240685057698,False,False
SMALL439,QUANTILE,0.9,W,DEGROSS,0.08019569625138923,0.6452681540502465,-0.3188281228151546,0.8644590440276647,0.5355201511519143,0.09178233001928593,0.882967967787217,-0.15744321990224996,0.07312738343989977,0.5515787231678724,-0.3188281228151548,2.026705929260448,False,False
SMALL439,QUANTILE,0.9,M,RESPREAD,0.088340089776483,0.6518258958931764,-0.3368646918425995,0.893921279456461,0.5262655684438415,0.10559145291685113,0.9190293185952272,-0.17243627459869248,0.07785900028181891,0.5441675388813927,-0.3368646918425997,1.066356417694575,False,False
