selector,scheme,folds,lam,k,draw,IS_Sharpe,OOS_Sharpe,OOS_CAGR,OOS_MaxDD,full_Sharpe,full_MaxDD,OOS_rank,cell_mean_OOS,f4a,f4b
CTRL-fit,IS,1,0.5,80,43,1.1892489889533435,1.0249380906074936,0.1387397737863533,-0.2058672694794491,1.0963613947114672,-0.2058672694794489,3,0.9389499601805943,"H2,DD",DD
SD-resid,IS,1,0.5,80,34,1.155433407088398,0.9667549180137492,0.1249544722540729,-0.1946961363098489,1.0488212600679696,-0.194696136309849,17,0.9389499601805943,"H2,DD",-
CTRL-fit,IS,1,2.0,20,19,1.3228890348164943,1.1044581300449343,0.0836671928954773,-0.1053982831335273,1.2047248273451474,-0.1053982831335272,11,0.9915445499570515,H2,CAGR
SD-resid,IS,1,2.0,20,43,1.0830297397072606,1.0559755007080605,0.0724355116208204,-0.1087512370737077,1.0677557818007912,-0.1087512370737074,16,0.9915445499570515,"H1,H2",CAGR
CTRL-fit,IS,1,2.0,40,42,1.2114583090024025,1.0677059070844952,0.1230003388721727,-0.1962556139210887,1.131741395234842,-0.1962556139210888,10,0.9939674855786583,"H2,DD",-
SD-resid,IS,1,2.0,40,42,1.2114583090024025,1.0677059070844952,0.1230003388721727,-0.1962556139210887,1.131741395234842,-0.1962556139210888,10,0.9939674855786583,"H2,DD",-
CTRL-fit,IS,1,2.0,80,43,1.1892489889533435,1.0249380906074936,0.1387397737863533,-0.2058672694794491,1.0963613947114672,-0.2058672694794489,3,0.9389499601805943,"H2,DD",DD
SD-resid,IS,1,2.0,80,34,1.155433407088398,0.9667549180137492,0.1249544722540729,-0.1946961363098489,1.0488212600679696,-0.194696136309849,17,0.9389499601805943,"H2,DD",-
CTRL-fit,IS,1,8.0,20,19,1.3228890348164943,1.1044581300449343,0.0836671928954773,-0.1053982831335273,1.2047248273451474,-0.1053982831335272,11,0.9915445499570515,H2,CAGR
SD-resid,IS,1,8.0,20,19,1.3228890348164943,1.1044581300449343,0.0836671928954773,-0.1053982831335273,1.2047248273451474,-0.1053982831335272,11,0.9915445499570515,H2,CAGR
CTRL-fit,IS,1,8.0,40,42,1.2114583090024025,1.0677059070844952,0.1230003388721727,-0.1962556139210887,1.131741395234842,-0.1962556139210888,10,0.9939674855786583,"H2,DD",-
SD-resid,IS,1,8.0,40,42,1.2114583090024025,1.0677059070844952,0.1230003388721727,-0.1962556139210887,1.131741395234842,-0.1962556139210888,10,0.9939674855786583,"H2,DD",-
CTRL-fit,IS,1,8.0,80,43,1.1892489889533435,1.0249380906074936,0.1387397737863533,-0.2058672694794491,1.0963613947114672,-0.2058672694794489,3,0.9389499601805943,"H2,DD",DD
SD-resid,IS,1,8.0,80,34,1.155433407088398,0.9667549180137492,0.1249544722540729,-0.1946961363098489,1.0488212600679696,-0.194696136309849,17,0.9389499601805943,"H2,DD",-
CTRL-fit,IS,1,32.0,20,19,1.3228890348164943,1.1044581300449343,0.0836671928954773,-0.1053982831335273,1.2047248273451474,-0.1053982831335272,11,0.9915445499570515,H2,CAGR
SD-resid,IS,1,32.0,20,19,1.3228890348164943,1.1044581300449343,0.0836671928954773,-0.1053982831335273,1.2047248273451474,-0.1053982831335272,11,0.9915445499570515,H2,CAGR
CTRL-fit,IS,1,32.0,40,42,1.2114583090024025,1.0677059070844952,0.1230003388721727,-0.1962556139210887,1.131741395234842,-0.1962556139210888,10,0.9939674855786583,"H2,DD",-
SD-resid,IS,1,32.0,40,42,1.2114583090024025,1.0677059070844952,0.1230003388721727,-0.1962556139210887,1.131741395234842,-0.1962556139210888,10,0.9939674855786583,"H2,DD",-
CTRL-fit,IS,1,32.0,80,43,1.1892489889533435,1.0249380906074936,0.1387397737863533,-0.2058672694794491,1.0963613947114672,-0.2058672694794489,3,0.9389499601805943,"H2,DD",DD
SD-resid,IS,1,32.0,80,34,1.155433407088398,0.9667549180137492,0.1249544722540729,-0.1946961363098489,1.0488212600679696,-0.194696136309849,17,0.9389499601805943,"H2,DD",-
CTRL-fit,IS,1,128.0,20,19,1.3228890348164943,1.1044581300449343,0.0836671928954773,-0.1053982831335273,1.2047248273451474,-0.1053982831335272,11,0.9915445499570515,H2,CAGR
SD-resid,IS,1,128.0,20,19,1.3228890348164943,1.1044581300449343,0.0836671928954773,-0.1053982831335273,1.2047248273451474,-0.1053982831335272,11,0.9915445499570515,H2,CAGR
CTRL-fit,IS,1,128.0,40,32,1.0683096406680013,0.9974869551828208,0.1055818981539256,-0.1685927561357885,1.0295527410606928,-0.1685927561357886,24,0.9939674855786583,"H1,H2,DD",-
SD-resid,IS,1,128.0,40,42,1.2114583090024025,1.0677059070844952,0.1230003388721727,-0.1962556139210887,1.131741395234842,-0.1962556139210888,10,0.9939674855786583,"H2,DD",-
CTRL-fit,IS,1,128.0,80,43,1.1892489889533435,1.0249380906074936,0.1387397737863533,-0.2058672694794491,1.0963613947114672,-0.2058672694794489,3,0.9389499601805943,"H2,DD",DD
SD-resid,IS,1,128.0,80,43,1.1892489889533435,1.0249380906074936,0.1387397737863533,-0.2058672694794491,1.0963613947114672,-0.2058672694794489,3,0.9389499601805943,"H2,DD",DD
CTRL-fit,IS,1,512.0,20,19,1.3228890348164943,1.1044581300449343,0.0836671928954773,-0.1053982831335273,1.2047248273451474,-0.1053982831335272,11,0.9915445499570515,H2,CAGR
SD-resid,IS,1,512.0,20,19,1.3228890348164943,1.1044581300449343,0.0836671928954773,-0.1053982831335273,1.2047248273451474,-0.1053982831335272,11,0.9915445499570515,H2,CAGR
CTRL-fit,IS,1,512.0,40,32,1.0683096406680013,0.9974869551828208,0.1055818981539256,-0.1685927561357885,1.0295527410606928,-0.1685927561357886,24,0.9939674855786583,"H1,H2,DD",-
SD-resid,IS,1,512.0,40,42,1.2114583090024025,1.0677059070844952,0.1230003388721727,-0.1962556139210887,1.131741395234842,-0.1962556139210888,10,0.9939674855786583,"H2,DD",-
CTRL-fit,IS,1,512.0,80,43,1.1892489889533435,1.0249380906074936,0.1387397737863533,-0.2058672694794491,1.0963613947114672,-0.2058672694794489,3,0.9389499601805943,"H2,DD",DD
SD-resid,IS,1,512.0,80,43,1.1892489889533435,1.0249380906074936,0.1387397737863533,-0.2058672694794491,1.0963613947114672,-0.2058672694794489,3,0.9389499601805943,"H2,DD",DD
CTRL-fit,OOF2,2,0.0,20,19,1.3228890348164943,1.1044581300449343,0.0836671928954773,-0.1053982831335273,1.2047248273451474,-0.1053982831335272,11,0.9915445499570515,H2,CAGR
SD-resid,OOF2,2,0.0,20,19,1.3228890348164943,1.1044581300449343,0.0836671928954773,-0.1053982831335273,1.2047248273451474,-0.1053982831335272,11,0.9915445499570515,H2,CAGR
CTRL-fit,OOF2,2,0.0,40,0,1.0365055874530835,1.1879894435135545,0.1349940646947804,-0.1895256656176159,1.1212796444270507,-0.1895256656176157,2,0.9939674855786583,"H1,DD",-
SD-resid,OOF2,2,0.0,40,48,0.9696244190194572,0.9012587614355726,0.0883080650162955,-0.1641677530612745,0.932289584407955,-0.1641677530612744,42,0.9939674855786583,"H1,H2,DD","H2,CAGR"
CTRL-fit,OOF2,2,0.0,80,0,1.1501863941104131,0.8571997498163576,0.1032467526605689,-0.1753982071804927,0.9879833385758978,-0.1753982071804928,44,0.9389499601805943,"H2,DD","H2,OOS"
SD-resid,OOF2,2,0.0,80,14,0.9487945420800532,0.9869470495143567,0.1287931001959295,-0.1940566042651486,0.9699839783317572,-0.1940566042651487,9,0.9389499601805943,"H1,H2,DD",-
CTRL-fit,OOF2,2,0.5,20,19,1.3228890348164943,1.1044581300449343,0.0836671928954773,-0.1053982831335273,1.2047248273451474,-0.1053982831335272,11,0.9915445499570515,H2,CAGR
SD-resid,OOF2,2,0.5,20,19,1.3228890348164943,1.1044581300449343,0.0836671928954773,-0.1053982831335273,1.2047248273451474,-0.1053982831335272,11,0.9915445499570515,H2,CAGR
CTRL-fit,OOF2,2,0.5,40,0,1.0365055874530835,1.1879894435135545,0.1349940646947804,-0.1895256656176159,1.1212796444270507,-0.1895256656176157,2,0.9939674855786583,"H1,DD",-
SD-resid,OOF2,2,0.5,40,42,1.2114583090024025,1.0677059070844952,0.1230003388721727,-0.1962556139210887,1.131741395234842,-0.1962556139210888,10,0.9939674855786583,"H2,DD",-
CTRL-fit,OOF2,2,0.5,80,22,1.1373651182893127,0.9612712147998064,0.1245845739726687,-0.1980173291946191,1.038029797747825,-0.1980173291946189,21,0.9389499601805943,"H1,H2,DD",-
SD-resid,OOF2,2,0.5,80,0,1.1501863941104131,0.8571997498163576,0.1032467526605689,-0.1753982071804927,0.9879833385758978,-0.1753982071804928,44,0.9389499601805943,"H2,DD","H2,OOS"
CTRL-fit,OOF2,2,2.0,20,19,1.3228890348164943,1.1044581300449343,0.0836671928954773,-0.1053982831335273,1.2047248273451474,-0.1053982831335272,11,0.9915445499570515,H2,CAGR
SD-resid,OOF2,2,2.0,20,19,1.3228890348164943,1.1044581300449343,0.0836671928954773,-0.1053982831335273,1.2047248273451474,-0.1053982831335272,11,0.9915445499570515,H2,CAGR
CTRL-fit,OOF2,2,2.0,40,0,1.0365055874530835,1.1879894435135545,0.1349940646947804,-0.1895256656176159,1.1212796444270507,-0.1895256656176157,2,0.9939674855786583,"H1,DD",-
SD-resid,OOF2,2,2.0,40,42,1.2114583090024025,1.0677059070844952,0.1230003388721727,-0.1962556139210887,1.131741395234842,-0.1962556139210888,10,0.9939674855786583,"H2,DD",-
CTRL-fit,OOF2,2,2.0,80,22,1.1373651182893127,0.9612712147998064,0.1245845739726687,-0.1980173291946191,1.038029797747825,-0.1980173291946189,21,0.9389499601805943,"H1,H2,DD",-
SD-resid,OOF2,2,2.0,80,0,1.1501863941104131,0.8571997498163576,0.1032467526605689,-0.1753982071804927,0.9879833385758978,-0.1753982071804928,44,0.9389499601805943,"H2,DD","H2,OOS"
CTRL-fit,OOF2,2,8.0,20,19,1.3228890348164943,1.1044581300449343,0.0836671928954773,-0.1053982831335273,1.2047248273451474,-0.1053982831335272,11,0.9915445499570515,H2,CAGR
SD-resid,OOF2,2,8.0,20,19,1.3228890348164943,1.1044581300449343,0.0836671928954773,-0.1053982831335273,1.2047248273451474,-0.1053982831335272,11,0.9915445499570515,H2,CAGR
CTRL-fit,OOF2,2,8.0,40,0,1.0365055874530835,1.1879894435135545,0.1349940646947804,-0.1895256656176159,1.1212796444270507,-0.1895256656176157,2,0.9939674855786583,"H1,DD",-
SD-resid,OOF2,2,8.0,40,42,1.2114583090024025,1.0677059070844952,0.1230003388721727,-0.1962556139210887,1.131741395234842,-0.1962556139210888,10,0.9939674855786583,"H2,DD",-
CTRL-fit,OOF2,2,8.0,80,22,1.1373651182893127,0.9612712147998064,0.1245845739726687,-0.1980173291946191,1.038029797747825,-0.1980173291946189,21,0.9389499601805943,"H1,H2,DD",-
SD-resid,OOF2,2,8.0,80,0,1.1501863941104131,0.8571997498163576,0.1032467526605689,-0.1753982071804927,0.9879833385758978,-0.1753982071804928,44,0.9389499601805943,"H2,DD","H2,OOS"
CTRL-fit,OOF2,2,32.0,20,45,1.1290483839361485,1.1634633300305774,0.0736039230345728,-0.1170448639361564,1.148103911760135,-0.1170448639361562,3,0.9915445499570515,-,CAGR
SD-resid,OOF2,2,32.0,20,19,1.3228890348164943,1.1044581300449343,0.0836671928954773,-0.1053982831335273,1.2047248273451474,-0.1053982831335272,11,0.9915445499570515,H2,CAGR
CTRL-fit,OOF2,2,32.0,40,0,1.0365055874530835,1.1879894435135545,0.1349940646947804,-0.1895256656176159,1.1212796444270507,-0.1895256656176157,2,0.9939674855786583,"H1,DD",-
SD-resid,OOF2,2,32.0,40,42,1.2114583090024025,1.0677059070844952,0.1230003388721727,-0.1962556139210887,1.131741395234842,-0.1962556139210888,10,0.9939674855786583,"H2,DD",-
CTRL-fit,OOF2,2,32.0,80,22,1.1373651182893127,0.9612712147998064,0.1245845739726687,-0.1980173291946191,1.038029797747825,-0.1980173291946189,21,0.9389499601805943,"H1,H2,DD",-
SD-resid,OOF2,2,32.0,80,43,1.1892489889533435,1.0249380906074936,0.1387397737863533,-0.2058672694794491,1.0963613947114672,-0.2058672694794489,3,0.9389499601805943,"H2,DD",DD
CTRL-fit,OOF2,2,128.0,20,45,1.1290483839361485,1.1634633300305774,0.0736039230345728,-0.1170448639361564,1.148103911760135,-0.1170448639361562,3,0.9915445499570515,-,CAGR
SD-resid,OOF2,2,128.0,20,19,1.3228890348164943,1.1044581300449343,0.0836671928954773,-0.1053982831335273,1.2047248273451474,-0.1053982831335272,11,0.9915445499570515,H2,CAGR
CTRL-fit,OOF2,2,128.0,40,0,1.0365055874530835,1.1879894435135545,0.1349940646947804,-0.1895256656176159,1.1212796444270507,-0.1895256656176157,2,0.9939674855786583,"H1,DD",-
SD-resid,OOF2,2,128.0,40,42,1.2114583090024025,1.0677059070844952,0.1230003388721727,-0.1962556139210887,1.131741395234842,-0.1962556139210888,10,0.9939674855786583,"H2,DD",-
CTRL-fit,OOF2,2,128.0,80,22,1.1373651182893127,0.9612712147998064,0.1245845739726687,-0.1980173291946191,1.038029797747825,-0.1980173291946189,21,0.9389499601805943,"H1,H2,DD",-
SD-resid,OOF2,2,128.0,80,43,1.1892489889533435,1.0249380906074936,0.1387397737863533,-0.2058672694794491,1.0963613947114672,-0.2058672694794489,3,0.9389499601805943,"H2,DD",DD
CTRL-fit,OOF2,2,512.0,20,45,1.1290483839361485,1.1634633300305774,0.0736039230345728,-0.1170448639361564,1.148103911760135,-0.1170448639361562,3,0.9915445499570515,-,CAGR
SD-resid,OOF2,2,512.0,20,19,1.3228890348164943,1.1044581300449343,0.0836671928954773,-0.1053982831335273,1.2047248273451474,-0.1053982831335272,11,0.9915445499570515,H2,CAGR
CTRL-fit,OOF2,2,512.0,40,0,1.0365055874530835,1.1879894435135545,0.1349940646947804,-0.1895256656176159,1.1212796444270507,-0.1895256656176157,2,0.9939674855786583,"H1,DD",-
SD-resid,OOF2,2,512.0,40,42,1.2114583090024025,1.0677059070844952,0.1230003388721727,-0.1962556139210887,1.131741395234842,-0.1962556139210888,10,0.9939674855786583,"H2,DD",-
CTRL-fit,OOF2,2,512.0,80,22,1.1373651182893127,0.9612712147998064,0.1245845739726687,-0.1980173291946191,1.038029797747825,-0.1980173291946189,21,0.9389499601805943,"H1,H2,DD",-
SD-resid,OOF2,2,512.0,80,43,1.1892489889533435,1.0249380906074936,0.1387397737863533,-0.2058672694794491,1.0963613947114672,-0.2058672694794489,3,0.9389499601805943,"H2,DD",DD
CTRL-fit,OOF5,5,0.0,20,9,0.8105688419011489,1.0384213816065586,0.0628368490447399,-0.0961172876410256,0.936021862107871,-0.0961172876410259,19,0.9915445499570515,H1,"H1,CAGR"
SD-resid,OOF5,5,0.0,20,24,1.130873780457723,1.1926855964264036,0.0956592381592447,-0.1472143241216258,1.164930227650764,-0.147214324121626,1,0.9915445499570515,DD,CAGR
CTRL-fit,OOF5,5,0.0,40,49,0.9062312593540848,1.054909528051447,0.1144684072865214,-0.1894382896281216,0.9886184146599328,-0.1894382896281217,14,0.9939674855786583,"H1,H2,DD",CAGR
SD-resid,OOF5,5,0.0,40,9,1.0313648013868562,1.0764022018654835,0.120398689610579,-0.2024654774583658,1.0557234387789491,-0.2024654774583658,9,0.9939674855786583,"H1,DD",DD
CTRL-fit,OOF5,5,0.0,80,43,1.1892489889533435,1.0249380906074936,0.1387397737863533,-0.2058672694794491,1.0963613947114672,-0.2058672694794489,3,0.9389499601805943,"H2,DD",DD
SD-resid,OOF5,5,0.0,80,8,0.8513924459946437,0.9138049906673285,0.1115692787444431,-0.1951285643845614,0.8858771524712967,-0.1951285643845612,35,0.9389499601805943,"H1,H2,DD","H1,H2"
CTRL-fit,OOF5,5,0.5,20,32,1.1029236223158885,1.054435963601016,0.0732399654731181,-0.109426204231258,1.0752928596216602,-0.1094262042312577,17,0.9915445499570515,H2,CAGR
SD-resid,OOF5,5,0.5,20,39,1.1706200754628853,1.1841432001887722,0.0903143787309523,-0.0943401471509165,1.174370500147402,-0.0943401471509165,2,0.9915445499570515,-,CAGR
CTRL-fit,OOF5,5,0.5,40,40,0.9667911050053096,0.8802705522247194,0.0999505585479405,-0.1909853644182011,0.9187534122714875,-0.190985364418201,47,0.9939674855786583,"H1,H2,DD","H2,OOS,CAGR"
SD-resid,OOF5,5,0.5,40,42,1.2114583090024025,1.0677059070844952,0.1230003388721727,-0.1962556139210887,1.131741395234842,-0.1962556139210888,10,0.9939674855786583,"H2,DD",-
CTRL-fit,OOF5,5,0.5,80,27,1.1414732453994854,0.941278925945101,0.1201115958048342,-0.1847312625817178,1.0281393998025716,-0.1847312625817178,27,0.9389499601805943,"H2,DD",H2
SD-resid,OOF5,5,0.5,80,34,1.155433407088398,0.9667549180137492,0.1249544722540729,-0.1946961363098489,1.0488212600679696,-0.194696136309849,17,0.9389499601805943,"H2,DD",-
CTRL-fit,OOF5,5,2.0,20,32,1.1029236223158885,1.054435963601016,0.0732399654731181,-0.109426204231258,1.0752928596216602,-0.1094262042312577,17,0.9915445499570515,H2,CAGR
SD-resid,OOF5,5,2.0,20,39,1.1706200754628853,1.1841432001887722,0.0903143787309523,-0.0943401471509165,1.174370500147402,-0.0943401471509165,2,0.9915445499570515,-,CAGR
CTRL-fit,OOF5,5,2.0,40,40,0.9667911050053096,0.8802705522247194,0.0999505585479405,-0.1909853644182011,0.9187534122714875,-0.190985364418201,47,0.9939674855786583,"H1,H2,DD","H2,OOS,CAGR"
SD-resid,OOF5,5,2.0,40,42,1.2114583090024025,1.0677059070844952,0.1230003388721727,-0.1962556139210887,1.131741395234842,-0.1962556139210888,10,0.9939674855786583,"H2,DD",-
CTRL-fit,OOF5,5,2.0,80,27,1.1414732453994854,0.941278925945101,0.1201115958048342,-0.1847312625817178,1.0281393998025716,-0.1847312625817178,27,0.9389499601805943,"H2,DD",H2
SD-resid,OOF5,5,2.0,80,34,1.155433407088398,0.9667549180137492,0.1249544722540729,-0.1946961363098489,1.0488212600679696,-0.194696136309849,17,0.9389499601805943,"H2,DD",-
CTRL-fit,OOF5,5,8.0,20,32,1.1029236223158885,1.054435963601016,0.0732399654731181,-0.109426204231258,1.0752928596216602,-0.1094262042312577,17,0.9915445499570515,H2,CAGR
SD-resid,OOF5,5,8.0,20,19,1.3228890348164943,1.1044581300449343,0.0836671928954773,-0.1053982831335273,1.2047248273451474,-0.1053982831335272,11,0.9915445499570515,H2,CAGR
CTRL-fit,OOF5,5,8.0,40,40,0.9667911050053096,0.8802705522247194,0.0999505585479405,-0.1909853644182011,0.9187534122714875,-0.190985364418201,47,0.9939674855786583,"H1,H2,DD","H2,OOS,CAGR"
SD-resid,OOF5,5,8.0,40,42,1.2114583090024025,1.0677059070844952,0.1230003388721727,-0.1962556139210887,1.131741395234842,-0.1962556139210888,10,0.9939674855786583,"H2,DD",-
CTRL-fit,OOF5,5,8.0,80,27,1.1414732453994854,0.941278925945101,0.1201115958048342,-0.1847312625817178,1.0281393998025716,-0.1847312625817178,27,0.9389499601805943,"H2,DD",H2
SD-resid,OOF5,5,8.0,80,34,1.155433407088398,0.9667549180137492,0.1249544722540729,-0.1946961363098489,1.0488212600679696,-0.194696136309849,17,0.9389499601805943,"H2,DD",-
CTRL-fit,OOF5,5,32.0,20,32,1.1029236223158885,1.054435963601016,0.0732399654731181,-0.109426204231258,1.0752928596216602,-0.1094262042312577,17,0.9915445499570515,H2,CAGR
SD-resid,OOF5,5,32.0,20,19,1.3228890348164943,1.1044581300449343,0.0836671928954773,-0.1053982831335273,1.2047248273451474,-0.1053982831335272,11,0.9915445499570515,H2,CAGR
CTRL-fit,OOF5,5,32.0,40,16,1.0293259258101797,1.045285104869605,0.1091821140211357,-0.1769058748455551,1.0381929145666613,-0.1769058748455552,16,0.9939674855786583,"H1,H2,DD",-
SD-resid,OOF5,5,32.0,40,42,1.2114583090024025,1.0677059070844952,0.1230003388721727,-0.1962556139210887,1.131741395234842,-0.1962556139210888,10,0.9939674855786583,"H2,DD",-
CTRL-fit,OOF5,5,32.0,80,27,1.1414732453994854,0.941278925945101,0.1201115958048342,-0.1847312625817178,1.0281393998025716,-0.1847312625817178,27,0.9389499601805943,"H2,DD",H2
SD-resid,OOF5,5,32.0,80,34,1.155433407088398,0.9667549180137492,0.1249544722540729,-0.1946961363098489,1.0488212600679696,-0.194696136309849,17,0.9389499601805943,"H2,DD",-
CTRL-fit,OOF5,5,128.0,20,32,1.1029236223158885,1.054435963601016,0.0732399654731181,-0.109426204231258,1.0752928596216602,-0.1094262042312577,17,0.9915445499570515,H2,CAGR
SD-resid,OOF5,5,128.0,20,19,1.3228890348164943,1.1044581300449343,0.0836671928954773,-0.1053982831335273,1.2047248273451474,-0.1053982831335272,11,0.9915445499570515,H2,CAGR
CTRL-fit,OOF5,5,128.0,40,16,1.0293259258101797,1.045285104869605,0.1091821140211357,-0.1769058748455551,1.0381929145666613,-0.1769058748455552,16,0.9939674855786583,"H1,H2,DD",-
SD-resid,OOF5,5,128.0,40,42,1.2114583090024025,1.0677059070844952,0.1230003388721727,-0.1962556139210887,1.131741395234842,-0.1962556139210888,10,0.9939674855786583,"H2,DD",-
CTRL-fit,OOF5,5,128.0,80,43,1.1892489889533435,1.0249380906074936,0.1387397737863533,-0.2058672694794491,1.0963613947114672,-0.2058672694794489,3,0.9389499601805943,"H2,DD",DD
SD-resid,OOF5,5,128.0,80,43,1.1892489889533435,1.0249380906074936,0.1387397737863533,-0.2058672694794491,1.0963613947114672,-0.2058672694794489,3,0.9389499601805943,"H2,DD",DD
CTRL-fit,OOF5,5,512.0,20,32,1.1029236223158885,1.054435963601016,0.0732399654731181,-0.109426204231258,1.0752928596216602,-0.1094262042312577,17,0.9915445499570515,H2,CAGR
SD-resid,OOF5,5,512.0,20,19,1.3228890348164943,1.1044581300449343,0.0836671928954773,-0.1053982831335273,1.2047248273451474,-0.1053982831335272,11,0.9915445499570515,H2,CAGR
CTRL-fit,OOF5,5,512.0,40,16,1.0293259258101797,1.045285104869605,0.1091821140211357,-0.1769058748455551,1.0381929145666613,-0.1769058748455552,16,0.9939674855786583,"H1,H2,DD",-
SD-resid,OOF5,5,512.0,40,42,1.2114583090024025,1.0677059070844952,0.1230003388721727,-0.1962556139210887,1.131741395234842,-0.1962556139210888,10,0.9939674855786583,"H2,DD",-
CTRL-fit,OOF5,5,512.0,80,26,0.9750126417431768,0.952572427620686,0.119964239566241,-0.196435713990846,0.9619643793772904,-0.1964357139908462,24,0.9389499601805943,"H1,H2,DD",-
SD-resid,OOF5,5,512.0,80,43,1.1892489889533435,1.0249380906074936,0.1387397737863533,-0.2058672694794491,1.0963613947114672,-0.2058672694794489,3,0.9389499601805943,"H2,DD",DD
CTRL-fit,OOF10,10,0.0,20,24,1.130873780457723,1.1926855964264036,0.0956592381592447,-0.1472143241216258,1.164930227650764,-0.147214324121626,1,0.9915445499570515,DD,CAGR
SD-resid,OOF10,10,0.0,20,48,1.2031935181254685,0.9794243055236008,0.0693564615066586,-0.1157043118388368,1.0783299415473415,-0.1157043118388367,28,0.9915445499570515,H2,CAGR
CTRL-fit,OOF10,10,0.0,40,34,0.9617571201095853,1.1478630562521408,0.1197897049576166,-0.1872397364481077,1.0653536480136905,-0.1872397364481077,3,0.9939674855786583,"H1,DD",-
SD-resid,OOF10,10,0.0,40,24,0.981620285775186,0.902233212176783,0.0947998442596151,-0.1926644905994352,0.93827122740421,-0.1926644905994354,40,0.9939674855786583,"H1,H2,DD","H2,CAGR"
CTRL-fit,OOF10,10,0.0,80,22,1.1373651182893127,0.9612712147998064,0.1245845739726687,-0.1980173291946191,1.038029797747825,-0.1980173291946189,21,0.9389499601805943,"H1,H2,DD",-
SD-resid,OOF10,10,0.0,80,42,1.0398163514284238,0.9852786711297778,0.1214849459628368,-0.1895208200350082,1.0095895266476085,-0.1895208200350083,12,0.9389499601805943,"H1,H2,DD",-
CTRL-fit,OOF10,10,0.5,20,45,1.1290483839361485,1.1634633300305774,0.0736039230345728,-0.1170448639361564,1.148103911760135,-0.1170448639361562,3,0.9915445499570515,-,CAGR
SD-resid,OOF10,10,0.5,20,39,1.1706200754628853,1.1841432001887722,0.0903143787309523,-0.0943401471509165,1.174370500147402,-0.0943401471509165,2,0.9915445499570515,-,CAGR
CTRL-fit,OOF10,10,0.5,40,37,0.9108665276375116,1.0922278298092796,0.1150510516644476,-0.1926451891014087,1.0085256390670418,-0.192645189101409,8,0.9939674855786583,"H1,H2,DD",-
SD-resid,OOF10,10,0.5,40,42,1.2114583090024025,1.0677059070844952,0.1230003388721727,-0.1962556139210887,1.131741395234842,-0.1962556139210888,10,0.9939674855786583,"H2,DD",-
CTRL-fit,OOF10,10,0.5,80,27,1.1414732453994854,0.941278925945101,0.1201115958048342,-0.1847312625817178,1.0281393998025716,-0.1847312625817178,27,0.9389499601805943,"H2,DD",H2
SD-resid,OOF10,10,0.5,80,34,1.155433407088398,0.9667549180137492,0.1249544722540729,-0.1946961363098489,1.0488212600679696,-0.194696136309849,17,0.9389499601805943,"H2,DD",-
CTRL-fit,OOF10,10,2.0,20,45,1.1290483839361485,1.1634633300305774,0.0736039230345728,-0.1170448639361564,1.148103911760135,-0.1170448639361562,3,0.9915445499570515,-,CAGR
SD-resid,OOF10,10,2.0,20,19,1.3228890348164943,1.1044581300449343,0.0836671928954773,-0.1053982831335273,1.2047248273451474,-0.1053982831335272,11,0.9915445499570515,H2,CAGR
CTRL-fit,OOF10,10,2.0,40,37,0.9108665276375116,1.0922278298092796,0.1150510516644476,-0.1926451891014087,1.0085256390670418,-0.192645189101409,8,0.9939674855786583,"H1,H2,DD",-
