chooser,claimset,objective,panel,dial,pick,is_argmax,IS_monotone,IS_rho,IS_resolved,IS_margin_sd,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,FULL_CAGR,FULL_Sharpe,FULL_MaxDD,H1,H2,SPY_OOS_Sharpe,SPY_OOS_CAGR,SPY_OOS_MaxDD,LIVE_OOS_Sharpe,pass_4b,pass_4b_oos,pass_4a,leg_L_H1,leg_L_H2,leg_L_OOS,leg_L_DD,leg_L_CAGR,legO_O_S,legO_O_DD,legO_O_CAGR
CH_STAMPM,C_CAGR,CAGR,B136,N,15.0,3.0,True,-0.9727272727272729,True,1.0642810865674708,0.17489486262089549,1.0457884279636374,-0.19659728035297697,0.1677976415961746,1.068178680791749,-0.19659728035297697,1.2377522144202826,0.9426949821751242,0.8767278433896203,0.15331427255204866,-0.3371595330739301,1.105887869727878,True,True,False,True,True,True,True,True,True,True,True
CH_CENTER,C_CAGR,CAGR,B136,N,3.0,3.0,True,-0.9727272727272729,True,1.0642810865674708,0.19208662671176424,0.8564290477652591,-0.29020367838746164,0.22969409424399712,1.0308688668315285,-0.2902036783874613,1.2940806003353569,0.8228415481807182,0.8767278433896203,0.15331427255204866,-0.3371595330739301,1.105887869727878,False,False,False,True,False,False,False,True,False,False,True
CH_ARGMAX,C_CAGR,CAGR,B136,H,63.0,63.0,False,-0.7714285714285715,False,0.25327117452653164,0.16487229134834314,0.9960363388880005,-0.28694818362899355,0.1695140686096932,1.082336942583977,-0.2869481836289933,1.3387285180940438,0.8873528433714876,0.8767278433896203,0.15331427255204866,-0.3371595330739301,1.105887869727878,False,False,False,True,True,True,False,True,True,False,True
CH_STAMP,C_CAGR,CAGR,B136,H,63.0,63.0,False,-0.7714285714285715,False,0.25327117452653164,0.16487229134834314,0.9960363388880005,-0.28694818362899355,0.1695140686096932,1.082336942583977,-0.2869481836289933,1.3387285180940438,0.8873528433714876,0.8767278433896203,0.15331427255204866,-0.3371595330739301,1.105887869727878,False,False,False,True,True,True,False,True,True,False,True
CH_STAMPM,C_CAGR,CAGR,B136,H,63.0,63.0,False,-0.7714285714285715,False,0.25327117452653164,0.16487229134834314,0.9960363388880005,-0.28694818362899355,0.1695140686096932,1.082336942583977,-0.2869481836289933,1.3387285180940438,0.8873528433714876,0.8767278433896203,0.15331427255204866,-0.3371595330739301,1.105887869727878,False,False,False,True,True,True,False,True,True,False,True
CH_CENTER,C_CAGR,CAGR,B136,H,63.0,63.0,False,-0.7714285714285715,False,0.25327117452653164,0.16487229134834314,0.9960363388880005,-0.28694818362899355,0.1695140686096932,1.082336942583977,-0.2869481836289933,1.3387285180940438,0.8873528433714876,0.8767278433896203,0.15331427255204866,-0.3371595330739301,1.105887869727878,False,False,False,True,True,True,False,True,True,False,True
CH_ARGMAX,C_CAGR,CAGR,B136,MAXVOL,0.4,0.4,False,-0.2571428571428572,False,0.05599451834960184,0.15689664603548037,1.0107691533951861,-0.21712798377980536,0.15889804871492674,1.0796790109339522,-0.21712798377980536,1.3434422824894519,0.8747871709035597,0.8767278433896203,0.15331427255204866,-0.3371595330739301,1.105887869727878,False,False,False,True,True,True,False,True,True,False,True
CH_STAMP,C_CAGR,CAGR,B136,MAXVOL,0.5,0.4,False,-0.2571428571428572,False,0.05599451834960184,0.15273267908613586,0.9978010137635616,-0.20434158178958528,0.15502864944500372,1.0519753063612944,-0.2043415817895855,1.2805679075982306,0.8623674113273321,0.8767278433896203,0.15331427255204866,-0.3371595330739301,1.105887869727878,False,False,False,True,True,True,False,True,True,False,True
CH_STAMPM,C_CAGR,CAGR,B136,MAXVOL,0.5,0.4,False,-0.2571428571428572,False,0.05599451834960184,0.15273267908613586,0.9978010137635616,-0.20434158178958528,0.15502864944500372,1.0519753063612944,-0.2043415817895855,1.2805679075982306,0.8623674113273321,0.8767278433896203,0.15331427255204866,-0.3371595330739301,1.105887869727878,False,False,False,True,True,True,False,True,True,False,True
CH_CENTER,C_CAGR,CAGR,B136,MAXVOL,0.5,0.4,False,-0.2571428571428572,False,0.05599451834960184,0.15273267908613586,0.9978010137635616,-0.20434158178958528,0.15502864944500372,1.0519753063612944,-0.2043415817895855,1.2805679075982306,0.8623674113273321,0.8767278433896203,0.15331427255204866,-0.3371595330739301,1.105887869727878,False,False,False,True,True,True,False,True,True,False,True
CH_ARGMAX,C_CAGR,CAGR,SMALL,GROSS,1.0,1.0,True,1.0,True,1.0752411042627406,0.08692558096183145,0.454413347265087,-0.4541705486618577,0.09848992582468252,0.5082997892144179,-0.454170548661858,0.6646530550123478,0.3952003420296172,0.8767140742030719,0.15331699963496637,-0.33717235283398317,0.5600309396391431,False,False,False,False,False,False,False,True,False,False,False
CH_STAMP,C_CAGR,CAGR,SMALL,GROSS,0.75,1.0,True,1.0,True,1.0752411042627406,0.070860770065448,0.45333717990397243,-0.3581405418032817,0.07874421355849703,0.5072342327234493,-0.3581405418032815,0.6634315052819472,0.3940851174727154,0.8767140742030719,0.15331699963496637,-0.33717235283398317,0.5600309396391431,False,False,False,False,False,False,False,False,False,False,False
CH_STAMPM,C_CAGR,CAGR,SMALL,GROSS,0.6,1.0,True,1.0,True,1.0752411042627406,0.05929046482005251,0.4526739718340334,-0.2952165588976302,0.06521934451765277,0.5065580449748965,-0.2952165588976303,0.6626297448679115,0.3934246746645101,0.8767140742030719,0.15331699963496637,-0.33717235283398317,0.5600309396391431,False,False,False,False,False,False,False,False,False,False,False
CH_CENTER,C_CAGR,CAGR,SMALL,GROSS,1.0,1.0,True,1.0,True,1.0752411042627406,0.08692558096183145,0.454413347265087,-0.4541705486618577,0.09848992582468252,0.5082997892144179,-0.454170548661858,0.6646530550123478,0.3952003420296172,0.8767140742030719,0.15331699963496637,-0.33717235283398317,0.5600309396391431,False,False,False,False,False,False,False,True,False,False,False
CH_ARGMAX,C_CAGR,CAGR,SMALL,N,25.0,25.0,False,0.48181818181818187,False,0.3143425501924411,0.06169800421238092,0.4163581876404954,-0.35587150982337046,0.0805624823500366,0.5284992992144928,-0.355871509823371,0.7791521740101436,0.34360097560924197,0.8767140742030719,0.15331699963496637,-0.33717235283398317,0.5600309396391431,False,False,False,False,False,False,False,False,False,False,False
CH_STAMP,C_CAGR,CAGR,SMALL,N,10.0,25.0,False,0.48181818181818187,False,0.3143425501924411,0.07926243405057654,0.4601297919217568,-0.43439847899466055,0.08738597229771328,0.5076444246836327,-0.4343984789946609,0.6659380283455367,0.3895570803714936,0.8767140742030719,0.15331699963496637,-0.33717235283398317,0.5600309396391431,False,False,False,False,False,False,False,False,False,False,False
CH_STAMPM,C_CAGR,CAGR,SMALL,N,10.0,25.0,False,0.48181818181818187,False,0.3143425501924411,0.07926243405057654,0.4601297919217568,-0.43439847899466055,0.08738597229771328,0.5076444246836327,-0.4343984789946609,0.6659380283455367,0.3895570803714936,0.8767140742030719,0.15331699963496637,-0.33717235283398317,0.5600309396391431,False,False,False,False,False,False,False,False,False,False,False
CH_CENTER,C_CAGR,CAGR,SMALL,N,10.0,25.0,False,0.48181818181818187,False,0.3143425501924411,0.07926243405057654,0.4601297919217568,-0.43439847899466055,0.08738597229771328,0.5076444246836327,-0.4343984789946609,0.6659380283455367,0.3895570803714936,0.8767140742030719,0.15331699963496637,-0.33717235283398317,0.5600309396391431,False,False,False,False,False,False,False,False,False,False,False
CH_ARGMAX,C_CAGR,CAGR,SMALL,H,252.0,252.0,False,0.08571428571428573,False,0.7407396440156633,0.11159184725299265,0.6676058493481922,-0.37411836270629684,0.13356082787910206,0.7843890486901455,-0.37411836270629684,0.9552303423552178,0.641731606248526,0.8767140742030719,0.15331699963496637,-0.33717235283398317,0.5600309396391431,False,False,False,True,False,False,False,True,False,False,True
CH_STAMP,C_CAGR,CAGR,SMALL,H,126.0,252.0,False,0.08571428571428573,False,0.7407396440156633,0.070860770065448,0.45333717990397243,-0.3581405418032817,0.07874421355849703,0.5072342327234493,-0.3581405418032815,0.6634315052819472,0.3940851174727154,0.8767140742030719,0.15331699963496637,-0.33717235283398317,0.5600309396391431,False,False,False,False,False,False,False,False,False,False,False
CH_STAMPM,C_CAGR,CAGR,SMALL,H,126.0,252.0,False,0.08571428571428573,False,0.7407396440156633,0.070860770065448,0.45333717990397243,-0.3581405418032817,0.07874421355849703,0.5072342327234493,-0.3581405418032815,0.6634315052819472,0.3940851174727154,0.8767140742030719,0.15331699963496637,-0.33717235283398317,0.5600309396391431,False,False,False,False,False,False,False,False,False,False,False
CH_CENTER,C_CAGR,CAGR,SMALL,H,126.0,252.0,False,0.08571428571428573,False,0.7407396440156633,0.070860770065448,0.45333717990397243,-0.3581405418032817,0.07874421355849703,0.5072342327234493,-0.3581405418032815,0.6634315052819472,0.3940851174727154,0.8767140742030719,0.15331699963496637,-0.33717235283398317,0.5600309396391431,False,False,False,False,False,False,False,False,False,False,False
CH_ARGMAX,C_CAGR,CAGR,SMALL,MAXVOL,0.4,0.4,False,-0.4285714285714286,True,1.1223596243063465,0.048256643404014365,0.36208536825674686,-0.35897448240218666,0.07475714809275202,0.524520345918563,-0.35897448240218666,0.9101203363578042,0.2328488525029729,0.8767140742030719,0.15331699963496637,-0.33717235283398317,0.5600309396391431,False,False,False,False,False,False,False,False,False,False,False
CH_STAMP,C_CAGR,CAGR,SMALL,MAXVOL,0.4,0.4,False,-0.4285714285714286,True,1.1223596243063465,0.048256643404014365,0.36208536825674686,-0.35897448240218666,0.07475714809275202,0.524520345918563,-0.35897448240218666,0.9101203363578042,0.2328488525029729,0.8767140742030719,0.15331699963496637,-0.33717235283398317,0.5600309396391431,False,False,False,False,False,False,False,False,False,False,False
CH_STAMPM,C_CAGR,CAGR,SMALL,MAXVOL,0.4,0.4,False,-0.4285714285714286,True,1.1223596243063465,0.048256643404014365,0.36208536825674686,-0.35897448240218666,0.07475714809275202,0.524520345918563,-0.35897448240218666,0.9101203363578042,0.2328488525029729,0.8767140742030719,0.15331699963496637,-0.33717235283398317,0.5600309396391431,False,False,False,False,False,False,False,False,False,False,False
CH_CENTER,C_CAGR,CAGR,SMALL,MAXVOL,0.8,0.4,False,-0.4285714285714286,True,1.1223596243063465,0.09559018676357178,0.5431970967823433,-0.3664279257733636,0.09508126689569507,0.5653460160617504,-0.3664279257733636,0.727283264360442,0.45718913135885797,0.8767140742030719,0.15331699963496637,-0.33717235283398317,0.5600309396391431,False,False,False,False,False,False,False,False,False,False,False
CH_ARGMAX,C_MAXDD,negMaxDD,U56,GROSS,0.2,0.2,True,-1.0,True,3.5603095021805835,0.04448162712559345,1.1588540780686407,-0.05379493212169739,0.041011912578013066,1.1357964667105314,-0.053794932121697614,1.2028187250152191,1.0905066298253052,0.8684062229066973,0.15150873781069918,-0.33717235283398317,1.2714387324337506,False,False,False,True,True,True,True,False,True,True,False
CH_STAMP,C_MAXDD,negMaxDD,U56,GROSS,0.75,0.2,True,-1.0,True,3.5603095021805835,0.16919746270303992,1.1615297831443132,-0.19127561830465012,0.1555201865472391,1.1380787773059988,-0.19127561830465034,1.2049090144051569,1.0931595911075942,0.8684062229066973,0.15150873781069918,-0.33717235283398317,1.2714387324337506,True,True,False,True,True,True,True,True,True,True,True
CH_STAMPM,C_MAXDD,negMaxDD,U56,GROSS,0.6,0.2,True,-1.0,True,3.5603095021805835,0.13492641145125295,1.160916054216475,-0.15513474393540005,0.12411909391210885,1.137578906405842,-0.15513474393540005,1.2044710215373224,1.0925451291031891,0.8684062229066973,0.15150873781069918,-0.33717235283398317,1.2714387324337506,True,True,False,True,True,True,True,True,True,True,True
CH_CENTER,C_MAXDD,negMaxDD,U56,GROSS,0.2,0.2,True,-1.0,True,3.5603095021805835,0.04448162712559345,1.1588540780686407,-0.05379493212169739,0.041011912578013066,1.1357964667105314,-0.053794932121697614,1.2028187250152191,1.0905066298253052,0.8684062229066973,0.15150873781069918,-0.33717235283398317,1.2714387324337506,False,False,False,True,True,True,True,False,True,True,False
CH_ARGMAX,C_MAXDD,negMaxDD,U56,N,40.0,40.0,True,0.9090909090909091,False,0.08624499471527516,0.13939367595266128,1.0944875184055334,-0.22984197733835132,0.13426425475231962,1.1244963158326498,-0.22984197733835132,1.2712686055155562,1.0215963776402637,0.8684062229066973,0.15150873781069918,-0.33717235283398317,1.2714387324337506,False,False,False,True,True,True,False,True,True,False,True
CH_STAMP,C_MAXDD,negMaxDD,U56,N,20.0,40.0,True,0.9090909090909091,False,0.08624499471527516,0.16919746270303992,1.1615297831443132,-0.19127561830465012,0.1555201865472391,1.1380787773059988,-0.19127561830465034,1.2049090144051569,1.0931595911075942,0.8684062229066973,0.15150873781069918,-0.33717235283398317,1.2714387324337506,True,True,False,True,True,True,True,True,True,True,True
CH_STAMPM,C_MAXDD,negMaxDD,U56,N,15.0,40.0,True,0.9090909090909091,False,0.08624499471527516,0.18857326412542164,1.186920783688038,-0.20974143218869623,0.16958558531679246,1.1599652122514765,-0.20974143218869634,1.2511741334706714,1.102386879512554,0.8684062229066973,0.15150873781069918,-0.33717235283398317,1.2714387324337506,False,False,False,True,True,True,False,True,True,False,True
CH_CENTER,C_MAXDD,negMaxDD,U56,N,40.0,40.0,True,0.9090909090909091,False,0.08624499471527516,0.13939367595266128,1.0944875184055334,-0.22984197733835132,0.13426425475231962,1.1244963158326498,-0.22984197733835132,1.2712686055155562,1.0215963776402637,0.8684062229066973,0.15150873781069918,-0.33717235283398317,1.2714387324337506,False,False,False,True,True,True,False,True,True,False,True
CH_ARGMAX,C_MAXDD,negMaxDD,U56,H,21.0,21.0,True,-0.942857142857143,False,0.24349395914726055,0.15308885804711703,1.1116898505481745,-0.2024163164242747,0.1431010106865842,1.1123012095249802,-0.2024163164242747,1.2103411620619398,1.0437602469829863,0.8684062229066973,0.15150873781069918,-0.33717235283398317,1.2714387324337506,False,False,False,True,True,True,False,True,True,False,True
CH_STAMP,C_MAXDD,negMaxDD,U56,H,126.0,21.0,True,-0.942857142857143,False,0.24349395914726055,0.16919746270303992,1.1615297831443132,-0.19127561830465012,0.1555201865472391,1.1380787773059988,-0.19127561830465034,1.2049090144051569,1.0931595911075942,0.8684062229066973,0.15150873781069918,-0.33717235283398317,1.2714387324337506,True,True,False,True,True,True,True,True,True,True,True
CH_STAMPM,C_MAXDD,negMaxDD,U56,H,126.0,21.0,True,-0.942857142857143,False,0.24349395914726055,0.16919746270303992,1.1615297831443132,-0.19127561830465012,0.1555201865472391,1.1380787773059988,-0.19127561830465034,1.2049090144051569,1.0931595911075942,0.8684062229066973,0.15150873781069918,-0.33717235283398317,1.2714387324337506,True,True,False,True,True,True,True,True,True,True,True
CH_CENTER,C_MAXDD,negMaxDD,U56,H,42.0,21.0,True,-0.942857142857143,False,0.24349395914726055,0.15985947195559347,1.1052416104610203,-0.2282253342374636,0.14112593070018842,1.0649572570019286,-0.2282253342374636,1.134799866909779,1.025047935949465,0.8684062229066973,0.15150873781069918,-0.33717235283398317,1.2714387324337506,False,False,False,True,True,True,False,True,True,False,True
CH_ARGMAX,C_MAXDD,negMaxDD,U56,MAXVOL,0.3,0.3,False,-0.4285714285714286,False,0.40481097666663723,0.1329337612687469,1.0166702605817681,-0.21797568591622374,0.13512556589686686,1.1030546545620812,-0.21797568591622374,1.3332475808808342,0.9368159950468555,0.8684062229066973,0.15150873781069918,-0.33717235283398317,1.2714387324337506,False,False,False,True,True,True,False,True,True,False,True
CH_STAMP,C_MAXDD,negMaxDD,U56,MAXVOL,0.4,0.3,False,-0.4285714285714286,False,0.40481097666663723,0.14622958924497098,1.067513107915987,-0.20293265864512444,0.1422702461306109,1.0983291361850231,-0.20293265864512444,1.2434916843764958,0.9892755504806406,0.8684062229066973,0.15150873781069918,-0.33717235283398317,1.2714387324337506,False,False,False,True,True,True,False,True,True,False,True
CH_STAMPM,C_MAXDD,negMaxDD,U56,MAXVOL,0.4,0.3,False,-0.4285714285714286,False,0.40481097666663723,0.14622958924497098,1.067513107915987,-0.20293265864512444,0.1422702461306109,1.0983291361850231,-0.20293265864512444,1.2434916843764958,0.9892755504806406,0.8684062229066973,0.15150873781069918,-0.33717235283398317,1.2714387324337506,False,False,False,True,True,True,False,True,True,False,True
CH_CENTER,C_MAXDD,negMaxDD,U56,MAXVOL,0.4,0.3,False,-0.4285714285714286,False,0.40481097666663723,0.14622958924497098,1.067513107915987,-0.20293265864512444,0.1422702461306109,1.0983291361850231,-0.20293265864512444,1.2434916843764958,0.9892755504806406,0.8684062229066973,0.15150873781069918,-0.33717235283398317,1.2714387324337506,False,False,False,True,True,True,False,True,True,False,True
CH_ARGMAX,C_MAXDD,negMaxDD,B136,GROSS,0.2,0.2,True,-1.0,True,3.4011347280246405,0.042711867377235535,1.0043906259506516,-0.05838019441767073,0.04251867635148332,1.0584542964363761,-0.05838019441767062,1.284966292430262,0.879003132189984,0.8767278433896203,0.15331427255204866,-0.3371595330739301,1.105887869727878,False,False,False,True,True,True,True,False,True,True,False
CH_STAMP,C_MAXDD,negMaxDD,B136,GROSS,0.75,0.2,True,-1.0,True,3.4011347280246405,0.16023726571201902,1.0100346106764955,-0.20740302267849475,0.16040704123612182,1.0634318900924733,-0.20740302267849475,1.2898666135999557,0.8844777366429588,0.8767278433896203,0.15331427255204866,-0.3371595330739301,1.105887869727878,False,False,False,True,True,True,False,True,True,False,True
CH_STAMPM,C_MAXDD,negMaxDD,B136,GROSS,0.6,0.2,True,-1.0,True,3.4011347280246405,0.12829310877488553,1.0086124267911551,-0.16840548135869893,0.12821819208258534,1.0621963323951173,-0.16840548135869893,1.2886545518020684,0.883090486986644,0.8767278433896203,0.15331427255204866,-0.3371595330739301,1.105887869727878,True,True,False,True,True,True,True,True,True,True,True
CH_CENTER,C_MAXDD,negMaxDD,B136,GROSS,0.2,0.2,True,-1.0,True,3.4011347280246405,0.042711867377235535,1.0043906259506516,-0.05838019441767073,0.04251867635148332,1.0584542964363761,-0.05838019441767062,1.284966292430262,0.879003132189984,0.8767278433896203,0.15331427255204866,-0.3371595330739301,1.105887869727878,False,False,False,True,True,True,True,False,True,True,False
CH_ARGMAX,C_MAXDD,negMaxDD,B136,N,30.0,30.0,True,0.9727272727272729,False,0.046393952723771725,0.1661079493963833,1.0695530808226905,-0.24354358049436964,0.1601345108161336,1.0981338933042264,-0.24354358049436975,1.2732684511921244,0.9689318299894406,0.8767278433896203,0.15331427255204866,-0.3371595330739301,1.105887869727878,False,False,False,True,True,True,False,True,True,False,True
CH_STAMP,C_MAXDD,negMaxDD,B136,N,20.0,30.0,True,0.9727272727272729,False,0.046393952723771725,0.16023726571201902,1.0100346106764955,-0.20740302267849475,0.16040704123612182,1.0634318900924733,-0.20740302267849475,1.2898666135999557,0.8844777366429588,0.8767278433896203,0.15331427255204866,-0.3371595330739301,1.105887869727878,False,False,False,True,True,True,False,True,True,False,True
CH_STAMPM,C_MAXDD,negMaxDD,B136,N,15.0,30.0,True,0.9727272727272729,False,0.046393952723771725,0.17489486262089549,1.0457884279636374,-0.19659728035297697,0.1677976415961746,1.068178680791749,-0.19659728035297697,1.2377522144202826,0.9426949821751242,0.8767278433896203,0.15331427255204866,-0.3371595330739301,1.105887869727878,True,True,False,True,True,True,True,True,True,True,True
CH_CENTER,C_MAXDD,negMaxDD,B136,N,30.0,30.0,True,0.9727272727272729,False,0.046393952723771725,0.1661079493963833,1.0695530808226905,-0.24354358049436964,0.1601345108161336,1.0981338933042264,-0.24354358049436975,1.2732684511921244,0.9689318299894406,0.8767278433896203,0.15331427255204866,-0.3371595330739301,1.105887869727878,False,False,False,True,True,True,False,True,True,False,True
CH_ARGMAX,C_MAXDD,negMaxDD,B136,H,21.0,21.0,True,-1.0,False,0.2380302087065673,0.15547309710536084,0.9966114494768078,-0.2569070436953067,0.16273672121545713,1.0848266176335637,-0.2569070436953068,1.304650328807595,0.9060332245349892,0.8767278433896203,0.15331427255204866,-0.3371595330739301,1.105887869727878,False,False,False,True,True,True,False,True,True,False,True
CH_STAMP,C_MAXDD,negMaxDD,B136,H,126.0,21.0,True,-1.0,False,0.2380302087065673,0.16023726571201902,1.0100346106764955,-0.20740302267849475,0.16040704123612182,1.0634318900924733,-0.20740302267849475,1.2898666135999557,0.8844777366429588,0.8767278433896203,0.15331427255204866,-0.3371595330739301,1.105887869727878,False,False,False,True,True,True,False,True,True,False,True
CH_STAMPM,C_MAXDD,negMaxDD,B136,H,126.0,21.0,True,-1.0,False,0.2380302087065673,0.16023726571201902,1.0100346106764955,-0.20740302267849475,0.16040704123612182,1.0634318900924733,-0.20740302267849475,1.2898666135999557,0.8844777366429588,0.8767278433896203,0.15331427255204866,-0.3371595330739301,1.105887869727878,False,False,False,True,True,True,False,True,True,False,True
CH_CENTER,C_MAXDD,negMaxDD,B136,H,63.0,21.0,True,-1.0,False,0.2380302087065673,0.16487229134834314,0.9960363388880005,-0.28694818362899355,0.1695140686096932,1.082336942583977,-0.2869481836289933,1.3387285180940438,0.8873528433714876,0.8767278433896203,0.15331427255204866,-0.3371595330739301,1.105887869727878,False,False,False,True,True,True,False,True,True,False,True
CH_ARGMAX,C_MAXDD,negMaxDD,B136,MAXVOL,0.3,0.3,False,-0.8857142857142858,False,0.6868563761250397,0.1273344449504885,0.8919687712964053,-0.22836910131892896,0.14074261459041848,1.0282407858249525,-0.22836910131892896,1.356012580194053,0.7693252802705209,0.8767278433896203,0.15331427255204866,-0.3371595330739301,1.105887869727878,False,False,False,True,False,True,False,True,True,False,True
CH_STAMP,C_MAXDD,negMaxDD,B136,MAXVOL,0.4,0.3,False,-0.8857142857142858,False,0.6868563761250397,0.15689664603548037,1.0107691533951861,-0.21712798377980536,0.15889804871492674,1.0796790109339522,-0.21712798377980536,1.3434422824894519,0.8747871709035597,0.8767278433896203,0.15331427255204866,-0.3371595330739301,1.105887869727878,False,False,False,True,True,True,False,True,True,False,True
CH_STAMPM,C_MAXDD,negMaxDD,B136,MAXVOL,0.4,0.3,False,-0.8857142857142858,False,0.6868563761250397,0.15689664603548037,1.0107691533951861,-0.21712798377980536,0.15889804871492674,1.0796790109339522,-0.21712798377980536,1.3434422824894519,0.8747871709035597,0.8767278433896203,0.15331427255204866,-0.3371595330739301,1.105887869727878,False,False,False,True,True,True,False,True,True,False,True
CH_CENTER,C_MAXDD,negMaxDD,B136,MAXVOL,0.4,0.3,False,-0.8857142857142858,False,0.6868563761250397,0.15689664603548037,1.0107691533951861,-0.21712798377980536,0.15889804871492674,1.0796790109339522,-0.21712798377980536,1.3434422824894519,0.8747871709035597,0.8767278433896203,0.15331427255204866,-0.3371595330739301,1.105887869727878,False,False,False,True,True,True,False,True,True,False,True
CH_ARGMAX,C_MAXDD,negMaxDD,SMALL,GROSS,0.2,0.2,True,-1.0,True,3.1328185455710935,0.021926551574244613,0.4508158517325582,-0.10651454349941991,0.023570410852666424,0.5046015756611766,-0.1065145434994198,0.6602286597219627,0.3916617914991487,0.8767140742030719,0.15331699963496637,-0.33717235283398317,0.5600309396391431,False,False,False,False,False,False,True,False,False,True,False
CH_STAMP,C_MAXDD,negMaxDD,SMALL,GROSS,0.75,0.2,True,-1.0,True,3.1328185455710935,0.070860770065448,0.45333717990397243,-0.3581405418032817,0.07874421355849703,0.5072342327234493,-0.3581405418032815,0.6634315052819472,0.3940851174727154,0.8767140742030719,0.15331699963496637,-0.33717235283398317,0.5600309396391431,False,False,False,False,False,False,False,False,False,False,False
CH_STAMPM,C_MAXDD,negMaxDD,SMALL,GROSS,0.6,0.2,True,-1.0,True,3.1328185455710935,0.05929046482005251,0.4526739718340334,-0.2952165588976302,0.06521934451765277,0.5065580449748965,-0.2952165588976303,0.6626297448679115,0.3934246746645101,0.8767140742030719,0.15331699963496637,-0.33717235283398317,0.5600309396391431,False,False,False,False,False,False,False,False,False,False,False
CH_CENTER,C_MAXDD,negMaxDD,SMALL,GROSS,0.2,0.2,True,-1.0,True,3.1328185455710935,0.021926551574244613,0.4508158517325582,-0.10651454349941991,0.023570410852666424,0.5046015756611766,-0.1065145434994198,0.6602286597219627,0.3916617914991487,0.8767140742030719,0.15331699963496637,-0.33717235283398317,0.5600309396391431,False,False,False,False,False,False,True,False,False,True,False
CH_ARGMAX,C_MAXDD,negMaxDD,SMALL,N,40.0,40.0,True,0.9545454545454546,False,0.4528038641187583,0.06134701812548604,0.42810230023996493,-0.3611659367125417,0.07315025898766603,0.5093623329860766,-0.3611659367125416,0.7127799063159106,0.364962762296151,0.8767140742030719,0.15331699963496637,-0.33717235283398317,0.5600309396391431,False,False,False,False,False,False,False,False,False,False,False
CH_STAMP,C_MAXDD,negMaxDD,SMALL,N,20.0,40.0,True,0.9545454545454546,False,0.4528038641187583,0.070860770065448,0.45333717990397243,-0.3581405418032817,0.07874421355849703,0.5072342327234493,-0.3581405418032815,0.6634315052819472,0.3940851174727154,0.8767140742030719,0.15331699963496637,-0.33717235283398317,0.5600309396391431,False,False,False,False,False,False,False,False,False,False,False
CH_STAMPM,C_MAXDD,negMaxDD,SMALL,N,15.0,40.0,True,0.9545454545454546,False,0.4528038641187583,0.07625468508135591,0.4650878602471097,-0.4038952750462086,0.08504516999461353,0.5204141106590712,-0.4038952750462089,0.752229188922904,0.34794124110719155,0.8767140742030719,0.15331699963496637,-0.33717235283398317,0.5600309396391431,False,False,False,False,False,False,False,False,False,False,False
CH_CENTER,C_MAXDD,negMaxDD,SMALL,N,40.0,40.0,True,0.9545454545454546,False,0.4528038641187583,0.06134701812548604,0.42810230023996493,-0.3611659367125417,0.07315025898766603,0.5093623329860766,-0.3611659367125416,0.7127799063159106,0.364962762296151,0.8767140742030719,0.15331699963496637,-0.33717235283398317,0.5600309396391431,False,False,False,False,False,False,False,False,False,False,False
CH_ARGMAX,C_MAXDD,negMaxDD,SMALL,H,42.0,42.0,True,-0.9276336570439174,False,0.751257179276037,0.057362321350493684,0.3925619229345156,-0.4122523748341623,0.0850043626730228,0.550541445101768,-0.4122523748341622,0.9430658329672762,0.24536056346360113,0.8767140742030719,0.15331699963496637,-0.33717235283398317,0.5600309396391431,False,False,False,True,False,False,False,False,False,False,False
CH_STAMP,C_MAXDD,negMaxDD,SMALL,H,126.0,42.0,True,-0.9276336570439174,False,0.751257179276037,0.070860770065448,0.45333717990397243,-0.3581405418032817,0.07874421355849703,0.5072342327234493,-0.3581405418032815,0.6634315052819472,0.3940851174727154,0.8767140742030719,0.15331699963496637,-0.33717235283398317,0.5600309396391431,False,False,False,False,False,False,False,False,False,False,False
CH_STAMPM,C_MAXDD,negMaxDD,SMALL,H,126.0,42.0,True,-0.9276336570439174,False,0.751257179276037,0.070860770065448,0.45333717990397243,-0.3581405418032817,0.07874421355849703,0.5072342327234493,-0.3581405418032815,0.6634315052819472,0.3940851174727154,0.8767140742030719,0.15331699963496637,-0.33717235283398317,0.5600309396391431,False,False,False,False,False,False,False,False,False,False,False
CH_CENTER,C_MAXDD,negMaxDD,SMALL,H,21.0,42.0,True,-0.9276336570439174,False,0.751257179276037,0.06613330401210393,0.4353158102219297,-0.38294667892209755,0.08076156385512956,0.5289316115907242,-0.38294667892209755,0.8374203882589638,0.2973056804955721,0.8767140742030719,0.15331699963496637,-0.33717235283398317,0.5600309396391431,False,False,False,False,False,False,False,False,False,False,False
CH_ARGMAX,C_MAXDD,negMaxDD,SMALL,MAXVOL,0.3,0.3,True,-1.0,False,0.20001213423691883,0.03611539342175285,0.32244092152579684,-0.33511612891496245,0.05793062386895809,0.48088010713466633,-0.3351161289149649,0.8346644390494743,0.19515386067863735,0.8767140742030719,0.15331699963496637,-0.33717235283398317,0.5600309396391431,False,False,False,False,False,False,False,False,False,False,False
