x,cells,mean_d,frac_pos,stat
0.225,74,0.0035028909991311197,0.6216216216216216,ENTn
0.25,77,0.0038728386504784306,0.5714285714285714,ENTn
0.275,82,0.006103846009363749,0.5853658536585366,ENTn
0.3,86,0.010163611933556345,0.6627906976744186,ENTn
0.325,96,0.011103447506795658,0.6458333333333334,ENTn
0.35,88,0.013982168843845148,0.7045454545454546,ENTn
0.375,82,0.015128674609619652,0.7439024390243902,ENTn
0.4,80,0.017344391761459046,0.7625,ENTn
0.425,83,0.016986233409344752,0.7349397590361446,ENTn
0.45,83,0.015965342065501587,0.6506024096385542,ENTn
0.475,74,0.016505877282774133,0.6621621621621622,ENTn
0.5,85,0.014055363614483046,0.6705882352941176,ENTn
0.525,104,0.009922130601001564,0.6346153846153846,ENTn
0.55,116,0.007071478011837625,0.6120689655172413,ENTn
0.575,116,0.005309052018594469,0.5948275862068966,ENTn
0.6,113,0.00220493441829885,0.5929203539823009,ENTn
0.625,116,-0.0006078213166035983,0.5517241379310345,ENTn
0.65,103,-0.0015729579227898186,0.5436893203883495,ENTn
0.675,88,0.0001290163024510736,0.5454545454545454,ENTn
0.7,76,0.0016333113477895326,0.5921052631578947,ENTn
0.725,71,0.0013904587941540006,0.5774647887323944,ENTn
0.75,62,0.0038870679054126187,0.5967741935483871,ENTn
0.775,53,0.008175026030622593,0.6792452830188679,ENTn
0.8,50,0.008349807085040295,0.64,ENTn
0.825,43,0.007300914409567149,0.627906976744186,ENTn
0.85,38,0.007819158012129812,0.631578947368421,ENTn
0.875,29,0.009910323389280433,0.6896551724137931,ENTn
0.9,24,0.010180108400975394,0.7083333333333334,ENTn
0.925,18,0.01085889500039006,0.6666666666666666,ENTn
0.95,14,0.013825740168220036,0.7142857142857143,ENTn
0.975,5,0.02167587982499335,1.0,ENTn
1.0,0,,,ENTn
0.0,114,0.00040286168291523604,0.07894736842105263,ENT_MM
0.025,155,0.0010260428357208085,0.14838709677419354,ENT_MM
0.05,163,0.0009592011498884548,0.147239263803681,ENT_MM
0.075,164,0.0009669735890103089,0.1524390243902439,ENT_MM
0.1,89,0.0035935611064391343,0.5056179775280899,ENT_MM
0.125,106,0.005238196818843193,0.5471698113207547,ENT_MM
0.15,108,0.006291251260670842,0.5370370370370371,ENT_MM
0.175,86,0.009855032021902806,0.6744186046511628,ENT_MM
0.2,94,0.01079581171340857,0.7340425531914894,ENT_MM
0.225,110,0.011103747181411884,0.6727272727272727,ENT_MM
0.25,94,0.012548269582689052,0.648936170212766,ENT_MM
0.275,89,0.013376971305388074,0.651685393258427,ENT_MM
0.3,86,0.012396649594446916,0.6395348837209303,ENT_MM
0.325,78,0.014207540396250527,0.6538461538461539,ENT_MM
0.35,71,0.014593865232914598,0.6338028169014085,ENT_MM
0.375,65,0.015399765880501343,0.7384615384615385,ENT_MM
0.4,67,0.01316425590146644,0.7014925373134329,ENT_MM
0.425,64,0.012364792802105055,0.671875,ENT_MM
0.45,62,0.013378738419881592,0.7096774193548387,ENT_MM
0.475,56,0.011111990145016593,0.6964285714285714,ENT_MM
0.5,65,0.012200049806174899,0.7230769230769231,ENT_MM
0.525,71,0.010404577681552661,0.6901408450704225,ENT_MM
0.55,85,0.01045997319324391,0.7058823529411765,ENT_MM
0.575,102,0.006636954079847188,0.6764705882352942,ENT_MM
0.6,104,0.005307604586080655,0.6442307692307693,ENT_MM
0.625,116,0.002205222273393342,0.5862068965517241,ENT_MM
0.65,113,-0.000949636201179874,0.5486725663716814,ENT_MM
0.675,111,-0.0020879845131394426,0.5315315315315315,ENT_MM
0.7,93,-0.0049664465735244035,0.4838709677419355,ENT_MM
0.725,73,-0.0038784620883695153,0.4794520547945205,ENT_MM
0.75,60,-0.004032971001786495,0.5,ENT_MM
0.775,47,0.0002094632893326429,0.5531914893617021,ENT_MM
0.8,35,0.0023392235854784536,0.5428571428571428,ENT_MM
0.825,27,0.002394206486269269,0.5555555555555556,ENT_MM
0.85,29,0.006743865430286211,0.5862068965517241,ENT_MM
0.875,26,0.007451401538950222,0.5769230769230769,ENT_MM
0.9,26,0.007451401538950222,0.5769230769230769,ENT_MM
0.925,22,0.005547478238940291,0.5909090909090909,ENT_MM
0.95,19,0.007886125254149287,0.631578947368421,ENT_MM
0.975,12,0.014345093472597418,0.6666666666666666,ENT_MM
1.0,3,0.040188119935805684,1.0,ENT_MM
0.0,0,,,DIST
0.025,100,0.0,0.0,DIST
0.05,100,0.0,0.0,DIST
0.075,139,0.001043364551979718,0.11510791366906475,DIST
0.1,172,0.00144086675740961,0.22093023255813954,DIST
0.125,204,0.005456911183534727,0.27941176470588236,DIST
0.15,239,0.00508456834075993,0.3138075313807531,DIST
0.175,174,0.008063627406039215,0.5459770114942529,DIST
0.2,214,0.009423578499797806,0.602803738317757,DIST
0.225,192,0.010685829758380387,0.6510416666666666,DIST
0.25,177,0.012228344031949046,0.6497175141242938,DIST
0.275,168,0.009116803092127904,0.6607142857142857,DIST
0.3,146,0.010276735596407906,0.6917808219178082,DIST
0.325,138,0.009757888616275417,0.6884057971014492,DIST
0.35,111,0.006789303706718808,0.6216216216216216,DIST
0.375,135,0.002564310970834071,0.562962962962963,DIST
0.4,145,0.0011335481392961235,0.5586206896551724,DIST
0.425,132,-1.3940888875676025e-05,0.553030303030303,DIST
0.45,124,0.0001971165641193294,0.5645161290322581,DIST
0.475,104,0.0004265124924857359,0.5769230769230769,DIST
0.5,96,0.0014674872028502858,0.5833333333333334,DIST
0.525,66,0.006405082801440982,0.696969696969697,DIST
0.55,36,0.010129986899562786,0.7222222222222222,DIST
0.575,36,0.008173799776016498,0.6388888888888888,DIST
0.6,29,0.006220370557647828,0.5862068965517241,DIST
0.625,26,0.0049451167182696185,0.6153846153846154,DIST
0.65,19,0.0010162238290751292,0.5789473684210527,DIST
0.675,14,-0.0011421299371589485,0.5,DIST
0.7,13,-0.0035443821994872635,0.38461538461538464,DIST
0.725,9,-0.003017542486707189,0.5555555555555556,DIST
0.75,14,0.0007365382485938723,0.5,DIST
0.775,15,0.00805858608659467,0.5333333333333333,DIST
0.8,15,0.00805858608659467,0.5333333333333333,DIST
0.825,18,0.01081276709008509,0.6666666666666666,DIST
0.85,18,0.012067284835206051,0.7222222222222222,DIST
0.875,14,0.016963540915641732,0.7857142857142857,DIST
0.9,8,0.024245513237213637,1.0,DIST
0.925,5,0.014679949218058413,1.0,DIST
0.95,5,0.014679949218058413,1.0,DIST
0.975,1,0.01825284685540616,1.0,DIST
1.0,0,,,DIST
0.0,0,,,DISTn
0.025,29,0.0,0.0,DISTn
0.05,29,0.0,0.0,DISTn
0.075,95,-2.7556923020730552e-05,0.0,DISTn
0.1,96,4.3478033153333206e-06,0.010416666666666666,DISTn
0.125,122,-4.549078454699002e-05,0.040983606557377046,DISTn
0.15,132,0.00019725680897063393,0.08333333333333333,DISTn
0.175,163,0.0003864582831738147,0.13496932515337423,DISTn
0.2,156,0.0007010793288435271,0.22435897435897437,DISTn
0.225,103,0.0027281553790304905,0.44660194174757284,DISTn
0.25,113,0.0025344741571650675,0.4690265486725664,DISTn
0.275,112,0.003920607434285953,0.5089285714285714,DISTn
0.3,112,0.0057442740687404705,0.625,DISTn
0.325,113,0.005886651270936687,0.5929203539823009,DISTn
0.35,105,0.0067301336863241305,0.7047619047619048,DISTn
0.375,128,0.004173905138023817,0.6640625,DISTn
0.4,139,0.00411076406974415,0.6187050359712231,DISTn
0.425,170,0.008225943189568674,0.6176470588235294,DISTn
0.45,174,0.006327719753640511,0.5919540229885057,DISTn
0.475,154,0.005675931833177512,0.564935064935065,DISTn
0.5,137,0.006331245959392745,0.5474452554744526,DISTn
0.525,119,0.0070656529394239375,0.5546218487394958,DISTn
0.55,114,0.009544781574026063,0.5701754385964912,DISTn
0.575,96,0.007641594433515908,0.5416666666666666,DISTn
0.6,74,0.003967914779041505,0.5405405405405406,DISTn
0.625,75,0.007876650263572139,0.6133333333333333,DISTn
0.65,75,0.008879442263388614,0.64,DISTn
0.675,64,0.012593429549422643,0.6875,DISTn
0.7,50,0.012322615528748986,0.78,DISTn
0.725,41,0.01659664299648816,0.8780487804878049,DISTn
0.75,40,0.016217467109952997,0.825,DISTn
0.775,35,0.011408243441717647,0.7714285714285715,DISTn
0.8,32,0.009057583609020812,0.65625,DISTn
0.825,38,0.008634000864627261,0.6578947368421053,DISTn
0.85,37,0.010271616888198509,0.6216216216216216,DISTn
0.875,37,0.011883989571498919,0.6486486486486487,DISTn
0.9,38,0.012833475985103746,0.7368421052631579,DISTn
0.925,37,0.014635396213932011,0.8378378378378378,DISTn
0.95,30,0.01603275054025791,0.9,DISTn
0.975,22,0.0190982194116049,0.9545454545454546,DISTn
1.0,17,0.016452064691472187,1.0,DISTn
