panel,book,gross,cost_bps,chooser,arm,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,OOS_H1,OOS_H2,pass4b,pass4b_pure,pass4a,fail,beat_canon_OOS_Sharpe,spy_OOS_CAGR,spy_OOS_Sharpe,spy_OOS_MaxDD,base_OOS_Sharpe,base_OOS_MaxDD
B136,BAND03,CORE,0.0,C_CAGR,MEND_Q1,0.08868303658925925,0.979562932924233,-0.21668710309738815,1.0589922747509686,0.9190820488743392,False,False,False,"L4_DD,L5_CAGR",True,0.15331427255204866,0.8769078511614361,-0.3371595330739301,1.135749924987383,-0.12211590879264556
B136,BAND03,CORE,0.0,C_SHARPE,MEND_Q1,0.08868303658925925,0.979562932924233,-0.21668710309738815,1.0589922747509686,0.9190820488743392,False,False,False,"L4_DD,L5_CAGR",True,0.15331427255204866,0.8769078511614361,-0.3371595330739301,1.135749924987383,-0.12211590879264556
B136,BAND03,CORE,0.0,FIXED_MEND_Q1,MEND_Q1,0.08868303658925925,0.979562932924233,-0.21668710309738815,1.0589922747509686,0.9190820488743392,False,False,False,"L4_DD,L5_CAGR",True,0.15331427255204866,0.8769078511614361,-0.3371595330739301,1.135749924987383,-0.12211590879264556
B136,BAND03,CORE,0.0,FIXED_MEND_Q2,MEND_Q2,0.10213599576914101,1.2617025015140082,-0.15695148679371262,1.3812351233954756,1.130260867183665,False,False,False,L5_CAGR,True,0.15331427255204866,0.8769078511614361,-0.3371595330739301,1.135749924987383,-0.12211590879264556
B136,BAND03,CORE,0.0,FIXED_MEND_Q3,MEND_Q3,0.07739849609366134,0.898349888504686,-0.21842850303993333,0.8835474226282729,0.9719448382013912,False,False,False,"L2_H2,L4_DD,L5_CAGR",False,0.15331427255204866,0.8769078511614361,-0.3371595330739301,1.135749924987383,-0.12211590879264556
B136,BAND03,CORE,0.0,FIXED_MEND_ALL,MEND_ALL,0.08405830963753114,1.10371878658207,-0.1566585571890885,1.2085261405480414,0.9904255973400974,False,False,False,L5_CAGR,True,0.15331427255204866,0.8769078511614361,-0.3371595330739301,1.135749924987383,-0.12211590879264556
B136,BAND03,CORE,5.0,C_CAGR,MEND_Q1,0.08818974424106507,0.9746012893588847,-0.21668710309738826,1.0552167938236585,0.9119051779528627,False,False,False,"L4_DD,L5_CAGR",True,0.15331427255204866,0.8769078511614361,-0.3371595330739301,1.1209354714377004,-0.12226288612209668
B136,BAND03,CORE,5.0,C_SHARPE,MEND_Q1,0.08818974424106507,0.9746012893588847,-0.21668710309738826,1.0552167938236585,0.9119051779528627,False,False,False,"L4_DD,L5_CAGR",True,0.15331427255204866,0.8769078511614361,-0.3371595330739301,1.1209354714377004,-0.12226288612209668
B136,BAND03,CORE,5.0,FIXED_MEND_Q1,MEND_Q1,0.08818974424106507,0.9746012893588847,-0.21668710309738826,1.0552167938236585,0.9119051779528627,False,False,False,"L4_DD,L5_CAGR",True,0.15331427255204866,0.8769078511614361,-0.3371595330739301,1.1209354714377004,-0.12226288612209668
B136,BAND03,CORE,5.0,FIXED_MEND_Q2,MEND_Q2,0.10167019405323563,1.2564255016874835,-0.15707013436016926,1.3770726060784169,1.1235012513203786,False,False,False,L5_CAGR,True,0.15331427255204866,0.8769078511614361,-0.3371595330739301,1.1209354714377004,-0.12226288612209668
