panel,book,bps,dg_Sharpe,rs_Sharpe,dSharpe,dg_CAGR,rs_CAGR,dCAGR,dg_MaxDD,rs_MaxDD,dMaxDD,OOS_dSharpe,OOS_dCAGR,OOS_dMaxDD
U56,RULESV2,10,1.1688752937485198,1.1326970546510173,-0.03617823909750251,0.08189156945450238,0.1176159696081649,0.03572440015366252,-0.12054946142590717,-0.17714792247155442,-0.05659846104564725,-0.08254726919345856,0.03875919496621205,-0.05659846104564703
U56,RULESV2,25,1.1307071003888596,1.0709713146208566,-0.05973578576800298,0.07904505987063715,0.11063642987157563,0.03159137000093848,-0.12092634875468711,-0.17890571361844976,-0.05797936486376265,-0.10554844315235434,0.03437753027598478,-0.05797936486376265
U56,MA200dg,10,1.135096773794976,1.0521398406860516,-0.08295693310892438,0.07733155917993417,0.10970770395830454,0.032376144778370364,-0.12011679578621492,-0.18647432308881817,-0.06635752730260325,-0.15108096033711105,0.03323722929783779,-0.06635752730260291
U56,MA200dg,25,1.0647180646747103,0.9419996390654207,-0.12271842560928958,0.07223141896070828,0.09716283126780456,0.02493141230709628,-0.12079149368067843,-0.188987067596734,-0.06819557391605557,-0.18887000048592983,0.02552658416547371,-0.06819557391605524
U56,BAND6dg,10,1.1043760790251156,1.1137394086742713,0.00936332964915576,0.07887961288833822,0.12182818975223575,0.042948576863897525,-0.13472540930022459,-0.1960130234055465,-0.06128761410532191,-0.006658362985733746,0.04903963204975592,-0.061287614105321686
U56,BAND6dg,25,1.0769853138467864,1.0698207325109852,-0.007164581335801223,0.07679725254777447,0.11658125048584012,0.03978399793806564,-0.13495293795439645,-0.1975955456607834,-0.06264260770638697,-0.023079302735816043,0.045667724084266226,-0.06264260770638674
U56,ABSdg,10,1.0807146750275463,1.037339130781926,-0.04337554424562029,0.08572316400452751,0.11436599482708987,0.02864283082256236,-0.14824447308778788,-0.19885942891708153,-0.05061495582929365,-0.0987813658129506,0.026500964564129204,-0.050614955829292874
U56,ABSdg,25,1.0352371283410373,0.9666549357521631,-0.06858219258887421,0.08183815675414285,0.10576287978823284,0.02392472303408999,-0.14876277185915088,-0.20460906093917686,-0.05584628908002598,-0.12455266615039962,0.021389136083829863,-0.055846289080025535
B136,RULESV2,10,1.0820582813703947,1.0715490812160096,-0.010509200154385168,0.07617124945758635,0.11453352391772187,0.038362274460135515,-0.1224079386020801,-0.18528570357900886,-0.06287776497692876,-0.0425446349656029,0.040314549880740236,-0.06287776497692876
B136,RULESV2,25,1.0390775176051121,1.0063772226027545,-0.032700295002357604,0.07294444370679831,0.10690316593796267,0.03395872223116436,-0.1228487970108898,-0.187453490902037,-0.0646046938911472,-0.06437887527666808,0.0355621023930901,-0.06460469389114698
B136,MA200dg,10,1.0662994438315476,1.043054447436265,-0.023244996395282547,0.07339148627683478,0.11177831726078691,0.038386830983952125,-0.12616421510282383,-0.20122396720949653,-0.0750597521066727,-0.06120321965608566,0.04084215641230826,-0.07505975210667304
B136,MA200dg,25,0.9926132088925435,0.9345612374506805,-0.058051971441862915,0.06799384916911677,0.09902296289033163,0.031029113721214863,-0.1269257259707245,-0.20423449713176212,-0.07730877116103763,-0.09448266382196613,0.03307066770935663,-0.07730877116103729
B136,BAND6dg,10,1.0683739451940626,1.0840148845879463,0.01564093939388367,0.07757130411949653,0.11888766811598428,0.04131636399648775,-0.13689064857241318,-0.20280929412821702,-0.06591864555580385,0.009104370642644799,0.046113483208399364,-0.06591864555580329
B136,BAND6dg,25,1.0383799424894058,1.0395031646011388,0.001123222111732991,0.07524837496934578,0.11354759514773205,0.03829922017838627,-0.13720246060971275,-0.20478470668945425,-0.0675822460797415,-0.005807190043781718,0.04276476831231024,-0.06758224607974084
B136,ABSdg,10,1.0497153153370529,1.0608261174952205,0.01111080215816762,0.08538005699733509,0.1210472396198119,0.03566718262247681,-0.16301350516616642,-0.22633974776376753,-0.06332624259760111,-0.011165714157874262,0.038485121441906855,-0.06332624259760034
B136,ABSdg,25,1.0030197968605719,0.9947553239466443,-0.008264472913927512,0.08128804090852149,0.112690442248643,0.03140240134012151,-0.16380240005309765,-0.22837336464263758,-0.06457096458953993,-0.030175340796563255,0.03382458770998498,-0.06457096458953959
SMALL439,RULESV2,10,0.5710244752159083,0.5553394893681115,-0.015684985847796762,0.03803686076484869,0.07311381628361135,0.035076955518762665,-0.14703625800009068,-0.37675263629148414,-0.22971637829139346,0.008522899422070629,0.04244612718350327,-0.22971637829139635
SMALL439,RULESV2,25,0.5106440984380531,0.47585664105223835,-0.03478745738581479,0.033685535423260804,0.0607147700845625,0.027029234661301693,-0.15266921361150154,-0.3901491315949661,-0.23747991798346457,-0.009770326358584935,0.03361690016887553,-0.23747991798346824
SMALL439,MA200dg,10,0.5395195187479799,0.5033872943946724,-0.03613222435330743,0.035584750244263,0.06478682046825734,0.029202070223994347,-0.14270715775313236,-0.38239943767382545,-0.23969227992069309,-0.014953481976042404,0.03671345594210029,-0.23969227992068998
SMALL439,MA200dg,25,0.4590265837677621,0.3969214765687315,-0.06210510719903062,0.02983452090183758,0.04838985449679556,0.01855533359495798,-0.1500297687939044,-0.3994858296731093,-0.2494560608792049,-0.03968358517839948,0.025282368574446767,-0.24945606087920547
SMALL439,BAND6dg,10,0.6161675947723485,0.6215666659087284,0.00539907113637994,0.04190424259941672,0.08433965406592736,0.04243541146651064,-0.1500482435418673,-0.38230348294338634,-0.23225523940151904,0.02042337265425964,0.049388207967024256,-0.23225523940151815
SMALL439,BAND6dg,25,0.5700735038915242,0.5620289380833415,-0.008044565808182691,0.03851852857252669,0.07485742985171351,0.03633890127918682,-0.1543146387613371,-0.3925521220944156,-0.23823748333307848,0.007367420334655761,0.04253109435526925,-0.23823748333307937
SMALL439,ABSdg,10,0.5656526426171331,0.6202638436046973,0.054611200987564223,0.039701731462438605,0.08517183061080069,0.045470099148362086,-0.1459263269532043,-0.3511538585830283,-0.205227531629824,0.056407384878142675,0.04787762987622468,-0.22236345437420457
SMALL439,ABSdg,25,0.5033862510178075,0.5422447975323507,0.038858546514543124,0.034949957265207665,0.07256862586098012,0.03761866859577245,-0.14728417409624406,-0.3643082154748425,-0.21702404137859843,0.04320332851714753,0.0393870602862636,-0.22957235367879714
