panel,constr,m,n,cost,selector,k,IS_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,v1_OOS_CAGR,v1_OOS_Sharpe,v1_OOS_MaxDD,spy_OOS_CAGR,spy_OOS_Sharpe,spy_OOS_MaxDD,beats_v1_OOS,beats_spy_OOS,pass4a_OOS,pass4b_OOS,fails4b_OOS
u56,lit,0.2,7,10.0,S_IS,0.25,1.0235916321125238,0.1831606383910458,1.0249812253477333,-0.20921397491361893,0.07730300522922962,0.747063834691694,-0.13827796154480798,0.15450717694493266,0.8820107671822842,-0.33717235283398284,True,True,False,False,DD
u56,lit,0.2,7,10.0,S_ZERO,0.0,0.860681413288308,0.16803899780041576,1.0145335194759795,-0.17589714212687002,0.07730300522922962,0.747063834691694,-0.13827796154480798,0.15450717694493266,0.8820107671822842,-0.33717235283398284,True,True,False,False,H1
u56,lit,0.2,7,10.0,S_INV,-0.5,0.7543312537545307,0.08051394717335447,0.7851824455341097,-0.16030785524478564,0.07730300522922962,0.747063834691694,-0.13827796154480798,0.15450717694493266,0.8820107671822842,-0.33717235283398284,True,False,False,False,H2;OOS;CAGR
u56,lit,0.2,7,10.0,S_POS,0.5,1.0203971196454529,0.18467096819470763,1.0152991441550436,-0.21793661420381183,0.07730300522922962,0.747063834691694,-0.13827796154480798,0.15450717694493266,0.8820107671822842,-0.33717235283398284,True,True,False,False,DD
u56,lit,0.2,7,25.0,S_IS,0.25,0.8787838185327569,0.1561183613453454,0.8964521056534823,-0.21629978859734822,0.037834702288707334,0.39920030769495,-0.14177187688535975,0.15450717694493266,0.8820107671822842,-0.33717235283398284,True,True,False,False,H1;DD
u56,lit,0.2,7,25.0,S_ZERO,0.0,0.6958763409044356,0.14166769759304687,0.8776693005765168,-0.17725736003079573,0.037834702288707334,0.39920030769495,-0.14177187688535975,0.15450717694493266,0.8820107671822842,-0.33717235283398284,True,False,False,False,H1;OOS
u56,lit,0.2,7,25.0,S_INV,-0.5,0.4559319041865793,0.04730159766737452,0.48970499074300183,-0.1803047220279934,0.037834702288707334,0.39920030769495,-0.14177187688535975,0.15450717694493266,0.8820107671822842,-0.33717235283398284,True,False,False,False,H1;H2;OOS;CAGR
u56,lit,0.2,7,25.0,S_POS,0.5,0.8709550065380848,0.15615784874259964,0.8825198010718457,-0.22545066627074295,0.037834702288707334,0.39920030769495,-0.14177187688535975,0.15450717694493266,0.8820107671822842,-0.33717235283398284,True,True,False,False,H1;DD
u56,lit,0.53,20,10.0,S_IS,-0.25,0.9951482606143726,0.12393091280729895,1.085384879186836,-0.1740148611200707,0.07730300522922962,0.747063834691694,-0.13827796154480798,0.15450717694493266,0.8820107671822842,-0.33717235283398284,True,True,False,True,-
u56,lit,0.53,20,10.0,S_ZERO,0.0,0.9928968404730495,0.14360571273280298,1.167991233806965,-0.18308348697878107,0.07730300522922962,0.747063834691694,-0.13827796154480798,0.15450717694493266,0.8820107671822842,-0.33717235283398284,True,True,False,True,-
