kind,panel,mech,freq,hold,rule,tax_pp,dd_days,w_share_dd,c_share_dd,conc_dd,w_share_full,c_share_full,conc_full,conc_is,conc_oos,w_share_is,w_share_oos,loss_dd,loss_R,loss_F,MaxDD,MaxDD_H0,turn_yr,turn_yr_H0
BOOK,U56,CAND20,D,5,R_GATE,-1.1763380517961775,16,0.10078125,0.07283918221868883,0.7227453739528814,0.022007543237566537,0.05218974005117173,2.3714478025918244,3.2868779778728427,1.8143725287411452,0.021523262605963097,0.022406210681220392,-0.18193779466636403,-0.013252200178169684,-0.16868559448819434,-0.17160878235034527,-0.18337216286830704,15.166940097620998,25.815624406091022
BOOK,U56,CAND20,D,5,R_TOP2N,-1.1763380517961775,16,0.10078125,0.07283918221868883,0.7227453739528814,0.022075034801121093,0.05199433878557458,2.3553457221700063,3.270770129165893,1.7975148272857622,0.021622913826690543,0.022447227908455835,-0.18193779466636403,-0.013252200178169684,-0.16868559448819434,-0.17160878235034527,-0.18337216286830704,15.166940097620998,25.815624406091022
BOOK,U56,CAND20,D,5,R_TOPN,-1.1763380517961775,16,0.12578124999999998,0.08915992678006927,0.7088491073198055,0.06898167147153728,0.08868359365864543,1.285610971245274,1.4441418636736092,1.1882903403079828,0.07005340710023315,0.0680994018214993,-0.18193779466636403,-0.016221560450980294,-0.16571623421538373,-0.17160878235034527,-0.18337216286830704,15.166940097620998,25.815624406091022
BOOK,U56,CAND20,D,21,R_GATE,1.8514801002084802,22,0.36263017168589917,0.27354882577518314,0.754346568856725,0.059634123446717695,0.12179476534183252,2.04236699229183,3.411227633084684,1.1280110443122993,0.0565861542954103,0.062143259659463365,-0.21310792949573054,-0.058295423876937605,-0.15481250561879295,-0.20188696387039184,-0.18337216286830704,8.488302520691708,25.815624406091022
BOOK,U56,CAND20,D,21,R_TOP2N,1.8514801002084802,22,0.36263017168589917,0.27354882577518314,0.754346568856725,0.06017405595515413,0.1212693902873374,2.015310225684566,3.427562757064272,1.0721315109431313,0.05710932320422942,0.0626969922271418,-0.21310792949573054,-0.058295423876937605,-0.15481250561879295,-0.20188696387039184,-0.18337216286830704,8.488302520691708,25.815624406091022
BOOK,U56,CAND20,D,21,R_TOPN,1.8514801002084802,22,0.39444835350408103,0.33677615316464654,0.8537902368533076,0.14344739678755006,0.17581858675274928,1.2256659283482287,1.9247284845745694,0.7274263277927034,0.14181286082256522,0.14479297253887272,-0.21310792949573054,-0.07176966870445485,-0.1413382607912757,-0.20188696387039184,-0.18337216286830704,8.488302520691708,25.815624406091022
BOOK,U56,CAND20,D,63,R_GATE,7.895350290547909,23,0.5521739130434783,0.5307013537017391,0.9611126878062991,0.11332421133762433,0.21734745630542607,1.9179260436932368,2.839826217746381,1.331660876612532,0.10660927584903805,0.1188520519961939,-0.28333250329113135,-0.15036494304430587,-0.1329675602468255,-0.26232566577378613,-0.18337216286830704,5.261049777862611,25.815624406091022
BOOK,U56,CAND20,D,63,R_TOP2N,7.895350290547909,23,0.5521739130434783,0.5307013537017391,0.9611126878062991,0.11938720346360858,0.2198779058468203,1.8417208835437973,2.667062544657772,1.314408398873922,0.11256343628750345,0.12500463608150975,-0.28333250329113135,-0.15036494304430587,-0.1329675602468255,-0.26232566577378613,-0.18337216286830704,5.261049777862611,25.815624406091022
BOOK,U56,CAND20,D,63,R_TOPN,7.895350290547909,23,0.6152173913043478,0.6123384650941773,0.995320473297956,0.25564142168633075,0.31679840301416057,1.2392295463090828,1.5020095170829042,1.0571465998859253,0.25611101974540085,0.2552548411676459,-0.28333250329113135,-0.17349539017658233,-0.10983711311454902,-0.26232566577378613,-0.18337216286830704,5.261049777862611,25.815624406091022
BOOK,U56,CAND20,D,126,R_GATE,4.793644570499467,23,0.48260869565217396,0.45071610260311074,0.9339162486370762,0.15300024518891508,0.2545129793171724,1.663480859151015,2.1203995018776496,1.3696295268267646,0.1531962133137817,0.15283892114190636,-0.2461319483149148,-0.11093563247060868,-0.1351963158443061,-0.2313086085733017,-0.18337216286830704,4.059312071238496,25.815624406091022
BOOK,U56,CAND20,D,126,R_TOP2N,4.793644570499467,23,0.49130434782608695,0.45492468914685674,0.9259529071130712,0.16608235992457315,0.2590545740153917,1.5597958394440097,1.9785027077475799,1.2929421034047086,0.16435715003525653,0.16750257987857578,-0.2461319483149148,-0.11197150007627282,-0.13416044823864198,-0.2313086085733017,-0.18337216286830704,4.059312071238496,25.815624406091022
BOOK,U56,CAND20,D,126,R_TOPN,4.793644570499467,23,0.5717391304347826,0.5219104488064836,0.9128471728174238,0.3330564881585439,0.400521936768481,1.2025645829118987,1.2586492288251543,1.1634799349394427,0.3262405581070055,0.33866746913206225,-0.2461319483149148,-0.1284588356106514,-0.11767311270426341,-0.2313086085733017,-0.18337216286830704,4.059312071238496,25.815624406091022
BOOK,U56,CAND20,W,5,R_GATE,0.17412933583523804,16,0.0,-0.0,,0.003699262408375852,0.014671911914255606,3.966172251267046,6.017625443612053,2.969759561824795,0.0028941362579221084,0.004361941249797086,-0.19789949942114782,0.0,-0.19789949942114782,-0.1848248123803885,-0.18308351902203612,9.852592281960149,10.792011078668367
