k,q,pick,IS_none,IS_inv,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,OOS_Sharpe_alt,v2_OOS_CAGR,v2_OOS_Sharpe,v2_OOS_MaxDD,spy_OOS_CAGR,spy_OOS_Sharpe,spy_OOS_MaxDD,vs_v2,vs_spy,vs_alt
20,0.0,CAND20-INV,0.9229228858106114,0.9229228858106114,0.10648232610884374,0.9461915730161627,-0.21758543745184875,0.9461915730161627,0.08126027274117258,1.075504620893278,-0.1162493062523889,0.15237187725667578,0.8721226724563819,-0.3371725677562027,-0.12931304787711517,0.07406890055978088,0.0
20,0.25,CAND20-INV,0.690340706997386,0.690340706997386,0.0948361202792209,0.7508638600564496,-0.2991843401676834,0.7508638600564496,0.0702650179955057,0.8545453869802896,-0.1362090242259286,0.15237187725667578,0.8721226724563819,-0.3371725677562027,-0.10368152692384003,-0.1212588123999323,0.0
20,0.5,CAND20-INV,0.587823477813317,0.587823477813317,0.07991739826858395,0.6489252217955793,-0.30011398263043637,0.6489252217955793,0.05850147170198842,0.7433419671936617,-0.14810683513716758,0.15237187725667578,0.8721226724563819,-0.3371725677562027,-0.09441674539808242,-0.22319745066080254,0.0
20,0.75,CAND20-INV,0.4765650759654565,0.4765650759654565,0.04766485131139553,0.3676712726123638,-0.3844268667248516,0.3676712726123638,0.0411319822482786,0.48593994727559847,-0.18944475425112528,0.15237187725667578,0.8721226724563819,-0.3371725677562027,-0.11826867466323465,-0.5044513998440181,0.0
20,1.0,CAND20-INV,0.2482945224618284,0.2482945224618284,0.02769507819412363,0.22153002188459384,-0.45219945229554526,0.22153002188459384,0.03427254057770265,0.4137869335858036,-0.19957505121787433,0.15237187725667578,0.8721226724563819,-0.3371725677562027,-0.19225691170120976,-0.6505926505717881,0.0
40,0.0,CAND20-INV,0.9274194980728451,0.9504062469257576,0.10945248122446201,0.964853743670242,-0.20238785642377274,1.03945007347275,0.08104099747657494,1.0947064535864182,-0.12182760373343494,0.15237187725667578,0.8721226724563819,-0.3371725677562027,-0.12985270991617615,0.09273107121386015,-0.07459632980250808
40,0.25,CAND20-INV,0.808370598736309,0.8308117860454972,0.08284226954235852,0.7437347705984455,-0.24241246399604136,0.7314744625710503,0.06114530814419953,0.854595196783428,-0.12143648902089428,0.15237187725667578,0.8721226724563819,-0.3371725677562027,-0.11086042618498249,-0.12838790185793636,0.012260308027395195
40,0.5,CAND20-INV,0.7561572393422628,0.778869098766959,0.08384507864699557,0.7334363428827798,-0.20199765677777504,0.6957563015212193,0.0537159343118363,0.743277967880263,-0.12870203248960202,0.15237187725667578,0.8721226724563819,-0.3371725677562027,-0.0098416249974832,-0.13868632957360205,0.03768004136156056
40,0.75,CAND20-INV,0.6428699584754352,0.6739558122304015,0.07081630626527076,0.5950420520307783,-0.2557778506626651,0.5787910164804085,0.057362145862460766,0.7626550626234301,-0.14186839213303276,0.15237187725667578,0.8721226724563819,-0.3371725677562027,-0.16761301059265177,-0.27708062042560355,0.016251035550369775
40,1.0,CAND20-INV,0.3053163564456191,0.30687141632737275,0.018617197753165966,0.19337995554988532,-0.4429257581673476,0.18652964954593823,0.037958819219441664,0.48990960484778484,-0.1927098126218888,0.15237187725667578,0.8721226724563819,-0.3371725677562027,-0.2965296492978995,-0.6787427169064966,0.006850306003947093
80,0.0,CAND20-NONE,1.0464010633532823,1.0312526433062505,0.11872361389582875,0.9417083790135564,-0.19670679493796986,0.8430426998448514,0.07583060217307185,1.0784714254291392,-0.11882280197767951,0.15237187725667578,0.8721226724563819,-0.3371725677562027,-0.1367630464155828,0.06958570655717455,0.09866567916870506
80,0.25,CAND20-INV,0.8436076228785638,0.9024304373109805,0.08875235358089435,0.8169364055952616,-0.2006675429857626,0.8833971137013196,0.07259955609343509,1.0384895478944547,-0.10922375983683337,0.15237187725667578,0.8721226724563819,-0.3371725677562027,-0.2215531422991931,-0.05518626686112027,-0.06646070810605798
80,0.5,CAND20-INV,0.7023211679366991,0.8700815567418537,0.07923109760035592,0.7336410926600739,-0.20925417475000527,0.7113816083383379,0.0593954185786176,0.8655169219858143,-0.10918452720096461,0.15237187725667578,0.8721226724563819,-0.3371725677562027,-0.13187582932574038,-0.13848157979630793,0.02225948432173608
80,0.75,CAND20-INV,0.5408089906227497,0.6376601062057844,0.06654789289084843,0.5773494155646773,-0.2689859772306329,0.4783219764167676,0.04420291874440885,0.6326026014773521,-0.12800927230753142,0.15237187725667578,0.8721226724563819,-0.3371725677562027,-0.05525318591267481,-0.2947732568917045,0.09902743914790973
80,1.0,CAND20-INV,0.46358349412835015,0.5256701406345994,0.0365943959954963,0.3034329843879022,-0.39312565629086627,0.30348656020420123,0.03678283273482089,0.5116359321528785,-0.16597104739275104,0.15237187725667578,0.8721226724563819,-0.3371725677562027,-0.20820294776497628,-0.5686896880684796,-5.357581629900077e-05
120,0.0,CAND20-NONE,1.0193528591629832,1.0050418250706237,0.12446605508228581,0.899710636144889,-0.2015929638796493,0.7651628628581523,0.07942167944987792,1.113747165441952,-0.1216028397169339,0.15237187725667578,0.8721226724563819,-0.3371725677562027,-0.21403652929706296,0.027587963688507133,0.13454777328673673
