m_min,tau,n_above,n_below,d_above,d_below,win_above,win_below,t_above,t_below,sep
8,0.2,560,0,0.005579864414317473,,0.49642857142857144,,6.82701809819537,,
8,0.225,555,5,0.005599694301903969,0.0033787468922164008,0.4954954954954955,0.6,6.817107273851962,0.3740305392366626,0.0022209474096875686
8,0.25,542,18,0.00552239951853202,0.007310196276301681,0.492619926199262,0.6111111111111112,6.700704898085771,1.2855246563819769,-0.0017877967577696607
8,0.275,534,26,0.005649705101927065,0.004145444138028145,0.49250936329588013,0.5769230769230769,6.78489353684495,0.976662279135909,0.0015042609638989202
8,0.3,526,34,0.005825501874207091,0.0017797084172016257,0.49429657794676807,0.5294117647058824,6.927380184565991,0.5168178770330235,0.004045793457005465
8,0.325,513,47,0.005632248709627207,0.005008095403809105,0.48927875243664715,0.574468085106383,6.656542312182416,1.6047421962211825,0.0006241533058181023
8,0.35,493,67,0.005754678563561676,0.004293545375848947,0.4827586206896552,0.5970149253731343,6.682333680791381,1.6736247131793707,0.001461133187712729
8,0.375,466,94,0.006977399191399164,-0.0013483399061087838,0.49141630901287553,0.5212765957446809,8.281547832497042,-0.5644921219706499,0.008325739097507948
8,0.4,439,121,0.007541548524375211,-0.0015373200841564678,0.4874715261958998,0.5289256198347108,8.615125672022442,-0.7975313184155585,0.009078868608531679
8,0.425,415,145,0.00769146881962614,-0.00046369302156595225,0.4819277108433735,0.5379310344827586,8.428611894929851,-0.27609061710549154,0.008155161841192093
8,0.45,402,158,0.007959762317952007,-0.00047531885948684743,0.48009950248756217,0.5379746835443038,8.604346486915091,-0.2980441436216249,0.008435081177438854
8,0.475,389,171,0.00766313045159012,0.0008407387505802845,0.4704370179948586,0.5555555555555556,8.151695526863541,0.541007012275219,0.006822391701009836
8,0.5,374,186,0.007648362366954076,0.0014206265955750577,0.4679144385026738,0.553763440860215,7.938165427432612,0.9635769677537436,0.006227735771379019
8,0.525,357,203,0.007545414442306646,0.00212320746854341,0.45938375350140054,0.5615763546798029,7.626772375106766,1.5114756454417444,0.005422206973763236
8,0.55,347,213,0.007469068525774879,0.0025021469181873337,0.4438040345821326,0.5821596244131455,7.416253449367742,1.8336751155058295,0.004966921607587545
8,0.575,339,221,0.007662483077687199,0.0023852593153023726,0.4365781710914454,0.5882352941176471,7.45831256814438,1.809874726465655,0.005277223762384826
