PICKS,COST_BPS,n_cells,flip_switch,flip_total,xse_switch,xse_total,mean_switch,mean_aggreg,mean_S1,mean_S3
CA,0.0,18,0,2,0,4,0.0,0.020222622318175846,0.008271080448963778,0.028493702767139622
CA,10.0,18,0,2,0,4,0.0017310708147539784,0.015497456243104675,0.025329367536087635,0.04255789459394629
CA,25.0,18,0,3,0,3,0.00414715910686884,0.005233553068104126,0.01867354164954134,0.028054253824514305
CA,50.0,18,0,3,1,3,0.007051879536451348,4.127099645467638e-05,-0.006305252497134468,0.0007878980357715523
FZ,0.0,18,0,2,0,4,0.0,0.015537261126896247,0.025118576410434093,0.04065583753733034
FZ,10.0,18,0,2,0,4,0.0017310708147539784,0.015497456243104675,0.025329367536087635,0.04255789459394629
FZ,25.0,18,0,2,1,4,0.004342661249667522,0.015447678038858374,0.02566499843332175,0.04545533772184765
FZ,50.0,18,0,2,2,5,0.00872494102778078,0.01539577916765396,0.026265228592451624,0.05038594878788635
