window,family_set,leg_split,eps,n,n_pred,n_tie,P_pred_given_tie,P_tie_given_pred,accuracy,false_neg,false_pos,exact
E2015,ALL,DECLINE,0.0001,168,39,33,1.0,0.8461538461538461,0.9642857142857143,0,6,False
E2015,ALL,DECLINE,0.001,168,39,33,1.0,0.8461538461538461,0.9642857142857143,0,6,False
E2015,ALL,RECOVERY,0.0,168,30,33,0.7272727272727273,0.8,0.9107142857142857,9,6,False
E2015,ALL,RECOVERY,1e-12,168,30,33,0.7272727272727273,0.8,0.9107142857142857,9,6,False
E2015,ALL,RECOVERY,1e-06,168,30,33,0.7272727272727273,0.8,0.9107142857142857,9,6,False
E2015,ALL,RECOVERY,0.0001,168,30,33,0.7272727272727273,0.8,0.9107142857142857,9,6,False
E2015,ALL,RECOVERY,0.001,168,30,33,0.7272727272727273,0.8,0.9107142857142857,9,6,False
E2015,ALL,DECLINE+COST,0.0,168,39,33,1.0,0.8461538461538461,0.9642857142857143,0,6,False
E2015,ALL,DECLINE+COST,1e-12,168,39,33,1.0,0.8461538461538461,0.9642857142857143,0,6,False
E2015,ALL,DECLINE+COST,1e-06,168,39,33,1.0,0.8461538461538461,0.9642857142857143,0,6,False
E2015,ALL,DECLINE+COST,0.0001,168,39,33,1.0,0.8461538461538461,0.9642857142857143,0,6,False
E2015,ALL,DECLINE+COST,0.001,168,39,33,1.0,0.8461538461538461,0.9642857142857143,0,6,False
E2018,ALL,EPISODE,0.0,168,9,9,1.0,1.0,1.0,0,0,True
E2018,ALL,EPISODE,1e-12,168,9,9,1.0,1.0,1.0,0,0,True
E2018,ALL,EPISODE,1e-06,168,9,9,1.0,1.0,1.0,0,0,True
E2018,ALL,EPISODE,0.0001,168,9,9,1.0,1.0,1.0,0,0,True
E2018,ALL,EPISODE,0.001,168,9,9,1.0,1.0,1.0,0,0,True
E2018,ALL,DECLINE,0.0,168,12,9,1.0,0.75,0.9821428571428571,0,3,False
E2018,ALL,DECLINE,1e-12,168,12,9,1.0,0.75,0.9821428571428571,0,3,False
E2018,ALL,DECLINE,1e-06,168,12,9,1.0,0.75,0.9821428571428571,0,3,False
E2018,ALL,DECLINE,0.0001,168,12,9,1.0,0.75,0.9821428571428571,0,3,False
E2018,ALL,DECLINE,0.001,168,12,9,1.0,0.75,0.9821428571428571,0,3,False
E2018,ALL,RECOVERY,0.0,168,60,9,1.0,0.15,0.6964285714285714,0,51,False
E2018,ALL,RECOVERY,1e-12,168,60,9,1.0,0.15,0.6964285714285714,0,51,False
E2018,ALL,RECOVERY,1e-06,168,60,9,1.0,0.15,0.6964285714285714,0,51,False
E2018,ALL,RECOVERY,0.0001,168,60,9,1.0,0.15,0.6964285714285714,0,51,False
E2018,ALL,RECOVERY,0.001,168,60,9,1.0,0.15,0.6964285714285714,0,51,False
E2018,ALL,DECLINE+COST,0.0,168,12,9,1.0,0.75,0.9821428571428571,0,3,False
E2018,ALL,DECLINE+COST,1e-12,168,12,9,1.0,0.75,0.9821428571428571,0,3,False
E2018,ALL,DECLINE+COST,1e-06,168,12,9,1.0,0.75,0.9821428571428571,0,3,False
E2018,ALL,DECLINE+COST,0.0001,168,12,9,1.0,0.75,0.9821428571428571,0,3,False
E2018,ALL,DECLINE+COST,0.001,168,12,9,1.0,0.75,0.9821428571428571,0,3,False
POST20,ALL,EPISODE,0.0,204,25,33,0.6666666666666666,0.88,0.9313725490196079,11,3,False
POST20,ALL,EPISODE,1e-12,204,25,33,0.6666666666666666,0.88,0.9313725490196079,11,3,False
POST20,ALL,EPISODE,1e-06,204,25,33,0.6666666666666666,0.88,0.9313725490196079,11,3,False
POST20,ALL,EPISODE,0.0001,204,25,33,0.6666666666666666,0.88,0.9313725490196079,11,3,False
POST20,ALL,EPISODE,0.001,204,25,33,0.6666666666666666,0.88,0.9313725490196079,11,3,False
POST20,ALL,DECLINE,0.0,204,36,33,1.0,0.9166666666666666,0.9852941176470589,0,3,False
POST20,ALL,DECLINE,1e-12,204,36,33,1.0,0.9166666666666666,0.9852941176470589,0,3,False
POST20,ALL,DECLINE,1e-06,204,36,33,1.0,0.9166666666666666,0.9852941176470589,0,3,False
POST20,ALL,DECLINE,0.0001,204,36,33,1.0,0.9166666666666666,0.9852941176470589,0,3,False
POST20,ALL,DECLINE,0.001,204,36,33,1.0,0.9166666666666666,0.9852941176470589,0,3,False
POST20,ALL,RECOVERY,0.0,204,45,33,0.6666666666666666,0.4888888888888889,0.8333333333333334,11,23,False
POST20,ALL,RECOVERY,1e-12,204,45,33,0.6666666666666666,0.4888888888888889,0.8333333333333334,11,23,False
POST20,ALL,RECOVERY,1e-06,204,45,33,0.6666666666666666,0.4888888888888889,0.8333333333333334,11,23,False
POST20,ALL,RECOVERY,0.0001,204,45,33,0.6666666666666666,0.4888888888888889,0.8333333333333334,11,23,False
POST20,ALL,RECOVERY,0.001,204,45,33,0.6666666666666666,0.4888888888888889,0.8333333333333334,11,23,False
POST20,ALL,DECLINE+COST,0.0,204,36,33,1.0,0.9166666666666666,0.9852941176470589,0,3,False
POST20,ALL,DECLINE+COST,1e-12,204,36,33,1.0,0.9166666666666666,0.9852941176470589,0,3,False
POST20,ALL,DECLINE+COST,1e-06,204,36,33,1.0,0.9166666666666666,0.9852941176470589,0,3,False
POST20,ALL,DECLINE+COST,0.0001,204,36,33,1.0,0.9166666666666666,0.9852941176470589,0,3,False
POST20,ALL,DECLINE+COST,0.001,204,36,33,1.0,0.9166666666666666,0.9852941176470589,0,3,False
BEAR22,ALL,EPISODE,0.0,186,9,9,1.0,1.0,1.0,0,0,True
BEAR22,ALL,EPISODE,1e-12,186,9,9,1.0,1.0,1.0,0,0,True
BEAR22,ALL,EPISODE,1e-06,186,9,9,1.0,1.0,1.0,0,0,True
BEAR22,ALL,EPISODE,0.0001,186,9,9,1.0,1.0,1.0,0,0,True
BEAR22,ALL,EPISODE,0.001,186,9,9,1.0,1.0,1.0,0,0,True
BEAR22,ALL,DECLINE,0.0,186,9,9,1.0,1.0,1.0,0,0,True
BEAR22,ALL,DECLINE,1e-12,186,9,9,1.0,1.0,1.0,0,0,True
BEAR22,ALL,DECLINE,1e-06,186,9,9,1.0,1.0,1.0,0,0,True
BEAR22,ALL,DECLINE,0.0001,186,9,9,1.0,1.0,1.0,0,0,True
BEAR22,ALL,DECLINE,0.001,186,9,9,1.0,1.0,1.0,0,0,True
BEAR22,ALL,RECOVERY,0.0,186,48,9,1.0,0.1875,0.7903225806451613,0,39,False
BEAR22,ALL,RECOVERY,1e-12,186,48,9,1.0,0.1875,0.7903225806451613,0,39,False
BEAR22,ALL,RECOVERY,1e-06,186,48,9,1.0,0.1875,0.7903225806451613,0,39,False
BEAR22,ALL,RECOVERY,0.0001,186,48,9,1.0,0.1875,0.7903225806451613,0,39,False
BEAR22,ALL,RECOVERY,0.001,186,48,9,1.0,0.1875,0.7903225806451613,0,39,False
BEAR22,ALL,DECLINE+COST,0.0,186,9,9,1.0,1.0,1.0,0,0,True
BEAR22,ALL,DECLINE+COST,1e-12,186,9,9,1.0,1.0,1.0,0,0,True
BEAR22,ALL,DECLINE+COST,1e-06,186,9,9,1.0,1.0,1.0,0,0,True
BEAR22,ALL,DECLINE+COST,0.0001,186,9,9,1.0,1.0,1.0,0,0,True
BEAR22,ALL,DECLINE+COST,0.001,186,9,9,1.0,1.0,1.0,0,0,True
QUALIFY,ALL,EPISODE,0.0,897,82,111,0.7387387387387387,1.0,0.967670011148272,29,0,False
QUALIFY,ALL,EPISODE,1e-12,897,82,111,0.7387387387387387,1.0,0.967670011148272,29,0,False
QUALIFY,ALL,EPISODE,1e-06,897,82,111,0.7387387387387387,1.0,0.967670011148272,29,0,False
QUALIFY,ALL,EPISODE,0.0001,897,82,111,0.7387387387387387,1.0,0.967670011148272,29,0,False
QUALIFY,ALL,EPISODE,0.001,897,82,111,0.7387387387387387,1.0,0.967670011148272,29,0,False
QUALIFY,ALL,DECLINE,0.0,897,114,111,1.0,0.9736842105263158,0.9966555183946488,0,3,False
QUALIFY,ALL,DECLINE,1e-12,897,114,111,1.0,0.9736842105263158,0.9966555183946488,0,3,False
QUALIFY,ALL,DECLINE,1e-06,897,114,111,1.0,0.9736842105263158,0.9966555183946488,0,3,False
QUALIFY,ALL,DECLINE,0.0001,897,114,111,1.0,0.9736842105263158,0.9966555183946488,0,3,False
QUALIFY,ALL,DECLINE,0.001,897,114,111,1.0,0.9736842105263158,0.9966555183946488,0,3,False
QUALIFY,ALL,RECOVERY,0.0,897,246,111,0.7387387387387387,0.3333333333333333,0.7848383500557413,29,164,False
QUALIFY,ALL,RECOVERY,1e-12,897,246,111,0.7387387387387387,0.3333333333333333,0.7848383500557413,29,164,False
QUALIFY,ALL,RECOVERY,1e-06,897,246,111,0.7387387387387387,0.3333333333333333,0.7848383500557413,29,164,False
QUALIFY,ALL,RECOVERY,0.0001,897,246,111,0.7387387387387387,0.3333333333333333,0.7848383500557413,29,164,False
QUALIFY,ALL,RECOVERY,0.001,897,246,111,0.7387387387387387,0.3333333333333333,0.7848383500557413,29,164,False
QUALIFY,ALL,DECLINE+COST,0.0,897,114,111,1.0,0.9736842105263158,0.9966555183946488,0,3,False
QUALIFY,ALL,DECLINE+COST,1e-12,897,114,111,1.0,0.9736842105263158,0.9966555183946488,0,3,False
QUALIFY,ALL,DECLINE+COST,1e-06,897,114,111,1.0,0.9736842105263158,0.9966555183946488,0,3,False
QUALIFY,ALL,DECLINE+COST,0.0001,897,114,111,1.0,0.9736842105263158,0.9966555183946488,0,3,False
QUALIFY,ALL,DECLINE+COST,0.001,897,114,111,1.0,0.9736842105263158,0.9966555183946488,0,3,False
FULL,NO-SPYDD,EPISODE,0.0,207,12,69,0.17391304347826086,1.0,0.7246376811594203,57,0,False
FULL,NO-SPYDD,EPISODE,1e-12,207,12,69,0.17391304347826086,1.0,0.7246376811594203,57,0,False
FULL,NO-SPYDD,EPISODE,1e-06,207,12,69,0.17391304347826086,1.0,0.7246376811594203,57,0,False
FULL,NO-SPYDD,EPISODE,0.0001,207,12,69,0.17391304347826086,1.0,0.7246376811594203,57,0,False
FULL,NO-SPYDD,EPISODE,0.001,207,12,69,0.17391304347826086,1.0,0.7246376811594203,57,0,False
FULL,NO-SPYDD,DECLINE,0.0,207,72,69,1.0,0.9583333333333334,0.9855072463768116,0,3,False
FULL,NO-SPYDD,DECLINE,1e-12,207,72,69,1.0,0.9583333333333334,0.9855072463768116,0,3,False
FULL,NO-SPYDD,DECLINE,1e-06,207,72,69,1.0,0.9583333333333334,0.9855072463768116,0,3,False
FULL,NO-SPYDD,DECLINE,0.0001,207,72,69,1.0,0.9583333333333334,0.9855072463768116,0,3,False
FULL,NO-SPYDD,DECLINE,0.001,207,72,69,1.0,0.9583333333333334,0.9855072463768116,0,3,False
FULL,NO-SPYDD,RECOVERY,0.0,207,12,69,0.17391304347826086,1.0,0.7246376811594203,57,0,False
FULL,NO-SPYDD,RECOVERY,1e-12,207,12,69,0.17391304347826086,1.0,0.7246376811594203,57,0,False
FULL,NO-SPYDD,RECOVERY,1e-06,207,12,69,0.17391304347826086,1.0,0.7246376811594203,57,0,False
FULL,NO-SPYDD,RECOVERY,0.0001,207,12,69,0.17391304347826086,1.0,0.7246376811594203,57,0,False
FULL,NO-SPYDD,RECOVERY,0.001,207,12,69,0.17391304347826086,1.0,0.7246376811594203,57,0,False
FULL,NO-SPYDD,DECLINE+COST,0.0,207,72,69,1.0,0.9583333333333334,0.9855072463768116,0,3,False
FULL,NO-SPYDD,DECLINE+COST,1e-12,207,72,69,1.0,0.9583333333333334,0.9855072463768116,0,3,False
FULL,NO-SPYDD,DECLINE+COST,1e-06,207,72,69,1.0,0.9583333333333334,0.9855072463768116,0,3,False
FULL,NO-SPYDD,DECLINE+COST,0.0001,207,72,69,1.0,0.9583333333333334,0.9855072463768116,0,3,False
FULL,NO-SPYDD,DECLINE+COST,0.001,207,72,69,1.0,0.9583333333333334,0.9855072463768116,0,3,False
PRE20,NO-SPYDD,EPISODE,0.0,183,30,33,0.9090909090909091,1.0,0.9836065573770492,3,0,False
PRE20,NO-SPYDD,EPISODE,1e-12,183,30,33,0.9090909090909091,1.0,0.9836065573770492,3,0,False
PRE20,NO-SPYDD,EPISODE,1e-06,183,30,33,0.9090909090909091,1.0,0.9836065573770492,3,0,False
PRE20,NO-SPYDD,EPISODE,0.0001,183,30,33,0.9090909090909091,1.0,0.9836065573770492,3,0,False
PRE20,NO-SPYDD,EPISODE,0.001,183,30,33,0.9090909090909091,1.0,0.9836065573770492,3,0,False
PRE20,NO-SPYDD,DECLINE,0.0,183,33,33,1.0,1.0,1.0,0,0,True
PRE20,NO-SPYDD,DECLINE,1e-12,183,33,33,1.0,1.0,1.0,0,0,True
PRE20,NO-SPYDD,DECLINE,1e-06,183,33,33,1.0,1.0,1.0,0,0,True
PRE20,NO-SPYDD,DECLINE,0.0001,183,33,33,1.0,1.0,1.0,0,0,True
PRE20,NO-SPYDD,DECLINE,0.001,183,33,33,1.0,1.0,1.0,0,0,True
PRE20,NO-SPYDD,RECOVERY,0.0,183,54,33,0.9090909090909091,0.5555555555555556,0.8524590163934426,3,24,False
PRE20,NO-SPYDD,RECOVERY,1e-12,183,54,33,0.9090909090909091,0.5555555555555556,0.8524590163934426,3,24,False
PRE20,NO-SPYDD,RECOVERY,1e-06,183,54,33,0.9090909090909091,0.5555555555555556,0.8524590163934426,3,24,False
PRE20,NO-SPYDD,RECOVERY,0.0001,183,54,33,0.9090909090909091,0.5555555555555556,0.8524590163934426,3,24,False
PRE20,NO-SPYDD,RECOVERY,0.001,183,54,33,0.9090909090909091,0.5555555555555556,0.8524590163934426,3,24,False
PRE20,NO-SPYDD,DECLINE+COST,0.0,183,33,33,1.0,1.0,1.0,0,0,True
PRE20,NO-SPYDD,DECLINE+COST,1e-12,183,33,33,1.0,1.0,1.0,0,0,True
PRE20,NO-SPYDD,DECLINE+COST,1e-06,183,33,33,1.0,1.0,1.0,0,0,True
PRE20,NO-SPYDD,DECLINE+COST,0.0001,183,33,33,1.0,1.0,1.0,0,0,True
PRE20,NO-SPYDD,DECLINE+COST,0.001,183,33,33,1.0,1.0,1.0,0,0,True
E2011,NO-SPYDD,EPISODE,0.0,177,24,27,0.8888888888888888,1.0,0.9830508474576272,3,0,False
E2011,NO-SPYDD,EPISODE,1e-12,177,24,27,0.8888888888888888,1.0,0.9830508474576272,3,0,False
E2011,NO-SPYDD,EPISODE,1e-06,177,24,27,0.8888888888888888,1.0,0.9830508474576272,3,0,False
E2011,NO-SPYDD,EPISODE,0.0001,177,24,27,0.8888888888888888,1.0,0.9830508474576272,3,0,False
E2011,NO-SPYDD,EPISODE,0.001,177,24,27,0.8888888888888888,1.0,0.9830508474576272,3,0,False
E2011,NO-SPYDD,DECLINE,0.0,177,27,27,1.0,1.0,1.0,0,0,True
E2011,NO-SPYDD,DECLINE,1e-12,177,27,27,1.0,1.0,1.0,0,0,True
E2011,NO-SPYDD,DECLINE,1e-06,177,27,27,1.0,1.0,1.0,0,0,True
E2011,NO-SPYDD,DECLINE,0.0001,177,27,27,1.0,1.0,1.0,0,0,True
E2011,NO-SPYDD,DECLINE,0.001,177,27,27,1.0,1.0,1.0,0,0,True
E2011,NO-SPYDD,RECOVERY,0.0,177,48,27,0.8888888888888888,0.5,0.847457627118644,3,24,False
E2011,NO-SPYDD,RECOVERY,1e-12,177,48,27,0.8888888888888888,0.5,0.847457627118644,3,24,False
E2011,NO-SPYDD,RECOVERY,1e-06,177,48,27,0.8888888888888888,0.5,0.847457627118644,3,24,False
E2011,NO-SPYDD,RECOVERY,0.0001,177,48,27,0.8888888888888888,0.5,0.847457627118644,3,24,False
E2011,NO-SPYDD,RECOVERY,0.001,177,48,27,0.8888888888888888,0.5,0.847457627118644,3,24,False
E2011,NO-SPYDD,DECLINE+COST,0.0,177,27,27,1.0,1.0,1.0,0,0,True
E2011,NO-SPYDD,DECLINE+COST,1e-12,177,27,27,1.0,1.0,1.0,0,0,True
E2011,NO-SPYDD,DECLINE+COST,1e-06,177,27,27,1.0,1.0,1.0,0,0,True
E2011,NO-SPYDD,DECLINE+COST,0.0001,177,27,27,1.0,1.0,1.0,0,0,True
E2011,NO-SPYDD,DECLINE+COST,0.001,177,27,27,1.0,1.0,1.0,0,0,True
E2015,NO-SPYDD,EPISODE,0.0,150,24,30,0.8,1.0,0.96,6,0,False
E2015,NO-SPYDD,EPISODE,1e-12,150,24,30,0.8,1.0,0.96,6,0,False
E2015,NO-SPYDD,EPISODE,1e-06,150,24,30,0.8,1.0,0.96,6,0,False
E2015,NO-SPYDD,EPISODE,0.0001,150,24,30,0.8,1.0,0.96,6,0,False
E2015,NO-SPYDD,EPISODE,0.001,150,24,30,0.8,1.0,0.96,6,0,False
E2015,NO-SPYDD,DECLINE,0.0,150,36,30,1.0,0.8333333333333334,0.96,0,6,False
E2015,NO-SPYDD,DECLINE,1e-12,150,36,30,1.0,0.8333333333333334,0.96,0,6,False
E2015,NO-SPYDD,DECLINE,1e-06,150,36,30,1.0,0.8333333333333334,0.96,0,6,False
E2015,NO-SPYDD,DECLINE,0.0001,150,36,30,1.0,0.8333333333333334,0.96,0,6,False
E2015,NO-SPYDD,DECLINE,0.001,150,36,30,1.0,0.8333333333333334,0.96,0,6,False
E2015,NO-SPYDD,RECOVERY,0.0,150,30,30,0.8,0.8,0.92,6,6,False
E2015,NO-SPYDD,RECOVERY,1e-12,150,30,30,0.8,0.8,0.92,6,6,False
E2015,NO-SPYDD,RECOVERY,1e-06,150,30,30,0.8,0.8,0.92,6,6,False
E2015,NO-SPYDD,RECOVERY,0.0001,150,30,30,0.8,0.8,0.92,6,6,False
E2015,NO-SPYDD,RECOVERY,0.001,150,30,30,0.8,0.8,0.92,6,6,False
E2015,NO-SPYDD,DECLINE+COST,0.0,150,36,30,1.0,0.8333333333333334,0.96,0,6,False
E2015,NO-SPYDD,DECLINE+COST,1e-12,150,36,30,1.0,0.8333333333333334,0.96,0,6,False
E2015,NO-SPYDD,DECLINE+COST,1e-06,150,36,30,1.0,0.8333333333333334,0.96,0,6,False
E2015,NO-SPYDD,DECLINE+COST,0.0001,150,36,30,1.0,0.8333333333333334,0.96,0,6,False
E2015,NO-SPYDD,DECLINE+COST,0.001,150,36,30,1.0,0.8333333333333334,0.96,0,6,False
E2018,NO-SPYDD,EPISODE,0.0,150,9,9,1.0,1.0,1.0,0,0,True
E2018,NO-SPYDD,EPISODE,1e-12,150,9,9,1.0,1.0,1.0,0,0,True
E2018,NO-SPYDD,EPISODE,1e-06,150,9,9,1.0,1.0,1.0,0,0,True
E2018,NO-SPYDD,EPISODE,0.0001,150,9,9,1.0,1.0,1.0,0,0,True
E2018,NO-SPYDD,EPISODE,0.001,150,9,9,1.0,1.0,1.0,0,0,True
E2018,NO-SPYDD,DECLINE,0.0,150,12,9,1.0,0.75,0.98,0,3,False
E2018,NO-SPYDD,DECLINE,1e-12,150,12,9,1.0,0.75,0.98,0,3,False
E2018,NO-SPYDD,DECLINE,1e-06,150,12,9,1.0,0.75,0.98,0,3,False
E2018,NO-SPYDD,DECLINE,0.0001,150,12,9,1.0,0.75,0.98,0,3,False
E2018,NO-SPYDD,DECLINE,0.001,150,12,9,1.0,0.75,0.98,0,3,False
E2018,NO-SPYDD,RECOVERY,0.0,150,51,9,1.0,0.17647058823529413,0.72,0,42,False
E2018,NO-SPYDD,RECOVERY,1e-12,150,51,9,1.0,0.17647058823529413,0.72,0,42,False
E2018,NO-SPYDD,RECOVERY,1e-06,150,51,9,1.0,0.17647058823529413,0.72,0,42,False
E2018,NO-SPYDD,RECOVERY,0.0001,150,51,9,1.0,0.17647058823529413,0.72,0,42,False
E2018,NO-SPYDD,RECOVERY,0.001,150,51,9,1.0,0.17647058823529413,0.72,0,42,False
E2018,NO-SPYDD,DECLINE+COST,0.0,150,12,9,1.0,0.75,0.98,0,3,False
E2018,NO-SPYDD,DECLINE+COST,1e-12,150,12,9,1.0,0.75,0.98,0,3,False
E2018,NO-SPYDD,DECLINE+COST,1e-06,150,12,9,1.0,0.75,0.98,0,3,False
E2018,NO-SPYDD,DECLINE+COST,0.0001,150,12,9,1.0,0.75,0.98,0,3,False
E2018,NO-SPYDD,DECLINE+COST,0.001,150,12,9,1.0,0.75,0.98,0,3,False
POST20,NO-SPYDD,EPISODE,0.0,177,22,33,0.6666666666666666,1.0,0.9378531073446328,11,0,False
POST20,NO-SPYDD,EPISODE,1e-12,177,22,33,0.6666666666666666,1.0,0.9378531073446328,11,0,False
POST20,NO-SPYDD,EPISODE,1e-06,177,22,33,0.6666666666666666,1.0,0.9378531073446328,11,0,False
POST20,NO-SPYDD,EPISODE,0.0001,177,22,33,0.6666666666666666,1.0,0.9378531073446328,11,0,False
