phi,N,inband,disp,rho,negdrift,avoided,r_out,ewvol,cell,source,D_is,D_oos,ctl_wins_is,ctl_wins_oos
0.0,24,0.749581976590689,0.20615659479876475,0.36693895713409924,0.0,0.0882099562281044,0.1481874950484458,0.17051956495045242,broad|k0|N24|s0,broad136,0.1696774575999218,0.013901434517941569,True,True
0.0,24,0.7437640602210082,0.1754935858996869,0.4600535349253471,0.0,0.1321806017650542,0.10685447927833988,0.17282785496888925,broad|k0|N24|s1,broad136,-0.029618795413175913,-0.11034762088172001,False,False
0.0,24,0.7253152876038143,0.1933180075580143,0.4039600966991767,0.0,0.10944947903115307,0.10773251220351354,0.17216929332850173,broad|k0|N24|s2,broad136,0.0673196495010846,-0.05551822666199224,True,False
0.0,56,0.726002134391792,0.2076729424028262,0.4411359371117594,0.017857142857142856,0.10982259320102977,0.12094557975646625,0.18570088478975424,broad|k0|N56|s0,broad136,0.08123929162540222,-0.03245384131091478,True,False
0.0,56,0.7315503046653332,0.21784868417578457,0.40924487531463183,0.017857142857142856,0.15776621443280453,0.1096196139236531,0.18281076102025245,broad|k0|N56|s1,broad136,0.06062919023112623,-0.0340674661072371,True,False
0.0,56,0.7273254214642197,0.23309561729845754,0.39403887863965636,0.017857142857142856,0.18443105641488794,0.10395244476183013,0.18744997723228188,broad|k0|N56|s2,broad136,0.01762297724879147,-0.10156675157268547,True,False
0.0,120,0.7256951555029248,0.21738930958570318,0.42882015348666025,0.008333333333333333,0.14109073977037892,0.1089470562810275,0.18246603005724185,broad|k0|N120|s0,broad136,0.056974374673239625,-0.04974802793456967,True,False
0.0,120,0.7281970920552385,0.21394718845319216,0.4271587199243389,0.008333333333333333,0.13505005586781563,0.11289756548897065,0.1808953723588809,broad|k0|N120|s1,broad136,0.06187917615779681,-0.041954401713169664,True,False
0.0,120,0.7258598737456928,0.21389748505463715,0.4278038976918896,0.008333333333333333,0.13699903149279022,0.11036305589912743,0.1808764158460052,broad|k0|N120|s2,broad136,0.06456819219169563,-0.04253763492086482,True,False
0.08333333333333333,24,0.7084786580302276,0.17948673338380042,0.4069716778511035,0.0,0.11199127623494187,0.10911545243073356,0.18439315541973944,broad|k2|N24|s0,broad136,-0.0001263718097814781,0.0204858460914219,False,True
0.08333333333333333,24,0.7161241656761452,0.19061771443545053,0.3078441563100899,0.0,0.09677985300282538,0.11226334971732754,0.15475868284553182,broad|k2|N24|s1,broad136,-0.05532791718040886,0.023373740080450567,False,True
0.08333333333333333,24,0.7181438742941321,0.20541998854439683,0.33628184132513994,0.041666666666666664,0.1882693746918087,0.045128715183272515,0.14740784759411452,broad|k2|N24|s2,broad136,-0.055428286125331905,-0.010183076168262861,False,False
0.03571428571428571,56,0.7285968369946643,0.20521775392052138,0.4151991843274779,0.017857142857142856,0.1221351782020716,0.11339376803236083,0.17940086493090648,broad|k2|N56|s0,broad136,0.08499750977137754,-0.025425780330624592,True,False
0.03571428571428571,56,0.7179494395197223,0.23339029399157493,0.38408011703109235,0.0,0.1581473818148306,0.11330596131124096,0.18714602503174493,broad|k2|N56|s1,broad136,0.013771634659937249,-0.10202241635283782,True,False
0.03571428571428571,56,0.7440425891499071,0.20081297460212377,0.39836303118019784,0.017857142857142856,0.11763422873670758,0.11897637853643657,0.16410636444613944,broad|k2|N56|s2,broad136,0.0978031556757637,-0.0633501615616372,True,False
0.016666666666666666,120,0.7239810618930165,0.2184320492975432,0.39896495452135483,0.008333333333333333,0.14368349276751097,0.10406707108797845,0.17580436598345583,broad|k2|N120|s0,broad136,0.058555092654996255,-0.0544325603985536,True,False
0.016666666666666666,120,0.7265479151977935,0.21717420124285763,0.4111890212897121,0.008333333333333333,0.14029596277617984,0.10544602286353533,0.1776681181853937,broad|k2|N120|s1,broad136,0.06468076882361018,-0.055980000664179075,True,False
0.016666666666666666,120,0.7254770151273673,0.21658830362088896,0.39917936864171155,0.008333333333333333,0.1436848961963269,0.10366890661600793,0.1736173857356661,broad|k2|N120|s2,broad136,0.06424789605945525,-0.04803830118759356,True,False
0.16666666666666666,24,0.70865015922532,0.20797226171031,0.2912861860133597,0.041666666666666664,0.11977894916537499,0.09836885392424291,0.16797986653226057,broad|k4|N24|s0,broad136,-0.043984968674546154,-0.07341213335121655,False,False
0.16666666666666666,24,0.6889659694168905,0.20734399140417895,0.33243091424476284,0.08333333333333333,0.18590482879905612,0.05994351149296683,0.17435604836247068,broad|k4|N24|s1,broad136,0.02044072321267354,0.006141488088522218,True,True
0.16666666666666666,24,0.7523450531834233,0.1854066138465599,0.28974668885943144,0.041666666666666664,0.11817699206088202,0.07906713225451463,0.14595430817538582,broad|k4|N24|s2,broad136,-0.014023199631862493,-0.07868198811887839,False,False
0.07142857142857142,56,0.7218345505821101,0.2118669981687605,0.3861165289083639,0.0,0.14990439017995624,0.09237656854002585,0.1715840519537776,broad|k4|N56|s0,broad136,0.05134513405733121,-0.056000730059237114,True,False
0.07142857142857142,56,0.7147659861419231,0.21001352529455733,0.36285171999163013,0.017857142857142856,0.14091223837514794,0.09361111168588104,0.16725851126853467,broad|k4|N56|s1,broad136,0.11609226052587518,-0.08469523004136903,True,False
0.07142857142857142,56,0.7198995701297219,0.2130365075318157,0.3335195581859066,0.017857142857142856,0.11475616349378537,0.11572640066101372,0.1658343234632881,broad|k4|N56|s2,broad136,0.08938131600659105,-0.019493368060877758,True,False
0.03333333333333333,120,0.716568874484699,0.22183578808267487,0.40372028159631057,0.025,0.15887386948186993,0.08972806282824582,0.17548518541025257,broad|k4|N120|s0,broad136,0.03702760422888507,-0.04725620617973458,True,False
0.03333333333333333,120,0.7268704424242964,0.21702920759249772,0.3941996666210782,0.008333333333333333,0.13609538428126178,0.10720651944300537,0.17480899276009523,broad|k4|N120|s1,broad136,0.05116623401911746,-0.050628369521791505,True,False
0.03333333333333333,120,0.721697399232502,0.22056888544749842,0.3920474995710971,0.016666666666666666,0.1472604445304656,0.09794617099301803,0.17533179871450197,broad|k4|N120|s2,broad136,0.06198506060860187,-0.04590064324156873,True,False
0.25,24,0.6832622625080932,0.22203448591216113,0.2037979877640495,0.08333333333333333,0.14257343482077806,0.05144986507821166,0.1525751600630024,broad|k6|N24|s0,broad136,-0.08284483756344119,-0.0757135761682739,False,False
