panel,book,mode,pick_cadence,pick_cost,IS_Sharpe,oCAGR,oSharpe,oMaxDD,base_oCAGR,base_oSharpe,base_oMaxDD,spy_oCAGR,spy_oSharpe,spy_oMaxDD,pass4b_oos,pass4a_oos,stable5of5_oos,mg_H1,mg_H2,mg_DD,mg_CAGR,sp_H1,sp_H2,sp_DD,sp_CAGR
U56,BAND03_G075,HEADLINE cadence@10bps,M,10,1.1054670677416631,0.09554987745760046,1.2242949034669737,-0.14381678364503958,0.09455896847608769,1.2767122316543114,-0.12054941914043871,0.15286966214114894,0.8750760816641813,-0.33717256724185307,False,False,False,0.3498647482101317,0.34595532565677767,5.848675670007225,-1.1458886041203793,0.21641239779795596,0.13748733303549465,4.313736197974349,0.3196349989153857
U56,BAND03_G075,SENSITIVITY both dials,W,0,1.1299587672429432,0.09651574458861623,1.3012453352065745,-0.12029812214763824,0.09651574458861623,1.3012453352065745,-0.12029812214763824,0.15286966214114894,0.8750760816641813,-0.33717256724185307,False,False,False,0.46189177763968725,0.38459153101198396,8.20054181974736,-1.049301891018803,0.0789608092113141,0.05960821865127652,1.7907397229519062,0.40947193401930093
U56,TOP20,HEADLINE cadence@10bps,M,10,1.0976630697243424,0.1668008442870319,1.2836778409780056,-0.19506855547339585,0.09455896847608769,1.2767122316543114,-0.12054941914043871,0.15286966214114894,0.8750760816641813,-0.33717256724185307,True,False,False,0.47405139298741406,0.33924120234989463,0.7234984871715977,5.979208078822765,0.27467595983534254,0.11762162355830341,2.2583441540725446,1.3741033181009499
U56,TOP20,SENSITIVITY both dials,M,0,1.1361992570027708,0.1718423243224636,1.3173615445257918,-0.19447144673876682,0.09651574458861623,1.3012453352065745,-0.12029812214763824,0.15286966214114894,0.8750760816641813,-0.33717256724185307,True,False,False,0.5040073458880646,0.37689720812090466,0.7832093606345014,6.483356082365935,0.2754971588539985,0.11621536188125958,2.2921455581708328,1.3838891282208055
U56,EWELIG,HEADLINE cadence@10bps,M,10,1.0543164750927534,0.08879187610286587,1.289912550618275,-0.10816615562465426,0.09455896847608769,1.2767122316543114,-0.12054941914043871,0.15286966214114894,0.8750760816641813,-0.33717256724185307,False,True,False,0.46495288578973193,0.3574502708045447,9.413738472045758,-1.8216887395938381,0.390108635374379,0.08053770942777505,6.771692305626543,0.616700358635347
U56,EWELIG,SENSITIVITY both dials,M,0,1.0761310506849207,0.09063243306293178,1.3144887330771005,-0.10782879756156294,0.09651574458861623,1.3012453352065745,-0.12029812214763824,0.15286966214114894,0.8750760816641813,-0.33717256724185307,False,True,False,0.48641730539605776,0.3856014312921009,9.447474278354889,-1.6376330435872473,0.3952691863937403,0.07953738769452201,6.80022686094115,0.6142228995397625
B136,BAND03_G075,HEADLINE cadence@10bps,W,10,1.092172960863223,0.0784728360555127,1.1016867720596069,-0.12241069123223403,0.0784728360555127,1.1016867720596069,-0.12241069123223403,0.15257181383948715,0.8736721309012504,-0.3371595330739301,False,False,False,0.29998186301167584,0.13160976214845632,7.988502861212401,-2.8327433632128307,0.07292873912091191,0.07076349684771743,1.7024928221913593,0.4876753693900282
B136,BAND03_G075,SENSITIVITY both dials,W,0,1.1179358815955824,0.08074281555114382,1.1313567037098642,-0.12211674782076976,0.08074281555114382,1.1313567037098642,-0.12211674782076976,0.15257181383948715,0.8736721309012504,-0.3371595330739301,False,False,False,0.3241889227242688,0.16876252260872848,8.017897202358828,-2.6057454136497182,0.07264864493203671,0.0706806851290741,1.6896803817892492,0.49063036679322103
B136,TOP20,HEADLINE cadence@10bps,M,10,1.2340690248581128,0.15476577203242092,0.9968915329467607,-0.26105256108832886,0.0784728360555127,1.1016867720596069,-0.12241069123223403,0.15257181383948715,0.8736721309012504,-0.3371595330739301,False,False,False,0.06570335919327819,0.18614344664238902,-5.875684124397082,4.7965502344779924,0.3113828021045567,0.13607687181164352,1.4339080749818378,2.782769499143556
B136,TOP20,SENSITIVITY both dials,M,0,1.2783558403439037,0.16232626603777334,1.0383711027677387,-0.26066677445919983,0.08074281555114382,1.1313567037098642,-0.12211674782076976,0.15257181383948715,0.8736721309012504,-0.3371595330739301,False,False,False,0.10373575565364879,0.2318312894074187,-5.837105461484179,5.552599635013234,0.31161609287300107,0.13449902757976717,1.42497077327427,2.8098603227577623
B136,EWELIG,HEADLINE cadence@10bps,M,10,1.083443280839499,0.07816453897624309,1.1353998094231514,-0.11940062108347593,0.0784728360555127,1.1016867720596069,-0.12241069123223403,0.15257181383948715,0.8736721309012504,-0.3371595330739301,False,True,False,0.3037691100663841,0.2051293023575863,8.28950987608821,-2.863573071139791,0.40463990362102764,0.08454136998972628,8.118803674999587,0.9237122217375493
B136,EWELIG,SENSITIVITY both dials,M,0,1.104347405242058,0.08008391658123126,1.1611700408801444,-0.11905019331478983,0.08074281555114382,1.1313567037098642,-0.12211674782076976,0.15257181383948715,0.8736721309012504,-0.3371595330739301,False,True,False,0.3254546155483248,0.2363238421415118,8.324552652956822,-2.671635310640974,0.40949501778393327,0.08386603110413704,8.147783030474532,0.9281111495181626
