panel,cadence,chooser,pick_book,pick_gross,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,SPY_OOS_CAGR,SPY_OOS_Sharpe,SPY_OOS_MaxDD,BASE_OOS_CAGR,BASE_OOS_Sharpe,BASE_OOS_MaxDD,p4b_REC,fail_REC,p4a_REC,p4b_DISJ,fail_DISJ,p4a_DISJ,p4b_TWOLEG,fail_TWOLEG,p4a_TWOLEG
U56,W,CH_SHARPE,BAND03,1.0,0.12681530813545194,1.2764827179455565,-0.15910995440549058,0.15271636385461385,0.8739575612872552,-0.33717267708462373,0.09464348447629667,1.2771844071673888,-0.1205494795164489,True,,False,True,,False,True,,False
U56,W,CH_CAGR,TOP5,1.0,0.24463000974126747,0.99851136046823,-0.2797828105518291,0.15271636385461385,0.8739575612872552,-0.33717267708462373,0.09464348447629667,1.2771844071673888,-0.1205494795164489,False,"L_H1,L_DD",False,False,"L_H1,L_DD",False,False,"L_H1,L_DD",False
U56,W,CH_CALMAR,BAND03,1.0,0.12681530813545194,1.2764827179455565,-0.15910995440549058,0.15271636385461385,0.8739575612872552,-0.33717267708462373,0.09464348447629667,1.2771844071673888,-0.1205494795164489,True,,False,True,,False,True,,False
U56,M,CH_SHARPE,TOP5,1.0,0.20498107672398524,0.8323038845591585,-0.3460671181330458,0.15271636385461385,0.8739575612872552,-0.33717267708462373,0.09464348447629667,1.2771844071673888,-0.1205494795164489,False,"L_H2,L_OOS,L_DD",False,False,"L_OOS,L_DD",False,False,"L_OOS,L_DD",False
U56,M,CH_CAGR,TOP5,1.0,0.20498107672398524,0.8323038845591585,-0.3460671181330458,0.15271636385461385,0.8739575612872552,-0.33717267708462373,0.09464348447629667,1.2771844071673888,-0.1205494795164489,False,"L_H2,L_OOS,L_DD",False,False,"L_OOS,L_DD",False,False,"L_OOS,L_DD",False
U56,M,CH_CALMAR,TOP5,1.0,0.20498107672398524,0.8323038845591585,-0.3460671181330458,0.15271636385461385,0.8739575612872552,-0.33717267708462373,0.09464348447629667,1.2771844071673888,-0.1205494795164489,False,"L_H2,L_OOS,L_DD",False,False,"L_OOS,L_DD",False,False,"L_OOS,L_DD",False
U56,Q,CH_SHARPE,TOP5,1.0,0.11941320724848814,0.5496644970345449,-0.3847878056245676,0.15271636385461385,0.8739575612872552,-0.33717267708462373,0.09464348447629667,1.2771844071673888,-0.1205494795164489,False,"L_H2,L_OOS,L_DD",False,False,"L_OOS,L_DD",False,False,"L_OOS,L_DD",False
U56,Q,CH_CAGR,TOP5,1.0,0.11941320724848814,0.5496644970345449,-0.3847878056245676,0.15271636385461385,0.8739575612872552,-0.33717267708462373,0.09464348447629667,1.2771844071673888,-0.1205494795164489,False,"L_H2,L_OOS,L_DD",False,False,"L_OOS,L_DD",False,False,"L_OOS,L_DD",False
U56,Q,CH_CALMAR,TOP5,1.0,0.11941320724848814,0.5496644970345449,-0.3847878056245676,0.15271636385461385,0.8739575612872552,-0.33717267708462373,0.09464348447629667,1.2771844071673888,-0.1205494795164489,False,"L_H2,L_OOS,L_DD",False,False,"L_OOS,L_DD",False,False,"L_OOS,L_DD",False
B136,W,CH_SHARPE,BAND03,1.0,0.1052418687479828,1.1048029424254948,-0.16157983013208965,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.1058878697278782,-0.12240985403190019,True,,False,True,,False,True,,False
B136,W,CH_CAGR,TOP5,1.0,0.2017354723043827,0.7963224939174368,-0.3010259159920581,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.1058878697278782,-0.12240985403190019,False,"L_H2,L_OOS,L_DD",False,False,"L_OOS,L_DD",False,False,"L_OOS,L_DD",False
B136,W,CH_CALMAR,BAND03,1.0,0.1052418687479828,1.1048029424254948,-0.16157983013208965,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.1058878697278782,-0.12240985403190019,True,,False,True,,False,True,,False
B136,M,CH_SHARPE,TOP20,1.0,0.20808598369273268,1.0049127553375177,-0.33675172386421537,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.1058878697278782,-0.12240985403190019,False,L_DD,False,False,L_DD,False,False,L_DD,False
B136,M,CH_CAGR,TOP5,1.0,0.3516680118950768,1.1520047867237857,-0.3969539109926935,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.1058878697278782,-0.12240985403190019,False,L_DD,False,False,"L_H1,L_DD",False,False,L_DD,False
B136,M,CH_CALMAR,TOP20,1.0,0.20808598369273268,1.0049127553375177,-0.33675172386421537,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.1058878697278782,-0.12240985403190019,False,L_DD,False,False,L_DD,False,False,L_DD,False
B136,Q,CH_SHARPE,TOP5,1.0,0.23234027369728372,0.8526107971291793,-0.36611212470561405,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.1058878697278782,-0.12240985403190019,False,"L_H2,L_OOS,L_DD",False,False,"L_OOS,L_DD",False,False,"L_OOS,L_DD",False
B136,Q,CH_CAGR,TOP5,1.0,0.23234027369728372,0.8526107971291793,-0.36611212470561405,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.1058878697278782,-0.12240985403190019,False,"L_H2,L_OOS,L_DD",False,False,"L_OOS,L_DD",False,False,"L_OOS,L_DD",False
B136,Q,CH_CALMAR,TOP5,1.0,0.23234027369728372,0.8526107971291793,-0.36611212470561405,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.1058878697278782,-0.12240985403190019,False,"L_H2,L_OOS,L_DD",False,False,"L_OOS,L_DD",False,False,"L_OOS,L_DD",False
SMALL663,W,CH_SHARPE,BAND03,1.0,0.04917529473802751,0.5597606960643294,-0.18190591005629708,0.1533169996349657,0.8767139845003631,-0.33717267708462373,0.03752405319533958,0.5600309406263567,-0.13891550803383268,False,"L_H1,L_H2,L_OOS,L_CAGR",False,False,"L_H2,L_OOS,L_CAGR",False,False,"L_OOS,L_CAGR",False
SMALL663,W,CH_CAGR,TOP10,1.0,0.08287270823889825,0.4280375513752662,-0.39052996774428417,0.1533169996349657,0.8767139845003631,-0.33717267708462373,0.03752405319533958,0.5600309406263567,-0.13891550803383268,False,"L_H1,L_H2,L_OOS,L_DD,L_CAGR",False,False,"L_H2,L_OOS,L_DD,L_CAGR",False,False,"L_H1,L_OOS,L_DD,L_CAGR",False
SMALL663,W,CH_CALMAR,BAND03,1.0,0.04917529473802751,0.5597606960643294,-0.18190591005629708,0.1533169996349657,0.8767139845003631,-0.33717267708462373,0.03752405319533958,0.5600309406263567,-0.13891550803383268,False,"L_H1,L_H2,L_OOS,L_CAGR",False,False,"L_H2,L_OOS,L_CAGR",False,False,"L_OOS,L_CAGR",False
