selector,K,lam,n_books,mean_OOS_Sharpe,median_OOS_Sharpe,picked_M,mean_OOS_CAGR,mean_OOS_MaxDD,pass4a,pass4b
constant M (no fit),-,-,115,0.7558913233285967,0.8812231351701747,115,0.06023180912503773,-0.17318304047318567,0,0
constant 6W (no fit),-,-,115,0.7797167509920105,0.9344822166730496,0,0.06487701599169458,-0.20258238575531995,0,0
IS-Sharpe argmax (incumbent),-,-,115,0.744943361100596,0.8812231351701747,109,0.05932952731317037,-0.1767100694142033,0,0
fitted: family only,IS,0.0,115,0.7558913233285967,0.8812231351701747,115,0.06023180912503773,-0.17318304047318567,0,0
fitted: family only,2,0.0,115,0.7558913233285967,0.8812231351701747,115,0.06023180912503773,-0.17318304047318567,0,0
fitted: family only,5,0.0,115,0.7558913233285967,0.8812231351701747,115,0.06023180912503773,-0.17318304047318567,0,0
fitted: family only,10,0.0,115,0.7558913233285967,0.8812231351701747,115,0.06023180912503773,-0.17318304047318567,0,0
fitted: family only,LOO,0.0,115,0.7558913233285967,0.8812231351701747,115,0.06023180912503773,-0.17318304047318567,0,0
fitted: family only,IS,0.1,115,0.7558913233285967,0.8812231351701747,115,0.06023180912503773,-0.17318304047318567,0,0
fitted: family only,2,0.1,115,0.7558913233285967,0.8812231351701747,115,0.06023180912503773,-0.17318304047318567,0,0
fitted: family only,5,0.1,115,0.7558913233285967,0.8812231351701747,115,0.06023180912503773,-0.17318304047318567,0,0
fitted: family only,10,0.1,115,0.7558913233285967,0.8812231351701747,115,0.06023180912503773,-0.17318304047318567,0,0
fitted: family only,LOO,0.1,115,0.7558913233285967,0.8812231351701747,115,0.06023180912503773,-0.17318304047318567,0,0
fitted: family only,IS,1.0,115,0.7558913233285967,0.8812231351701747,115,0.06023180912503773,-0.17318304047318567,0,0
fitted: family only,2,1.0,115,0.7558913233285967,0.8812231351701747,115,0.06023180912503773,-0.17318304047318567,0,0
fitted: family only,5,1.0,115,0.7558913233285967,0.8812231351701747,115,0.06023180912503773,-0.17318304047318567,0,0
fitted: family only,10,1.0,115,0.7558913233285967,0.8812231351701747,115,0.06023180912503773,-0.17318304047318567,0,0
fitted: family only,LOO,1.0,115,0.7558913233285967,0.8812231351701747,115,0.06023180912503773,-0.17318304047318567,0,0
fitted: family only,IS,10.0,115,0.7558913233285967,0.8812231351701747,115,0.06023180912503773,-0.17318304047318567,0,0
fitted: family only,2,10.0,115,0.7558913233285967,0.8812231351701747,115,0.06023180912503773,-0.17318304047318567,0,0
fitted: family only,5,10.0,115,0.7558913233285967,0.8812231351701747,115,0.06023180912503773,-0.17318304047318567,0,0
