block,statistic,k,q,book,chosen_char,is_stat,panel,OOS_Sharpe,OOS_CAGR,OOS_MaxDD,rev_OOS_Sharpe,anchor,seed_sd,SPY_OOS_Sharpe,SPY_OOS_CAGR,SPY_OOS_MaxDD,v2_OOS_Sharpe
A,marginal,20,0.25,EWall,corr,-0.34487357599333157,k20~q0.250~s48,1.1952473599157136,0.1580288019044253,-0.1899087418027777,0.8497669208636117,0.840532983826109,0.17331054458632913,0.8820239235972316,0.1545044425578177,-0.3371595330739301,1.2459724101929142
A,marginal,20,0.25,CAND10,corr,-0.3987774381772715,k20~q0.250~s48,1.0722897702422498,0.1526167891671466,-0.1984681315426842,0.8701786920241963,0.8155648774772113,0.16661810507652836,0.8820239235972316,0.1545044425578177,-0.3371595330739301,1.2459724101929142
A,marginal,20,0.25,CAND20,corr,-0.35259794387329824,k20~q0.250~s48,1.1727260237820274,0.1548623106215914,-0.1899087418027774,0.8541548493373546,0.8389068825975987,0.17100939602191476,0.8820239235972316,0.1545044425578177,-0.3371595330739301,1.2459724101929142
A,marginal,20,0.5,EWall,disp,0.32636843567657686,k20~q0.500~s40,1.048339083981543,0.1661812445459336,-0.2100171141793948,0.7122877893121065,0.6563942291965704,0.20865952659327153,0.8820239235972316,0.1545044425578177,-0.3371595330739301,1.0403712650431554
A,marginal,20,0.5,CAND10,disp,0.33870519588774667,k20~q0.500~s40,0.9386772775264184,0.1521577831492977,-0.2309496570436487,0.6944748338341865,0.6532219713353806,0.20153789192573318,0.8820239235972316,0.1545044425578177,-0.3371595330739301,1.0403712650431554
A,marginal,20,0.5,CAND20,disp,0.3312031119755488,k20~q0.500~s40,1.013715657123477,0.1600266363648403,-0.2100171141793959,0.7165609750335747,0.653434328151723,0.2056872490180702,0.8820239235972316,0.1545044425578177,-0.3371595330739301,1.0403712650431554
A,marginal,20,0.75,EWall,evol,-0.25379272020005567,k20~q0.750~s58,0.0716939999182354,-0.000376100066968,-0.3507308880480609,0.5377152227198401,0.44830936944714794,0.19279825234107795,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.5034879115066296
A,marginal,20,0.75,CAND10,corr,-0.24040011114198392,k20~q0.750~s35,0.8425316566607416,0.1511918524673181,-0.2381121526707368,0.515794772737811,0.4454490502337692,0.18861623293075516,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.6028822711506199
A,marginal,20,0.75,CAND20,evol,-0.256849124756877,k20~q0.750~s58,0.0776889212098597,0.0004732451341857,-0.3471297590933037,0.5376288215926086,0.4452674869620243,0.1896075184478351,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.5034879115066296
A,marginal,40,0.25,EWall,disp,0.45612670186162835,k40~q0.250~s16,1.040074769513525,0.1235154791419104,-0.2102860225405073,0.85193703886448,0.8640166524830032,0.13040438379026778,0.8820239235972316,0.1545044425578177,-0.3371595330739301,1.0011052397837077
A,marginal,40,0.25,CAND10,disp,0.5697693803834399,k40~q0.250~s16,0.8058358487417475,0.1136248980971843,-0.2478418136089148,0.7174878320199969,0.8034283852335125,0.13883702978170112,0.8820239235972316,0.1545044425578177,-0.3371595330739301,1.0011052397837077
A,marginal,40,0.25,CAND20,disp,0.5227563212003336,k40~q0.250~s16,1.031868428612662,0.1277505839411679,-0.2223823295063111,0.8412449291254834,0.8711979449935647,0.12846222190696605,0.8820239235972316,0.1545044425578177,-0.3371595330739301,1.0011052397837077
A,marginal,40,0.5,EWall,disp,0.25040288969158103,k40~q0.500~s53,0.7209768872896479,0.0937050635442369,-0.266939875106868,0.682204739159171,0.722156616015256,0.1378493306006656,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.993255402378103
A,marginal,40,0.5,CAND10,disp,0.41311475409836074,k40~q0.500~s53,0.5435234328333232,0.0765135946206883,-0.2670652313051751,0.5352164935459792,0.6991435903084167,0.17094842800506654,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.993255402378103
A,marginal,40,0.5,CAND20,disp,0.27729924979160886,k40~q0.500~s53,0.6848848732379066,0.0896133911140282,-0.2673049027197901,0.6759664122609778,0.7255235900012164,0.14510069524410832,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.993255402378103
A,marginal,40,0.75,EWall,disp,0.22233953876076692,k40~q0.750~s32,0.6736949685004266,0.083661842204729,-0.1916175231717477,0.5026926480082698,0.5260869264827233,0.1971038134734649,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.786923801987535
A,marginal,40,0.75,CAND10,disp,0.3435398721867186,k40~q0.750~s32,0.6351571859447895,0.088759952726781,-0.2174063408022434,0.7065773306933208,0.5374843658014575,0.2182156280659034,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.786923801987535
A,marginal,40,0.75,CAND20,disp,0.24440122256182276,k40~q0.750~s32,0.6688909511562411,0.0841905643364528,-0.1942434407334481,0.5558767145267294,0.5214961971648413,0.20283414241649403,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.786923801987535
A,marginal,80,0.25,EWall,corr,-0.2636287857738261,k80~q0.250~s42,1.005062493506965,0.1237666181447956,-0.2618246657988118,0.8760779507488835,0.8726501222167706,0.1046951664274594,0.8820239235972316,0.1545044425578177,-0.3371595330739301,1.1033820495993818
A,marginal,80,0.25,CAND10,evol,0.24206724090025014,k80~q0.250~s36,0.7659594474308296,0.126181338779028,-0.3292316323623215,0.73494926423983,0.7079042004821197,0.11266206360987617,0.8820239235972316,0.1545044425578177,-0.3371595330739301,1.105799293498142
A,marginal,80,0.25,CAND20,disp,0.09597110308419006,k80~q0.250~s17,0.8021818366060859,0.1119946917293981,-0.2752690326212196,0.6431032026595098,0.8083369050514491,0.10664968799648535,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.977859537811946
A,marginal,80,0.5,EWall,corr,-0.19627674353987223,k80~q0.500~s57,0.8724366358305543,0.1093519100974567,-0.2548314465645744,0.5210966596261031,0.7325800078803758,0.11602206874951156,0.8820239235972316,0.1545044425578177,-0.3371595330739301,1.032537580525037
A,marginal,80,0.5,CAND10,disp,0.26851903306474023,k80~q0.500~s46,0.5901421840455808,0.0916261407933207,-0.3332819649452541,0.3434443454414833,0.6260345952863011,0.1415337435617755,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.9863660335478424
A,marginal,80,0.5,CAND20,disp,0.1756043345373715,k80~q0.500~s46,0.6994291872710581,0.0971888121557682,-0.2834995524754007,0.4878324728204045,0.730728934725181,0.13096699824791794,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.9863660335478424
A,marginal,80,0.75,EWall,breadth,-0.07118644067796612,k80~q0.750~s39,0.6116523587679432,0.074642382187414,-0.2895599904137593,0.4412010357601881,0.523057441862134,0.12779201378229404,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.7523616448459355
A,marginal,80,0.75,CAND10,disp,0.26907474298416234,k80~q0.750~s49,0.6281962781348343,0.1013985064431632,-0.2971907794532891,0.7171276966020158,0.5184520744507998,0.1957464757499131,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.9154515818215856
A,marginal,80,0.75,CAND20,breadth,-0.19833287024173385,k80~q0.750~s39,0.5937684595075232,0.0772515669447271,-0.2804479443426815,0.5858063950802113,0.5460328990602572,0.14700860423306983,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.7523616448459355
