uni,book,cost,family,reset,arm,D,k,n_arm,n_disarm,ep_mean,ep_max,terminal_cut,absorbed,cut_days,gross,TO,dSharpe,dd_gain,rate_DD,rate_gross,m_H1,m_H2,m_OOS,m_DD,m_CAGR,p4b,f4b,p4a,IS4b,CAGR,Sharpe,MaxDD,H1,H2,IS_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD
u56,V1,10,DDCTL,-,control,,1.0,0,0,,0,False,False,0.0,0.7495210220604044,23.58532168462946,0.0,0.0,,0.4658527161269386,-0.31571123917310306,-0.14622382530707634,-0.1349469324905902,0.06402545015558125,-0.04206578006749406,False,"H1,H2,OOS,CAGR",False,False,0.06453053483847215,0.6641804017269177,-0.13827796154480831,0.6409087934305884,0.6877921123353656,0.5534299312214817,0.07730300522922962,0.747063834691694,-0.13827796154480798
u56,V1,10,DDCTL,high,D4%/k0.00/high,0.04,0.0,1,0,905.0,905,True,True,0.9828790268078396,0.012841319359903453,0.13331317419092206,-0.9116258650145574,0.09616726466267278,0.693248614949229,0.4658527161269386,-1.3066032856932932,,,0.16019271481825403,-0.1087336030983479,False,"H1,H2,OOS,CAGR",False,False,-0.002137288192381681,-0.24744546328763975,-0.042110696882135534,-0.34998325308960176,,-0.36800442526456567,0.0,,0.0
u56,V1,10,DDCTL,high,D4%/k0.25/high,0.04,0.25,7,6,120.85714285714286,225,True,False,0.9186753773372381,0.2332434510927401,7.400344299464344,-0.3788133627311846,0.057188202692835644,0.9367027953174248,0.4658527161269386,-0.9097816649705059,-0.37481689224720527,-0.3855732942292287,0.1212136528484169,-0.09563412938905269,False,"H1,H2,OOS,CAGR",False,False,0.010962185516913525,0.2853670389957331,-0.08108975885197267,0.046838367633185496,0.4591990453952367,-0.04896640960683542,0.02202058605441648,0.4964374729530555,-0.06172515418911739
u56,V1,10,DDCTL,high,D4%/k0.50/high,0.04,0.5,13,12,62.76923076923077,124,True,False,0.8862356386573552,0.41758455245984816,13.407627897683566,-0.29595253417682715,0.017278765128096008,2.512116334126288,0.4658527161269386,-0.6657071041258664,-0.39784692531767013,-0.3849720569420338,0.08130421528367726,-0.08547204817931575,False,"H1,H2,OOS,CAGR",False,False,0.021124266726650465,0.36822786755009057,-0.1209991964167123,0.290912928477825,0.43616901232477184,0.1961302446598842,0.030567870166704925,0.4970387102402504,-0.12099919641671208
u56,V1,10,DDCTL,high,D4%/k0.75/high,0.04,0.75,20,19,37.15,99,True,False,0.8064879477359765,0.5985443027719476,19.076530011198507,-0.15047146475700623,0.008706483159573564,2.7537159009981624,0.4658527161269386,-0.4951122641384911,-0.27299350812555756,-0.2760761685188534,0.07273193331515482,-0.06604096118578451,False,"H1,H2,OOS,CAGR",False,False,0.04055535372018171,0.5137089369699115,-0.12957147838523475,0.46150776846520036,0.5610224295168844,0.3887844316805015,0.05127914045285231,0.6059345986634308,-0.1295714783852353
u56,V1,10,DDCTL,high,D6%/k0.00/high,0.06,0.0,1,0,852.0,852,True,True,0.9252083802658256,0.056126716081960897,1.54325727072467,-0.5176326214249819,0.058774170380255786,1.0334960677158072,0.4658527161269386,-0.7493613521655862,,,0.12279962053583704,-0.10280865403874728,False,"H1,H2,OOS,CAGR",False,False,0.003787660867218934,0.14654778030193585,-0.07950379116455253,0.2072586804381052,,0.21792711206140838,0.0,,0.0
u56,V1,10,DDCTL,high,D6%/k0.25/high,0.06,0.25,4,3,191.5,241,True,False,0.8317188555981077,0.28216034759223074,9.295088232000408,-0.30280623911550847,0.05467142050412055,0.8665436873984954,0.4658527161269386,-0.5801763379452574,-0.4824356005426088,-0.47996806823772653,0.1186968706597018,-0.08944095438644839,False,"H1,H2,OOS,CAGR",False,False,0.017155360519517826,0.36137416261140926,-0.08360654104068777,0.376443694658434,0.35158033709983316,0.34179889203247044,0.0155662273281576,0.4020426989445577,-0.07752455345752973
u56,V1,10,DDCTL,high,D6%/k0.50/high,0.06,0.5,8,7,93.375,124,True,False,0.8109934669970714,0.44578482979629813,14.231395688299308,-0.2308134041106944,0.017278765128095785,2.147385551440278,0.4658527161269386,-0.5672205598601356,-0.35745852376429565,-0.3485678825241786,0.08130421528367704,-0.07916995065029708,False,"H1,H2,OOS,CAGR",False,False,0.027426364255669133,0.4333669976162233,-0.12099919641671253,0.3893994727435558,0.4765574138781463,0.31797431487169203,0.03369688653788239,0.5334428846581056,-0.12099919641671242
u56,V1,10,DDCTL,high,D6%/k0.75/high,0.06,0.75,11,10,54.27272727272727,109,True,False,0.6483442216715476,0.6281830692877991,19.98312482250838,-0.09489145913804586,0.008706483159573453,1.9350778306577974,0.4658527161269386,-0.3876684805463202,-0.2632677375555167,-0.25259217454285177,0.0727319333151547,-0.058913502612580104,False,"H1,H2,OOS,CAGR",False,False,0.04768281229338611,0.5692889425888719,-0.12957147838523486,0.5689515520573712,0.5707482000869253,0.4933590744578679,0.05427009837754104,0.6294185926394325,-0.12957147838523475
u56,V1,10,DDCTL,high,D8%/k0.00/high,0.08,0.0,1,0,850.0,850,True,True,0.9229556206352783,0.0578227306682555,1.6124812649638653,-0.5320322581900976,0.05202029053747159,1.1707814974543818,0.4658527161269386,-0.7697278698762691,,,0.11604574069305285,-0.10297017372096706,False,"H1,H2,OOS,CAGR",False,False,0.0036261411849991543,0.1321481435368202,-0.08625767100733672,0.18689216272742232,,0.1965119176120767,0.0,,0.0
