panel,arm,CAGR,Sharpe,MaxDD,H1,H2,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,pass4a,pass4a_live,pass4b
U56,band0.00,0.08187299221941369,1.1692475633783586,-0.12011678946551008,1.1861925989210094,1.1565728836758973,0.09077595629666058,1.2593786361905985,-0.12011678946550941,False,False,False
U56,band0.02,0.08497523468364876,1.1964687693650562,-0.11858554450073244,1.2086486262623757,1.1885676027859122,0.0940765608626124,1.284340823916158,-0.11858554450073233,False,False,False
U56,band0.03,0.08644750633071019,1.2037308291391255,-0.12054947359101975,1.2308642464341357,1.182843123927143,0.0950629792087272,1.2816876607860581,-0.12054947359101964,False,False,False
U56,band0.05,0.08328099438174097,1.1481765499430112,-0.1256730936931718,1.1917385793343305,1.1134979412531874,0.09134601743977466,1.2150766113342044,-0.12567309369317248,False,False,False
U56,band0.08,0.0853811352652305,1.1484762967199986,-0.1446692177776664,1.2408423000464754,1.0727210509123946,0.09033738726422302,1.169915264704118,-0.1446692177776664,False,False,False
U56,band0.12,0.08702664555531459,1.1498993588171684,-0.12150487487373196,1.2371491963137136,1.0711452301434983,0.08996090801384393,1.1736967423863236,-0.12150487487373196,False,False,False
U56,rank3,0.06306829507411726,0.6281850478859924,-0.13621248175100675,0.6652714838090272,0.6015456335707139,0.06921347147243084,0.6497262466280743,-0.13207143786181885,False,False,False
U56,rank5,0.06419373995428534,0.6611011896775674,-0.13827804260512722,0.6428944530146987,0.6804042828966702,0.07657544479101164,0.7407821445671212,-0.13827804260512733,False,False,False
U56,rank8,0.07959317876245509,0.8092226374128308,-0.16426118548815194,0.8753797539276877,0.7553792596254403,0.08286278052732476,0.8086264346536257,-0.16426118548815205,False,False,False
U56,rank12,0.09439162831652848,0.9500750064409413,-0.13924714841566743,1.0889482072082641,0.8351589073335459,0.09407566475988105,0.9106934141278344,-0.1392471484156671,False,False,False
B136,band0.00,0.07779290013391771,1.0936688144226636,-0.12616421510282383,1.1983302829088323,0.9902857380687752,0.07870392496768375,1.1256374310136645,-0.12616421510282372,False,False,False
B136,band0.02,0.08057977551343165,1.116776484029492,-0.12262088432166474,1.2272868361845626,1.0075432109846154,0.0806858809658495,1.138797395240515,-0.1226208843216644,False,False,False
B136,band0.03,0.0803031894255104,1.1057901818007876,-0.12240793860208032,1.229067725847855,0.9843850631086558,0.07983337481604336,1.1185082795688426,-0.12240793860208021,False,False,False
B136,band0.05,0.08029579058622494,1.085581066266357,-0.13138174764123567,1.2128271890249849,0.9605512903642321,0.07956562764974429,1.094510781406514,-0.13138174764123567,False,False,False
B136,band0.08,0.08571634987801202,1.12403930450294,-0.14813995230211796,1.27134528130942,0.9820926464091694,0.08363493461181792,1.1094642338971092,-0.14813995230211774,False,False,False
B136,band0.12,0.08736191506405855,1.1114871597856628,-0.14811189906576272,1.2693460947608637,0.9572030087047988,0.08408520554101062,1.0908389797670264,-0.1481118990657625,False,False,False
B136,rank3,0.061377841134277134,0.5879965578298616,-0.18118817144863275,0.8619693781129355,0.36102709528269306,0.04950063765208035,0.467057719227911,-0.18118817144862953,False,False,False
B136,rank5,0.06385177680442844,0.6349911081998837,-0.21191263611532518,0.7562149489638127,0.5320307500704073,0.05941502665859644,0.5762505378038233,-0.2119126361153264,False,False,False
B136,rank8,0.05976777639941644,0.6166841055065733,-0.18697974308907817,0.7670454143005884,0.4874943255356526,0.05420771893304366,0.548371567539288,-0.1869797430890786,False,False,False
B136,rank12,0.07930076898738969,0.7942390471552379,-0.1697786713117302,0.9793651218794043,0.6350134876161597,0.07118370832314502,0.6995649521898291,-0.16977867131173008,False,False,False
SMALL,band0.00,0.03561676411947223,0.540070822960847,-0.14329971763354832,0.5250547987717998,0.5555250785068961,0.03714475215442059,0.550991017177706,-0.14329971763354743,False,False,False
SMALL,band0.02,0.037729461252930196,0.5676390034938492,-0.146182306476755,0.5739955163928274,0.5644330520227714,0.03803059218026572,0.5622087522184265,-0.14618230647675368,False,False,False
SMALL,band0.03,0.03813706916300896,0.5724733772674039,-0.14684660360056756,0.569874684659334,0.5770246736075461,0.038484818461982595,0.5680478271993786,-0.14684660360056612,False,False,False
SMALL,band0.05,0.04181042225441867,0.6183145260100461,-0.14591759545299166,0.6384500651206838,0.6031220276434797,0.042212587095006526,0.6132540310993685,-0.1459175954529932,True,False,False
SMALL,band0.08,0.04321914719826481,0.6285648876451183,-0.14905373560607926,0.6545814716104897,0.6076427688835107,0.04387659906260466,0.6279389899096216,-0.14905373560608082,False,False,False
SMALL,band0.12,0.04609733043000386,0.6520007749751345,-0.16000360397615376,0.6877009900384367,0.6214814316310069,0.0452773032177014,0.6352766914727217,-0.1600036039761531,False,False,False
SMALL,rank3,0.09312442634781504,0.6246468448439441,-0.4306671541974536,0.6554845496165961,0.5930939254206706,0.07739029494901417,0.5455695273939931,-0.4306671541974534,False,False,False
SMALL,rank5,0.07414435422562682,0.5646748961694034,-0.36124389175040317,0.7433995237792635,0.4043805846233895,0.06352095995056883,0.49230664187769546,-0.36124389175040517,False,False,False
SMALL,rank8,0.060911376950797846,0.5120638569411446,-0.35019775858121305,0.6557157925482855,0.3883040897917477,0.056890278557409024,0.4754183979525966,-0.35019775858121205,False,False,False
SMALL,rank12,0.05940140839712238,0.5191909152116708,-0.3168463418574543,0.6584039354675951,0.40211133808158767,0.05153557921675489,0.45057582636587956,-0.31684634185745464,False,False,False
