panel,n,bps,ret_ratio,vol_ratio,pred,actual
B136,5,0,0.6056170973898701,0.5275831238142471,True,True
B136,10,0,0.7130965628901851,0.6370852247941183,True,True
B136,20,0,0.7957921751358851,0.7470271005813288,True,True
B136,30,0,0.8584689595514208,0.8094908117862553,True,True
B136,40,0,0.8742358235068071,0.8526333304205744,True,True
B136,60,0,0.932771734694101,0.9139598287830464,True,True
B136,5,10,0.6442654512408844,0.5277214763638384,True,True
B136,10,10,0.7519022985692558,0.6373873265353024,True,True
B136,20,10,0.8247709626913269,0.7471797633902275,True,True
B136,30,10,0.882259507926273,0.8096707861267037,True,True
B136,40,10,0.8901770665807364,0.8527613594662433,True,True
B136,60,10,0.9414660360681448,0.9140167310450298,True,True
BSTK100,5,0,0.7255479521728664,0.6149325184040988,True,True
BSTK100,10,0,0.8270907647495875,0.7304383535022624,True,True
BSTK100,20,0,0.8890184414254589,0.8364930405106175,True,True
BSTK100,30,0,0.9351277504481962,0.893367289067342,True,True
BSTK100,40,0,0.9537161995205747,0.9297175833462786,True,True
BSTK100,60,0,0.9754363220699139,0.9754065879171593,True,False
BSTK100,5,10,0.7779772328650446,0.6152995674680221,True,True
BSTK100,10,10,0.8773406095262066,0.7308259141226512,True,True
BSTK100,20,10,0.917606596192648,0.8366146667078723,True,True
BSTK100,30,10,0.9557654000750925,0.8935111205631392,True,True
BSTK100,40,10,0.9657142929150396,0.9297461371386025,True,True
BSTK100,60,10,0.9766232098762385,0.9753500953421267,True,False
SMALL439,5,0,0.6182758860011197,0.542596514619819,True,False
SMALL439,10,0,0.486836046416964,0.6784880290871719,False,False
SMALL439,20,0,0.5883634554759266,0.7857007145653521,False,False
SMALL439,30,0,0.6980748810938534,0.8410573703259842,False,False
SMALL439,40,0,0.7154789637730347,0.879430521835962,False,False
SMALL439,60,0,0.7424483887735792,0.9261605414771628,False,False
SMALL439,5,10,0.7359172625905094,0.5429047791192584,True,True
SMALL439,10,10,0.4730346523191439,0.6788275386605909,False,False
SMALL439,20,10,0.5724150901756544,0.7860665265960829,False,False
SMALL439,30,10,0.6981112875588896,0.8413877378947674,False,False
SMALL439,40,10,0.7036462815369708,0.8796905815782897,False,False
SMALL439,60,10,0.7138599705098587,0.9263782940739357,False,False
U56,5,0,0.6166531442076044,0.5485161402794836,True,True
U56,10,0,0.7672601890287567,0.6916880299688214,True,True
U56,20,0,0.8061974320598323,0.8255370923971836,False,False
U56,30,0,0.9007954593708826,0.9066854819798744,False,False
U56,40,0,0.969849047483009,0.9712469972471421,False,False
U56,60,0,1.000841813553859,1.0010765967249777,True,False
U56,5,10,0.6430463842317804,0.5487461842256859,True,True
U56,10,10,0.7957363949090654,0.6921112281805715,True,True
U56,20,10,0.8136178377321829,0.8257937068035657,False,False
U56,30,10,0.9031242835151625,0.9068514741548664,False,False
U56,40,10,0.9697387680516426,0.9713398642973706,False,False
U56,60,10,1.000959489201104,1.001086287633237,True,False
