panel,kind,q,k,draw,arm,n,Ebar,breadth,CAGR,Sharpe,MaxDD,H1,H2,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,IS_Sharpe,spy_S,spy_CAGR,spy_DD,spy_H1,spy_H2,spy_OOS_S,v2_S,v2_H1,v2_H2,v2_DD,v2_OOS_S,pass4a,pass4b,is525
q1.00_k40_d1,ladder,1.0,40,1,CAND20,20.0,12.902527075812275,0.3225631768953068,0.053034692549276174,0.6330684932626632,-0.23672600404325572,0.9286754838068002,0.4629764082056309,0.038775381831259725,0.43593647821126724,-0.23672600404325528,1.135757216000129,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.7470044213555863,0.9790630629337935,0.5599722240690066,-0.1674923392764559,0.6225889319678715,False,False,True
q1.00_k40_d1,ladder,1.0,40,1,CAND30,30.0,12.902527075812275,0.3225631768953068,0.03507967284289171,0.6102083035264955,-0.16711385250668176,0.9297617911157198,0.43038620447518244,0.02537502715234008,0.40800547424078715,-0.16711385250668276,1.1373264096937117,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.7470044213555863,0.9790630629337935,0.5599722240690066,-0.1674923392764559,0.6225889319678715,False,False,True
q1.00_k40_d1,ladder,1.0,40,1,EWall,,12.902527075812275,0.3225631768953068,0.0822408442104614,0.5857037149491818,-0.40427785427482055,0.9040957510554268,0.4206096238401681,0.06092299250856459,0.4240408792659836,-0.4042778542748203,1.028744902121053,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.7470044213555863,0.9790630629337935,0.5599722240690066,-0.1674923392764559,0.6225889319678715,False,False,True
q1.00_k40_d2,ladder,1.0,40,2,CAND5,5.0,15.747292418772563,0.39368231046931407,-0.030766222160330203,-0.09266243221349672,-0.5453414423644782,-0.2452089458241001,0.0317868644074737,-0.011776924359062968,0.02800865744827646,-0.5309876209071898,-0.32590547849459645,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.4669017425241212,0.4370956947720621,0.4962672480497492,-0.14594638906115387,0.5073299799072175,False,False,True
q1.00_k40_d2,ladder,1.0,40,2,CAND10,10.0,15.747292418772563,0.39368231046931407,0.007032035140745574,0.11983968380777434,-0.4155449275498908,0.04767313876034382,0.1790623714534547,0.01566528515058918,0.17900692894369644,-0.4155449275498926,0.005624298346777762,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.4669017425241212,0.4370956947720621,0.4962672480497492,-0.14594638906115387,0.5073299799072175,False,False,True
q1.00_k40_d2,ladder,1.0,40,2,CAND15,15.0,15.747292418772563,0.39368231046931407,0.03011700069136114,0.3077943945872344,-0.29562106184090553,0.3462381510947975,0.2823168322095202,0.0341080494226198,0.32501134959677985,-0.2956210618409053,0.27785156718617,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.4669017425241212,0.4370956947720621,0.4962672480497492,-0.14594638906115387,0.5073299799072175,False,False,True
q1.00_k40_d2,ladder,1.0,40,2,CAND20,20.0,15.747292418772563,0.39368231046931407,0.025935454384274248,0.3016793845903963,-0.22219235933685044,0.3063353233653027,0.3045947649937783,0.03230756838009485,0.3406174214061608,-0.22219235933685255,0.22619619993652124,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.4669017425241212,0.4370956947720621,0.4962672480497492,-0.14594638906115387,0.5073299799072175,False,False,True
q1.00_k40_d2,ladder,1.0,40,2,CAND30,30.0,15.747292418772563,0.39368231046931407,0.0167406523829825,0.26753294164641284,-0.1604816884023873,0.31800376030169597,0.2409303915060853,0.019888544467286495,0.2874025358122504,-0.16048168840238997,0.23293824397655566,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.4669017425241212,0.4370956947720621,0.4962672480497492,-0.14594638906115387,0.5073299799072175,False,False,True
q1.00_k40_d2,ladder,1.0,40,2,EWall,,15.747292418772563,0.39368231046931407,0.017622583663279956,0.19172257178992194,-0.41564305019746106,0.3242999618357625,0.12017208985133519,0.015934244262082453,0.18000307054774506,-0.4156430501974614,0.22832096513509562,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.4669017425241212,0.4370956947720621,0.4962672480497492,-0.14594638906115387,0.5073299799072175,False,False,True
q1.00_k60_d0,ladder,1.0,60,0,CAND5,5.0,21.373044524669073,0.35621740874448454,0.01877428090594746,0.1931922478669617,-0.5855496649401952,0.6575832150460355,-0.16213505070057077,0.018033146516337695,0.19063065372236648,-0.5855496649401963,0.20169935917216736,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.772444589328854,0.8633615199498943,0.7116020740615451,-0.1192934387331347,0.7181690016941097,False,False,True
q1.00_k60_d0,ladder,1.0,60,0,CAND10,10.0,21.373044524669073,0.35621740874448454,0.054222265100593914,0.41947017044186147,-0.4498154837331534,0.7136430501173546,0.1944624299906763,0.045248231652939674,0.35002558057463756,-0.4498154837331554,0.565016964538411,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.772444589328854,0.8633615199498943,0.7116020740615451,-0.1192934387331347,0.7181690016941097,False,False,True
q1.00_k60_d0,ladder,1.0,60,0,CAND15,15.0,21.373044524669073,0.35621740874448454,0.07005878882929273,0.5765901128051492,-0.3295579809847792,0.725793111645752,0.47093681468215126,0.06799938137178008,0.5316955338730023,-0.32955798098477973,0.677168894624285,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.772444589328854,0.8633615199498943,0.7116020740615451,-0.1192934387331347,0.7181690016941097,False,False,True
q1.00_k60_d0,ladder,1.0,60,0,CAND20,20.0,21.373044524669073,0.35621740874448454,0.06153469096744013,0.5612371395847168,-0.30045168626519847,0.7821318843832445,0.4058375886270297,0.05408889277984108,0.4729866181806604,-0.30045168626519714,0.7552473709282107,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.772444589328854,0.8633615199498943,0.7116020740615451,-0.1192934387331347,0.7181690016941097,False,False,True
q1.00_k60_d0,ladder,1.0,60,0,CAND30,30.0,21.373044524669073,0.35621740874448454,0.04245293531524452,0.4925442984798533,-0.2660221101879616,0.7126298854409184,0.3494212269451808,0.03324445791426078,0.37120203954043585,-0.2660221101879615,0.7686966743237752,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.772444589328854,0.8633615199498943,0.7116020740615451,-0.1192934387331347,0.7181690016941097,False,False,True
q1.00_k60_d0,ladder,1.0,60,0,EWall,,21.373044524669073,0.35621740874448454,0.048340011877663125,0.40619584973816064,-0.29088096980878686,0.5464530768075407,0.3225341188030278,0.04409678914799109,0.3572547258026636,-0.29088096980878786,0.5238547300288418,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.772444589328854,0.8633615199498943,0.7116020740615451,-0.1192934387331347,0.7181690016941097,False,False,True
q1.00_k60_d1,ladder,1.0,60,1,CAND5,5.0,20.04332129963899,0.3340553549939832,0.03795520491617199,0.2944669342377608,-0.411103256568902,0.2979449959299396,0.2941688123826206,0.02467279806732159,0.22279013483121524,-0.4110513006389619,0.4320627508108088,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.6634345974521019,0.7659314869423068,0.587236576897266,-0.17751934465863528,0.5139757023450507,False,False,True
q1.00_k60_d1,ladder,1.0,60,1,CAND10,10.0,20.04332129963899,0.3340553549939832,0.06351409912673689,0.4968250704664074,-0.35143871809477434,0.46992216085012894,0.5242512666938627,0.05242533545647787,0.4080870694657145,-0.3514387180947738,0.6748646579428461,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.6634345974521019,0.7659314869423068,0.587236576897266,-0.17751934465863528,0.5139757023450507,False,False,True
q1.00_k60_d1,ladder,1.0,60,1,CAND15,15.0,20.04332129963899,0.3340553549939832,0.07020782768170131,0.5959667627316907,-0.2937929886309989,0.5887471463054461,0.6106395296425172,0.05967160287690687,0.49111778147091606,-0.29379298863099956,0.8174227501266145,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.6634345974521019,0.7659314869423068,0.587236576897266,-0.17751934465863528,0.5139757023450507,False,False,True
q1.00_k60_d1,ladder,1.0,60,1,CAND20,20.0,20.04332129963899,0.3340553549939832,0.05244241011143291,0.5045796449079638,-0.27258086223974076,0.6243757838377814,0.4272499783744182,0.031391745431555984,0.3097633866789162,-0.27075493826791985,0.9374369405016565,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.6634345974521019,0.7659314869423068,0.587236576897266,-0.17751934465863528,0.5139757023450507,False,False,True
q1.00_k60_d1,ladder,1.0,60,1,CAND30,30.0,20.04332129963899,0.3340553549939832,0.03551086840870976,0.4280677399234245,-0.23149865823417115,0.6252621251389103,0.3215277123932832,0.017430332058408382,0.21877701257584892,-0.22952721207115223,0.9813293332436162,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.6634345974521019,0.7659314869423068,0.587236576897266,-0.17751934465863528,0.5139757023450507,False,False,True
q1.00_k60_d1,ladder,1.0,60,1,EWall,,20.04332129963899,0.3340553549939832,0.05252698261967592,0.43493736378291875,-0.393214866606593,0.39023914501241413,0.4764062329339255,0.044204873464916306,0.36285192465139504,-0.3909298613129998,0.5849246468428358,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.6634345974521019,0.7659314869423068,0.587236576897266,-0.17751934465863528,0.5139757023450507,False,False,True
q1.00_k60_d2,ladder,1.0,60,2,CAND5,5.0,22.23225030084236,0.37053750501403926,0.04245984578264794,0.3183548041288949,-0.5489106710992869,0.3443948432756093,0.29879076042753455,0.024775737942718257,0.2233836345213449,-0.548910671099287,0.49923434913741355,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.6940292844529533,0.9677324373252375,0.48284219516675203,-0.17576409309931817,0.4909807265583272,False,False,True
q1.00_k60_d2,ladder,1.0,60,2,CAND10,10.0,22.23225030084236,0.37053750501403926,0.04366431013194805,0.37040866141800655,-0.37752505533151093,0.40821132162745194,0.34763612956713413,0.022913955660385232,0.22403736145937578,-0.37752505533150815,0.6766847578894353,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.6940292844529533,0.9677324373252375,0.48284219516675203,-0.17576409309931817,0.4909807265583272,False,False,True
q1.00_k60_d2,ladder,1.0,60,2,CAND15,15.0,22.23225030084236,0.37053750501403926,0.05511219589983152,0.4910388297772433,-0.26400050119536833,0.65269691244092,0.38431966139702667,0.03510057724789806,0.3206613096387174,-0.26400050119536844,0.867994843197245,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.6940292844529533,0.9677324373252375,0.48284219516675203,-0.17576409309931817,0.4909807265583272,False,False,True
q1.00_k60_d2,ladder,1.0,60,2,CAND20,20.0,22.23225030084236,0.37053750501403926,0.06165020042985647,0.5923949425962997,-0.21850709010991876,0.8354418148719573,0.43197552684856755,0.04059158614118008,0.3861816518646542,-0.21850709010991798,1.0610134532212747,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.6940292844529533,0.9677324373252375,0.48284219516675203,-0.17576409309931817,0.4909807265583272,False,False,True
q1.00_k60_d2,ladder,1.0,60,2,CAND30,30.0,22.23225030084236,0.37053750501403926,0.04667813391510456,0.5552620255532327,-0.1921831990359809,0.9656580253219954,0.30978536580099425,0.02769316290414836,0.32142839401848544,-0.1921831990359828,1.161454327046544,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.6940292844529533,0.9677324373252375,0.48284219516675203,-0.17576409309931817,0.4909807265583272,False,False,True
q1.00_k60_d2,ladder,1.0,60,2,EWall,,22.23225030084236,0.37053750501403926,0.06708792095805083,0.5666359471271482,-0.3346287003089783,0.7952776670430184,0.40957704093445746,0.048134578412631024,0.40905608611402045,-0.3346287003089785,0.8859316386457782,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.6940292844529533,0.9677324373252375,0.48284219516675203,-0.17576409309931817,0.4909807265583272,False,False,True
q1.00_k80_d0,ladder,1.0,80,0,CAND5,5.0,31.180505415162454,0.3897563176895306,0.057029574385490944,0.3846229700920161,-0.3739740783205334,0.5789372609499951,0.21378019982089802,0.03237356640328448,0.2600685160545863,-0.3739740783205332,0.599731242025341,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.6357903096102951,0.7806747840234028,0.5239090932456207,-0.17795815826834516,0.5299263900402222,False,False,True
q1.00_k80_d0,ladder,1.0,80,0,CAND10,10.0,31.180505415162454,0.3897563176895306,0.044834980142422376,0.3633902028778267,-0.2874905298475833,0.26177731978389834,0.45086233638442197,0.05495449023752075,0.4163260568618917,-0.28749052984758494,0.2691519159499693,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.6357903096102951,0.7806747840234028,0.5239090932456207,-0.17795815826834516,0.5299263900402222,False,False,True
q1.00_k80_d0,ladder,1.0,80,0,CAND15,15.0,31.180505415162454,0.3897563176895306,0.039954089366190715,0.35563077865549764,-0.28792792226897823,0.4240588692496695,0.30445664817304346,0.03187434614918527,0.2911165737730052,-0.2879279222689791,0.4771550003909768,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.6357903096102951,0.7806747840234028,0.5239090932456207,-0.17795815826834516,0.5299263900402222,False,False,True
q1.00_k80_d0,ladder,1.0,80,0,CAND20,20.0,31.180505415162454,0.3897563176895306,0.0497360167899783,0.4514609670175187,-0.2656328114850077,0.5407128014236343,0.3847314807372925,0.04334818694149756,0.3888876442337237,-0.26563281148500784,0.5718840652371676,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.6357903096102951,0.7806747840234028,0.5239090932456207,-0.17795815826834516,0.5299263900402222,False,False,True
q1.00_k80_d0,ladder,1.0,80,0,CAND30,30.0,31.180505415162454,0.3897563176895306,0.04458386221035826,0.4561823449962848,-0.2982474452198204,0.6121693484907703,0.3386887324722479,0.03254434876174739,0.3343510955173973,-0.2982474452198207,0.701373299856916,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.6357903096102951,0.7806747840234028,0.5239090932456207,-0.17795815826834516,0.5299263900402222,False,False,True
q1.00_k80_d0,ladder,1.0,80,0,EWall,,31.180505415162454,0.3897563176895306,0.04455856165882088,0.3968559255607681,-0.40388300737197513,0.5791327084749779,0.2729082471799975,0.03318151784623691,0.3020492760896452,-0.403883007371976,0.5909014875044782,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.6357903096102951,0.7806747840234028,0.5239090932456207,-0.17795815826834516,0.5299263900402222,False,False,True
q1.00_k80_d1,ladder,1.0,80,1,CAND5,5.0,28.63898916967509,0.35798736462093866,0.010701990465237454,0.15217873217681155,-0.4699805424432665,0.177125711474456,0.13363553427231964,0.016339006485583507,0.18192385576967984,-0.4699805424432669,0.09509804846040033,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.5444211374060763,0.7443766522954391,0.3742533571860898,-0.1482556467979398,0.5209197587579074,False,False,True
q1.00_k80_d1,ladder,1.0,80,1,CAND10,10.0,28.63898916967509,0.35798736462093866,0.007040742495553198,0.12240849353002677,-0.40327177450525,0.22422940006555928,0.038946731133899376,0.0016738210330977665,0.09109357162765373,-0.4032717745052514,0.18255550170492088,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.5444211374060763,0.7443766522954391,0.3742533571860898,-0.1482556467979398,0.5209197587579074,False,False,True
q1.00_k80_d1,ladder,1.0,80,1,CAND15,15.0,28.63898916967509,0.35798736462093866,0.026511851324905633,0.2590783051543346,-0.36510450390570026,0.48714437945364664,0.08324077288309804,0.01220385121062395,0.15595454251895718,-0.3651045039056994,0.4668939843595129,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.5444211374060763,0.7443766522954391,0.3742533571860898,-0.1482556467979398,0.5209197587579074,False,False,True
q1.00_k80_d1,ladder,1.0,80,1,CAND20,20.0,28.63898916967509,0.35798736462093866,0.036147191875986584,0.3425594175015232,-0.31305924474861,0.5244767982779514,0.20862001080961343,0.027672120836937042,0.267627841803016,-0.313059244748613,0.5000520527985002,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.5444211374060763,0.7443766522954391,0.3742533571860898,-0.1482556467979398,0.5209197587579074,False,False,True
q1.00_k80_d1,ladder,1.0,80,1,CAND30,30.0,28.63898916967509,0.35798736462093866,0.032014324056552024,0.34389869014037533,-0.2821712614547275,0.5332745238358365,0.21111527864683582,0.021605520260430167,0.2390402555033686,-0.28217126145472704,0.5780632036017789,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.5444211374060763,0.7443766522954391,0.3742533571860898,-0.1482556467979398,0.5209197587579074,False,False,True
q1.00_k80_d1,ladder,1.0,80,1,EWall,,28.63898916967509,0.35798736462093866,0.03530482396089685,0.3258723250033675,-0.3245852488315091,0.5724445077507854,0.1484568895440481,0.022612935038178517,0.2280780475258888,-0.3245852488315073,0.5203559813385292,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.5444211374060763,0.7443766522954391,0.3742533571860898,-0.1482556467979398,0.5209197587579074,False,False,True
q1.00_k80_d2,ladder,1.0,80,2,CAND5,5.0,30.38146811070999,0.3797683513838749,0.07377535590700912,0.46473344852727994,-0.4116467798209684,0.6419441843825691,0.31937896266206023,0.07598780474089795,0.46364110926810087,-0.41164677982096975,0.4687989312826154,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.7106115469876986,0.8296779403880211,0.6279833965954783,-0.1534817226955808,0.5746245634352456,False,False,True
q1.00_k80_d2,ladder,1.0,80,2,CAND10,10.0,30.38146811070999,0.3797683513838749,0.05895139784770054,0.44943694027728914,-0.36696320851493436,0.5892950302389314,0.3352012398591484,0.05403725607758192,0.40989799446767355,-0.366963208514935,0.5215568304099083,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.7106115469876986,0.8296779403880211,0.6279833965954783,-0.1534817226955808,0.5746245634352456,False,False,True
q1.00_k80_d2,ladder,1.0,80,2,CAND15,15.0,30.38146811070999,0.3797683513838749,0.05689128857652781,0.4690860362181272,-0.35368553320551754,0.6753172050003683,0.3095452892899708,0.04513181063896754,0.3757938334992654,-0.3536855332055161,0.6479175938838426,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.7106115469876986,0.8296779403880211,0.6279833965954783,-0.1534817226955808,0.5746245634352456,False,False,True
q1.00_k80_d2,ladder,1.0,80,2,CAND20,20.0,30.38146811070999,0.3797683513838749,0.04731387710303325,0.42520389981974827,-0.3472919632425828,0.6815156995579633,0.23456013418388671,0.03135038267484758,0.29453845016830005,-0.3472919632425827,0.6853814869922179,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.7106115469876986,0.8296779403880211,0.6279833965954783,-0.1534817226955808,0.5746245634352456,False,False,True
q1.00_k80_d2,ladder,1.0,80,2,CAND30,30.0,30.38146811070999,0.3797683513838749,0.05304821083648514,0.5169032817921456,-0.28336653474303075,0.736489528747094,0.36806140490208006,0.03939201209486676,0.377503425356574,-0.28336653474302964,0.822559208944392,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.7106115469876986,0.8296779403880211,0.6279833965954783,-0.1534817226955808,0.5746245634352456,False,False,True
q1.00_k80_d2,ladder,1.0,80,2,EWall,,30.38146811070999,0.3797683513838749,0.05122127795462772,0.4433480605280863,-0.32895392057264683,0.7084062082593037,0.26179071586426095,0.03580101629214805,0.3186873705371178,-0.32895392057264505,0.6986944447055237,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.7106115469876986,0.8296779403880211,0.6279833965954783,-0.1534817226955808,0.5746245634352456,False,False,True
q1.00_k100_d0,ladder,1.0,100,0,CAND5,5.0,39.16967509025271,0.3916967509025271,0.03730222225694679,0.2864632372040761,-0.3115202953104703,0.219000080697125,0.34387507576113635,0.06398503705890102,0.40935130043459533,-0.3050061251280425,0.06415499706233047,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.599241153277749,0.6293527393824105,0.5760383953717704,-0.12761433909708852,0.49355378868891564,False,False,True
q1.00_k100_d0,ladder,1.0,100,0,CAND10,10.0,39.16967509025271,0.3916967509025271,0.024462946415436893,0.233542186927542,-0.3078285985923699,0.30708143099892393,0.17819790956723258,0.027368839412397206,0.2470652050881355,-0.3078285985923662,0.2097015333786114,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.599241153277749,0.6293527393824105,0.5760383953717704,-0.12761433909708852,0.49355378868891564,False,False,True
q1.00_k100_d0,ladder,1.0,100,0,CAND15,15.0,39.16967509025271,0.3916967509025271,0.04639479871058172,0.39409382645193836,-0.2579387237524786,0.429643304845261,0.37136884412701127,0.04405717899880224,0.3655916650312253,-0.25793872375247817,0.4513006780969167,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.599241153277749,0.6293527393824105,0.5760383953717704,-0.12761433909708852,0.49355378868891564,False,False,True
q1.00_k100_d0,ladder,1.0,100,0,CAND20,20.0,39.16967509025271,0.3916967509025271,0.05173380987459675,0.4522519258490031,-0.1982048027355241,0.3981699313358831,0.5004644678281062,0.056920436520027984,0.4691044258402938,-0.1982048027355251,0.42414796316166714,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.599241153277749,0.6293527393824105,0.5760383953717704,-0.12761433909708852,0.49355378868891564,False,False,True
q1.00_k100_d0,ladder,1.0,100,0,CAND30,30.0,39.16967509025271,0.3916967509025271,0.045661938320176176,0.4366273426458372,-0.2034825165851859,0.40955588384790126,0.4636952369179144,0.04539532914985789,0.41433494517650366,-0.203482516585186,0.48615060531920934,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.599241153277749,0.6293527393824105,0.5760383953717704,-0.12761433909708852,0.49355378868891564,False,False,True
q1.00_k100_d0,ladder,1.0,100,0,EWall,,39.16967509025271,0.3916967509025271,0.05023738246245113,0.4429490556310256,-0.2764930619596817,0.3795139725351368,0.4982964336918488,0.05484612221925533,0.45738310425354706,-0.27649306195968015,0.419236993564224,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.599241153277749,0.6293527393824105,0.5760383953717704,-0.12761433909708852,0.49355378868891564,False,False,True
q1.00_k100_d1,ladder,1.0,100,1,CAND5,5.0,38.257521058965104,0.38257521058965105,0.023438132100288334,0.21640078603461035,-0.5850692837460261,0.6076426405256261,-0.13052648036761233,0.007455663978168214,0.13856956880467416,-0.5850692837460264,0.3619312665066773,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.8178682180452526,0.9719034043225108,0.6950387123612259,-0.15965657146959356,0.7548353492827901,False,False,True
q1.00_k100_d1,ladder,1.0,100,1,CAND10,10.0,38.257521058965104,0.38257521058965105,0.038412981184073436,0.32300196523751445,-0.4202617793488792,0.60225723632373,0.09926911799705562,0.02253074674648614,0.21828312436528613,-0.4202617793488811,0.5318041433576292,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.8178682180452526,0.9719034043225108,0.6950387123612259,-0.15965657146959356,0.7548353492827901,False,False,True
q1.00_k100_d1,ladder,1.0,100,1,CAND15,15.0,38.257521058965104,0.38257521058965105,0.046152115482949174,0.39754373055600833,-0.3207251754564394,0.6420281025121309,0.21477067498036842,0.03529233934039877,0.3086241004006567,-0.32072517545644075,0.5847418636814186,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.8178682180452526,0.9719034043225108,0.6950387123612259,-0.15965657146959356,0.7548353492827901,False,False,True
q1.00_k100_d1,ladder,1.0,100,1,CAND20,20.0,38.257521058965104,0.38257521058965105,0.04292953373782349,0.39379684519801983,-0.30266156958978707,0.6291573921496164,0.2187034248735578,0.03311565546095352,0.30649800580598746,-0.3026615695897866,0.5756272804615602,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.8178682180452526,0.9719034043225108,0.6950387123612259,-0.15965657146959356,0.7548353492827901,False,False,True
q1.00_k100_d1,ladder,1.0,100,1,CAND30,30.0,38.257521058965104,0.38257521058965105,0.05207612760734204,0.49890886630567705,-0.26014659507062865,0.778083150375776,0.3045690915708284,0.03987387973922174,0.37498136281430866,-0.26014659507063165,0.771293057641046,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.8178682180452526,0.9719034043225108,0.6950387123612259,-0.15965657146959356,0.7548353492827901,False,False,True
q1.00_k100_d1,ladder,1.0,100,1,EWall,,38.257521058965104,0.38257521058965105,0.05741314780010032,0.5050399003894963,-0.43320661400462745,0.8749788949100649,0.2808869189561864,0.04025493965824034,0.3517121823423585,-0.4332066140046271,0.8741969488680331,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.8178682180452526,0.9719034043225108,0.6950387123612259,-0.15965657146959356,0.7548353492827901,False,False,True
q1.00_k100_d2,ladder,1.0,100,2,CAND5,5.0,38.38628158844765,0.38386281588447657,0.07108420302396823,0.4446684269042489,-0.36146379434816645,0.5485405767330691,0.3577189911677541,0.06283699588008296,0.3966724860552824,-0.3614637943481649,0.5356973746715097,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.5576714790199724,0.7038342495378105,0.4400540478849379,-0.16534736542563522,0.4955505869631371,False,False,True
