panel,strict_empty,pool,pick_cap,pick_gross,IS_J,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,pass4b,pass4a,full_CAGR,full_Sharpe,full_MaxDD,H1,H2,cert_OOS_Sharpe,cert_OOS_CAGR,cert_pass4b,inc_OOS_Sharpe,inc_OOS_CAGR,inc_pass4b,spy_OOS_Sharpe,spy_OOS_CAGR,spy_OOS_MaxDD,live_OOS_Sharpe,live_OOS_CAGR,live_OOS_MaxDD
U56,False,13,5,0.65,1.3517554110091394,0.14596208074157246,1.226138615017302,-0.19058082537639387,True,False,0.1375540324649438,1.2116102183175574,-0.19058082537639387,1.2937085125445946,1.1490934778795605,1.1833330620238236,0.14954770134796957,True,1.1837143680307356,0.17297636232876257,True,0.8745240617633456,0.1527838188994346,-0.3371726770846233,1.2778075576954295,0.09466489117832899,-0.12054947716248854
B136,False,18,3,0.6,1.744791710129359,0.11385558222169911,1.0095130181676468,-0.17969550201565665,True,False,0.12056567802751461,1.0956897694151793,-0.17969550201565687,1.3054851440413002,0.9177724662302827,1.0235965012476524,0.14131044934768133,True,1.0244937706927486,0.162993809626496,False,0.8767278433896203,0.15331427255204866,-0.3371595330739301,1.105887869727878,0.07884939392053303,-0.12240985403190019
SMALL,True,45,2,0.45,-4.006749872080633,0.05422407843552923,0.5207211954318419,-0.23234976829826903,False,False,0.05535624260935168,0.5703335473453434,-0.2323497682982698,0.8247931111775717,0.41322767195815946,0.4538158345636328,0.06346505962487003,False,0.45424585897421693,0.07104749988706494,False,0.8767141873340053,0.15331706161492242,-0.3371726770846233,0.6516492954577333,0.044697858575210914,-0.12176044561639543
