panel,cadence,cap,gross,turnover_yr,mean_risk_gross,blend_bh_gross,blend_rb_gross,blend_bh_turn,blend_rb_turn,mean_names,max_gross,max_name_w
U56,M,0.020,1.0,2.774283531924741,0.7679553483924886,0.7665877995855389,0.7661444807563963,2.008521943864379,2.143597413666374,38.39820224719101,1.0000000000000013,0.03914546918283334
U56,M,0.030,0.75,2.6440974693616255,0.7120636253540861,0.712277732831928,0.7116935760142205,0.8751008637847941,1.096870275410041,38.39820224719101,1.0000000000000016,0.046712092155468225
U56,M,0.030,1.0,3.260195412437741,0.9151078018348201,0.9120928786049949,0.9119721055687435,1.3091200762561006,1.6703631962958365,38.39820224719101,1.0000000000000016,0.04849553058902028
U56,M,INF,0.75,2.8182187117518933,0.7512618932195598,0.7540535783653767,0.7535094930618979,0.17244567960453766,0.4511266529291392,38.39820224719101,1.0000000000000013,0.18304792772865283
U56,M,INF,1.0,3.67698685208778,1.0,0.9999999999999996,0.9999999999999996,1.3835269570080128e-14,0.5069190786136397,38.39820224719101,1.0000000000000013,0.2410658431560247
B136,W,0.015,0.75,4.518014645463427,0.7248201023352787,0.7245132271624509,0.7244134997012889,1.1291424567344912,1.6879159391015612,93.17378597122303,1.0000000000000009,0.018943985071854318
B136,W,0.015,1.0,5.533606859547995,0.943404985891663,0.942482905864164,0.9424790910386448,1.6189362989458385,2.4918842801640073,93.17378597122303,1.0000000000000009,0.019317252556060833
B136,W,0.020,0.75,4.6751254264368125,0.7359964698172055,0.7358169955250989,0.7357150416124184,0.8545728098638434,1.4454630348936808,93.17378597122303,1.0000000000000009,0.02502299341834478
B136,W,0.020,1.0,5.829629100658773,0.9661680009925903,0.965187520333226,0.9651809599326278,1.1394306450139715,2.083537380770437,93.17378597122303,1.0000000000000009,0.02502299341834478
B136,W,0.030,0.75,4.792014636346087,0.7429064053209822,0.7429478524895613,0.7428472388107215,0.6134461637186447,1.224942354911755,93.17378597122303,1.0000000000000009,0.03718848002430011
B136,W,0.030,1.0,6.075522236622382,0.9843115402785698,0.983544140455153,0.9835351249670009,0.6078686392034109,1.6288551788697108,93.17378597122303,1.0000000000000009,0.03718848002430011
B136,W,INF,0.75,4.906022705624986,0.7502016552984668,0.7506782004831674,0.7505797931928319,0.35415111020343387,1.0000449043719035,93.17378597122303,1.0000000000000009,0.11161841122343943
B136,W,INF,1.0,6.3167439960259175,1.0,1.0,1.0,2.6462112667436652e-14,1.1016107343149464,93.17378597122303,1.0000000000000009,0.14834160644380268
B136,M,0.015,0.75,2.974924462442353,0.724504818144646,0.7245756491538689,0.7242612158149871,0.701382241096904,0.9744533699355756,92.9613309352518,1.0000000000000013,0.023650591636319832
B136,M,0.015,1.0,3.7636122091555815,0.9420226161981591,0.9389004313744251,0.9388874075744205,1.2032573619577611,1.6137193997888843,92.9613309352518,1.0000000000000013,0.023650591636319832
B136,M,0.020,0.75,3.0356069890722366,0.735701470423319,0.7359378109507175,0.7356245740391287,0.5104934332474699,0.7989599346561742,92.9613309352518,1.0000000000000013,0.03148732139750095
B136,M,0.020,1.0,3.8814220252679252,0.964484941629024,0.9613108229641597,0.9612993926456656,0.7809449450758169,1.2314507491803643,92.9613309352518,1.0000000000000013,0.03148732139750095
B136,M,0.030,0.75,3.055846405401495,0.7425736384617128,0.7431181064941127,0.7428095230284479,0.29724957089931964,0.6030537268282845,92.9613309352518,1.0000000000000013,0.04363166063971912
B136,M,0.030,1.0,3.964578701538886,0.9827586540516186,0.9797597605522566,0.9797542637516456,0.40061964863506155,0.8915874443425739,92.9613309352518,1.0000000000000013,0.04709120302009213
B136,M,INF,0.75,3.095626163873346,0.7512509817081802,0.7539174567974829,0.7536103770774906,0.14956706299518785,0.47370509006520356,92.9613309352518,1.0000000000000013,0.09789186017356336
B136,M,INF,1.0,4.0305010215293215,1.0,1.0,1.0,1.1983357136052516e-14,0.5350731297376142,92.9613309352518,1.0000000000000013,0.1299293934546002
